,rankDiff,wins,games,winPct
0,1,11,16,0.6875
1,2,11,14,0.7857142857142857
2,3,13,23,0.5652173913043478
3,4,9,14,0.6428571428571429
4,5,9,16,0.5625
5,6,7,14,0.5
6,7,5,11,0.45454545454545453
7,8,4,9,0.4444444444444444
8,9,3,3,1.0
9,10,0,1,0.0
