,MatchupPair,games,wins,WinPct,HomeRank,AwayRank,P-Value
19,1-5,5,3,0.6,1,5,0.5
20,1-6,10,9,0.9,1,6,0.0107421875
21,1-7,4,4,1.0,1,7,0.0625
22,1-8,12,9,0.75,1,8,0.072998046875
23,1-9,7,7,1.0,1,9,0.0078125
24,10-1,9,6,0.6666666666666666,10,1,0.25390625
25,10-11,8,5,0.625,10,11,0.36328125
26,10-12,9,4,0.4444444444444444,10,12,0.5
27,10-13,5,3,0.6,10,13,0.5
28,10-14,8,6,0.75,10,14,0.14453125
29,10-15,6,4,0.6666666666666666,10,15,0.34375
30,10-16,10,7,0.7,10,16,0.171875
31,10-17,6,5,0.8333333333333334,10,17,0.109375
32,10-18,9,8,0.8888888888888888,10,18,0.01953125
33,10-19,11,10,0.9090909090909091,10,19,0.005859375
34,10-2,9,3,0.3333333333333333,10,2,0.25390625
35,10-20,6,5,0.8333333333333334,10,20,0.109375
36,10-21,1,1,1.0,10,21,0.5
37,10-22,4,4,1.0,10,22,0.0625
38,10-23,1,0,0.0,10,23,0.5
39,10-24,4,4,1.0,10,24,0.0625
40,10-25,7,4,0.5714285714285714,10,25,0.5
41,10-3,6,2,0.3333333333333333,10,3,0.34375
42,10-4,9,6,0.6666666666666666,10,4,0.25390625
43,10-5,12,8,0.6666666666666666,10,5,0.19384765625
44,10-6,8,6,0.75,10,6,0.14453125
45,10-7,8,3,0.375,10,7,0.36328125
46,10-8,5,4,0.8,10,8,0.1875
47,10-9,7,7,1.0,10,9,0.0078125
48,11-1,8,4,0.5,11,1,0.63671875
49,11-10,14,9,0.6428571428571429,11,10,0.21197509765625
50,11-12,5,2,0.4,11,12,0.5
51,11-13,7,5,0.7142857142857143,11,13,0.2265625
52,11-14,3,1,0.3333333333333333,11,14,0.5
53,11-15,1,1,1.0,11,15,0.5
