"Season","SeasonType","Week","Poll","Rank","School","Conference","FirstPlaceVotes","Points"
"2017","regular","1","AP Top 25","1","Alabama","SEC","52","1513"
"2017","regular","1","AP Top 25","2","Ohio State","Big Ten","3","1414"
"2017","regular","1","AP Top 25","3","Florida State","ACC","4","1396"
"2017","regular","1","AP Top 25","4","USC","Pac-12","2","1325"
"2017","regular","1","AP Top 25","5","Clemson","ACC","0","1201"
"2017","regular","1","AP Top 25","6","Penn State","Big Ten","0","1196"
"2017","regular","1","AP Top 25","7","Oklahoma","Big 12","0","1170"
"2017","regular","1","AP Top 25","8","Washington","Pac-12","0","1150"
"2017","regular","1","AP Top 25","9","Wisconsin","Big Ten","0","926"
"2017","regular","1","AP Top 25","10","Oklahoma State","Big 12","0","889"
"2017","regular","1","AP Top 25","11","Michigan","Big Ten","0","881"
"2017","regular","1","AP Top 25","12","Auburn","SEC","0","880"
"2017","regular","1","AP Top 25","13","LSU","SEC","0","784"
"2017","regular","1","AP Top 25","14","Stanford","Pac-12","0","695"
"2017","regular","1","AP Top 25","15","Georgia","SEC","0","690"
"2017","regular","1","AP Top 25","16","Louisville","ACC","0","629"
"2017","regular","1","AP Top 25","17","Florida","SEC","0","624"
"2017","regular","1","AP Top 25","18","Miami","ACC","0","492"
"2017","regular","1","AP Top 25","19","South Florida","American Athletic","0","327"
"2017","regular","1","AP Top 25","20","Kansas State","Big 12","0","317"
"2017","regular","1","AP Top 25","21","Virginia Tech","ACC","0","240"
"2017","regular","1","AP Top 25","22","West Virginia","Big 12","0","207"
"2017","regular","1","AP Top 25","23","Texas","Big 12","0","173"
"2017","regular","1","AP Top 25","24","Washington State","Pac-12","0","133"
"2017","regular","1","AP Top 25","25","Tennessee","SEC","0","114"
"2017","regular","1","Coaches Poll","1","Alabama","SEC","49","1603"
"2017","regular","1","Coaches Poll","2","Ohio State","Big Ten","5","1512"
"2017","regular","1","Coaches Poll","3","Florida State","ACC","4","1434"
"2017","regular","1","Coaches Poll","4","USC","Pac-12","0","1415"
"2017","regular","1","Coaches Poll","5","Clemson","ACC","7","1367"
"2017","regular","1","Coaches Poll","6","Penn State","Big Ten","0","1257"
"2017","regular","1","Coaches Poll","7","Washington","Pac-12","0","1245"
"2017","regular","1","Coaches Poll","8","Oklahoma","Big 12","0","1237"
"2017","regular","1","Coaches Poll","9","Michigan","Big Ten","0","959"
"2017","regular","1","Coaches Poll","10","Wisconsin","Big Ten","0","936"
"2017","regular","1","Coaches Poll","11","Oklahoma State","Big 12","0","912"
"2017","regular","1","Coaches Poll","12","LSU","SEC","0","834"
"2017","regular","1","Coaches Poll","13","Auburn","SEC","0","819"
"2017","regular","1","Coaches Poll","14","Stanford","Pac-12","0","732"
"2017","regular","1","Coaches Poll","15","Georgia","SEC","0","701"
"2017","regular","1","Coaches Poll","16","Florida","SEC","0","681"
"2017","regular","1","Coaches Poll","17","Louisville","ACC","0","676"
"2017","regular","1","Coaches Poll","18","Miami","ACC","0","472"
"2017","regular","1","Coaches Poll","19","Kansas State","Big 12","0","339"
"2017","regular","1","Coaches Poll","20","West Virginia","Big 12","0","319"
"2017","regular","1","Coaches Poll","21","South Florida","American Athletic","0","247"
"2017","regular","1","Coaches Poll","22","Virginia Tech","ACC","0","235"
"2017","regular","1","Coaches Poll","23","Texas","Big 12","0","193"
"2017","regular","1","Coaches Poll","24","Tennessee","SEC","0","155"
"2017","regular","1","Coaches Poll","25","Utah","Pac-12","0","109"
"2017","regular","1","FCS Coaches Poll","1","James Madison","CAA","20","642"
"2017","regular","1","FCS Coaches Poll","2","North Dakota State","MVFC","2","618"
"2017","regular","1","FCS Coaches Poll","3","Sam Houston State","Southland","3","577"
"2017","regular","1","FCS Coaches Poll","4","Eastern Washington","Big Sky","0","525"
"2017","regular","1","FCS Coaches Poll","5","Jacksonville State","OVC","0","493"
"2017","regular","1","FCS Coaches Poll","6","South Dakota State","MVFC","1","479"
"2017","regular","1","FCS Coaches Poll","7","Richmond","CAA","0","474"
"2017","regular","1","FCS Coaches Poll","8","Youngstown State","MVFC","0","450"
"2017","regular","1","FCS Coaches Poll","9","Villanova","CAA","0","413"
"2017","regular","1","FCS Coaches Poll","10","North Dakota","Big Sky","0","412"
"2017","regular","1","FCS Coaches Poll","11","Wofford","Southern","0","381"
"2017","regular","1","FCS Coaches Poll","12","The Citadel","Southern","0","333"
"2017","regular","1","FCS Coaches Poll","13","Chattanooga","Southern","0","330"
"2017","regular","1","FCS Coaches Poll","14","Charleston Southern","Big South","0","261"
"2017","regular","1","FCS Coaches Poll","15","Central Arkansas","Southland","0","251"
"2017","regular","1","FCS Coaches Poll","16","New Hampshire","CAA","0","244"
"2017","regular","1","FCS Coaches Poll","17","Lehigh","Patriot","0","177"
"2017","regular","1","FCS Coaches Poll","18","Illinois State","MVFC","0","149"
"2017","regular","1","FCS Coaches Poll","19","Samford","Southern","0","144"
"2017","regular","1","FCS Coaches Poll","20","Northern Iowa","MVFC","0","136"
"2017","regular","1","FCS Coaches Poll","21","Grambling","SWAC","0","133"
"2017","regular","1","FCS Coaches Poll","22","Weber State","Big Sky","0","102"
"2017","regular","1","FCS Coaches Poll","23","Cal Poly","Big Sky","0","85"
"2017","regular","1","FCS Coaches Poll","24","North Carolina Central","MEAC","0","83"
"2017","regular","1","FCS Coaches Poll","25","North Carolina A&T","MEAC","0","78"
"2017","regular","1","AFCA Division II Coaches Poll","1","Northwest Missouri State","Mid America","34","850"
"2017","regular","1","AFCA Division II Coaches Poll","2","Grand Valley State","GLIAC","0","765"
"2017","regular","1","AFCA Division II Coaches Poll","3","Ferris State","GLIAC","0","716"
"2017","regular","1","AFCA Division II Coaches Poll","4","Emporia State","Mid America","0","652"
"2017","regular","1","AFCA Division II Coaches Poll","5","Texas A&M-Commerce","Lone Star","0","634"
"2017","regular","1","AFCA Division II Coaches Poll","6","North Alabama","Gulf South","0","622"
"2017","regular","1","AFCA Division II Coaches Poll","7","Shepherd","Mountain East","0","574"
"2017","regular","1","AFCA Division II Coaches Poll","8","California (PA)","Pennsylvania State Athletic","0","568"
"2017","regular","1","AFCA Division II Coaches Poll","9","Indiana (PA)","Pennsylvania State Athletic","0","500"
"2017","regular","1","AFCA Division II Coaches Poll","10","Minnesota-Duluth","Northern Sun","0","431"
"2017","regular","1","AFCA Division II Coaches Poll","11","Valdosta State","Gulf South","0","390"
"2017","regular","1","AFCA Division II Coaches Poll","12","Colorado State-Pueblo","Rocky Mountain","0","349"
"2017","regular","1","AFCA Division II Coaches Poll","13","Azusa Pacific","Great Northwest","0","302"
"2017","regular","1","AFCA Division II Coaches Poll","14","LIU Post","Northeast 10","0","288"
"2017","regular","1","AFCA Division II Coaches Poll","15","Harding","Great American","0","281"
"2017","regular","1","AFCA Division II Coaches Poll","16","Colorado Mines","Rocky Mountain","0","254"
"2017","regular","1","AFCA Division II Coaches Poll","17","Sioux Falls","Northern Sun","0","235"
"2017","regular","1","AFCA Division II Coaches Poll","18","Southwest Baptist","Great Lakes","0","227"
"2017","regular","1","AFCA Division II Coaches Poll","19","UNC Pembroke","Independent DII","0","220"
"2017","regular","1","AFCA Division II Coaches Poll","20","Minnesota State","Northern Sun","0","201"
"2017","regular","1","AFCA Division II Coaches Poll","21","Central Missouri State","Mid America","0","189"
"2017","regular","1","AFCA Division II Coaches Poll","22","Southern Arkansas","Great American","0","157"
"2017","regular","1","AFCA Division II Coaches Poll","23","Colorado Mesa","Rocky Mountain","0","154"
"2017","regular","1","AFCA Division II Coaches Poll","24","Midwestern State","Lone Star","0","138"
"2017","regular","1","AFCA Division II Coaches Poll","25","Bemidji State","Northern Sun","0","133"
"2017","regular","2","AP Top 25","1","Alabama","SEC","60","1524"
"2017","regular","2","AP Top 25","2","Ohio State","Big Ten","1","1445"
"2017","regular","2","AP Top 25","3","Clemson","ACC","0","1317"
"2017","regular","2","AP Top 25","4","Penn State","Big Ten","0","1303"
"2017","regular","2","AP Top 25","5","Oklahoma","Big 12","0","1253"
"2017","regular","2","AP Top 25","6","USC","Pac-12","0","1224"
"2017","regular","2","AP Top 25","7","Washington","Pac-12","0","1083"
"2017","regular","2","AP Top 25","8","Michigan","Big Ten","0","1051"
"2017","regular","2","AP Top 25","9","Wisconsin","Big Ten","0","979"
"2017","regular","2","AP Top 25","10","Florida State","ACC","0","976"
"2017","regular","2","AP Top 25","11","Oklahoma State","Big 12","0","950"
"2017","regular","2","AP Top 25","12","LSU","SEC","0","898"
"2017","regular","2","AP Top 25","13","Auburn","SEC","0","873"
"2017","regular","2","AP Top 25","14","Stanford","Pac-12","0","772"
"2017","regular","2","AP Top 25","15","Georgia","SEC","0","685"
"2017","regular","2","AP Top 25","16","Miami","ACC","0","537"
"2017","regular","2","AP Top 25","17","Louisville","ACC","0","529"
"2017","regular","2","AP Top 25","18","Virginia Tech","ACC","0","490"
"2017","regular","2","AP Top 25","19","Kansas State","Big 12","0","398"
"2017","regular","2","AP Top 25","20","Washington State","Pac-12","0","216"
"2017","regular","2","AP Top 25","21","South Florida","American Athletic","0","207"
"2017","regular","2","AP Top 25","22","Florida","SEC","0","164"
"2017","regular","2","AP Top 25","23","TCU","Big 12","0","154"
"2017","regular","2","AP Top 25","24","Notre Dame","FBS Independents","0","141"
"2017","regular","2","AP Top 25","25","Tennessee","SEC","0","124"
"2017","regular","2","Coaches Poll","1","Alabama","SEC","60","1619"
"2017","regular","2","Coaches Poll","2","Ohio State","Big Ten","2","1526"
"2017","regular","2","Coaches Poll","3","Clemson","ACC","3","1466"
"2017","regular","2","Coaches Poll","4","Penn State","Big Ten","0","1343"
"2017","regular","2","Coaches Poll","5","USC","Pac-12","0","1338"
"2017","regular","2","Coaches Poll","6","Oklahoma","Big 12","0","1274"
"2017","regular","2","Coaches Poll","7","Washington","Pac-12","0","1202"
"2017","regular","2","Coaches Poll","8","Michigan","Big Ten","0","1105"
"2017","regular","2","Coaches Poll","9","Florida State","ACC","0","1044"
"2017","regular","2","Coaches Poll","10","Oklahoma State","Big 12","0","1020"
"2017","regular","2","Coaches Poll","11","Wisconsin","Big Ten","0","963"
"2017","regular","2","Coaches Poll","12","LSU","SEC","0","941"
"2017","regular","2","Coaches Poll","13","Auburn","SEC","0","863"
"2017","regular","2","Coaches Poll","14","Stanford","Pac-12","0","839"
"2017","regular","2","Coaches Poll","15","Georgia","SEC","0","767"
"2017","regular","2","Coaches Poll","16","Louisville","ACC","0","574"
"2017","regular","2","Coaches Poll","17","Miami","ACC","0","549"
"2017","regular","2","Coaches Poll","18","Virginia Tech","ACC","0","502"
"2017","regular","2","Coaches Poll","19","Kansas State","Big 12","0","434"
"2017","regular","2","Coaches Poll","20","South Florida","American Athletic","0","257"
"2017","regular","2","Coaches Poll","21","Tennessee","SEC","0","197"
"2017","regular","2","Coaches Poll","22","Washington State","Pac-12","0","192"
"2017","regular","2","Coaches Poll","23","Utah","Pac-12","0","185"
"2017","regular","2","Coaches Poll","24","Florida","SEC","0","179"
"2017","regular","2","Coaches Poll","25","Notre Dame","FBS Independents","0","116"
"2017","regular","2","FCS Coaches Poll","1","James Madison","CAA","25","649"
"2017","regular","2","FCS Coaches Poll","2","North Dakota State","MVFC","0","622"
"2017","regular","2","FCS Coaches Poll","3","Sam Houston State","Southland","1","596"
"2017","regular","2","FCS Coaches Poll","4","South Dakota State","MVFC","0","525"
"2017","regular","2","FCS Coaches Poll","5","Jacksonville State","OVC","0","514"
"2017","regular","2","FCS Coaches Poll","6","Eastern Washington","Big Sky","0","466"
"2017","regular","2","FCS Coaches Poll","6","Youngstown State","MVFC","0","466"
"2017","regular","2","FCS Coaches Poll","8","Villanova","CAA","0","447"
"2017","regular","2","FCS Coaches Poll","9","Richmond","CAA","0","404"
"2017","regular","2","FCS Coaches Poll","10","Wofford","Southern","0","363"
"2017","regular","2","FCS Coaches Poll","11","North Dakota","Big Sky","0","355"
"2017","regular","2","FCS Coaches Poll","12","New Hampshire","CAA","0","313"
"2017","regular","2","FCS Coaches Poll","13","The Citadel","Southern","0","297"
"2017","regular","2","FCS Coaches Poll","14","Chattanooga","Southern","0","286"
"2017","regular","2","FCS Coaches Poll","15","Illinois State","MVFC","0","279"
"2017","regular","2","FCS Coaches Poll","16","Central Arkansas","Southland","0","239"
"2017","regular","2","FCS Coaches Poll","17","Samford","Southern","0","219"
"2017","regular","2","FCS Coaches Poll","18","Charleston Southern","Big South","0","203"
"2017","regular","2","FCS Coaches Poll","19","Lehigh","Patriot","0","182"
"2017","regular","2","FCS Coaches Poll","20","Weber State","Big Sky","0","150"
"2017","regular","2","FCS Coaches Poll","21","North Carolina A&T","MEAC","0","124"
"2017","regular","2","FCS Coaches Poll","21","Northern Iowa","MVFC","0","124"
"2017","regular","2","FCS Coaches Poll","23","Grambling","SWAC","0","83"
"2017","regular","2","FCS Coaches Poll","24","Tennessee State","OVC","0","81"
"2017","regular","2","FCS Coaches Poll","25","Colgate","Patriot","0","71"
"2017","regular","2","AFCA Division II Coaches Poll","1","Northwest Missouri State","Mid America","34","850"
