"Season","SeasonType","Week","Poll","Rank","School","Conference","FirstPlaceVotes","Points"
"2015","regular","1","AP Top 25","1","Ohio State","Big Ten","61","1525"
"2015","regular","1","AP Top 25","2","TCU","Big 12","0","1428"
"2015","regular","1","AP Top 25","3","Alabama","SEC","0","1322"
"2015","regular","1","AP Top 25","4","Baylor","Big 12","0","1263"
"2015","regular","1","AP Top 25","5","Michigan State","Big Ten","0","1256"
"2015","regular","1","AP Top 25","6","Auburn","SEC","0","1192"
"2015","regular","1","AP Top 25","7","Oregon","Pac-12","0","1156"
"2015","regular","1","AP Top 25","8","USC","Pac-12","0","1085"
"2015","regular","1","AP Top 25","9","Georgia","SEC","0","991"
"2015","regular","1","AP Top 25","10","Florida State","ACC","0","959"
"2015","regular","1","AP Top 25","11","Notre Dame","FBS Independents","0","873"
"2015","regular","1","AP Top 25","12","Clemson","ACC","0","862"
"2015","regular","1","AP Top 25","13","UCLA","Pac-12","0","698"
"2015","regular","1","AP Top 25","14","LSU","SEC","0","675"
"2015","regular","1","AP Top 25","15","Arizona State","Pac-12","0","605"
"2015","regular","1","AP Top 25","16","Georgia Tech","ACC","0","588"
"2015","regular","1","AP Top 25","17","Ole Miss","SEC","0","563"
"2015","regular","1","AP Top 25","18","Arkansas","SEC","0","410"
"2015","regular","1","AP Top 25","19","Oklahoma","Big 12","0","394"
"2015","regular","1","AP Top 25","20","Wisconsin","Big Ten","0","393"
"2015","regular","1","AP Top 25","21","Stanford","Pac-12","0","347"
"2015","regular","1","AP Top 25","22","Arizona","Pac-12","0","311"
"2015","regular","1","AP Top 25","23","Boise State","Mountain West","0","240"
"2015","regular","1","AP Top 25","24","Missouri","SEC","0","219"
"2015","regular","1","AP Top 25","25","Tennessee","SEC","0","114"
"2015","regular","1","Coaches Poll","1","Ohio State","Big Ten","62","1598"
"2015","regular","1","Coaches Poll","2","TCU","Big 12","1","1487"
"2015","regular","1","Coaches Poll","3","Alabama","SEC","1","1452"
"2015","regular","1","Coaches Poll","4","Baylor","Big 12","0","1365"
"2015","regular","1","Coaches Poll","5","Oregon","Pac-12","0","1260"
"2015","regular","1","Coaches Poll","6","Michigan State","Big Ten","0","1230"
"2015","regular","1","Coaches Poll","7","Auburn","SEC","0","1103"
"2015","regular","1","Coaches Poll","8","Florida State","ACC","0","1057"
"2015","regular","1","Coaches Poll","9","Georgia","SEC","0","1026"
"2015","regular","1","Coaches Poll","10","USC","Pac-12","0","1014"
"2015","regular","1","Coaches Poll","11","Notre Dame","FBS Independents","0","883"
"2015","regular","1","Coaches Poll","12","Clemson","ACC","0","838"
"2015","regular","1","Coaches Poll","13","LSU","SEC","0","727"
"2015","regular","1","Coaches Poll","14","UCLA","Pac-12","0","697"
"2015","regular","1","Coaches Poll","15","Ole Miss","SEC","0","668"
"2015","regular","1","Coaches Poll","16","Arizona State","Pac-12","0","577"
"2015","regular","1","Coaches Poll","17","Georgia Tech","ACC","0","573"
"2015","regular","1","Coaches Poll","18","Wisconsin","Big Ten","0","470"
"2015","regular","1","Coaches Poll","19","Oklahoma","Big 12","0","407"
"2015","regular","1","Coaches Poll","20","Arkansas","SEC","0","377"
"2015","regular","1","Coaches Poll","21","Stanford","Pac-12","0","365"
"2015","regular","1","Coaches Poll","22","Arizona","Pac-12","0","299"
"2015","regular","1","Coaches Poll","23","Missouri","SEC","0","229"
"2015","regular","1","Coaches Poll","24","Boise State","Mountain West","0","190"
"2015","regular","1","Coaches Poll","25","Tennessee","SEC","0","166"
"2015","regular","1","FCS Coaches Poll","1","Coastal Carolina","Big South","4","517"
"2015","regular","1","FCS Coaches Poll","2","North Dakota State","MVFC","6","490"
