"Season","SeasonType","Week","Poll","Rank","School","Conference","FirstPlaceVotes","Points"
"1981","regular","14","AP Top 25","1","Clemson","ACC","",""
"1981","regular","14","AP Top 25","2","Georgia","SEC","",""
"1981","regular","14","AP Top 25","3","Alabama","SEC","",""
"1981","regular","14","AP Top 25","4","Nebraska","Big 8","",""
"1981","regular","14","AP Top 25","5","SMU","Southwest","",""
"1981","regular","14","AP Top 25","6","Texas","Southwest","",""
"1981","regular","14","AP Top 25","7","Penn State","FBS Independents","",""
"1981","regular","14","AP Top 25","8","USC","Pac-10","",""
"1981","regular","14","AP Top 25","9","Miami","FBS Independents","",""
"1981","regular","14","AP Top 25","10","Pittsburgh","FBS Independents","",""
"1981","regular","14","AP Top 25","11","North Carolina","ACC","",""
"1981","regular","14","AP Top 25","12","Washington","Pac-10","",""
"1981","regular","14","AP Top 25","13","Iowa","Big Ten","",""
"1981","regular","14","AP Top 25","14","BYU","Western Athletic","",""
"1981","regular","14","AP Top 25","15","Ohio State","Big Ten","",""
"1981","regular","14","AP Top 25","16","Michigan","Big Ten","",""
"1981","regular","14","AP Top 25","17","Arizona State","Pac-10","",""
"1981","regular","14","AP Top 25","18","Southern Mississippi","FBS Independents","",""
"1981","regular","14","AP Top 25","19","UCLA","Pac-10","",""
"1981","regular","14","AP Top 25","20","Washington State","Pac-10","",""
"1981","regular","13","AP Top 25","1","Pittsburgh","FBS Independents","",""
"1981","regular","13","AP Top 25","2","Clemson","ACC","",""
"1981","regular","13","AP Top 25","3","Georgia","SEC","",""
"1981","regular","13","AP Top 25","4","Alabama","SEC","",""
"1981","regular","13","AP Top 25","5","Nebraska","Big 8","",""
"1981","regular","13","AP Top 25","6","SMU","Southwest","",""
"1981","regular","13","AP Top 25","7","Texas","Southwest","",""
"1981","regular","13","AP Top 25","8","USC","Pac-10","",""
"1981","regular","13","AP Top 25","9","Miami","FBS Independents","",""
"1981","regular","13","AP Top 25","10","North Carolina","ACC","",""
"1981","regular","13","AP Top 25","11","Penn State","FBS Independents","",""
"1981","regular","13","AP Top 25","12","Washington","Pac-10","",""
"1981","regular","13","AP Top 25","13","Iowa","Big Ten","",""
"1981","regular","13","AP Top 25","14","BYU","Western Athletic","",""
"1981","regular","13","AP Top 25","15","Ohio State","Big Ten","",""
"1981","regular","13","AP Top 25","16","Michigan","Big Ten","",""
"1981","regular","13","AP Top 25","17","Southern Mississippi","FBS Independents","",""
"1981","regular","13","AP Top 25","18","Arizona State","Pac-10","",""
"1981","regular","13","AP Top 25","19","UCLA","Pac-10","",""
"1981","regular","13","AP Top 25","20","Washington State","Pac-10","",""
"1981","regular","12","AP Top 25","1","Pittsburgh","FBS Independents","",""
"1981","regular","12","AP Top 25","2","Clemson","ACC","",""
"1981","regular","12","AP Top 25","3","Georgia","SEC","",""
"1981","regular","12","AP Top 25","4","Alabama","SEC","",""
"1981","regular","12","AP Top 25","5","Nebraska","Big 8","",""
"1981","regular","12","AP Top 25","6","SMU","Southwest","",""
"1981","regular","12","AP Top 25","7","Michigan","Big Ten","",""
"1981","regular","12","AP Top 25","8","Texas","Southwest","",""
"1981","regular","12","AP Top 25","9","Southern Mississippi","FBS Independents","",""
"1981","regular","12","AP Top 25","10","USC","Pac-10","",""
"1981","regular","12","AP Top 25","11","Miami","FBS Independents","",""
"1981","regular","12","AP Top 25","12","North Carolina","ACC","",""
"1981","regular","12","AP Top 25","13","Penn State","FBS Independents","",""
"1981","regular","12","AP Top 25","14","Washington State","Pac-10","",""
"1981","regular","12","AP Top 25","15","UCLA","Pac-10","",""
"1981","regular","12","AP Top 25","16","Arkansas","Southwest","",""
"1981","regular","12","AP Top 25","17","Washington","Pac-10","",""
"1981","regular","12","AP Top 25","18","BYU","Western Athletic","",""
"1981","regular","12","AP Top 25","19","Iowa","Big Ten","",""
"1981","regular","12","AP Top 25","20","Arizona State","Pac-10","",""
"1981","regular","11","AP Top 25","1","Pittsburgh","FBS Independents","",""
"1981","regular","11","AP Top 25","2","Clemson","ACC","",""
"1981","regular","11","AP Top 25","3","USC","Pac-10","",""
"1981","regular","11","AP Top 25","4","Georgia","SEC","",""
"1981","regular","11","AP Top 25","5","Penn State","FBS Independents","",""
"1981","regular","11","AP Top 25","6","Alabama","SEC","",""
"1981","regular","11","AP Top 25","7","Nebraska","Big 8","",""
"1981","regular","11","AP Top 25","8","SMU","Southwest","",""
"1981","regular","11","AP Top 25","9","Arizona State","Pac-10","",""
"1981","regular","11","AP Top 25","10","Texas","Southwest","",""
"1981","regular","11","AP Top 25","11","Michigan","Big Ten","",""
"1981","regular","11","AP Top 25","12","Miami","FBS Independents","",""
"1981","regular","11","AP Top 25","13","North Carolina","ACC","",""
"1981","regular","11","AP Top 25","14","Southern Mississippi","FBS Independents","",""
"1981","regular","11","AP Top 25","15","Oklahoma","Big 8","",""
"1981","regular","11","AP Top 25","16","Arkansas","Southwest","",""
"1981","regular","11","AP Top 25","17","Washington State","Pac-10","",""
"1981","regular","11","AP Top 25","18","UCLA","Pac-10","",""
"1981","regular","11","AP Top 25","19","Hawai'i","Western Athletic","",""
"1981","regular","11","AP Top 25","20","Florida State","FBS Independents","",""
"1981","regular","10","AP Top 25","1","Pittsburgh","FBS Independents","",""
"1981","regular","10","AP Top 25","2","Clemson","ACC","",""
"1981","regular","10","AP Top 25","3","USC","Pac-10","",""
