"Season","SeasonType","Week","Poll","Rank","School","Conference","FirstPlaceVotes","Points"
"1991","regular","15","AP Top 25","1","Miami","Big East","",""
"1991","regular","15","AP Top 25","2","Washington","Pac-10","",""
"1991","regular","15","AP Top 25","3","Florida","SEC","",""
"1991","regular","15","AP Top 25","4","Michigan","Big Ten","",""
"1991","regular","15","AP Top 25","5","Florida State","FBS Independents","",""
"1991","regular","15","AP Top 25","6","Penn State","FBS Independents","",""
"1991","regular","15","AP Top 25","7","Iowa","Big Ten","",""
"1991","regular","15","AP Top 25","8","Alabama","SEC","",""
"1991","regular","15","AP Top 25","9","Texas A&M","Southwest","",""
"1991","regular","15","AP Top 25","10","Tennessee","SEC","",""
"1991","regular","15","AP Top 25","11","Nebraska","Big 8","",""
"1991","regular","15","AP Top 25","12","East Carolina","FBS Independents","",""
"1991","regular","15","AP Top 25","13","Clemson","ACC","",""
"1991","regular","15","AP Top 25","14","California","Pac-10","",""
"1991","regular","15","AP Top 25","15","Colorado","Big 8","",""
"1991","regular","15","AP Top 25","16","Syracuse","Big East","",""
"1991","regular","15","AP Top 25","17","Stanford","Pac-10","",""
"1991","regular","15","AP Top 25","18","Notre Dame","FBS Independents","",""
"1991","regular","15","AP Top 25","19","Virginia","ACC","",""
"1991","regular","15","AP Top 25","20","Oklahoma","Big 8","",""
"1991","regular","15","AP Top 25","21","NC State","ACC","",""
"1991","regular","15","AP Top 25","22","UCLA","Pac-10","",""
"1991","regular","15","AP Top 25","23","Tulsa","FBS Independents","",""
"1991","regular","15","AP Top 25","24","Georgia","SEC","",""
"1991","regular","15","AP Top 25","25","Ohio State","Big Ten","",""
"1991","regular","14","AP Top 25","1","Miami","Big East","",""
"1991","regular","14","AP Top 25","2","Washington","Pac-10","",""
"1991","regular","14","AP Top 25","3","Florida State","FBS Independents","",""
"1991","regular","14","AP Top 25","4","Michigan","Big Ten","",""
"1991","regular","14","AP Top 25","5","Florida","SEC","",""
"1991","regular","14","AP Top 25","6","Penn State","FBS Independents","",""
"1991","regular","14","AP Top 25","7","Iowa","Big Ten","",""
"1991","regular","14","AP Top 25","8","Alabama","SEC","",""
"1991","regular","14","AP Top 25","9","Tennessee","SEC","",""
"1991","regular","14","AP Top 25","10","Texas A&M","Southwest","",""
"1991","regular","14","AP Top 25","11","Nebraska","Big 8","",""
"1991","regular","14","AP Top 25","12","East Carolina","FBS Independents","",""
"1991","regular","14","AP Top 25","13","Clemson","ACC","",""
"1991","regular","14","AP Top 25","14","California","Pac-10","",""
"1991","regular","14","AP Top 25","15","Colorado","Big 8","",""
"1991","regular","14","AP Top 25","16","Syracuse","Big East","",""
"1991","regular","14","AP Top 25","17","Stanford","Pac-10","",""
"1991","regular","14","AP Top 25","18","Notre Dame","FBS Independents","",""
"1991","regular","14","AP Top 25","19","Oklahoma","Big 8","",""
"1991","regular","14","AP Top 25","20","Virginia","ACC","",""
"1991","regular","14","AP Top 25","21","NC State","ACC","",""
"1991","regular","14","AP Top 25","22","Tulsa","FBS Independents","",""
"1991","regular","14","AP Top 25","23","UCLA","Pac-10","",""
"1991","regular","14","AP Top 25","24","Ohio State","Big Ten","",""
"1991","regular","14","AP Top 25","25","Georgia","SEC","",""
"1991","regular","13","AP Top 25","1","Miami","Big East","",""
"1991","regular","13","AP Top 25","2","Washington","Pac-10","",""
"1991","regular","13","AP Top 25","3","Florida State","FBS Independents","",""
"1991","regular","13","AP Top 25","4","Michigan","Big Ten","",""
"1991","regular","13","AP Top 25","5","Florida","SEC","",""
"1991","regular","13","AP Top 25","6","California","Pac-10","",""
"1991","regular","13","AP Top 25","7","Penn State","FBS Independents","",""
"1991","regular","13","AP Top 25","8","Alabama","SEC","",""
"1991","regular","13","AP Top 25","9","Iowa","Big Ten","",""
"1991","regular","13","AP Top 25","10","Tennessee","SEC","",""
"1991","regular","13","AP Top 25","11","Nebraska","Big 8","",""
"1991","regular","13","AP Top 25","12","Texas A&M","Southwest","",""
"1991","regular","13","AP Top 25","13","East Carolina","FBS Independents","",""
"1991","regular","13","AP Top 25","14","Clemson","ACC","",""
"1991","regular","13","AP Top 25","15","Colorado","Big 8","",""
"1991","regular","13","AP Top 25","16","Syracuse","Big East","",""
"1991","regular","13","AP Top 25","17","Notre Dame","FBS Independents","",""
"1991","regular","13","AP Top 25","18","Ohio State","Big Ten","",""
"1991","regular","13","AP Top 25","19","Oklahoma","Big 8","",""
"1991","regular","13","AP Top 25","20","Virginia","ACC","",""
"1991","regular","13","AP Top 25","21","Stanford","Pac-10","",""
"1991","regular","13","AP Top 25","22","NC State","ACC","",""
"1991","regular","13","AP Top 25","23","Tulsa","FBS Independents","",""
"1991","regular","13","AP Top 25","24","Georgia","SEC","",""
"1991","regular","13","AP Top 25","25","UCLA","Pac-10","",""
"1991","regular","12","AP Top 25","1","Florida State","FBS Independents","",""
"1991","regular","12","AP Top 25","2","Miami","Big East","",""
"1991","regular","12","AP Top 25","3","Washington","Pac-10","",""
"1991","regular","12","AP Top 25","4","Michigan","Big Ten","",""
"1991","regular","12","AP Top 25","5","Florida","SEC","",""
"1991","regular","12","AP Top 25","6","California","Pac-10","",""
"1991","regular","12","AP Top 25","7","Alabama","SEC","",""
"1991","regular","12","AP Top 25","8","Penn State","FBS Independents","",""
"1991","regular","12","AP Top 25","9","Iowa","Big Ten","",""
"1991","regular","12","AP Top 25","10","Tennessee","SEC","",""
"1991","regular","12","AP Top 25","11","Nebraska","Big 8","",""
"1991","regular","12","AP Top 25","12","Notre Dame","FBS Independents","",""
"1991","regular","12","AP Top 25","13","Texas A&M","Southwest","",""
"1991","regular","12","AP Top 25","14","East Carolina","FBS Independents","",""
"1991","regular","12","AP Top 25","15","Clemson","ACC","",""
"1991","regular","12","AP Top 25","16","Colorado","Big 8","",""
"1991","regular","12","AP Top 25","17","Syracuse","Big East","",""
"1991","regular","12","AP Top 25","18","Oklahoma","Big 8","",""
"1991","regular","12","AP Top 25","19","Ohio State","Big Ten","",""
"1991","regular","12","AP Top 25","20","Baylor","Southwest","",""
"1991","regular","12","AP Top 25","21","Virginia","ACC","",""
"1991","regular","12","AP Top 25","22","Stanford","Pac-10","",""
"1991","regular","12","AP Top 25","23","BYU","Western Athletic","",""
"1991","regular","12","AP Top 25","24","NC State","ACC","",""
"1991","regular","12","AP Top 25","25","Illinois","Big Ten","",""
"1991","regular","11","AP Top 25","1","Florida State","FBS Independents","",""
"1991","regular","11","AP Top 25","2","Miami","Big East","",""
"1991","regular","11","AP Top 25","2","Washington","Pac-10","",""
"1991","regular","11","AP Top 25","4","Michigan","Big Ten","",""
"1991","regular","11","AP Top 25","5","Notre Dame","FBS Independents","",""
"1991","regular","11","AP Top 25","6","Florida","SEC","",""
"1991","regular","11","AP Top 25","7","California","Pac-10","",""
"1991","regular","11","AP Top 25","8","Alabama","SEC","",""
"1991","regular","11","AP Top 25","9","Penn State","FBS Independents","",""
"1991","regular","11","AP Top 25","10","Iowa","Big Ten","",""
"1991","regular","11","AP Top 25","11","Nebraska","Big 8","",""
"1991","regular","11","AP Top 25","12","Texas A&M","Southwest","",""
"1991","regular","11","AP Top 25","13","Tennessee","SEC","",""
"1991","regular","11","AP Top 25","14","Colorado","Big 8","",""
"1991","regular","11","AP Top 25","15","Clemson","ACC","",""
"1991","regular","11","AP Top 25","16","East Carolina","FBS Independents","",""
"1991","regular","11","AP Top 25","17","Syracuse","Big East","",""
"1991","regular","11","AP Top 25","18","NC State","ACC","",""
"1991","regular","11","AP Top 25","19","Ohio State","Big Ten","",""
"1991","regular","11","AP Top 25","20","Oklahoma","Big 8","",""
"1991","regular","11","AP Top 25","21","Baylor","Southwest","",""
"1991","regular","11","AP Top 25","22","UCLA","Pac-10","",""
"1991","regular","11","AP Top 25","23","Georgia","SEC","",""
"1991","regular","11","AP Top 25","24","Virginia","ACC","",""
"1991","regular","11","AP Top 25","25","Indiana","Big Ten","",""
"1991","regular","10","AP Top 25","1","Florida State","FBS Independents","",""
"1991","regular","10","AP Top 25","2","Miami","Big East","",""
"1991","regular","10","AP Top 25","3","Washington","Pac-10","",""
"1991","regular","10","AP Top 25","4","Michigan","Big Ten","",""
"1991","regular","10","AP Top 25","5","Notre Dame","FBS Independents","",""
"1991","regular","10","AP Top 25","6","Florida","SEC","",""
"1991","regular","10","AP Top 25","7","Alabama","SEC","",""
"1991","regular","10","AP Top 25","8","Penn State","FBS Independents","",""
"1991","regular","10","AP Top 25","9","Nebraska","Big 8","",""
"1991","regular","10","AP Top 25","10","California","Pac-10","",""
"1991","regular","10","AP Top 25","11","Iowa","Big Ten","",""
"1991","regular","10","AP Top 25","12","Texas A&M","Southwest","",""
"1991","regular","10","AP Top 25","13","Ohio State","Big Ten","",""
"1991","regular","10","AP Top 25","14","Tennessee","SEC","",""
"1991","regular","10","AP Top 25","15","Colorado","Big 8","",""
"1991","regular","10","AP Top 25","16","Clemson","ACC","",""
"1991","regular","10","AP Top 25","17","East Carolina","FBS Independents","",""
"1991","regular","10","AP Top 25","18","Syracuse","Big East","",""
"1991","regular","10","AP Top 25","19","NC State","ACC","",""
"1991","regular","10","AP Top 25","20","Oklahoma","Big 8","",""
"1991","regular","10","AP Top 25","21","Baylor","Southwest","",""
"1991","regular","10","AP Top 25","22","Georgia","SEC","",""
"1991","regular","10","AP Top 25","23","UCLA","Pac-10","",""
"1991","regular","10","AP Top 25","24","Arkansas","Southwest","",""
"1991","regular","10","AP Top 25","25","Fresno State","Big West","",""
"1991","regular","9","AP Top 25","1","Florida State","FBS Independents","",""
"1991","regular","9","AP Top 25","2","Miami","Big East","",""
"1991","regular","9","AP Top 25","3","Washington","Pac-10","",""
"1991","regular","9","AP Top 25","4","Michigan","Big Ten","",""
"1991","regular","9","AP Top 25","5","Notre Dame","FBS Independents","",""
"1991","regular","9","AP Top 25","6","Florida","SEC","",""
"1991","regular","9","AP Top 25","7","Alabama","SEC","",""
"1991","regular","9","AP Top 25","8","Penn State","FBS Independents","",""
"1991","regular","9","AP Top 25","9","Nebraska","Big 8","",""
"1991","regular","9","AP Top 25","10","California","Pac-10","",""
"1991","regular","9","AP Top 25","11","Iowa","Big Ten","",""
"1991","regular","9","AP Top 25","12","NC State","ACC","",""
"1991","regular","9","AP Top 25","13","Texas A&M","Southwest","",""
"1991","regular","9","AP Top 25","14","Ohio State","Big Ten","",""
"1991","regular","9","AP Top 25","15","Tennessee","SEC","",""
"1991","regular","9","AP Top 25","16","Colorado","Big 8","",""
"1991","regular","9","AP Top 25","17","Illinois","Big Ten","",""
"1991","regular","9","AP Top 25","18","Syracuse","Big East","",""
"1991","regular","9","AP Top 25","19","Clemson","ACC","",""
"1991","regular","9","AP Top 25","20","East Carolina","FBS Independents","",""
"1991","regular","9","AP Top 25","21","Oklahoma","Big 8","",""
"1991","regular","9","AP Top 25","22","Baylor","Southwest","",""
"1991","regular","9","AP Top 25","23","Pittsburgh","Big East","",""
"1991","regular","9","AP Top 25","24","Georgia","SEC","",""
"1991","regular","9","AP Top 25","25","Arkansas","Southwest","",""
