"Season","SeasonType","Week","Poll","Rank","School","Conference","FirstPlaceVotes","Points"
"1988","regular","16","AP Top 25","1","Notre Dame","FBS Independents","",""
"1988","regular","16","AP Top 25","2","Miami","FBS Independents","",""
"1988","regular","16","AP Top 25","3","West Virginia","FBS Independents","",""
"1988","regular","16","AP Top 25","4","Florida State","FBS Independents","",""
"1988","regular","16","AP Top 25","5","USC","Pac-10","",""
"1988","regular","16","AP Top 25","6","Nebraska","Big 8","",""
"1988","regular","16","AP Top 25","7","Auburn","SEC","",""
"1988","regular","16","AP Top 25","8","Arkansas","Southwest","",""
"1988","regular","16","AP Top 25","9","UCLA","Pac-10","",""
"1988","regular","16","AP Top 25","10","Oklahoma","Big 8","",""
"1988","regular","16","AP Top 25","11","Michigan","Big Ten","",""
"1988","regular","16","AP Top 25","12","Oklahoma State","Big 8","",""
"1988","regular","16","AP Top 25","13","Clemson","ACC","",""
"1988","regular","16","AP Top 25","14","Houston","Southwest","",""
"1988","regular","16","AP Top 25","15","Wyoming","Western Athletic","",""
"1988","regular","16","AP Top 25","16","LSU","SEC","",""
"1988","regular","16","AP Top 25","17","Syracuse","FBS Independents","",""
"1988","regular","16","AP Top 25","18","Washington State","Pac-10","",""
"1988","regular","16","AP Top 25","19","Georgia","SEC","",""
"1988","regular","16","AP Top 25","20","Alabama","SEC","",""
"1988","regular","15","AP Top 25","1","Notre Dame","FBS Independents","",""
"1988","regular","15","AP Top 25","2","Miami","FBS Independents","",""
"1988","regular","15","AP Top 25","3","West Virginia","FBS Independents","",""
"1988","regular","15","AP Top 25","4","Florida State","FBS Independents","",""
"1988","regular","15","AP Top 25","5","USC","Pac-10","",""
"1988","regular","15","AP Top 25","6","Nebraska","Big 8","",""
"1988","regular","15","AP Top 25","7","Auburn","SEC","",""
"1988","regular","15","AP Top 25","8","UCLA","Pac-10","",""
"1988","regular","15","AP Top 25","9","Arkansas","Southwest","",""
"1988","regular","15","AP Top 25","10","Oklahoma","Big 8","",""
"1988","regular","15","AP Top 25","11","Michigan","Big Ten","",""
"1988","regular","15","AP Top 25","12","Oklahoma State","Big 8","",""
"1988","regular","15","AP Top 25","13","Clemson","ACC","",""
"1988","regular","15","AP Top 25","14","Houston","Southwest","",""
"1988","regular","15","AP Top 25","15","Wyoming","Western Athletic","",""
"1988","regular","15","AP Top 25","16","LSU","SEC","",""
"1988","regular","15","AP Top 25","17","Washington State","Pac-10","",""
"1988","regular","15","AP Top 25","18","Syracuse","FBS Independents","",""
"1988","regular","15","AP Top 25","19","Georgia","SEC","",""
"1988","regular","15","AP Top 25","20","Alabama","SEC","",""
"1988","regular","14","AP Top 25","1","Notre Dame","FBS Independents","",""
"1988","regular","14","AP Top 25","2","USC","Pac-10","",""
"1988","regular","14","AP Top 25","3","Miami","FBS Independents","",""
"1988","regular","14","AP Top 25","4","West Virginia","FBS Independents","",""
"1988","regular","14","AP Top 25","5","Florida State","FBS Independents","",""
"1988","regular","14","AP Top 25","6","Nebraska","Big 8","",""
"1988","regular","14","AP Top 25","7","Auburn","SEC","",""
"1988","regular","14","AP Top 25","8","Arkansas","Southwest","",""
"1988","regular","14","AP Top 25","9","UCLA","Pac-10","",""
"1988","regular","14","AP Top 25","10","Oklahoma","Big 8","",""
"1988","regular","14","AP Top 25","11","Michigan","Big Ten","",""
"1988","regular","14","AP Top 25","12","Oklahoma State","Big 8","",""
"1988","regular","14","AP Top 25","13","Clemson","ACC","",""
"1988","regular","14","AP Top 25","14","Houston","Southwest","",""
"1988","regular","14","AP Top 25","15","Wyoming","Western Athletic","",""
"1988","regular","14","AP Top 25","16","LSU","SEC","",""
"1988","regular","14","AP Top 25","17","Alabama","SEC","",""
"1988","regular","14","AP Top 25","18","Washington State","Pac-10","",""
"1988","regular","14","AP Top 25","19","Syracuse","FBS Independents","",""
