"Season","SeasonType","Week","Poll","Rank","School","Conference","FirstPlaceVotes","Points"
"1999","regular","16","AP Top 25","1","Florida State","ACC","",""
"1999","regular","16","AP Top 25","2","Virginia Tech","Big East","",""
"1999","regular","16","AP Top 25","3","Nebraska","Big 12","",""
"1999","regular","16","AP Top 25","4","Wisconsin","Big Ten","",""
"1999","regular","16","AP Top 25","5","Alabama","SEC","",""
"1999","regular","16","AP Top 25","6","Tennessee","SEC","",""
"1999","regular","16","AP Top 25","7","Kansas State","Big 12","",""
"1999","regular","16","AP Top 25","8","Michigan","Big Ten","",""
"1999","regular","16","AP Top 25","9","Michigan State","Big Ten","",""
"1999","regular","16","AP Top 25","10","Florida","SEC","",""
"1999","regular","16","AP Top 25","11","Marshall","Mid-American","",""
"1999","regular","16","AP Top 25","12","Minnesota","Big Ten","",""
"1999","regular","16","AP Top 25","13","Penn State","Big Ten","",""
"1999","regular","16","AP Top 25","14","Texas","Big 12","",""
"1999","regular","16","AP Top 25","15","Mississippi State","SEC","",""
"1999","regular","16","AP Top 25","16","Southern Mississippi","Conference USA","",""
"1999","regular","16","AP Top 25","17","Georgia Tech","ACC","",""
"1999","regular","16","AP Top 25","18","Texas A&M","Big 12","",""
"1999","regular","16","AP Top 25","19","Purdue","Big Ten","",""
"1999","regular","16","AP Top 25","20","East Carolina","Conference USA","",""
"1999","regular","16","AP Top 25","21","Georgia","SEC","",""
"1999","regular","16","AP Top 25","22","Stanford","Pac-10","",""
"1999","regular","16","AP Top 25","23","Miami","Big East","",""
"1999","regular","16","AP Top 25","24","Arkansas","SEC","",""
"1999","regular","16","AP Top 25","25","Boston College","Big East","",""
"1999","regular","15","AP Top 25","1","Florida State","ACC","",""
"1999","regular","15","AP Top 25","2","Virginia Tech","Big East","",""
"1999","regular","15","AP Top 25","3","Nebraska","Big 12","",""
"1999","regular","15","AP Top 25","4","Wisconsin","Big Ten","",""
"1999","regular","15","AP Top 25","5","Florida","SEC","",""
"1999","regular","15","AP Top 25","6","Tennessee","SEC","",""
"1999","regular","15","AP Top 25","7","Alabama","SEC","",""
"1999","regular","15","AP Top 25","8","Kansas State","Big 12","",""
"1999","regular","15","AP Top 25","9","Michigan","Big Ten","",""
"1999","regular","15","AP Top 25","10","Michigan State","Big Ten","",""
"1999","regular","15","AP Top 25","11","Marshall","Mid-American","",""
"1999","regular","15","AP Top 25","12","Texas","Big 12","",""
"1999","regular","15","AP Top 25","13","Minnesota","Big Ten","",""
"1999","regular","15","AP Top 25","14","Penn State","Big Ten","",""
"1999","regular","15","AP Top 25","15","Southern Mississippi","Conference USA","",""
"1999","regular","15","AP Top 25","16","Mississippi State","SEC","",""
"1999","regular","15","AP Top 25","17","Georgia Tech","ACC","",""
"1999","regular","15","AP Top 25","18","Texas A&M","Big 12","",""
"1999","regular","15","AP Top 25","19","Purdue","Big Ten","",""
"1999","regular","15","AP Top 25","20","East Carolina","Conference USA","",""
"1999","regular","15","AP Top 25","21","Georgia","SEC","",""
