"Season","SeasonType","Week","Poll","Rank","School","Conference","FirstPlaceVotes","Points"
"1989","regular","16","AP Top 25","1","Colorado","Big 8","",""
"1989","regular","16","AP Top 25","2","Miami","FBS Independents","",""
"1989","regular","16","AP Top 25","3","Michigan","Big Ten","",""
"1989","regular","16","AP Top 25","4","Notre Dame","FBS Independents","",""
"1989","regular","16","AP Top 25","5","Florida State","FBS Independents","",""
"1989","regular","16","AP Top 25","6","Nebraska","Big 8","",""
"1989","regular","16","AP Top 25","7","Alabama","SEC","",""
"1989","regular","16","AP Top 25","8","Tennessee","SEC","",""
"1989","regular","16","AP Top 25","9","Auburn","SEC","",""
"1989","regular","16","AP Top 25","10","Arkansas","Southwest","",""
"1989","regular","16","AP Top 25","11","Illinois","Big Ten","",""
"1989","regular","16","AP Top 25","12","USC","Pac-10","",""
"1989","regular","16","AP Top 25","13","Houston","Southwest","",""
"1989","regular","16","AP Top 25","14","Clemson","ACC","",""
"1989","regular","16","AP Top 25","15","Virginia","ACC","",""
"1989","regular","16","AP Top 25","16","Texas A&M","Southwest","",""
"1989","regular","16","AP Top 25","17","West Virginia","FBS Independents","",""
"1989","regular","16","AP Top 25","18","Penn State","FBS Independents","",""
"1989","regular","16","AP Top 25","19","BYU","Western Athletic","",""
"1989","regular","16","AP Top 25","20","Duke","ACC","",""
"1989","regular","16","AP Top 25","21","Ohio State","Big Ten","",""
"1989","regular","16","AP Top 25","22","Michigan State","Big Ten","",""
"1989","regular","16","AP Top 25","23","Pittsburgh","FBS Independents","",""
"1989","regular","16","AP Top 25","24","Texas Tech","Southwest","",""
"1989","regular","16","AP Top 25","25","Hawai'i","Western Athletic","",""
"1989","regular","15","AP Top 25","1","Colorado","Big 8","",""
"1989","regular","15","AP Top 25","2","Miami","FBS Independents","",""
"1989","regular","15","AP Top 25","3","Michigan","Big Ten","",""
"1989","regular","15","AP Top 25","4","Notre Dame","FBS Independents","",""
"1989","regular","15","AP Top 25","5","Florida State","FBS Independents","",""
"1989","regular","15","AP Top 25","6","Nebraska","Big 8","",""
"1989","regular","15","AP Top 25","7","Alabama","SEC","",""
