"Season","SeasonType","Week","Poll","Rank","School","Conference","FirstPlaceVotes","Points"
"1987","regular","15","AP Top 25","1","Oklahoma","Big 8","",""
"1987","regular","15","AP Top 25","2","Miami","FBS Independents","",""
"1987","regular","15","AP Top 25","3","Florida State","FBS Independents","",""
"1987","regular","15","AP Top 25","4","Syracuse","FBS Independents","",""
"1987","regular","15","AP Top 25","5","Nebraska","Big 8","",""
"1987","regular","15","AP Top 25","6","Auburn","SEC","",""
"1987","regular","15","AP Top 25","7","LSU","SEC","",""
"1987","regular","15","AP Top 25","8","Michigan State","Big Ten","",""
"1987","regular","15","AP Top 25","9","South Carolina","FBS Independents","",""
"1987","regular","15","AP Top 25","10","UCLA","Pac-10","",""
"1987","regular","15","AP Top 25","11","Oklahoma State","Big 8","",""
"1987","regular","15","AP Top 25","12","Notre Dame","FBS Independents","",""
"1987","regular","15","AP Top 25","13","Texas A&M","Southwest","",""
"1987","regular","15","AP Top 25","14","Clemson","ACC","",""
"1987","regular","15","AP Top 25","15","Georgia","SEC","",""
"1987","regular","15","AP Top 25","16","USC","Pac-10","",""
"1987","regular","15","AP Top 25","17","Tennessee","SEC","",""
"1987","regular","15","AP Top 25","18","Iowa","Big Ten","",""
"1987","regular","15","AP Top 25","19","Pittsburgh","FBS Independents","",""
"1987","regular","15","AP Top 25","20","Penn State","FBS Independents","",""
"1987","regular","14","AP Top 25","1","Oklahoma","Big 8","",""
"1987","regular","14","AP Top 25","2","Miami","FBS Independents","",""
"1987","regular","14","AP Top 25","3","Florida State","FBS Independents","",""
"1987","regular","14","AP Top 25","4","Syracuse","FBS Independents","",""
"1987","regular","14","AP Top 25","5","Nebraska","Big 8","",""
"1987","regular","14","AP Top 25","6","Auburn","SEC","",""
"1987","regular","14","AP Top 25","7","LSU","SEC","",""
"1987","regular","14","AP Top 25","8","South Carolina","FBS Independents","",""
"1987","regular","14","AP Top 25","9","Michigan State","Big Ten","",""
"1987","regular","14","AP Top 25","10","UCLA","Pac-10","",""
"1987","regular","14","AP Top 25","11","Oklahoma State","Big 8","",""
"1987","regular","14","AP Top 25","12","Notre Dame","FBS Independents","",""
"1987","regular","14","AP Top 25","13","Clemson","ACC","",""
"1987","regular","14","AP Top 25","14","Georgia","SEC","",""
"1987","regular","14","AP Top 25","15","Texas A&M","Southwest","",""
"1987","regular","14","AP Top 25","16","Tennessee","SEC","",""
"1987","regular","14","AP Top 25","17","USC","Pac-10","",""
"1987","regular","14","AP Top 25","18","Iowa","Big Ten","",""
"1987","regular","14","AP Top 25","19","Pittsburgh","FBS Independents","",""
"1987","regular","14","AP Top 25","20","Penn State","FBS Independents","",""
"1987","regular","13","AP Top 25","1","Oklahoma","Big 8","",""
"1987","regular","13","AP Top 25","2","Miami","FBS Independents","",""
"1987","regular","13","AP Top 25","3","Florida State","FBS Independents","",""
"1987","regular","13","AP Top 25","4","Syracuse","FBS Independents","",""
"1987","regular","13","AP Top 25","5","Nebraska","Big 8","",""
"1987","regular","13","AP Top 25","6","LSU","SEC","",""
"1987","regular","13","AP Top 25","7","Auburn","SEC","",""
"1987","regular","13","AP Top 25","8","South Carolina","FBS Independents","",""
"1987","regular","13","AP Top 25","9","Michigan State","Big Ten","",""
"1987","regular","13","AP Top 25","10","Notre Dame","FBS Independents","",""
"1987","regular","13","AP Top 25","11","UCLA","Pac-10","",""
"1987","regular","13","AP Top 25","12","Oklahoma State","Big 8","",""
"1987","regular","13","AP Top 25","13","Clemson","ACC","",""
"1987","regular","13","AP Top 25","14","Georgia","SEC","",""
"1987","regular","13","AP Top 25","15","Texas A&M","Southwest","",""
"1987","regular","13","AP Top 25","16","Tennessee","SEC","",""
"1987","regular","13","AP Top 25","17","USC","Pac-10","",""
"1987","regular","13","AP Top 25","18","Alabama","SEC","",""
"1987","regular","13","AP Top 25","19","Iowa","Big Ten","",""
"1987","regular","13","AP Top 25","20","Pittsburgh","FBS Independents","",""
"1987","regular","12","AP Top 25","1","Nebraska","Big 8","",""
"1987","regular","12","AP Top 25","2","Oklahoma","Big 8","",""
"1987","regular","12","AP Top 25","3","Miami","FBS Independents","",""
"1987","regular","12","AP Top 25","4","Florida State","FBS Independents","",""
"1987","regular","12","AP Top 25","5","UCLA","Pac-10","",""
"1987","regular","12","AP Top 25","6","Syracuse","FBS Independents","",""
"1987","regular","12","AP Top 25","7","Notre Dame","FBS Independents","",""
"1987","regular","12","AP Top 25","8","Clemson","ACC","",""
"1987","regular","12","AP Top 25","9","LSU","SEC","",""
"1987","regular","12","AP Top 25","10","Auburn","SEC","",""
"1987","regular","12","AP Top 25","11","Michigan State","Big Ten","",""
"1987","regular","12","AP Top 25","12","South Carolina","FBS Independents","",""
"1987","regular","12","AP Top 25","13","Oklahoma State","Big 8","",""
"1987","regular","12","AP Top 25","14","Georgia","SEC","",""
"1987","regular","12","AP Top 25","15","Tennessee","SEC","",""
"1987","regular","12","AP Top 25","16","Texas A&M","Southwest","",""
"1987","regular","12","AP Top 25","17","Alabama","SEC","",""
"1987","regular","12","AP Top 25","18","Iowa","Big Ten","",""
"1987","regular","12","AP Top 25","19","Pittsburgh","FBS Independents","",""
"1987","regular","12","AP Top 25","20","Indiana","Big Ten","",""
"1987","regular","11","AP Top 25","1","Oklahoma","Big 8","",""
"1987","regular","11","AP Top 25","2","Nebraska","Big 8","",""
"1987","regular","11","AP Top 25","3","Miami","FBS Independents","",""
"1987","regular","11","AP Top 25","4","Florida State","FBS Independents","",""
"1987","regular","11","AP Top 25","5","UCLA","Pac-10","",""
"1987","regular","11","AP Top 25","6","Syracuse","FBS Independents","",""
"1987","regular","11","AP Top 25","7","Notre Dame","FBS Independents","",""
"1987","regular","11","AP Top 25","8","Georgia","SEC","",""
"1987","regular","11","AP Top 25","9","Clemson","ACC","",""
"1987","regular","11","AP Top 25","10","LSU","SEC","",""
"1987","regular","11","AP Top 25","11","Alabama","SEC","",""
"1987","regular","11","AP Top 25","12","Auburn","SEC","",""
"1987","regular","11","AP Top 25","13","Michigan State","Big Ten","",""
"1987","regular","11","AP Top 25","14","South Carolina","FBS Independents","",""
"1987","regular","11","AP Top 25","15","Penn State","FBS Independents","",""
"1987","regular","11","AP Top 25","16","Indiana","Big Ten","",""
"1987","regular","11","AP Top 25","17","Oklahoma State","Big 8","",""
"1987","regular","11","AP Top 25","18","Tennessee","SEC","",""
"1987","regular","11","AP Top 25","19","Texas A&M","Southwest","",""
"1987","regular","11","AP Top 25","20","Arkansas","Southwest","",""
"1987","regular","10","AP Top 25","1","Oklahoma","Big 8","",""
