"Season","SeasonType","Week","Poll","Rank","School","Conference","FirstPlaceVotes","Points"
"2009","regular","1","AP Top 25","1","Florida","SEC","58","0"
"2009","regular","1","AP Top 25","2","Texas","Big 12","2","0"
"2009","regular","1","AP Top 25","3","Oklahoma","Big 12","0","0"
"2009","regular","1","AP Top 25","4","USC","Pac-10","0","0"
"2009","regular","1","AP Top 25","5","Alabama","SEC","0","0"
"2009","regular","1","AP Top 25","6","Ohio State","Big Ten","0","0"
"2009","regular","1","AP Top 25","7","Virginia Tech","ACC","0","0"
"2009","regular","1","AP Top 25","8","Ole Miss","SEC","0","0"
"2009","regular","1","AP Top 25","9","Oklahoma State","Big 12","0","0"
"2009","regular","1","AP Top 25","9","Penn State","Big Ten","0","0"
"2009","regular","1","AP Top 25","11","LSU","SEC","0","0"
"2009","regular","1","AP Top 25","12","California","Pac-10","0","0"
"2009","regular","1","AP Top 25","13","Georgia","SEC","0","0"
"2009","regular","1","AP Top 25","14","Boise State","Western Athletic","0","0"
"2009","regular","1","AP Top 25","15","Georgia Tech","ACC","0","0"
"2009","regular","1","AP Top 25","16","Oregon","Pac-10","0","0"
"2009","regular","1","AP Top 25","17","TCU","Mountain West","0","0"
"2009","regular","1","AP Top 25","18","Florida State","ACC","0","0"
"2009","regular","1","AP Top 25","19","Utah","Mountain West","0","0"
"2009","regular","1","AP Top 25","20","BYU","Mountain West","0","0"
"2009","regular","1","AP Top 25","21","North Carolina","ACC","0","0"
"2009","regular","1","AP Top 25","22","Iowa","Big Ten","0","0"
"2009","regular","1","AP Top 25","23","Notre Dame","FBS Independents","0","0"
"2009","regular","1","AP Top 25","24","Nebraska","Big 12","0","0"
"2009","regular","1","AP Top 25","25","Kansas","Big 12","0","0"
"2009","regular","1","Coaches Poll","1","Florida","SEC","53","1466"
"2009","regular","1","Coaches Poll","2","Texas","Big 12","4","1386"
"2009","regular","1","Coaches Poll","3","Oklahoma","Big 12","1","1358"
"2009","regular","1","Coaches Poll","4","USC","Pac-10","1","1321"
"2009","regular","1","Coaches Poll","5","Alabama","SEC","0","1134"
"2009","regular","1","Coaches Poll","6","Ohio State","Big Ten","0","1126"
"2009","regular","1","Coaches Poll","7","Virginia Tech","ACC","0","1020"
"2009","regular","1","Coaches Poll","8","Penn State","Big Ten","0","988"
"2009","regular","1","Coaches Poll","9","LSU","SEC","0","917"
"2009","regular","1","Coaches Poll","10","Ole Miss","SEC","0","889"
"2009","regular","1","Coaches Poll","11","Oklahoma State","Big 12","0","861"
"2009","regular","1","Coaches Poll","12","California","Pac-10","0","711"
"2009","regular","1","Coaches Poll","13","Georgia","SEC","0","707"
"2009","regular","1","Coaches Poll","14","Oregon","Pac-10","0","694"
"2009","regular","1","Coaches Poll","15","Georgia Tech","ACC","0","559"
"2009","regular","1","Coaches Poll","16","Boise State","Western Athletic","0","542"
"2009","regular","1","Coaches Poll","17","TCU","Mountain West","0","461"
"2009","regular","1","Coaches Poll","18","Utah","Mountain West","0","404"
"2009","regular","1","Coaches Poll","19","Florida State","ACC","0","371"
"2009","regular","1","Coaches Poll","20","North Carolina","ACC","0","293"
"2009","regular","1","Coaches Poll","21","Iowa","Big Ten","0","257"
"2009","regular","1","Coaches Poll","22","Nebraska","Big 12","0","236"
"2009","regular","1","Coaches Poll","23","Notre Dame","FBS Independents","0","194"
"2009","regular","1","Coaches Poll","24","BYU","Mountain West","0","178"
"2009","regular","1","Coaches Poll","25","Oregon State","Pac-10","0","165"
"2009","regular","2","AP Top 25","1","Florida","SEC","56","0"
"2009","regular","2","AP Top 25","2","Texas","Big 12","2","0"
"2009","regular","2","AP Top 25","3","USC","Pac-10","0","0"
"2009","regular","2","AP Top 25","4","Alabama","SEC","2","0"
"2009","regular","2","AP Top 25","5","Oklahoma State","Big 12","0","0"
"2009","regular","2","AP Top 25","6","Ole Miss","SEC","0","0"
"2009","regular","2","AP Top 25","7","Penn State","Big Ten","0","0"
"2009","regular","2","AP Top 25","8","Ohio State","Big Ten","0","0"
"2009","regular","2","AP Top 25","9","BYU","Mountain West","0","0"
"2009","regular","2","AP Top 25","10","California","Pac-10","0","0"
"2009","regular","2","AP Top 25","11","LSU","SEC","0","0"
"2009","regular","2","AP Top 25","12","Boise State","Western Athletic","0","0"
"2009","regular","2","AP Top 25","13","Oklahoma","Big 12","0","0"
"2009","regular","2","AP Top 25","14","Virginia Tech","ACC","0","0"
"2009","regular","2","AP Top 25","15","Georgia Tech","ACC","0","0"
"2009","regular","2","AP Top 25","16","TCU","Mountain West","0","0"
"2009","regular","2","AP Top 25","17","Utah","Mountain West","0","0"
"2009","regular","2","AP Top 25","18","Notre Dame","FBS Independents","0","0"
"2009","regular","2","AP Top 25","19","North Carolina","ACC","0","0"
"2009","regular","2","AP Top 25","20","Miami","ACC","0","0"
"2009","regular","2","AP Top 25","21","Georgia","SEC","0","0"
"2009","regular","2","AP Top 25","22","Nebraska","Big 12","0","0"
"2009","regular","2","AP Top 25","23","Cincinnati","Big East","0","0"
"2009","regular","2","AP Top 25","24","Kansas","Big 12","0","0"
"2009","regular","2","AP Top 25","25","Missouri","Big 12","0","0"
"2009","regular","2","Coaches Poll","1","Florida","SEC","56","1472"
"2009","regular","2","Coaches Poll","2","Texas","Big 12","2","1407"
"2009","regular","2","Coaches Poll","3","USC","Pac-10","1","1352"
"2009","regular","2","Coaches Poll","4","Alabama","SEC","0","1299"
"2009","regular","2","Coaches Poll","5","Penn State","Big Ten","0","1145"
"2009","regular","2","Coaches Poll","6","Oklahoma State","Big 12","0","1114"
"2009","regular","2","Coaches Poll","7","Ohio State","Big Ten","0","1106"
"2009","regular","2","Coaches Poll","8","Ole Miss","SEC","0","1006"
"2009","regular","2","Coaches Poll","9","LSU","SEC","0","977"
"2009","regular","2","Coaches Poll","10","California","Pac-10","0","935"
"2009","regular","2","Coaches Poll","11","Boise State","Western Athletic","0","803"
"2009","regular","2","Coaches Poll","12","BYU","Mountain West","0","755"
"2009","regular","2","Coaches Poll","13","Georgia Tech","ACC","0","685"
"2009","regular","2","Coaches Poll","14","Oklahoma","Big 12","0","682"
"2009","regular","2","Coaches Poll","15","Virginia Tech","ACC","0","633"
"2009","regular","2","Coaches Poll","16","TCU","Mountain West","0","543"
"2009","regular","2","Coaches Poll","17","Utah","Mountain West","0","503"
"2009","regular","2","Coaches Poll","18","Nebraska","Big 12","0","360"
"2009","regular","2","Coaches Poll","19","North Carolina","ACC","0","358"
"2009","regular","2","Coaches Poll","20","Notre Dame","FBS Independents","0","335"
"2009","regular","2","Coaches Poll","21","Georgia","SEC","0","304"
"2009","regular","2","Coaches Poll","22","Miami","ACC","0","276"
"2009","regular","2","Coaches Poll","23","Cincinnati","Big East","0","187"
"2009","regular","2","Coaches Poll","24","Oregon State","Pac-10","0","169"
"2009","regular","2","Coaches Poll","25","Kansas","Big 12","0","139"
"2009","regular","3","AP Top 25","1","Florida","SEC","56","0"
"2009","regular","3","AP Top 25","2","Texas","Big 12","1","0"
"2009","regular","3","AP Top 25","3","USC","Pac-10","1","0"
"2009","regular","3","AP Top 25","4","Alabama","SEC","2","0"
"2009","regular","3","AP Top 25","5","Ole Miss","SEC","0","0"
"2009","regular","3","AP Top 25","5","Penn State","Big Ten","0","0"
"2009","regular","3","AP Top 25","7","BYU","Mountain West","0","0"
"2009","regular","3","AP Top 25","8","California","Pac-10","0","0"
"2009","regular","3","AP Top 25","9","LSU","SEC","0","0"
"2009","regular","3","AP Top 25","10","Boise State","Western Athletic","0","0"
"2009","regular","3","AP Top 25","11","Ohio State","Big Ten","0","0"
"2009","regular","3","AP Top 25","12","Oklahoma","Big 12","0","0"
"2009","regular","3","AP Top 25","13","Virginia Tech","ACC","0","0"
"2009","regular","3","AP Top 25","14","Georgia Tech","ACC","0","0"
"2009","regular","3","AP Top 25","15","TCU","Mountain West","0","0"
"2009","regular","3","AP Top 25","16","Oklahoma State","Big 12","0","0"
"2009","regular","3","AP Top 25","17","Cincinnati","Big East","0","0"
"2009","regular","3","AP Top 25","18","Utah","Mountain West","0","0"
"2009","regular","3","AP Top 25","19","Nebraska","Big 12","0","0"
"2009","regular","3","AP Top 25","20","Miami","ACC","0","0"
"2009","regular","3","AP Top 25","21","Houston","Conference USA","0","0"
"2009","regular","3","AP Top 25","22","Kansas","Big 12","0","0"
"2009","regular","3","AP Top 25","23","Georgia","SEC","0","0"
"2009","regular","3","AP Top 25","24","North Carolina","ACC","0","0"
"2009","regular","3","AP Top 25","25","Michigan","Big Ten","0","0"
"2009","regular","3","Coaches Poll","1","Florida","SEC","56","1472"
"2009","regular","3","Coaches Poll","2","Texas","Big 12","0","1399"
"2009","regular","3","Coaches Poll","3","USC","Pac-10","3","1368"
"2009","regular","3","Coaches Poll","4","Alabama","SEC","0","1277"
"2009","regular","3","Coaches Poll","5","Penn State","Big Ten","0","1216"
"2009","regular","3","Coaches Poll","6","Ole Miss","SEC","0","1060"
"2009","regular","3","Coaches Poll","7","LSU","SEC","0","1051"
"2009","regular","3","Coaches Poll","7","California","Pac-10","0","1051"
"2009","regular","3","Coaches Poll","9","BYU","Mountain West","0","941"
"2009","regular","3","Coaches Poll","10","Boise State","Western Athletic","0","913"
"2009","regular","3","Coaches Poll","11","Ohio State","Big Ten","0","855"
"2009","regular","3","Coaches Poll","12","Oklahoma","Big 12","0","794"
