data,season,team1,team2,score1,score2,result,spread,spreadOpen,overUnder,overUnderOpen,homeMoneyLine,awayMoneyLine
2013-09-05,2013,east carolina,florida atlantic,31,13,1,-17.667,,-17.667,,,
2013-09-06,2013,arizona state,sacramento state,55,0,1,-35.0,,-35.0,,,
2013-09-06,2013,wagner,merrimack,41,42,0
2013-09-07,2013,florida international,ucf,0,38,0,23.667,,23.667,,,
2013-09-07,2013,boston college,wake forest,24,10,1,-3.5,,-3.5,,,
2013-09-07,2013,charleston southern,shorter,23,15,1
2013-09-07,2013,robert morris,morgan state,31,14,1
2013-09-07,2013,temple,houston,13,22,0,2.833,,2.833,,,
2013-09-07,2013,michigan state,south florida,21,6,1,-20.167,,-20.167,,,
2013-09-07,2013,kentucky,miami (oh),41,7,1,-16.5,,-16.5,,,
2013-09-07,2013,wisconsin,tennessee tech,48,0,1,-45.0,,-45.0,,,
2013-09-07,2013,tcu,southeastern louisiana,38,17,1,-42.5,,-42.5,,,
2013-09-07,2013,ut san antonio,oklahoma state,35,56,0,28.25,,28.25,,,
2013-09-07,2013,miami,florida,21,16,1,2.667,,2.667,,,
2013-09-07,2013,louisville,eastern kentucky,44,7,1,-40.0,,-40.0,,,
2013-09-07,2013,kent state,bowling green,22,41,0,7.0,,7.0,,,
2013-09-07,2013,illinois,cincinnati,45,17,1,8.5,,8.5,,,
2013-09-07,2013,rutgers,norfolk state,38,0,1,-37.5,,-37.5,,,
2013-09-07,2013,penn state,eastern michigan,45,7,1,-26.667,,-26.667,,,
2013-09-07,2013,iowa,missouri state,28,14,1,-24.0,,-24.0,,,
2013-09-07,2013,purdue,indiana state,20,14,1,-17.0,,-17.0,,,
2013-09-07,2013,charlotte,chowan,47,7,1
2013-09-07,2013,tennessee,western kentucky,52,20,1,-13.667,,-13.667,,,
2013-09-07,2013,clemson,south carolina state,52,13,1,-52.0,,-52.0,,,
2013-09-07,2013,lehigh,central connecticut,51,44,1
2013-09-07,2013,north carolina,middle tennessee,40,20,1,-20.167,,-20.167,,,
2013-09-07,2013,ball state,army,40,14,1,-9.167,,-9.167,,,
2013-09-07,2013,bryant,assumption,34,7,1
2013-09-07,2013,st. joseph's (in),valparaiso,34,31,1
2013-09-07,2013,dayton,duquesne,23,20,1
2013-09-07,2013,holy cross,towson,7,49,0
2013-09-07,2013,rhode island,stony brook,0,24,0
2013-09-07,2013,virginia tech,western carolina,45,3,1,-41.0,,-41.0,,,
2013-09-07,2013,vmi,glenville state,34,27,1
2013-09-07,2013,presbyterian college,brevard college,42,24,1
2013-09-07,2013,georgia state,chattanooga,14,42,0,10.0,,10.0,,,
2013-09-07,2013,utah,weber state,70,7,1,-23.0,,-23.0,,,
2013-09-07,2013,mississippi valley state,delta state,14,24,0
2013-09-07,2013,umass,maine,14,24,0,3.0,,3.0,,,
2013-09-07,2013,western illinois,quincy,34,6,1
2013-09-07,2013,north carolina central,st. augustine's,23,20,1
2013-09-07,2013,florida a&m,tennessee state,7,27,0
2013-09-07,2013,central michigan,new hampshire,24,21,1,-3.5,,-3.5,,,
2013-09-07,2013,boise state,ut martin,63,14,1,-35.5,,-35.5,,,
2013-09-07,2013,air force,utah state,20,52,0,8.0,,8.0,,,
2013-09-07,2013,missouri,toledo,38,23,1,-13.333,,-13.333,,,
2013-09-07,2013,tulane,south alabama,39,41,0,-5.333,,-5.333,,,
2013-09-07,2013,howard,morehouse,27,16,1
2013-09-07,2013,ohio state,san diego state,42,7,1,-26.667,,-26.667,,,
2013-09-07,2013,virginia,oregon,10,59,0,25.167,,25.167,,,
2013-09-07,2013,baylor,buffalo,70,13,1,-26.167,,-26.167,,,
2013-09-07,2013,mississippi state,alcorn state,51,7,1,-42.5,,-42.5,,,
2013-09-07,2013,delaware,delaware state,42,21,1
2013-09-07,2013,northern colorado,colorado state-pueblo,36,41,0
2013-09-07,2013,bethune-cookman,virginia union,66,7,1
2013-09-07,2013,wyoming,idaho,42,10,1,-26.5,,-26.5,,,
2013-09-07,2013,maryland,old dominion,47,10,1,-18.5,,-18.5,,,
2013-09-07,2013,youngstown state,morehead state,67,13,1
2013-09-07,2013,memphis,duke,14,28,0,4.333,,4.333,,,
2013-09-07,2013,georgia,south carolina,41,30,1,-3.667,,-3.667,,,
2013-09-07,2013,idaho state,utah tech,40,14,1
2013-09-07,2013,north dakota state,ferris state,56,10,1
2013-09-07,2013,california,portland state,37,30,1,-27.0,,-27.0,,,
2013-09-07,2013,northern iowa,drake,45,14,1
2013-09-07,2013,akron,james madison,35,33,1,-3.0,,-3.0,,,
2013-09-07,2013,appalachian state,north carolina a&t,21,24,0
2013-09-07,2013,fordham,villanova,27,24,1
2013-09-07,2013,butler,wittenberg,49,24,1
2013-09-07,2013,campbell,uva-wise,56,21,1
2013-09-07,2013,colgate,albany,34,37,0
2013-09-07,2013,bucknell,marist,27,14,1
2013-09-07,2013,lafayette,sacred heart,24,26,0
2013-09-07,2013,georgetown,davidson,42,6,1
2013-09-07,2013,nebraska,southern mississippi,56,13,1,-28.333,,-28.333,,,
2013-09-07,2013,indiana,navy,35,41,0,-10.667,,-10.667,,,
2013-09-07,2013,nc state,richmond,23,21,1,-23.0,,-23.0,,,
2013-09-07,2013,northwestern,syracuse,48,27,1,-15.333,,-15.333,,,
2013-09-07,2013,georgia southern,st francis (pa),59,17,1
2013-09-07,2013,jackson state,alabama state,30,23,1
2013-09-07,2013,elon,wv wesleyan,49,7,1
2013-09-07,2013,the citadel,wofford,10,21,0
2013-09-07,2013,coastal carolina,furman,35,28,1
2013-09-07,2013,kansas state,louisiana,48,27,1,-12.333,,-12.333,,,
2013-09-07,2013,marshall,gardner-webb,55,0,1,-42.0,,-42.0,,,
2013-09-07,2013,troy,savannah state,66,3,1,-45.0,,-45.0,,,
2013-09-07,2013,arkansas,samford,31,21,1,-32.5,,-32.5,,,
2013-09-07,2013,kansas,south dakota,31,14,1,-23.5,,-23.5,,,
2013-09-07,2013,southern illinois,eastern illinois,37,40,0
2013-09-07,2013,ole miss,southeast missouri state,31,13,1,-49.0,,-49.0,,,
2013-09-07,2013,byu,texas,40,21,1,6.833,,6.833,,,
2013-09-07,2013,texas state,prairie view,28,3,1,-30.0,,-30.0,,,
2013-09-07,2013,louisiana monroe,grambling,48,10,1,-38.5,,-38.5,,,
2013-09-07,2013,northwestern state,southern,55,14,1
2013-09-07,2013,texas a&m,sam houston state,65,28,1,-45.0,,-45.0,,,
2013-09-07,2013,abilene christian,mcmurry,60,17,1
2013-09-07,2013,oklahoma,west virginia,16,7,1,-21.167,,-21.167,,,
2013-09-07,2013,tulsa,colorado state,30,27,1,-13.167,,-13.167,,,
2013-09-07,2013,ohio,north texas,27,21,1,-4.5,,-4.5,,,
2013-09-07,2013,liberty,monmouth,45,15,1
2013-09-07,2013,north dakota,south dakota state,28,35,0
2013-09-07,2013,florida tech,stetson,20,13,1
2013-09-07,2013,jacksonville state,jacksonville,48,13,1
2013-09-07,2013,louisiana tech,lamar,27,14,1,-28.0,,-28.0,,,
2013-09-07,2013,incarnate word,texas college,69,0,1
2013-09-07,2013,alabama a&m,tuskegee,7,23,0
2013-09-07,2013,william & mary,hampton,31,7,1
2013-09-07,2013,western michigan,nicholls,23,27,0,-27.0,,-27.0,,,
2013-09-07,2013,texas tech,stephen f. austin,61,13,1,-35.0,,-35.0,,,
2013-09-07,2013,eastern washington,western oregon,43,14,1
2013-09-07,2013,vanderbilt,austin peay,38,3,1,-46.5,,-46.5,,,
2013-09-07,2013,auburn,arkansas state,38,9,1,-9.5,,-9.5,,,
2013-09-07,2013,lsu,uab,56,17,1,-34.167,,-34.167,,,
2013-09-08,2013,michigan,notre dame,41,30,1,-4.0,,-4.0,,,
2013-09-08,2013,new mexico state,minnesota,21,44,0,16.5,,16.5,,,
2013-09-08,2013,utep,new mexico,35,42,0,-7.0,,-7.0,,,
2013-09-08,2013,smu,montana state,31,30,1,-10.0,,-10.0,,,
2013-09-08,2013,oregon state,hawai'i,33,14,1,-25.667,,-25.667,,,
2013-09-08,2013,colorado,central arkansas,38,24,1,-14.0,,-14.0,,,
2013-09-08,2013,southern utah,fort lewis,49,0,1
2013-09-08,2013,mcneese,arkansas-pine bluff,58,14,1
2013-09-08,2013,san diego,western new mexico,38,35,1
2013-09-08,2013,nevada,uc davis,36,7,1,-20.0,,-20.0,,,
2013-09-08,2013,fresno state,cal poly,41,25,1,-27.0,,-27.0,,,
2013-09-08,2013,usc,washington state,7,10,0,-15.667,,-15.667,,,
2013-09-08,2013,unlv,arizona,13,58,0,13.667,,13.667,,,
2013-09-08,2013,stanford,san josé state,34,13,1,-23.0,,-23.0,,,
2013-09-12,2013,arkansas state,troy,41,34,1,-7.667,,-7.667,,,
2013-09-12,2013,louisiana tech,tulane,15,24,0,-7.25,,-7.25,,,
2013-09-12,2013,texas tech,tcu,20,10,1,4.0,,4.0,,,
2013-09-14,2013,boise state,air force,42,20,1,-23.333,,-23.333,,,
2013-09-14,2013,west virginia,georgia state,41,7,1,-40.167,,-40.167,,,
2013-09-14,2013,new hampshire,colgate,53,23,1
2013-09-14,2013,indiana,bowling green,42,10,1,-3.0,,-3.0,,,
2013-09-14,2013,minnesota,western illinois,29,12,1,-31.0,,-31.0,,,
2013-09-14,2013,robert morris,dayton,14,21,0
2013-09-14,2013,army,stanford,20,34,0,29.833,,29.833,,,
2013-09-14,2013,kentucky,louisville,13,27,0,11.667,,11.667,,,
2013-09-14,2013,oklahoma,tulsa,51,20,1,-24.333,,-24.333,,,
2013-09-14,2013,nebraska,ucla,21,41,0,-2.167,,-2.167,,,
2013-09-14,2013,michigan,akron,28,24,1,-35.5,,-35.5,,,
2013-09-14,2013,east carolina,virginia tech,10,15,0,7.667,,7.667,,,
2013-09-14,2013,charlotte,north carolina central,13,40,0
2013-09-14,2013,furman,presbyterian college,21,20,1
2013-09-14,2013,arkansas,southern mississippi,24,3,1,-23.167,,-23.167,,,
2013-09-14,2013,wake forest,louisiana monroe,19,21,0,-2.167,,-2.167,,,
2013-09-14,2013,pittsburgh,new mexico,49,27,1,-21.333,,-21.333,,,
2013-09-14,2013,jacksonville,morehead state,69,19,1
2013-09-14,2013,monmouth,lehigh,25,28,0
2013-09-14,2013,rutgers,eastern michigan,28,10,1,-28.333,,-28.333,,,
2013-09-14,2013,temple,fordham,29,30,0,-24.0,,-24.0,,,
2013-09-14,2013,vmi,north greenville,24,37,0
2013-09-14,2013,michigan state,youngstown state,55,17,1,-27.0,,-27.0,,,
2013-09-14,2013,valparaiso,william jewell college,34,36,0
2013-09-14,2013,florida a&m,samford,20,27,0
2013-09-14,2013,usc,boston college,35,7,1,-15.333,,-15.333,,,
2013-09-14,2013,southern illinois,charleston (wv),31,10,1
2013-09-14,2013,sam houston state,texas southern,55,17,1
2013-09-14,2013,alcorn state,mississippi valley state,35,28,1
2013-09-14,2013,indiana state,quincy,70,7,1
2013-09-14,2013,montana state,colorado mesa,26,0,1
2013-09-14,2013,colorado state,cal poly,34,17,1,-11.5,,-11.5,,,
2013-09-14,2013,maine,bryant,35,22,1
2013-09-14,2013,duke,georgia tech,14,38,0,8.667,,8.667,,,
2013-09-14,2013,florida state,nevada,62,7,1,-34.167,,-34.167,,,
2013-09-14,2013,oregon,tennessee,59,14,1,-26.0,,-26.0,,,
2013-09-14,2013,navy,delaware,51,7,1,-17.0,,-17.0,,,
2013-09-14,2013,texas a&m,alabama,42,49,0,8.0,,8.0,,,
2013-09-14,2013,buffalo,stony brook,26,23,1,-6.0,,-6.0,,,
2013-09-14,2013,western carolina,the citadel,21,28,0
2013-09-14,2013,syracuse,wagner,54,0,1,-28.0,,-28.0,,,
2013-09-14,2013,north texas,ball state,34,27,1,2.5,,2.5,,,
2013-09-14,2013,wyoming,northern colorado,35,7,1,-27.0,,-27.0,,,
2013-09-14,2013,portland state,humboldt state,43,6,1
2013-09-14,2013,idaho,northern illinois,35,45,0,28.0,,28.0,,,
2013-09-14,2013,idaho state,western state,29,3,1
2013-09-14,2013,arkansas-pine bluff,alabama state,39,40,0
2013-09-14,2013,lincoln (mo),grambling,47,34,1
2013-09-14,2013,james madison,st francis (pa),24,20,1
2013-09-14,2013,florida international,bethune-cookman,13,34,0,-3.0,,-3.0,,,
2013-09-14,2013,south carolina state,alabama a&m,32,0,1
2013-09-14,2013,old dominion,howard,76,19,1
2013-09-14,2013,iowa state,iowa,21,27,0,nan,,nan,,,
2013-09-14,2013,savannah state,fort valley state,27,20,1
2013-09-14,2013,hampton,tennessee tech,27,30,0
2013-09-14,2013,illinois,washington,24,34,0,9.333,,9.333,,,
2013-09-14,2013,penn state,ucf,31,34,0,-4.167,,-4.167,,,
2013-09-14,2013,north carolina a&t,elon,23,10,1
2013-09-14,2013,sacred heart,lincoln (pa),45,3,1
2013-09-14,2013,franklin,butler,28,31,0
2013-09-14,2013,mercer,warner,61,0,1
2013-09-14,2013,georgetown,marist,23,43,0
2013-09-14,2013,eastern kentucky,coastal carolina,32,51,0
2013-09-14,2013,central connecticut,holy cross,21,52,0
2013-09-14,2013,campbell,charleston southern,10,30,0
2013-09-14,2013,gardner-webb,richmond,12,10,1
2013-09-14,2013,lafayette,william & mary,6,34,0
2013-09-14,2013,chattanooga,austin peay,42,10,1
2013-09-14,2013,washington state,southern utah,48,10,1,-35.0,,-35.0,,,
2013-09-14,2013,jackson state,tennessee state,16,26,0
2013-09-14,2013,california,ohio state,34,52,0,13.167,,13.167,,,
2013-09-14,2013,kansas state,umass,37,7,1,-37.333,,-37.333,,,
2013-09-14,2013,middle tennessee,memphis,17,15,1,-6.0,,-6.0,,,
2013-09-14,2013,south florida,florida atlantic,10,28,0,-11.5,,-11.5,,,
2013-09-14,2013,lsu,kent state,45,13,1,-36.5,,-36.5,,,
2013-09-14,2013,toledo,eastern washington,33,21,1,-7.5,,-7.5,,,
2013-09-14,2013,south carolina,vanderbilt,35,25,1,-11.167,,-11.167,,,
2013-09-14,2013,albany,rhode island,13,19,0
2013-09-14,2013,davidson,lenoir-rhyne,18,34,0
2013-09-14,2013,auburn,mississippi state,24,20,1,-6.333,,-6.333,,,
2013-09-14,2013,north dakota,montana,17,55,0
2013-09-14,2013,eastern illinois,illinois state,57,24,1
2013-09-14,2013,murray state,missouri state,41,38,1
2013-09-14,2013,wayland baptist,houston christian,28,52,0
2013-09-14,2013,abilene christian,new mexico highlands,52,28,1
2013-09-14,2013,incarnate word,langston,24,0,1
2013-09-14,2013,southern,prairie view,62,59,1
2013-09-14,2013,south dakota state,southeastern louisiana,34,26,1
2013-09-14,2013,stephen f. austin,mcmurry,50,13,1
2013-09-14,2013,ut martin,central arkansas,24,23,1
2013-09-14,2013,louisiana,nicholls,70,7,1,-28.0,,-28.0,,,
2013-09-14,2013,cincinnati,northwestern state,66,9,1,-31.0,,-31.0,,,
2013-09-14,2013,wofford,georgia southern,30,20,1
2013-09-14,2013,liberty,morgan state,38,10,1
2013-09-14,2013,towson,delaware state,49,7,1
2013-09-14,2013,oklahoma state,lamar,59,3,1,-47.0,,-47.0,,,
2013-09-14,2013,rice,kansas,23,14,1,-4.833,,-4.833,,,
2013-09-14,2013,south alabama,western kentucky,31,24,1,8.0,,8.0,,,
2013-09-14,2013,connecticut,maryland,21,32,0,5.667,,5.667,,,
2013-09-15,2013,texas,ole miss,23,44,0,-2.333,,-2.333,,,
2013-09-15,2013,utah state,weber state,70,6,1,-31.5,,-31.5,,,
2013-09-15,2013,purdue,notre dame,24,31,0,18.5,,18.5,,,
2013-09-15,2013,ohio,marshall,34,31,1,7.0,,7.0,,,
2013-09-15,2013,new mexico state,utep,21,42,0,4.833,,4.833,,,
2013-09-15,2013,mcneese,west alabama,44,42,1
2013-09-15,2013,uc davis,northern arizona,10,21,0
2013-09-15,2013,northwestern,western michigan,38,17,1,-30.0,,-30.0,,,
2013-09-15,2013,sacramento state,southern oregon,63,56,1
2013-09-15,2013,unlv,central michigan,31,21,1,-8.833,,-8.833,,,
2013-09-15,2013,utah,oregon state,48,51,0,-3.5,,-3.5,,,
2013-09-15,2013,arizona,ut san antonio,38,13,1,-24.25,,-24.25,,,
2013-09-15,2013,arizona state,wisconsin,32,30,1,-6.333,,-6.333,,,
2013-09-19,2013,nc state,clemson,14,26,0,12.667,,12.667,,,
2013-09-19,2013,jackson state,texas southern,35,7,1
2013-09-21,2013,fresno state,boise state,41,40,1,-3.333,,-3.333,,,
2013-09-21,2013,iowa,western michigan,59,3,1,-17.167,,-17.167,,,
2013-09-21,2013,georgia tech,north carolina,28,20,1,-5.667,,-5.667,,,
2013-09-21,2013,minnesota,san josé state,43,24,1,-4.5,,-4.5,,,
2013-09-21,2013,louisville,florida international,72,0,1,-41.0,,-41.0,,,
2013-09-21,2013,army,wake forest,11,25,0,2.667,,2.667,,,
2013-09-21,2013,umass,vanderbilt,7,24,0,31.5,,31.5,,,
2013-09-21,2013,kansas,louisiana tech,13,10,1,-9.667,,-9.667,,,
2013-09-21,2013,florida atlantic,middle tennessee,35,42,0,3.333,,3.333,,,
2013-09-21,2013,central michigan,toledo,17,38,0,13.667,,13.667,,,
2013-09-21,2013,virginia tech,marshall,29,21,1,-9.167,,-9.167,,,
2013-09-21,2013,ohio state,florida a&m,76,0,1,-57.0,,-57.0,,,
2013-09-21,2013,georgia,north texas,45,21,1,-34.667,,-34.667,,,
2013-09-21,2013,duke,pittsburgh,55,58,0,4.833,,4.833,,,
2013-09-21,2013,syracuse,tulane,52,17,1,-15.0,,-15.0,,,
2013-09-21,2013,brown,georgetown,45,7,1
2013-09-21,2013,colgate,yale,22,39,0
2013-09-21,2013,sacred heart,chowan,78,35,1
2013-09-21,2013,fordham,columbia,52,7,1
2013-09-21,2013,eastern michigan,ball state,20,51,0,9.333,,9.333,,,
2013-09-21,2013,jacksonville,warner,69,16,1
2013-09-21,2013,ohio,austin peay,38,0,1,-28.0,,-28.0,,,
2013-09-21,2013,drake,indianapolis,31,14,1
2013-09-21,2013,johnson c smith,davidson,35,22,1
2013-09-21,2013,georgia state,jacksonville state,26,32,0,8.5,,8.5,,,
2013-09-21,2013,southeast missouri state,southern illinois,19,36,0
2013-09-21,2013,st francis (pa),lincoln (pa),38,7,1
2013-09-21,2013,north carolina central,towson,17,35,0
2013-09-21,2013,cornell,bucknell,45,13,1
2013-09-21,2013,uab,northwestern state,52,28,1,-24.0,,-24.0,,,
2013-09-21,2013,san diego,harvard,20,42,0
2013-09-21,2013,samford,southeastern louisiana,31,34,0
2013-09-21,2013,villanova,stony brook,35,6,1
2013-09-21,2013,washington,idaho state,56,0,1,-53.0,,-53.0,,,
2013-09-21,2013,rice,houston,26,31,0,0.667,,0.667,,,
2013-09-21,2013,montana,ok panhandle st,47,14,1
2013-09-21,2013,rutgers,arkansas,28,24,1,-1.25,,-1.25,,,
2013-09-21,2013,wisconsin,purdue,41,10,1,-22.167,,-22.167,,,
2013-09-21,2013,notre dame,michigan state,17,13,1,-4.667,,-4.667,,,
2013-09-21,2013,usc,utah state,17,14,1,-6.833,,-6.833,,,
2013-09-21,2013,florida,tennessee,31,17,1,-16.0,,-16.0,,,
2013-09-21,2013,northwestern,maine,35,21,1,-33.5,,-33.5,,,
2013-09-21,2013,nebraska,south dakota state,59,20,1,-24.5,,-24.5,,,
2013-09-21,2013,bowling green,murray state,48,7,1,-28.0,,-28.0,,,
2013-09-21,2013,penn state,kent state,34,0,1,-20.0,,-20.0,,,
2013-09-21,2013,maryland,west virginia,37,0,1,-3.833,,-3.833,,,
2013-09-21,2013,western carolina,mars hill,30,23,1
2013-09-21,2013,virginia,vmi,49,0,1,-35.0,,-35.0,,,
2013-09-21,2013,north dakota state,delaware state,51,0,1
2013-09-21,2013,northern colorado,northern iowa,7,26,0
2013-09-21,2013,baylor,louisiana monroe,70,7,1,-30.167,,-30.167,,,
