data,season,team1,team2,score1,score2,result,spread,spreadOpen,overUnder,overUnderOpen,homeMoneyLine,awayMoneyLine
2009-08-27,2009,indiana state,quincy,20,26,0
2009-09-03,2009,bowling green,troy,31,14,1
2009-09-03,2009,nc state,south carolina,3,7,0
2009-09-03,2009,southeast missouri state,quincy,72,3,1
2009-09-03,2009,maine,st. cloud state,34,27,1
2009-09-03,2009,kent state,coastal carolina,18,0,1
2009-09-03,2009,chattanooga,glenville state,30,13,1
2009-09-03,2009,temple,villanova,24,27,0
2009-09-03,2009,sam houston state,western illinois,28,35,0
2009-09-03,2009,ut martin,iowa wesleyan,56,0,1
2009-09-03,2009,ball state,north texas,10,20,0
2009-09-04,2009,southern utah,utah tech,36,7,1
2009-09-04,2009,iowa state,north dakota state,34,17,1
2009-09-04,2009,murray state,kentucky wesleyan,66,10,1
2009-09-04,2009,eastern illinois,illinois state,31,6,1
2009-09-04,2009,indiana,eastern kentucky,19,13,1
2009-09-04,2009,south dakota,william penn,52,0,1
2009-09-04,2009,utah,utah state,35,17,1
2009-09-04,2009,boise state,oregon,19,8,1
2009-09-04,2009,delaware,west chester,35,0,1
2009-09-05,2009,tulane,tulsa,13,37,0
2009-09-05,2009,hawai'i,central arkansas,25,20,1
2009-09-05,2009,miami (oh),kentucky,0,42,0
2009-09-05,2009,new hampshire,st francis (pa),24,14,1
2009-09-05,2009,purdue,toledo,52,31,1
2009-09-05,2009,michigan state,montana state,44,3,1
2009-09-05,2009,east carolina,appalachian state,29,24,1
2009-09-05,2009,ohio state,navy,31,27,1
2009-09-05,2009,penn state,akron,31,7,1
2009-09-05,2009,syracuse,minnesota,20,23,0
2009-09-05,2009,northwestern,towson,47,14,1
2009-09-05,2009,west virginia,liberty,33,20,1
2009-09-05,2009,iowa,northern iowa,17,16,1
2009-09-05,2009,tennessee,western kentucky,63,7,1
2009-09-05,2009,lehigh,central connecticut,21,28,0
2009-09-05,2009,pittsburgh,youngstown state,38,3,1
2009-09-05,2009,holy cross,georgetown,20,7,1
2009-09-05,2009,butler,albion,42,3,1
2009-09-05,2009,georgia tech,jacksonville state,37,17,1
2009-09-05,2009,rhode island,fordham,41,28,1
2009-09-05,2009,wagner,stonehill,42,45,0
2009-09-05,2009,campbell,methodist,48,28,1
2009-09-05,2009,st. joseph's (in),valparaiso,31,6,1
2009-09-05,2009,vmi,robert morris,14,13,1
2009-09-05,2009,boston college,northeastern,54,0,1
2009-09-05,2009,air force,nicholls,72,0,1
2009-09-05,2009,oregon state,portland state,34,7,1
2009-09-05,2009,wyoming,weber state,29,22,1
2009-09-05,2009,bryant,southern connecticut state,19,10,1
2009-09-05,2009,eastern washington,western oregon,35,14,1
2009-09-05,2009,montana,western state,38,0,1
2009-09-05,2009,mississippi state,jackson state,45,7,1
2009-09-05,2009,michigan,western michigan,31,7,1
2009-09-05,2009,wake forest,baylor,21,24,0
2009-09-05,2009,usc,san josé state,56,3,1
2009-09-05,2009,oklahoma state,georgia,24,10,1
2009-09-05,2009,notre dame,nevada,35,0,1
2009-09-05,2009,illinois,missouri,9,37,0
2009-09-05,2009,bethune-cookman,shaw,6,20,0
2009-09-05,2009,uab,rice,44,24,1
2009-09-05,2009,marshall,southern illinois,31,28,1
2009-09-05,2009,furman,presbyterian college,45,21,1
2009-09-05,2009,webber international,jacksonville,24,40,0
2009-09-05,2009,arkansas-pine bluff,arkansas-monticello,3,27,0
