Id,Season,Week,Season Type,Start Date,Start Time Tbd,Completed,Neutral Site,Conference Game,Attendance,Venue Id,Venue,Home Id,Home Team,Home Conference,Home Division,Home Points,Home Line Scores[0],Home Line Scores[1],Home Line Scores[2],Home Line Scores[3],Home Post Win Prob,Home Pregame Elo,Home Postgame Elo,Away Id,Away Team,Away Conference,Away Division,Away Points,Away Line Scores[0],Away Line Scores[1],Away Line Scores[2],Away Line Scores[3],Away Post Win Prob,Away Pregame Elo,Away Postgame Elo,Excitement Index,Highlights,Notes
282412199,2008,1,regular,2008-08-28T23:00:00.000Z,,True,False,False,17494.0,3912.0,Rynearson Stadium,2199,Eastern Michigan,Mid-American,fbs,52,14,14,14,10,,,,282,Indiana State,MVFC,fcs,0,0,0,0,0,,,,,,
282412084,2008,1,regular,2008-08-28T23:00:00.000Z,,True,False,False,16656.0,3965.0,UB Stadium,2084,Buffalo,Mid-American,fbs,42,14,7,7,14,,1344.0,1406.0,2638,UTEP,Conference USA,fbs,17,0,14,3,0,,1333.0,1271.0,,,
282412546,2008,1,regular,2008-08-28T23:00:00.000Z,False,True,True,False,,3758.0,Houck Stadium,2546,Southeast Missouri State,OVC,fcs,35,0,3,9,16,,,,2586,Southwest Baptist,,,28,14,0,14,0,,,,,,
282412117,2008,1,regular,2008-08-28T23:00:00.000Z,False,True,False,False,19732.0,3786.0,Kelly/Shorts Stadium,2117,Central Michigan,Mid-American,fbs,31,3,14,7,7,,,,2197,Eastern Illinois,OVC,fcs,12,3,0,3,6,,,,,,
282412717,2008,1,regular,2008-08-28T23:00:00.000Z,False,True,False,False,,3704.0,E. J. Whitmire Stadium,2717,Western Carolina,Southern,fcs,35,14,14,0,7,,,,2560,Shorter,,,0,0,0,0,0,,,,,,
282412050,2008,1,regular,2008-08-28T23:00:00.000Z,False,True,False,False,13068.0,3919.0,Scheumann Stadium,2050,Ball State,Mid-American,fbs,48,7,24,7,10,,,,111,Northeastern,CAA,fcs,14,0,7,0,7,,,,,,
282412534,2008,1,regular,2008-08-28T23:00:00.000Z,False,True,False,False,,3647.0,Bowers Stadium,2534,Sam Houston State,Southland,fcs,58,24,28,6,0,,,,2191,East Central,,,14,0,0,7,7,,,,,,
282412181,2008,1,regular,2008-08-28T23:00:00.000Z,False,True,False,False,,3701.0,Drake Stadium,2181,Drake,Pioneer,fcs,17,0,14,3,0,,,,389,Upper Iowa,,,13,3,7,3,0,,,,,,
282410041,2008,1,regular,2008-08-28T23:30:00.000Z,False,True,False,False,37583.0,3892.0,Rentschler Field,41,Connecticut,Big East,fbs,35,14,14,0,7,,,,2275,Hofstra,CAA,fcs,3,0,0,3,0,,,,,,
282412393,2008,1,regular,2008-08-28T23:30:00.000Z,,True,False,True,22307.0,3725.0,"Johnny Red"""" Floyd Stadium""""",2393,Middle Tennessee,Sun Belt,fbs,17,3,0,0,14,,1355.0,1341.0,2653,Troy,Sun Belt,fbs,31,7,10,7,7,,1550.0,1564.0,,,
