Id,Season,Week,Season Type,Start Date,Start Time Tbd,Completed,Neutral Site,Conference Game,Attendance,Venue Id,Venue,Home Id,Home Team,Home Conference,Home Division,Home Points,Home Line Scores[0],Home Line Scores[1],Home Line Scores[2],Home Line Scores[3],Home Post Win Prob,Home Pregame Elo,Home Postgame Elo,Away Id,Away Team,Away Conference,Away Division,Away Points,Away Line Scores[0],Away Line Scores[1],Away Line Scores[2],Away Line Scores[3],Away Post Win Prob,Away Pregame Elo,Away Postgame Elo,Excitement Index,Highlights,Notes
400795501,2015,1,regular,2015-08-29T19:30:00.000Z,False,True,False,False,,3987,Washington-Grizzly Stadium,149,Montana,Big Sky,fcs,38,10,11,7,10,,,,2449,North Dakota State,MVFC,fcs,35,7,21,0,7,,,,,,
400763593,2015,1,regular,2015-09-03T22:00:00.000Z,,True,False,False,39184.0,3652,Bright House Networks Stadium,2116,UCF,American Athletic,fbs,14,7,7,0,0,0.1013173132244145,1626.0,1609.0,2229,Florida International,Conference USA,fbs,15,3,0,6,6,0.8986826867755855,1321.0,1338.0,5.3903379073,,
400603840,2015,1,regular,2015-09-03T22:00:00.000Z,,True,True,False,51664.0,3628,Bank of America Stadium,2579,South Carolina,SEC,fbs,17,0,10,0,7,0.3224593250523977,1646.0,1646.0,153,North Carolina,ACC,fbs,13,7,6,0,0,0.6775406749476023,1477.0,1477.0,7.94978585869999,,
400756896,2015,1,regular,2015-09-03T23:00:00.000Z,False,True,False,False,27126.0,3630,BB&T Field,154,Wake Forest,ACC,fbs,41,3,21,14,3,0.9999861779726812,,,2210,Elon,CAA,fcs,3,0,0,3,0,1.38220273188e-05,,,2.0872957646,,
400799864,2015,1,regular,2015-09-03T23:00:00.000Z,False,True,False,False,,3629,Barker-Lane Stadium,2097,Campbell,Pioneer,fcs,41,7,14,7,13,,,,95,Pikeville,,,20,0,10,7,3,,,,,,
400795587,2015,1,regular,2015-09-03T23:00:00.000Z,False,True,False,False,,3658,Buccaneer Field,2127,Charleston Southern,Big South,fcs,41,13,7,14,7,,,,2822,North Greenville,Independent DII,ii,14,0,7,7,0,,,,,,
400799924,2015,1,regular,2015-09-03T23:00:00.000Z,False,True,False,True,,3963,Harry Turpin Stadium,2466,Northwestern State,Southland,fcs,20,3,3,7,7,,,,2545,Southeastern Louisiana,Southland,fcs,34,6,7,13,8,,,,,,
400795766,2015,1,regular,2015-09-03T23:00:00.000Z,False,True,False,False,,3909,Roy Stewart Stadium,93,Murray State,OVC,fcs,52,14,17,14,7,,,,2316,Kentucky Wesleyan,Independent DII,ii,12,0,0,6,6,,,,,,
400787299,2015,1,regular,2015-09-03T23:00:00.000Z,False,True,False,False,10473.0,3919,Scheumann Stadium,2050,Ball State,Mid-American,fbs,48,3,17,14,14,0.5333798288849951,,,2678,VMI,Southern,fcs,36,0,10,7,19,0.4666201711150048,,,4.7380781049,,
400763399,2015,1,regular,2015-09-03T23:00:00.000Z,,True,False,False,19717.0,3786,Kelly/Shorts Stadium,2117,Central Michigan,Mid-American,fbs,13,3,3,7,0,0.0862950197835786,1417.0,1407.0,197,Oklahoma State,Big 12,fbs,24,3,7,7,7,0.9137049802164212,1567.0,1577.0,3.1885406359,,
400795494,2015,1,regular,2015-09-03T23:00:00.000Z,False,True,False,False,,3746,Hanson Field,2710,Western Illinois,MVFC,fcs,33,7,7,16,3,,,,2197,Eastern Illinois,OVC,fcs,5,3,0,2,0,,,,,,
