Id,Season,Week,Season Type,Start Date,Start Time Tbd,Completed,Neutral Site,Conference Game,Attendance,Venue Id,Venue,Home Id,Home Team,Home Conference,Home Division,Home Points,Home Line Scores,Home Post Win Prob,Home Pregame Elo,Home Postgame Elo,Away Id,Away Team,Away Conference,Away Division,Away Points,Away Line Scores,Away Post Win Prob,Away Pregame Elo,Away Postgame Elo,Excitement Index,Highlights,Notes
54012,1986,1,regular,1986-08-27T00:00:00.000Z,,True,False,,,,,333,Alabama,SEC,fbs,16,,,1719.0,1726.0,194,Ohio State,Big Ten,fbs,10,,,1719.0,1712.0,,,
54020,1986,1,regular,1986-08-30T00:00:00.000Z,,True,False,True,,,,2579,South Carolina,FBS Independents,fbs,14,,,1492.0,1473.0,2390,Miami,FBS Independents,fbs,34,,,1787.0,1806.0,,,
54013,1986,1,regular,1986-08-30T00:00:00.000Z,,True,False,True,,,,2005,Air Force,Western Athletic,fbs,24,,,1793.0,1788.0,62,Hawai'i,Western Athletic,fbs,17,,,1520.0,1525.0,,,
54019,1986,1,regular,1986-08-30T00:00:00.000Z,,True,False,,,,,202,Tulsa,FBS Independents,fbs,17,,,1471.0,1459.0,2348,Louisiana Tech,,,22,,,1423.0,1435.0,,,
54018,1986,1,regular,1986-08-30T00:00:00.000Z,,True,False,,,,,2306,Kansas State,Big 8,fbs,35,,,,,2710,Western Illinois,,,7,,,,,,,
54017,1986,1,regular,1986-08-30T00:00:00.000Z,,True,False,,,,,52,Florida State,FBS Independents,fbs,24,,,1759.0,1780.0,2649,Toledo,Mid-American,fbs,0,,,1388.0,1367.0,,,
54021,1986,1,regular,1986-08-30T00:00:00.000Z,,True,False,,,,,2440,Nevada,,,49,,,1584.0,1696.0,1000012,Cal State Fullerton,PCAA,fbs,3,,,1402.0,1290.0,,,
54022,1986,1,regular,1986-08-30T00:00:00.000Z,,True,False,,,,,2638,UTEP,Western Athletic,fbs,64,,,,,128,Northern Michigan,,,29,,,,,,,
54015,1986,1,regular,1986-08-30T00:00:00.000Z,,True,False,,,,,2459,Northern Illinois,FBS Independents,fbs,10,,,1388.0,1358.0,2050,Ball State,Mid-American,fbs,20,,,1291.0,1321.0,,,
54014,1986,1,regular,1986-08-30T00:00:00.000Z,,True,False,,,,,166,New Mexico State,PCAA,fbs,14,,,,,2025,Angelo State,,,20,,,,,,,
54016,1986,1,regular,1986-08-30T00:00:00.000Z,,True,False,,,,,57,Florida,SEC,fbs,38,,,1798.0,1826.0,290,Georgia Southern,,,14,,,1495.0,1467.0,,,
54023,1986,1,regular,1986-09-01T00:00:00.000Z,,True,False,,,,,221,Pittsburgh,FBS Independents,fbs,7,,,1545.0,1551.0,120,Maryland,ACC,fbs,10,,,1723.0,1717.0,,,
54035,1986,2,regular,1986-09-06T00:00:00.000Z,,True,False,,,,,278,Fresno State,PCAA,fbs,55,,,,,147,Montana State,,,2,,,,,,,
54037,1986,2,regular,1986-09-06T00:00:00.000Z,,True,False,,,,,356,Illinois,Big Ten,fbs,23,,,1528.0,1555.0,97,Louisville,FBS Independents,fbs,0,,,1247.0,1220.0,,,
54039,1986,2,regular,1986-09-06T00:00:00.000Z,,True,False,,,,,57,Florida,SEC,fbs,15,,,1826.0,1809.0,2390,Miami,FBS Independents,fbs,23,,,1806.0,1823.0,,,
54041,1986,2,regular,1986-09-06T00:00:00.000Z,,True,False,,,,,145,Ole Miss,SEC,fbs,28,,,1489.0,1537.0,235,Memphis,FBS Independents,fbs,6,,,1442.0,1394.0,,,
54042,1986,2,regular,1986-09-06T00:00:00.000Z,,True,False,,,,,183,Syracuse,FBS Independents,fbs,17,,,1606.0,1584.0,344,Mississippi State,SEC,fbs,24,,,1495.0,1517.0,,,
54043,1986,2,regular,1986-09-06T00:00:00.000Z,,True,False,,,,,158,Nebraska,Big 8,fbs,34,,,1883.0,1911.0,52,Florida State,FBS Independents,fbs,17,,,1780.0,1752.0,,,
54045,1986,2,regular,1986-09-06T00:00:00.000Z,,True,False,,,,,153,North Carolina,ACC,fbs,45,,,,,2643,The Citadel,,,14,,,,,,,
54046,1986,2,regular,1986-09-06T00:00:00.000Z,,True,False,,,,,152,NC State,ACC,fbs,38,,,1377.0,1449.0,151,East Carolina,FBS Independents,fbs,10,,,1369.0,1297.0,,,
54036,1986,2,regular,1986-09-06T00:00:00.000Z,,True,False,,,,,62,Hawai'i,Western Athletic,fbs,20,,,1525.0,1525.0,275,Wisconsin,Big Ten,fbs,17,,,1477.0,1477.0,,,
