Id,Season,Week,Season Type,Start Date,Start Time Tbd,Completed,Neutral Site,Conference Game,Attendance,Venue Id,Venue,Home Id,Home Team,Home Conference,Home Division,Home Points,Home Line Scores,Home Post Win Prob,Home Pregame Elo,Home Postgame Elo,Away Id,Away Team,Away Conference,Away Division,Away Points,Away Line Scores,Away Post Win Prob,Away Pregame Elo,Away Postgame Elo,Excitement Index,Highlights,Notes
401550883,2023,1,regular,2023-08-26T17:00:00.000Z,False,True,False,False,,5910.0,Callaway Stadium,548,LaGrange College,USA South,iii,,,,,,125762,Florida Memorial University,,,,,,,,,,
401525434,2023,1,regular,2023-08-26T18:30:00.000Z,False,True,True,False,49000.0,3504.0,Aviva Stadium,87,Notre Dame,FBS Independents,fbs,42.0,,0.998958343504533,1733.0,1819.0,2426,Navy,American Athletic,fbs,3.0,,0.0010416564954669,1471.0,1385.0,1.3469076611,,
401540199,2023,1,regular,2023-08-26T19:30:00.000Z,False,True,True,False,,3689.0,Cramton Bowl,2382,Mercer,Southern,fcs,17.0,,0.9741514648169352,,,2453,North Alabama,UAC,fcs,7.0,,0.0258485351830648,,,6.8969089314,,
401520145,2023,1,regular,2023-08-26T21:30:00.000Z,False,True,False,True,17982.0,3662.0,JSU Stadium,55,Jacksonville State,Conference USA,fbs,17.0,,0.4080006003631978,1500.0,1499.0,2638,UTEP,Conference USA,fbs,14.0,,0.5919993996368021,1369.0,1370.0,6.8213333937,,
401532392,2023,1,regular,2023-08-26T23:00:00.000Z,False,True,False,False,23867.0,7311.0,Snapdragon Stadium,21,San Diego State,Mountain West,fbs,20.0,,0.9544687299546838,1488.0,1497.0,195,Ohio,Mid-American,fbs,13.0,,0.0455312700453162,1482.0,1473.0,6.5473781337,,
401525450,2023,1,regular,2023-08-26T23:00:00.000Z,False,True,False,False,15356.0,3601.0,Aggie Memorial Stadium,166,New Mexico State,Conference USA,fbs,30.0,,0.2392488633974569,1322.0,1274.0,113,UMass,FBS Independents,fbs,41.0,,0.760751136602543,1074.0,1122.0,5.311493375,,
401540628,2023,1,regular,2023-08-26T23:00:00.000Z,False,True,False,False,,4419.0,Bob Ford Field,399,Albany,CAA,fcs,34.0,,0.9225171428210444,,,2230,Fordham,Patriot,fcs,13.0,,0.0774828571789555,,,5.6087575891,,
401539999,2023,1,regular,2023-08-26T23:30:00.000Z,False,True,True,False,,4246.0,Georgia State Stadium,2296,Jackson State,SWAC,fcs,37.0,,0.9989029618829928,,,2569,South Carolina State,MEAC,fcs,7.0,,0.0010970381170072,,,3.1223435448,,
401520147,2023,1,regular,2023-08-26T23:30:00.000Z,False,True,False,False,21407.0,3973.0,Vanderbilt Stadium,238,Vanderbilt,SEC,fbs,35.0,,0.180846188050306,1322.0,1327.0,62,Hawai'i,Mountain West,fbs,28.0,,0.8191538119496939,1246.0,1241.0,5.2820326034,,
401523986,2023,1,regular,2023-08-27T00:00:00.000Z,False,True,False,False,63411.0,477.0,Los Angeles Memorial Coliseum,30,USC,Pac-12,fbs,56.0,,0.9982308679413,1663.0,1713.0,23,San José State,Mountain West,fbs,28.0,,0.0017691320586998,1462.0,1412.0,1.6987296464,,
401520146,2023,1,regular,2023-08-27T01:00:00.000Z,False,True,False,True,16299.0,3776.0,Joe Aillet Stadium,2348,Louisiana Tech,Conference USA,fbs,22.0,,0.9857287782801066,1251.0,1249.0,2229,Florida International,Conference USA,fbs,17.0,,0.0142712217198933,1072.0,1074.0,8.9977661071,,
401540607,2023,1,regular,2023-08-31T04:00:00.000Z,True,True,False,False,,4899.0,Fifth Third Bank Stadium,338,Kennesaw State,FCS Independents,fcs,38.0,,0.9651605763875958,,,2839,Tusculum,South Atlantic,ii,7.0,,0.0348394236124042,,,5.9040772809,,
401540527,2023,1,regular,2023-08-31T04:00:00.000Z,True,True,False,False,,3774.0,Jayne Stadium,2413,Morehead State,Pioneer,fcs,37.0,,0.3616123583892206,,,2707,West Virginia State,Mountain East,ii,35.0,,0.6383876416107794,,,6.776992216,,
401545743,2023,1,regular,2023-08-31T04:00:00.000Z,True,True,False,False,,6058.0,Ralph F. DellaCamera Stadium,2441,New Haven,Northeast 10,ii,24.0,,,,,341,Frostburg State,Mountain East,ii,27.0,,,,,,,
401540244,2023,1,regular,2023-08-31T04:00:00.000Z,True,True,False,False,,3882.0,Provost Umphrey Stadium,2320,Lamar,Southland,fcs,17.0,,0.0002986570023504,,,70,Idaho,Big Sky,fcs,42.0,,0.9997013429976496,,,1.7379133141,,
