Id,Season,Week,Season Type,Start Date,Start Time Tbd,Completed,Neutral Site,Conference Game,Attendance,Venue Id,Venue,Home Id,Home Team,Home Conference,Home Division,Home Points,Home Line Scores[0],Home Line Scores[1],Home Line Scores[2],Home Line Scores[3],Home Post Win Prob,Home Pregame Elo,Home Postgame Elo,Away Id,Away Team,Away Conference,Away Division,Away Points,Away Line Scores[0],Away Line Scores[1],Away Line Scores[2],Away Line Scores[3],Away Post Win Prob,Away Pregame Elo,Away Postgame Elo,Excitement Index,Highlights,Notes
401218616,2020,1,regular,2020-08-30T01:00:00.000Z,False,True,True,False,,3689,Cramton Bowl,2110,Central Arkansas,Southland,fcs,24,0,6,7,11,,,,2046,Austin Peay,OVC,fcs,17,7,3,0,7,,,,,,
401238035,2020,1,regular,2020-09-04T00:00:00.000Z,False,True,False,False,12716.0,3803,Legion Field,5,UAB,Conference USA,fbs,45,14,14,3,14,0.9980808803854844,,,2110,Central Arkansas,Southland,fcs,35,7,14,0,14,0.0019191196145156,,,2.226002,https://www.youtube.com/watch?v=aBwb65AoLmQ,
401207101,2020,1,regular,2020-09-04T01:00:00.000Z,False,True,False,False,,3815,M. M. Roberts Stadium,2572,Southern Mississippi,Conference USA,fbs,21,0,10,3,8,0.2697391538586161,1451.0,1406.0,6,South Alabama,Sun Belt,fbs,32,13,0,10,9,0.730260846141384,1227.0,1272.0,5.58695,https://www.youtube.com/watch?v=XzIoo20mNEo,
401237353,2020,1,regular,2020-09-05T17:00:00.000Z,False,True,False,False,12001.0,3775,Joan C. Edwards Stadium,276,Marshall,Conference USA,fbs,59,21,17,14,7,0.9989357690026516,,,2198,Eastern Kentucky,OVC,fcs,0,0,0,0,0,0.0010642309973485,,,1.1456028928,https://www.youtube.com/watch?v=TBf5sm0SvaE,
401235700,2020,1,regular,2020-09-05T17:30:00.000Z,False,True,False,False,5249.0,3841,Blaik Field at Michie Stadium,349,Army,FBS Independents,fbs,42,7,14,14,7,0.9989401671285846,1495.0,1610.0,2393,Middle Tennessee,Conference USA,fbs,0,0,0,0,0,0.0010598328714154,1429.0,1314.0,2.4709131227,https://www.youtube.com/watch?v=FdOHH54jzW4,
401212484,2020,1,regular,2020-09-05T20:30:00.000Z,False,True,False,False,7500.0,3644,Jim Wacker Field at Bobcat Stadium,326,Texas State,Sun Belt,fbs,24,0,14,7,3,0.0463854955767336,1193.0,1206.0,2567,SMU,American Athletic,fbs,31,0,14,14,3,0.9536145044232665,1557.0,1544.0,3.2882211247,https://www.youtube.com/watch?v=DV-qRe8YnqI,
401207098,2020,1,regular,2020-09-05T23:30:00.000Z,False,True,False,False,7611.0,3825,Apogee Stadium,249,North Texas,Conference USA,fbs,57,14,9,20,14,0.9987933449462078,,,2277,Houston Christian,Southland,fcs,31,0,10,7,14,0.0012066550537922,,,1.6443047117,https://www.youtube.com/watch?v=MRNGDI4smi0,
401212553,2020,1,regular,2020-09-06T00:00:00.000Z,False,True,False,False,4537.0,3805,Liberty Bowl Memorial Stadium,235,Memphis,American Athletic,fbs,37,7,14,13,3,0.9459042390318004,1698.0,1702.0,2032,Arkansas State,Sun Belt,fbs,24,14,0,3,7,0.0540957609681995,1431.0,1427.0,3.8455083297,https://www.youtube.com/watch?v=icu9T9MZt9c,
401239884,2020,1,regular,2020-09-06T01:00:00.000Z,False,True,False,False,6047.0,3946,Sun Bowl Stadium,2638,UTEP,Conference USA,fbs,24,3,14,0,7,0.8965660017910269,,,2617,Stephen F. Austin,Southland,fcs,14,7,7,0,0,0.1034339982089731,,,6.510044664,https://www.youtube.com/watch?v=oPjntxHEzkw,
401234576,2020,1,regular,2020-09-08T00:00:00.000Z,False,True,False,False,0.0,3852,Navy-Marine Corps Memorial Stadium,2426,Navy,American Athletic,fbs,3,0,0,3,0,0.0003421716266563,1625.0,1438.0,252,BYU,FBS Independents,fbs,55,14,17,17,7,0.9996578283733436,1513.0,1700.0,1.7226811047,https://www.youtube.com/watch?v=4SIzQoVuVI0,
