Id,Season,Week,Season Type,Start Date,Start Time Tbd,Completed,Neutral Site,Conference Game,Attendance,Venue Id,Venue,Home Id,Home Team,Home Conference,Home Division,Home Points,Home Line Scores[0],Home Line Scores[1],Home Line Scores[2],Home Line Scores[3],Home Post Win Prob,Home Pregame Elo,Home Postgame Elo,Away Id,Away Team,Away Conference,Away Division,Away Points,Away Line Scores[0],Away Line Scores[1],Away Line Scores[2],Away Line Scores[3],Away Post Win Prob,Away Pregame Elo,Away Postgame Elo,Excitement Index,Highlights,Notes
222340258,2002,1,regular,2002-08-22T23:30:00.000Z,,True,False,True,57120,3923.0,Scott Stadium,258,Virginia,ACC,fbs,29,0.0,7.0,14.0,8.0,,1432.0,1431.0,36,Colorado State,Mountain West,fbs,35,6.0,13.0,3.0,13.0,,1561.0,1562.0,,,
222350275,2002,1,regular,2002-08-24T00:00:00.000Z,,True,False,False,75136,347.0,Camp Randall Stadium,275,Wisconsin,Big Ten,fbs,23,0.0,10.0,7.0,6.0,,1532.0,1535.0,278,Fresno State,Western Athletic,fbs,21,7.0,0.0,7.0,7.0,,1713.0,1710.0,,,
222360194,2002,1,regular,2002-08-24T18:30:00.000Z,,True,False,False,100037,3861.0,Ohio Stadium,194,Ohio State,Big Ten,fbs,45,14.0,7.0,17.0,7.0,,1665.0,1724.0,2641,Texas Tech,Big 12,fbs,21,7.0,0.0,0.0,14.0,,1657.0,1598.0,,,
222360152,2002,1,regular,2002-08-24T20:30:00.000Z,,True,False,True,47018,3670.0,Carter-Finley Stadium,152,NC State,ACC,fbs,34,7.0,14.0,6.0,7.0,,1572.0,1618.0,167,New Mexico,Mountain West,fbs,14,0.0,0.0,7.0,7.0,,1570.0,1524.0,,,
222360158,2002,1,regular,2002-08-24T23:45:00.000Z,,True,False,False,77779,3834.0,Memorial Stadium,158,Nebraska,Big 12,fbs,48,3.0,7.0,14.0,24.0,,1834.0,1900.0,9,Arizona State,Pac-10,fbs,10,3.0,0.0,7.0,0.0,,1507.0,1441.0,,,
222360066,2002,1,regular,2002-08-25T00:30:00.000Z,,True,False,False,55132,,,66,Iowa State,Big 12,fbs,31,0.0,14.0,3.0,14.0,,1559.0,1562.0,52,Florida State,ACC,fbs,38,17.0,14.0,0.0,7.0,,1769.0,1766.0,,,
222370259,2002,1,regular,2002-08-25T18:30:00.000Z,,True,False,False,54016,3799.0,Lane Stadium,259,Virginia Tech,Big East,fbs,63,35.0,21.0,7.0,0.0,,1729.0,1816.0,2032,Arkansas State,Sun Belt,fbs,7,0.0,0.0,7.0,0.0,,1117.0,1030.0,,,
222410218,2002,2,regular,2002-08-29T23:00:00.000Z,,True,False,False,15329,3730.0,Franklin Field,218,Temple,Big East,fbs,34,3.0,10.0,7.0,14.0,,,,257,Richmond,,,7,7.0,0.0,0.0,0.0,,,,,,
222412649,2002,2,regular,2002-08-29T23:00:00.000Z,,True,False,False,23074,3739.0,Glass Bowl,2649,Toledo,Mid-American,fbs,44,,,,,,,,13,Cal Poly,,,16,,,,,,,,,,
222410058,2002,2,regular,2002-08-29T23:00:00.000Z,,True,False,False,22074,3886.0,Raymond James Stadium,58,South Florida,FBS Independents,fbs,51,,,,,,1539.0,1654.0,2226,Florida Atlantic,,,10,,,,,,1500.0,1385.0,,,
