Id,Season,Week,Season Type,Start Date,Start Time Tbd,Completed,Neutral Site,Conference Game,Attendance,Venue Id,Venue,Home Id,Home Team,Home Conference,Home Division,Home Points,Home Line Scores,Home Post Win Prob,Home Pregame Elo,Home Postgame Elo,Away Id,Away Team,Away Conference,Away Division,Away Points,Away Line Scores,Away Post Win Prob,Away Pregame Elo,Away Postgame Elo,Excitement Index,Highlights,Notes
63069,2000,1,regular,2000-08-26T00:00:00.000Z,,True,False,,,,,2306,Kansas State,Big 12,fbs,27,,,1908.0,1903.0,2294,Iowa,Big Ten,fbs,7,,,1344.0,1349.0,,,
63068,2000,1,regular,2000-08-26T00:00:00.000Z,,True,False,,,,,52,Florida State,ACC,fbs,29,,,1926.0,1957.0,252,BYU,Mountain West,fbs,3,,,1603.0,1572.0,,,
63070,2000,1,regular,2000-08-26T00:00:00.000Z,,True,False,,,,,2348,Louisiana Tech,FBS Independents,fbs,63,,,,,2400,Mississippi Valley State,,,10,,,,,,,
63071,2000,1,regular,2000-08-26T00:00:00.000Z,,True,False,,,,,2641,Texas Tech,Big 12,fbs,24,,,1468.0,1503.0,167,New Mexico,Mountain West,fbs,3,,,1324.0,1289.0,,,
63072,2000,1,regular,2000-08-27T00:00:00.000Z,,True,False,,,,,30,USC,Pac-10,fbs,29,,,1641.0,1718.0,213,Penn State,Big Ten,fbs,5,,,1789.0,1712.0,,,
63073,2000,2,regular,2000-08-31T00:00:00.000Z,,True,False,,,,,154,Wake Forest,ACC,fbs,16,,,1563.0,1551.0,2026,Appalachian State,,,20,,,1479.0,1491.0,,,
63074,2000,2,regular,2000-08-31T00:00:00.000Z,,True,False,,,,,21,San Diego State,Mountain West,fbs,7,,,1565.0,1557.0,9,Arizona State,Pac-10,fbs,10,,,1512.0,1520.0,,,
63075,2000,2,regular,2000-08-31T00:00:00.000Z,,True,False,,,,,2,Auburn,SEC,fbs,35,,,1595.0,1613.0,2751,Wyoming,Mountain West,fbs,21,,,1478.0,1460.0,,,
63080,2000,2,regular,2000-08-31T00:00:00.000Z,,True,False,,,,,275,Wisconsin,Big Ten,fbs,19,,,1853.0,1849.0,2711,Western Michigan,Mid-American,fbs,7,,,1488.0,1492.0,,,
63076,2000,2,regular,2000-08-31T00:00:00.000Z,,True,False,,,,,249,North Texas,Big West,fbs,7,,,1182.0,1154.0,239,Baylor,Big 12,fbs,20,,,1191.0,1219.0,,,
63077,2000,2,regular,2000-08-31T00:00:00.000Z,,True,False,,,,,276,Marshall,Mid-American,fbs,63,,,,,2546,Southeast Missouri State,,,7,,,,,,,
63078,2000,2,regular,2000-08-31T00:00:00.000Z,,True,False,,,,,2390,Miami,Big East,fbs,61,,,,,2377,McNeese,,,14,,,,,,,
63079,2000,2,regular,2000-08-31T00:00:00.000Z,,True,False,,,,,77,Northwestern,Big Ten,fbs,35,,,1343.0,1385.0,2459,Northern Illinois,Mid-American,fbs,17,,,1363.0,1321.0,,,
63119,2000,2,regular,2000-09-02T00:00:00.000Z,,True,False,,,,,2567,SMU,Western Athletic,fbs,31,,,1398.0,1428.0,2305,Kansas,Big 12,fbs,17,,,1421.0,1391.0,,,
63118,2000,2,regular,2000-09-02T00:00:00.000Z,,True,False,,,,,58,South Florida,FBS Independents,fbs,40,,,,,55,Jacksonville State,,,0,,,,,,,
63117,2000,2,regular,2000-09-02T00:00:00.000Z,,True,False,,,,,2579,South Carolina,SEC,fbs,31,,,1368.0,1451.0,166,New Mexico State,Big West,fbs,0,,,1363.0,1280.0,,,
63116,2000,2,regular,2000-09-02T00:00:00.000Z,,True,False,,,,,309,Louisiana,FBS Independents,fbs,14,,,,,2534,Sam Houston State,,,21,,,,,,,
63115,2000,2,regular,2000-09-02T00:00:00.000Z,,True,False,,,,,164,Rutgers,Big East,fbs,34,,,,,222,Villanova,,,21,,,,,,,
63114,2000,2,regular,2000-09-02T00:00:00.000Z,,True,False,,,,,242,Rice,Western Athletic,fbs,30,,,1423.0,1425.0,248,Houston,Conference USA,fbs,27,,,1489.0,1487.0,,,
63113,2000,2,regular,2000-09-02T00:00:00.000Z,,True,False,,,,,2509,Purdue,Big Ten,fbs,48,,,1719.0,1802.0,2117,Central Michigan,Mid-American,fbs,0,,,1273.0,1190.0,,,
63112,2000,2,regular,2000-09-02T00:00:00.000Z,,True,False,,,,,221,Pittsburgh,Big East,fbs,30,,,1448.0,1477.0,2309,Kent State,Mid-American,fbs,7,,,1187.0,1158.0,,,
63111,2000,2,regular,2000-09-02T00:00:00.000Z,,True,False,,,,,204,Oregon State,Pac-10,fbs,21,,,,,331,Eastern Washington,,,19,,,,,,,
63110,2000,2,regular,2000-09-02T00:00:00.000Z,,True,False,,,,,2483,Oregon,Pac-10,fbs,36,,,1746.0,1769.0,2440,Nevada,Western Athletic,fbs,7,,,1259.0,1236.0,,,
63109,2000,2,regular,2000-09-02T00:00:00.000Z,,True,False,,,,,201,Oklahoma,Big 12,fbs,55,,,1725.0,1790.0,2638,UTEP,Western Athletic,fbs,14,,,1306.0,1241.0,,,
63108,2000,2,regular,2000-09-02T00:00:00.000Z,,True,False,,,,,194,Ohio State,Big Ten,fbs,43,,,1615.0,1706.0,278,Fresno State,Western Athletic,fbs,10,,,1613.0,1522.0,,,
63107,2000,2,regular,2000-09-02T00:00:00.000Z,,True,False,,,,,87,Notre Dame,FBS Independents,fbs,24,,,1609.0,1639.0,245,Texas A&M,Big 12,fbs,10,,,1629.0,1599.0,,,
63106,2000,2,regular,2000-09-02T00:00:00.000Z,,True,False,,,,,152,NC State,ACC,fbs,38,,,1440.0,1435.0,2032,Arkansas State,Big West,fbs,31,,,1169.0,1174.0,,,
63105,2000,2,regular,2000-09-02T00:00:00.000Z,,True,False,,,,,153,North Carolina,ACC,fbs,30,,,1492.0,1519.0,202,Tulsa,Western Athletic,fbs,9,,,1271.0,1244.0,,,
63104,2000,2,regular,2000-09-02T00:00:00.000Z,,True,False,,,,,158,Nebraska,Big 12,fbs,49,,,1953.0,1963.0,23,San José State,Western Athletic,fbs,13,,,1156.0,1146.0,,,
63095,2000,2,regular,2000-09-02T00:00:00.000Z,,True,False,,,,,2306,Kansas State,Big 12,fbs,54,,,1903.0,1985.0,2348,Louisiana Tech,FBS Independents,fbs,10,,,1550.0,1468.0,,,
63120,2000,2,regular,2000-09-02T00:00:00.000Z,,True,False,True,,,,265,Washington State,Pac-10,fbs,10,,,1425.0,1410.0,24,Stanford,Pac-10,fbs,24,,,1609.0,1624.0,,,
63096,2000,2,regular,2000-09-02T00:00:00.000Z,,True,False,,,,,99,LSU,SEC,fbs,58,,,,,2717,Western Carolina,,,0,,,,,,,
63097,2000,2,regular,2000-09-02T00:00:00.000Z,,True,False,,,,,97,Louisville,Conference USA,fbs,40,,,1541.0,1548.0,96,Kentucky,SEC,fbs,34,,,1531.0,1524.0,,,
63098,2000,2,regular,2000-09-02T00:00:00.000Z,,True,False,,,,,238,Vanderbilt,SEC,fbs,30,,,1394.0,1399.0,193,Miami (OH),Mid-American,fbs,33,,,1557.0,1552.0,,,
63099,2000,2,regular,2000-09-02T00:00:00.000Z,,True,False,,,,,130,Michigan,Big Ten,fbs,42,,,1753.0,1807.0,189,Bowling Green,Mid-American,fbs,7,,,1399.0,1345.0,,,
63100,2000,2,regular,2000-09-02T00:00:00.000Z,,True,False,,,,,135,Minnesota,Big Ten,fbs,47,,,1659.0,1705.0,2433,Louisiana Monroe,FBS Independents,fbs,10,,,1186.0,1140.0,,,
63101,2000,2,regular,2000-09-02T00:00:00.000Z,,True,False,,,,,145,Ole Miss,SEC,fbs,49,,,1643.0,1686.0,2655,Tulane,Conference USA,fbs,20,,,1355.0,1312.0,,,
63102,2000,2,regular,2000-09-02T00:00:00.000Z,,True,False,,,,,235,Memphis,Conference USA,fbs,3,,,1538.0,1516.0,344,Mississippi State,SEC,fbs,17,,,1645.0,1667.0,,,
63103,2000,2,regular,2000-09-02T00:00:00.000Z,,True,False,,,,,142,Missouri,Big 12,fbs,50,,,,,2710,Western Illinois,,,20,,,,,,,
