Id,Season,Week,Season Type,Start Date,Start Time Tbd,Completed,Neutral Site,Conference Game,Attendance,Venue Id,Venue,Home Id,Home Team,Home Conference,Home Division,Home Points,Home Line Scores[0],Home Line Scores[1],Home Line Scores[2],Home Line Scores[3],Home Post Win Prob,Home Pregame Elo,Home Postgame Elo,Away Id,Away Team,Away Conference,Away Division,Away Points,Away Line Scores[0],Away Line Scores[1],Away Line Scores[2],Away Line Scores[3],Away Post Win Prob,Away Pregame Elo,Away Postgame Elo,Excitement Index,Highlights,Notes
252440276,2005,1,regular,2005-09-01T23:00:00.000Z,False,True,False,False,25102.0,3775.0,Joan C. Edwards Stadium,276,Marshall,Conference USA,fbs,36,10,13.0,6.0,7.0,,,,2729,William & Mary,Atlantic 10,fcs,24,3,7.0,14.0,0.0,,,,,,
252442717,2005,1,regular,2005-09-01T23:00:00.000Z,False,True,False,False,,3704.0,E. J. Whitmire Stadium,2717,Western Carolina,Southern,fcs,21,7,0.0,0.0,14.0,,,,2369,Mars Hill,,,7,0,7.0,0.0,0.0,,,,,,
252442534,2005,1,regular,2005-09-01T23:00:00.000Z,False,True,False,False,,3647.0,Bowers Stadium,2534,Sam Houston State,Southland,fcs,77,14,28.0,14.0,21.0,,,,487,Bacone College,,,7,0,0.0,0.0,7.0,,,,,,
252442132,2005,1,regular,2005-09-01T23:00:00.000Z,,True,False,False,0.0,3854.0,Nippert Stadium,2132,Cincinnati,Big East,fbs,28,14,0.0,7.0,7.0,,1539.0,1535.0,2199,Eastern Michigan,Mid-American,fbs,26,10,10.0,0.0,6.0,,1201.0,1205.0,,,
252440154,2005,1,regular,2005-09-01T23:00:00.000Z,,True,False,False,0.0,3630.0,BB&T Field,154,Wake Forest,ACC,fbs,20,3,3.0,7.0,7.0,,1457.0,1446.0,238,Vanderbilt,SEC,fbs,24,3,7.0,7.0,7.0,,1385.0,1396.0,,,
252440248,2005,1,regular,2005-09-01T23:00:00.000Z,,True,False,False,0.0,,,248,Houston,Conference USA,fbs,24,21,0.0,0.0,3.0,,1361.0,1345.0,2483,Oregon,Pac-10,fbs,38,14,3.0,14.0,7.0,,1527.0,1543.0,,,AT RELIANT STADIUM
252442649,2005,1,regular,2005-09-01T23:00:00.000Z,False,True,False,False,20092.0,3739.0,Glass Bowl,2649,Toledo,Mid-American,fbs,62,13,28.0,14.0,7.0,,,,2710,Western Illinois,MVFC,fcs,14,0,0.0,0.0,14.0,,,,,,
252442546,2005,1,regular,2005-09-01T23:00:00.000Z,False,True,True,False,,3758.0,Houck Stadium,2546,Southeast Missouri State,OVC,fcs,23,0,10.0,7.0,6.0,,,,79,Southern Illinois,MVFC,fcs,58,23,14.0,0.0,21.0,,,,,,
252440119,2005,1,regular,2005-09-01T23:00:00.000Z,False,True,False,False,,3781.0,Johnny Unitas Stadium,119,Towson,Atlantic 10,fcs,29,7,6.0,6.0,10.0,,,,2415,Morgan State,MEAC,fcs,26,7,13.0,6.0,0.0,,,,,,
252440257,2005,1,regular,2005-09-01T23:00:00.000Z,False,True,True,True,,,,257,Richmond,Atlantic 10,fcs,6,0,0.0,6.0,0.0,,,,113,UMass,Atlantic 10,fcs,19,9,7.0,0.0,3.0,,,,,,
252442754,2005,1,regular,2005-09-01T23:30:00.000Z,False,True,False,False,,844.0,Stambaugh Stadium,2754,Youngstown State,MVFC,fcs,44,7,20.0,7.0,10.0,,,,215,Slippery Rock,,,14,0,7.0,0.0,7.0,,,,,,
252440098,2005,1,regular,2005-09-01T23:30:00.000Z,False,True,False,False,,3796.0,Houchens Industries-L. T. Smith Stadium,98,Western Kentucky,MVFC,fcs,63,7,35.0,21.0,0.0,,,,2706,West Virginia Tech,,,3,0,3.0,0.0,0.0,,,,,,
252440041,2005,1,regular,2005-09-01T23:30:00.000Z,,True,False,False,0.0,3892.0,Rentschler Field,41,Connecticut,Big East,fbs,38,3,28.0,0.0,7.0,,1597.0,1658.0,2084,Buffalo,Mid-American,fbs,0,0,0.0,0.0,0.0,,1228.0,1167.0,,,
252442579,2005,1,regular,2005-09-01T23:30:00.000Z,,True,False,False,0.0,3994.0,Williams-Brice Stadium,2579,South Carolina,SEC,fbs,24,14,3.0,7.0,0.0,,1501.0,1500.0,2116,UCF,Conference USA,fbs,15,3,0.0,10.0,2.0,,1253.0,1254.0,,,
252440282,2005,1,regular,2005-09-02T00:00:00.000Z,False,True,False,False,,3829.0,Memorial Stadium,282,Indiana State,MVFC,fcs,13,0,10.0,3.0,0.0,,,,2197,Eastern Illinois,OVC,fcs,24,7,3.0,14.0,0.0,,,,,,
252442449,2005,1,regular,2005-09-02T00:00:00.000Z,False,True,False,False,,3714.0,Fargodome,2449,North Dakota State,Great West,fcs,59,14,24.0,14.0,7.0,,,,2028,Arkansas-Monticello,,,7,0,0.0,0.0,7.0,,,,,,
252442433,2005,1,regular,2005-09-02T00:00:00.000Z,False,True,False,False,21726.0,3817.0,Malone Stadium,2433,Louisiana Monroe,Sun Belt,fbs,23,0,23.0,0.0,0.0,,,,2466,Northwestern State,Southland,fcs,27,0,0.0,14.0,13.0,,,,,,
252442460,2005,1,regular,2005-09-02T00:00:00.000Z,False,True,False,False,,3967.0,UNI-Dome,2460,Northern Iowa,MVFC,fcs,52,14,28.0,3.0,7.0,,,,2181,Drake,Pioneer,fcs,17,7,3.0,0.0,7.0,,,,,,
252442617,2005,1,regular,2005-09-02T00:00:00.000Z,False,True,False,False,,3756.0,Homer Bryce Stadium,2617,Stephen F. Austin,Southland,fcs,49,0,7.0,21.0,21.0,,,,2271,Henderson State,,,38,14,10.0,0.0,14.0,,,,,,
252440055,2005,1,regular,2005-09-02T00:00:00.000Z,False,True,False,False,,3662.0,JSU Stadium,55,Jacksonville State,OVC,fcs,35,14,0.0,7.0,14.0,,,,231,Furman,Southern,fcs,37,14,3.0,7.0,13.0,,,,,,
252440304,2005,1,regular,2005-09-02T00:35:00.000Z,False,True,False,False,,1930.0,Holt Arena,304,Idaho State,Big Sky,fcs,38,7,21.0,7.0,3.0,,,,253,Southern Utah,Great West,fcs,13,0,7.0,6.0,0.0,,,,,,
252442464,2005,1,regular,2005-09-02T01:00:00.000Z,False,True,True,False,,,,2464,Northern Arizona,Big Sky,fcs,52,7,0.0,24.0,21.0,,,,2001,Adams State,,,13,6,0.0,0.0,7.0,,,,,,
