Id,Season,Week,Season Type,Start Date,Start Time Tbd,Completed,Neutral Site,Conference Game,Attendance,Venue Id,Venue,Home Id,Home Team,Home Conference,Home Division,Home Points,Home Line Scores,Home Post Win Prob,Home Pregame Elo,Home Postgame Elo,Away Id,Away Team,Away Conference,Away Division,Away Points,Away Line Scores,Away Post Win Prob,Away Pregame Elo,Away Postgame Elo,Excitement Index,Highlights,Notes
55918,1989,1,regular,1989-08-31T00:00:00.000Z,,True,False,,,,,87,Notre Dame,FBS Independents,fbs,36,,,1873.0,1890.0,258,Virginia,ACC,fbs,13,,,1488.0,1471.0,,,
55943,1989,1,regular,1989-09-02T00:00:00.000Z,,True,False,True,,,,2649,Toledo,Mid-American,fbs,27,,,1437.0,1440.0,195,Ohio,Mid-American,fbs,18,,,1254.0,1251.0,,,
55945,1989,1,regular,1989-09-02T00:00:00.000Z,,True,False,True,,,,259,Virginia Tech,FBS Independents,fbs,29,,,1457.0,1518.0,2006,Akron,FBS Independents,fbs,3,,,1407.0,1346.0,,,
55947,1989,1,regular,1989-09-02T00:00:00.000Z,,True,False,,,,,277,West Virginia,FBS Independents,fbs,35,,,1809.0,1842.0,2050,Ball State,Mid-American,fbs,10,,,1537.0,1504.0,,,
55944,1989,1,regular,1989-09-02T00:00:00.000Z,,True,False,,,,,2638,UTEP,Western Athletic,fbs,14,,,1551.0,1517.0,202,Tulsa,FBS Independents,fbs,23,,,1377.0,1411.0,,,
55946,1989,1,regular,1989-09-02T00:00:00.000Z,,True,False,,,,,265,Washington State,Pac-10,fbs,41,,,,,70,Idaho,Big Sky,fcs,7,,,,,,,
55940,1989,1,regular,1989-09-02T00:00:00.000Z,,True,False,True,,,,2572,Southern Mississippi,FBS Independents,fbs,30,,,1561.0,1577.0,52,Florida State,FBS Independents,fbs,26,,,1966.0,1950.0,,,
55938,1989,1,regular,1989-09-02T00:00:00.000Z,,True,False,True,,,,164,Rutgers,FBS Independents,fbs,17,,,1517.0,1502.0,2132,Cincinnati,FBS Independents,fbs,17,,,1180.0,1195.0,,,
55948,1989,1,regular,1989-09-02T00:00:00.000Z,,True,False,,,,,2711,Western Michigan,Mid-American,fbs,31,,,1495.0,1499.0,218,Temple,FBS Independents,fbs,24,,,1401.0,1397.0,,,
55937,1989,1,regular,1989-09-02T00:00:00.000Z,,True,False,True,,,,2567,SMU,Southwest,fbs,6,,,1495.0,1386.0,242,Rice,Southwest,fbs,35,,,1289.0,1398.0,,,
