Id,Season,Week,Season Type,Start Date,Start Time Tbd,Completed,Neutral Site,Conference Game,Attendance,Venue Id,Venue,Home Id,Home Team,Home Conference,Home Division,Home Points,Home Line Scores,Home Post Win Prob,Home Pregame Elo,Home Postgame Elo,Away Id,Away Team,Away Conference,Away Division,Away Points,Away Line Scores,Away Post Win Prob,Away Pregame Elo,Away Postgame Elo,Excitement Index,Highlights,Notes
54649,1987,1,regular,1987-08-30T00:00:00.000Z,,True,False,,,,,2633,Tennessee,SEC,fbs,23,,,1645.0,1649.0,2294,Iowa,Big Ten,fbs,22,,,1745.0,1741.0,,,
54650,1987,2,regular,1987-09-02T00:00:00.000Z,,True,False,,,,,252,BYU,Western Athletic,fbs,17,,,1633.0,1611.0,221,Pittsburgh,FBS Independents,fbs,27,,,1625.0,1647.0,,,
54655,1987,2,regular,1987-09-05T00:00:00.000Z,,True,False,,,,,103,Boston College,FBS Independents,fbs,38,,,1594.0,1603.0,2628,TCU,Southwest,fbs,20,,,1249.0,1240.0,,,
54672,1987,2,regular,1987-09-05T00:00:00.000Z,,True,False,,,,,153,North Carolina,ACC,fbs,34,,,1497.0,1534.0,356,Illinois,Big Ten,fbs,14,,,1405.0,1368.0,,,
54673,1987,2,regular,1987-09-05T00:00:00.000Z,,True,False,,,,,201,Oklahoma,Big 8,fbs,69,,,2071.0,2153.0,249,North Texas,,,14,,,1441.0,1359.0,,,
54674,1987,2,regular,1987-09-05T00:00:00.000Z,,True,False,,,,,197,Oklahoma State,Big 8,fbs,39,,,1541.0,1564.0,202,Tulsa,FBS Independents,fbs,28,,,1578.0,1555.0,,,
54689,1987,2,regular,1987-09-05T00:00:00.000Z,,True,False,,,,,2711,Western Michigan,Mid-American,fbs,24,,,1402.0,1411.0,2006,Akron,FBS Independents,fbs,19,,,1506.0,1497.0,,,
54688,1987,2,regular,1987-09-05T00:00:00.000Z,,True,False,,,,,277,West Virginia,FBS Independents,fbs,23,,,1474.0,1498.0,195,Ohio,Mid-American,fbs,3,,,1247.0,1223.0,,,
54690,1987,2,regular,1987-09-05T00:00:00.000Z,,True,False,True,,,,2751,Wyoming,Western Athletic,fbs,27,,,1468.0,1504.0,2005,Air Force,Western Athletic,fbs,13,,,1559.0,1523.0,,,
54680,1987,2,regular,1987-09-05T00:00:00.000Z,,True,False,,,,,183,Syracuse,FBS Independents,fbs,25,,,1515.0,1554.0,120,Maryland,ACC,fbs,11,,,1635.0,1596.0,,,
54681,1987,2,regular,1987-09-05T00:00:00.000Z,,True,False,,,,,2649,Toledo,Mid-American,fbs,12,,,1456.0,1460.0,218,Temple,FBS Independents,fbs,13,,,1573.0,1569.0,,,
54675,1987,2,regular,1987-09-05T00:00:00.000Z,,True,False,,,,,213,Penn State,FBS Independents,fbs,45,,,1813.0,1834.0,189,Bowling Green,Mid-American,fbs,19,,,1386.0,1365.0,,,
54656,1987,2,regular,1987-09-05T00:00:00.000Z,,True,False,,,,,25,California,Pac-10,fbs,42,,,1321.0,1453.0,1000044,Pacific,PCAA,fbs,0,,,1374.0,1242.0,,,
54666,1987,2,regular,1987-09-05T00:00:00.000Z,,True,False,True,,,,97,Louisville,FBS Independents,fbs,42,,,1279.0,1281.0,2655,Tulane,FBS Independents,fbs,40,,,1363.0,1361.0,,,
54677,1987,2,regular,1987-09-05T00:00:00.000Z,,True,False,True,,,,2132,Cincinnati,FBS Independents,fbs,7,,,1332.0,1339.0,164,Rutgers,FBS Independents,fbs,10,,,1528.0,1521.0,,,
54686,1987,2,regular,1987-09-05T00:00:00.000Z,,True,False,True,,,,264,Washington,Pac-10,fbs,31,,,1724.0,1732.0,24,Stanford,Pac-10,fbs,21,,,1599.0,1591.0,,,
54671,1987,2,regular,1987-09-05T00:00:00.000Z,,True,False,,,,,158,Nebraska,Big 8,fbs,56,,,1911.0,1961.0,328,Utah State,PCAA,fbs,12,,,1291.0,1241.0,,,
54670,1987,2,regular,1987-09-05T00:00:00.000Z,,True,False,,,,,344,Mississippi State,SEC,fbs,31,,,1405.0,1479.0,309,Louisiana,FBS Independents,fbs,3,,,1408.0,1334.0,,,
54682,1987,2,regular,1987-09-05T00:00:00.000Z,,True,False,,,,,2633,Tennessee,SEC,fbs,49,,,1649.0,1764.0,36,Colorado State,Western Athletic,fbs,3,,,1486.0,1371.0,,,
54683,1987,2,regular,1987-09-05T00:00:00.000Z,,True,False,,,,,2638,UTEP,Western Athletic,fbs,31,,,1295.0,1356.0,166,New Mexico State,PCAA,fbs,0,,,1109.0,1048.0,,,
54684,1987,2,regular,1987-09-05T00:00:00.000Z,,True,False,,,,,26,UCLA,Pac-10,fbs,47,,,1817.0,1875.0,21,San Diego State,Western Athletic,fbs,14,,,1555.0,1497.0,,,
54687,1987,2,regular,1987-09-05T00:00:00.000Z,,True,False,,,,,265,Washington State,Pac-10,fbs,41,,,1417.0,1478.0,278,Fresno State,PCAA,fbs,24,,,1644.0,1583.0,,,
54654,1987,2,regular,1987-09-05T00:00:00.000Z,,True,False,,,,,239,Baylor,Southwest,fbs,13,,,1677.0,1677.0,2348,Louisiana Tech,,,3,,,1420.0,1420.0,,,
54653,1987,2,regular,1987-09-05T00:00:00.000Z,,True,False,,,,,2306,Kansas State,Big 8,fbs,22,,,,,2046,Austin Peay,,,26,,,,,,,
54652,1987,2,regular,1987-09-05T00:00:00.000Z,,True,False,,,,,2,Auburn,SEC,fbs,31,,,1819.0,1860.0,251,Texas,Southwest,fbs,3,,,1539.0,1498.0,,,
54651,1987,2,regular,1987-09-05T00:00:00.000Z,,True,False,,,,,333,Alabama,SEC,fbs,38,,,1813.0,1856.0,2572,Southern Mississippi,FBS Independents,fbs,6,,,1440.0,1397.0,,,
54657,1987,2,regular,1987-09-05T00:00:00.000Z,,True,False,,,,,228,Clemson,ACC,fbs,43,,,,,2717,Western Carolina,,,0,,,,,,,
54667,1987,2,regular,1987-09-05T00:00:00.000Z,,True,False,,,,,235,Memphis,FBS Independents,fbs,16,,,1287.0,1311.0,145,Ole Miss,SEC,fbs,10,,,1589.0,1565.0,,,
54679,1987,2,regular,1987-09-05T00:00:00.000Z,,True,False,,,,,2579,South Carolina,FBS Independents,fbs,24,,,1581.0,1617.0,2026,Appalachian State,,,3,,,1445.0,1409.0,,,
54665,1987,2,regular,1987-09-05T00:00:00.000Z,,True,False,,,,,245,Texas A&M,Southwest,fbs,3,,,1754.0,1720.0,99,LSU,SEC,fbs,17,,,1739.0,1773.0,,,
54664,1987,2,regular,1987-09-05T00:00:00.000Z,,True,False,,,,,1000006,Long Beach State,PCAA,fbs,51,,,,,147,Montana State,,,15,,,,,,,
54669,1987,2,regular,1987-09-05T00:00:00.000Z,,True,False,True,,,,2117,Central Michigan,Mid-American,fbs,6,,,1407.0,1401.0,193,Miami (OH),Mid-American,fbs,15,,,1551.0,1557.0,,,
54685,1987,2,regular,1987-09-05T00:00:00.000Z,,True,False,True,,,,254,Utah,Western Athletic,fbs,24,,,1353.0,1358.0,167,New Mexico,Western Athletic,fbs,20,,,1411.0,1406.0,,,
54668,1987,2,regular,1987-09-05T00:00:00.000Z,,True,False,,,,,2390,Miami,FBS Independents,fbs,31,,,1879.0,1929.0,57,Florida,SEC,fbs,4,,,1703.0,1653.0,,,
54676,1987,2,regular,1987-09-05T00:00:00.000Z,,True,False,,,,,242,Rice,Southwest,fbs,34,,,,,2320,Lamar,,,30,,,,,,,
54678,1987,2,regular,1987-09-05T00:00:00.000Z,,True,False,,,,,23,San José State,PCAA,fbs,24,,,,,2197,Eastern Illinois,,,3,,,,,,,
54663,1987,2,regular,1987-09-05T00:00:00.000Z,,True,False,,,,,62,Hawai'i,Western Athletic,fbs,44,,,1502.0,1615.0,1000012,Cal State Fullerton,PCAA,fbs,0,,,1373.0,1260.0,,,
54662,1987,2,regular,1987-09-05T00:00:00.000Z,,True,False,,,,,61,Georgia,SEC,fbs,30,,,1679.0,1674.0,258,Virginia,ACC,fbs,22,,,1383.0,1388.0,,,
54661,1987,2,regular,1987-09-05T00:00:00.000Z,,True,False,,,,,52,Florida State,FBS Independents,fbs,40,,,1779.0,1813.0,2641,Texas Tech,Southwest,fbs,16,,,1536.0,1502.0,,,
54660,1987,2,regular,1987-09-05T00:00:00.000Z,,True,False,,,,,2199,Eastern Michigan,Mid-American,fbs,35,,,,,2754,Youngstown State,,,20,,,,,,,
54659,1987,2,regular,1987-09-05T00:00:00.000Z,,True,False,,,,,152,NC State,ACC,fbs,14,,,1519.0,1452.0,151,East Carolina,FBS Independents,fbs,32,,,1317.0,1384.0,,,
54658,1987,2,regular,1987-09-05T00:00:00.000Z,,True,False,,,,,150,Duke,ACC,fbs,41,,,,,2142,Colgate,,,6,,,,,,,
54691,1987,2,regular,1987-09-07T00:00:00.000Z,,True,False,,,,,127,Michigan State,Big Ten,fbs,27,,,1644.0,1669.0,30,USC,Pac-10,fbs,13,,,1601.0,1576.0,,,
54731,1987,3,regular,1987-09-12T00:00:00.000Z,,True,False,,,,,221,Pittsburgh,FBS Independents,fbs,34,,,1647.0,1717.0,152,NC State,ACC,fbs,0,,,1452.0,1382.0,,,
54733,1987,3,regular,1987-09-12T00:00:00.000Z,,True,False,,,,,25,California,Pac-10,fbs,25,,,1453.0,1461.0,23,San José State,PCAA,fbs,27,,,1657.0,1649.0,,,
54734,1987,3,regular,1987-09-12T00:00:00.000Z,,True,False,,,,,2579,South Carolina,FBS Independents,fbs,31,,,,,2717,Western Carolina,,,6,,,,,,,
54737,1987,3,regular,1987-09-12T00:00:00.000Z,,True,False,,,,,2641,Texas Tech,Southwest,fbs,33,,,1502.0,1508.0,36,Colorado State,Western Athletic,fbs,24,,,1371.0,1365.0,,,
54739,1987,3,regular,1987-09-12T00:00:00.000Z,,True,False,,,,,2655,Tulane,FBS Independents,fbs,25,,,1361.0,1393.0,66,Iowa State,Big 8,fbs,12,,,1435.0,1403.0,,,
54740,1987,3,regular,1987-09-12T00:00:00.000Z,,True,False,,,,,238,Vanderbilt,SEC,fbs,27,,,1357.0,1371.0,235,Memphis,FBS Independents,fbs,17,,,1311.0,1297.0,,,
