Id,Season,Week,Season Type,Start Date,Start Time Tbd,Completed,Neutral Site,Conference Game,Attendance,Venue Id,Venue,Home Id,Home Team,Home Conference,Home Division,Home Points,Home Line Scores,Home Post Win Prob,Home Pregame Elo,Home Postgame Elo,Away Id,Away Team,Away Conference,Away Division,Away Points,Away Line Scores,Away Post Win Prob,Away Pregame Elo,Away Postgame Elo,Excitement Index,Highlights,Notes
59740,1995,1,regular,1995-08-26T00:00:00.000Z,,True,False,,,,,130,Michigan,Big Ten,fbs,18,,,1729.0,1729.0,258,Virginia,ACC,fbs,17,,,1719.0,1719.0,,,
59741,1995,1,regular,1995-08-27T00:00:00.000Z,,True,False,,,,,194,Ohio State,Big Ten,fbs,38,,,1717.0,1806.0,103,Boston College,Big East,fbs,6,,,1726.0,1637.0,,,
59749,1995,2,regular,1995-08-31T00:00:00.000Z,,True,False,,,,,2711,Western Michigan,Mid-American,fbs,28,,,,,2692,Weber State,,,21,,,,,,,
59746,1995,2,regular,1995-08-31T00:00:00.000Z,,True,False,True,,,,197,Oklahoma State,Big 8,fbs,21,,,1407.0,1342.0,158,Nebraska,Big 8,fbs,64,,,1887.0,1952.0,,,
59747,1995,2,regular,1995-08-31T00:00:00.000Z,,True,False,,,,,152,NC State,ACC,fbs,33,,,1543.0,1574.0,276,Marshall,,,16,,,1477.0,1446.0,,,
59748,1995,2,regular,1995-08-31T00:00:00.000Z,,True,False,,,,,2572,Southern Mississippi,FBS Independents,fbs,45,,,1481.0,1551.0,2459,Northern Illinois,Big West,fbs,13,,,1345.0,1275.0,,,
59744,1995,2,regular,1995-08-31T00:00:00.000Z,,True,False,,,,,66,Iowa State,Big 8,fbs,36,,,1397.0,1411.0,195,Ohio,Mid-American,fbs,21,,,1193.0,1179.0,,,
59742,1995,2,regular,1995-08-31T00:00:00.000Z,,True,False,,,,,154,Wake Forest,ACC,fbs,22,,,1234.0,1242.0,2026,Appalachian State,,,24,,,1436.0,1428.0,,,
59745,1995,2,regular,1995-08-31T00:00:00.000Z,,True,False,,,,,189,Bowling Green,Mid-American,fbs,21,,,1664.0,1610.0,2348,Louisiana Tech,Big West,fbs,28,,,1207.0,1261.0,,,
59743,1995,2,regular,1995-08-31T00:00:00.000Z,,True,False,True,,,,193,Miami (OH),Mid-American,fbs,15,,,1425.0,1421.0,2050,Ball State,Mid-American,fbs,17,,,1403.0,1407.0,,,
59751,1995,2,regular,1995-09-02T00:00:00.000Z,,True,False,True,,,,238,Vanderbilt,SEC,fbs,25,,,1391.0,1400.0,333,Alabama,SEC,fbs,33,,,1709.0,1700.0,,,
59754,1995,2,regular,1995-09-02T00:00:00.000Z,,True,False,True,,,,2,Auburn,SEC,fbs,46,,,1723.0,1795.0,145,Ole Miss,SEC,fbs,13,,,1577.0,1505.0,,,
59768,1995,2,regular,1995-09-02T00:00:00.000Z,,True,False,,,,,96,Kentucky,SEC,fbs,10,,,1249.0,1261.0,97,Louisville,FBS Independents,fbs,13,,,1541.0,1529.0,,,
59769,1995,2,regular,1995-09-02T00:00:00.000Z,,True,False,,,,,2655,Tulane,FBS Independents,fbs,10,,,1151.0,1132.0,120,Maryland,ACC,fbs,29,,,1424.0,1443.0,,,
59771,1995,2,regular,1995-09-02T00:00:00.000Z,,True,False,,,,,344,Mississippi State,SEC,fbs,28,,,1636.0,1643.0,235,Memphis,FBS Independents,fbs,18,,,1497.0,1490.0,,,
59772,1995,2,regular,1995-09-02T00:00:00.000Z,,True,False,,,,,142,Missouri,Big 8,fbs,28,,,1387.0,1434.0,249,North Texas,FBS Independents,fbs,7,,,1360.0,1313.0,,,
59774,1995,2,regular,1995-09-02T00:00:00.000Z,,True,False,,,,,167,New Mexico,Western Athletic,fbs,45,,,,,2464,Northern Arizona,,,21,,,,,,,
59775,1995,2,regular,1995-09-02T00:00:00.000Z,,True,False,,,,,166,New Mexico State,Big West,fbs,45,,,1177.0,1255.0,2638,UTEP,Western Athletic,fbs,17,,,1217.0,1139.0,,,
59761,1995,2,regular,1995-09-02T00:00:00.000Z,,True,False,True,,,,52,Florida State,ACC,fbs,70,,,1931.0,2008.0,150,Duke,ACC,fbs,26,,,1539.0,1462.0,,,
59753,1995,2,regular,1995-09-02T00:00:00.000Z,,True,False,True,,,,2032,Arkansas State,Big West,fbs,21,,,1119.0,1129.0,328,Utah State,Big West,fbs,17,,,1342.0,1332.0,,,
59750,1995,2,regular,1995-09-02T00:00:00.000Z,,True,False,True,,,,2005,Air Force,Western Athletic,fbs,38,,,1574.0,1643.0,252,BYU,Western Athletic,fbs,12,,,1597.0,1528.0,,,
59763,1995,2,regular,1995-09-02T00:00:00.000Z,,True,False,True,,,,61,Georgia,SEC,fbs,42,,,1669.0,1702.0,2579,South Carolina,SEC,fbs,23,,,1561.0,1528.0,,,
59791,1995,2,regular,1995-09-02T00:00:00.000Z,,True,False,True,,,,264,Washington,Pac-10,fbs,23,,,1624.0,1623.0,9,Arizona State,Pac-10,fbs,20,,,1465.0,1466.0,,,
59773,1995,2,regular,1995-09-02T00:00:00.000Z,,True,False,True,,,,2440,Nevada,Big West,fbs,38,,,1581.0,1617.0,309,Louisiana,Big West,fbs,14,,,1361.0,1325.0,,,
59770,1995,2,regular,1995-09-02T00:00:00.000Z,,True,False,True,,,,356,Illinois,Big Ten,fbs,14,,,1725.0,1662.0,130,Michigan,Big Ten,fbs,38,,,1729.0,1792.0,,,
59759,1995,2,regular,1995-09-02T00:00:00.000Z,,True,False,True,,,,2006,Akron,Mid-American,fbs,29,,,1143.0,1115.0,2199,Eastern Michigan,Mid-American,fbs,49,,,1355.0,1383.0,,,
59776,1995,2,regular,1995-09-02T00:00:00.000Z,,True,False,,,,,87,Notre Dame,FBS Independents,fbs,15,,,1691.0,1667.0,77,Northwestern,Big Ten,fbs,17,,,1338.0,1362.0,,,
59777,1995,2,regular,1995-09-02T00:00:00.000Z,,True,False,,,,,254,Utah,Western Athletic,fbs,20,,,1667.0,1655.0,2483,Oregon,Pac-10,fbs,27,,,1676.0,1688.0,,,
59778,1995,2,regular,1995-09-02T00:00:00.000Z,,True,False,,,,,204,Oregon State,Pac-10,fbs,14,,,,,70,Idaho,Big Sky,fcs,7,,,,,,,
59779,1995,2,regular,1995-09-02T00:00:00.000Z,,True,False,,,,,221,Pittsburgh,Big East,fbs,17,,,1418.0,1427.0,265,Washington State,Pac-10,fbs,13,,,1619.0,1610.0,,,
59780,1995,2,regular,1995-09-02T00:00:00.000Z,,True,False,,,,,277,West Virginia,Big East,fbs,24,,,1587.0,1579.0,2509,Purdue,Big Ten,fbs,26,,,1492.0,1500.0,,,
59781,1995,2,regular,1995-09-02T00:00:00.000Z,,True,False,,,,,242,Rice,Southwest,fbs,38,,,1445.0,1549.0,2439,UNLV,Big West,fbs,0,,,1410.0,1306.0,,,
59782,1995,2,regular,1995-09-02T00:00:00.000Z,,True,False,,,,,21,San Diego State,Western Athletic,fbs,33,,,1473.0,1536.0,25,California,Pac-10,fbs,9,,,1502.0,1439.0,,,
59783,1995,2,regular,1995-09-02T00:00:00.000Z,,True,False,,,,,2567,SMU,Southwest,fbs,17,,,1331.0,1335.0,8,Arkansas,SEC,fbs,14,,,1540.0,1536.0,,,
59784,1995,2,regular,1995-09-02T00:00:00.000Z,,True,False,,,,,23,San José State,Big West,fbs,33,,,1284.0,1272.0,24,Stanford,Pac-10,fbs,47,,,1501.0,1513.0,,,
59785,1995,2,regular,1995-09-02T00:00:00.000Z,,True,False,,,,,153,North Carolina,ACC,fbs,9,,,1655.0,1617.0,183,Syracuse,Big East,fbs,20,,,1504.0,1542.0,,,
59786,1995,2,regular,1995-09-02T00:00:00.000Z,,True,False,,,,,2633,Tennessee,SEC,fbs,27,,,1890.0,1899.0,151,East Carolina,FBS Independents,fbs,7,,,1499.0,1490.0,,,
59787,1995,2,regular,1995-09-02T00:00:00.000Z,,True,False,,,,,62,Hawai'i,Western Athletic,fbs,17,,,1445.0,1413.0,251,Texas,Southwest,fbs,38,,,1642.0,1674.0,,,
59788,1995,2,regular,1995-09-02T00:00:00.000Z,,True,False,,,,,245,Texas A&M,Southwest,fbs,33,,,1781.0,1792.0,99,LSU,SEC,fbs,17,,,1517.0,1506.0,,,
59789,1995,2,regular,1995-09-02T00:00:00.000Z,,True,False,,,,,26,UCLA,Pac-10,fbs,31,,,1620.0,1702.0,2390,Miami,Big East,fbs,8,,,1833.0,1751.0,,,
59790,1995,2,regular,1995-09-02T00:00:00.000Z,,True,False,,,,,258,Virginia,ACC,fbs,40,,,,,2729,William & Mary,,,16,,,,,,,
59752,1995,2,regular,1995-09-02T00:00:00.000Z,,True,False,,,,,12,Arizona,Pac-10,fbs,41,,,1675.0,1722.0,1000044,Pacific,Big West,fbs,9,,,1339.0,1292.0,,,
59755,1995,2,regular,1995-09-02T00:00:00.000Z,,True,False,,,,,202,Tulsa,FBS Independents,fbs,5,,,1375.0,1305.0,239,Baylor,Southwest,fbs,37,,,1535.0,1605.0,,,
59756,1995,2,regular,1995-09-02T00:00:00.000Z,,True,False,,,,,228,Clemson,ACC,fbs,55,,,,,2717,Western Carolina,,,9,,,,,,,
