Id,Season,Week,Season Type,Start Date,Start Time Tbd,Completed,Neutral Site,Conference Game,Attendance,Venue Id,Venue,Home Id,Home Team,Home Conference,Home Division,Home Points,Home Line Scores,Home Post Win Prob,Home Pregame Elo,Home Postgame Elo,Away Id,Away Team,Away Conference,Away Division,Away Points,Away Line Scores,Away Post Win Prob,Away Pregame Elo,Away Postgame Elo,Excitement Index,Highlights,Notes
61709,1998,1,regular,1998-08-29T00:00:00.000Z,,True,False,,,,,158,Nebraska,Big 12,fbs,56,,,2073.0,2087.0,2348,Louisiana Tech,FBS Independents,fbs,27,,,1499.0,1485.0,,,
61708,1998,1,regular,1998-08-29T00:00:00.000Z,,True,False,,,,,127,Michigan State,Big Ten,fbs,16,,,1680.0,1675.0,36,Colorado State,Western Athletic,fbs,23,,,1785.0,1790.0,,,
61710,1998,1,regular,1998-08-30T00:00:00.000Z,,True,False,,,,,30,USC,Pac-10,fbs,27,,,1626.0,1647.0,2509,Purdue,Big Ten,fbs,17,,,1681.0,1660.0,,,
61711,1998,1,regular,1998-08-31T00:00:00.000Z,,True,False,,,,,52,Florida State,ACC,fbs,23,,,1957.0,1955.0,245,Texas A&M,Big 12,fbs,14,,,1707.0,1709.0,,,
61716,1998,2,regular,1998-09-03T00:00:00.000Z,,True,False,True,,,,2711,Western Michigan,Mid-American,fbs,37,,,1408.0,1414.0,2459,Northern Illinois,Mid-American,fbs,23,,,1135.0,1129.0,,,
61712,1998,2,regular,1998-09-03T00:00:00.000Z,,True,False,,,,,62,Hawai'i,Western Athletic,fbs,6,,,1215.0,1202.0,12,Arizona,Pac-10,fbs,27,,,1596.0,1609.0,,,
61715,1998,2,regular,1998-09-03T00:00:00.000Z,,True,False,,,,,2,Auburn,SEC,fbs,0,,,1679.0,1628.0,258,Virginia,ACC,fbs,19,,,1647.0,1698.0,,,
61714,1998,2,regular,1998-09-03T00:00:00.000Z,,True,False,,,,,2199,Eastern Michigan,Mid-American,fbs,10,,,,,2460,Northern Iowa,,,13,,,,,,,
61713,1998,2,regular,1998-09-03T00:00:00.000Z,,True,False,,,,,152,NC State,ACC,fbs,34,,,1529.0,1530.0,195,Ohio,Mid-American,fbs,31,,,1541.0,1540.0,,,
61720,1998,2,regular,1998-09-05T00:00:00.000Z,,True,False,,,,,68,Boise State,Big West,fbs,26,,,,,1000887,Cal State Northridge,,,13,,,,,,,
61719,1998,2,regular,1998-09-05T00:00:00.000Z,,True,False,,,,,8,Arkansas,SEC,fbs,38,,,1449.0,1455.0,309,Louisiana,FBS Independents,fbs,17,,,989.0,983.0,,,
61718,1998,2,regular,1998-09-05T00:00:00.000Z,,True,False,,,,,333,Alabama,SEC,fbs,38,,,1579.0,1585.0,252,BYU,Western Athletic,fbs,31,,,1523.0,1517.0,,,
61717,1998,2,regular,1998-09-05T00:00:00.000Z,,True,False,,,,,2005,Air Force,Western Athletic,fbs,42,,,1571.0,1664.0,154,Wake Forest,ACC,fbs,0,,,1347.0,1254.0,,,
61723,1998,2,regular,1998-09-05T00:00:00.000Z,,True,False,True,,,,2348,Louisiana Tech,FBS Independents,fbs,30,,,1485.0,1390.0,2116,UCF,FBS Independents,fbs,64,,,1512.0,1607.0,,,
