Id,Season,Week,Season Type,Start Date,Start Time Tbd,Completed,Neutral Site,Conference Game,Attendance,Venue Id,Venue,Home Id,Home Team,Home Conference,Home Division,Home Points,Home Line Scores[0],Home Line Scores[1],Home Line Scores[2],Home Line Scores[3],Home Post Win Prob,Home Pregame Elo,Home Postgame Elo,Away Id,Away Team,Away Conference,Away Division,Away Points,Away Line Scores[0],Away Line Scores[1],Away Line Scores[2],Away Line Scores[3],Away Post Win Prob,Away Pregame Elo,Away Postgame Elo,Excitement Index,Highlights,Notes
400953933,2017,1,regular,2017-08-26T16:00:00.000Z,False,True,False,False,,3650.0,Bragg Memorial Stadium,50,Florida A&M,MEAC,fcs,29,7,13,9,0.0,,,,2640,Texas Southern,SWAC,fcs,7,0,0,0,7.0,,,,,,
400935282,2017,1,regular,2017-08-26T18:30:00.000Z,,True,False,False,37583.0,5388.0,Canvas Stadium,36,Colorado State,Mountain West,fbs,58,7,17,10,24.0,0.9989407493701556,1546.0,1613.0,204,Oregon State,Pac-12,fbs,27,10,10,0,7.0,0.0010592506298444,1413.0,1346.0,4.9529115584,https://www.youtube.com/watch?v=vg6e0rzyt70,
400945031,2017,1,regular,2017-08-26T19:00:00.000Z,False,True,False,False,55427.0,3801.0,LaVell Edwards Stadium,252,BYU,FBS Independents,fbs,20,7,7,0,6.0,0.9973026084395458,,,2502,Portland State,Big Sky,fcs,6,0,6,0,0.0,0.0026973915604542,,,4.7612825632,https://www.youtube.com/watch?v=c4rxyepD29A,
400938887,2017,1,regular,2017-08-26T22:00:00.000Z,,True,False,False,12145.0,3985.0,Warren McGuirk Alumni Stadium,113,UMass,FBS Independents,fbs,35,7,7,14,7.0,0.3218803114712984,1230.0,1228.0,62,Hawai'i,Mountain West,fbs,38,7,7,7,17.0,0.6781196885287015,1274.0,1276.0,8.2427049283,,
400951507,2017,1,regular,2017-08-26T22:30:00.000Z,False,True,True,False,,3689.0,Cramton Bowl,55,Jacksonville State,OVC,fcs,27,10,0,10,7.0,,,,236,Chattanooga,Southern,fcs,13,3,3,0,7.0,,,,,,
400950566,2017,1,regular,2017-08-26T23:00:00.000Z,False,True,False,False,,1027.0,Alex G. Spanos Stadium,13,Cal Poly,Big Sky,fcs,14,0,0,0,14.0,,,,2142,Colgate,Patriot,fcs,20,10,7,3,0.0,,,,,,
400941786,2017,1,regular,2017-08-26T23:30:00.000Z,,True,False,False,13377.0,3935.0,Spartan Stadium,23,San José State,Mountain West,fbs,22,16,0,0,6.0,0.0357957816381459,1267.0,1254.0,58,South Florida,American Athletic,fbs,42,0,28,7,7.0,0.964204218361854,1627.0,1640.0,4.7772474229,https://www.youtube.com/watch?v=yL4retuR0Is,
400935257,2017,1,regular,2017-08-27T02:00:00.000Z,,True,True,False,33101.0,5363.0,Allianz Stadium,242,Rice,Conference USA,fbs,7,0,0,0,7.0,0.0035550640393838,1239.0,1136.0,24,Stanford,Pac-12,fbs,62,21,17,14,10.0,0.996444935960616,1667.0,1770.0,0.0896818592,https://www.youtube.com/watch?v=CgQJYA0c17w,
400938591,2017,1,regular,2017-08-31T22:00:00.000Z,,True,False,False,38063.0,3652.0,Bright House Networks Stadium,2116,UCF,American Athletic,fbs,61,14,26,14,7.0,0.9999931034573756,1446.0,1552.0,2229,Florida International,Conference USA,fbs,17,7,3,7,0.0,6.8965426245e-06,1272.0,1166.0,1.141825293,https://www.youtube.com/watch?v=GL4Cwzeb9vk,
400952295,2017,1,regular,2017-08-31T22:00:00.000Z,False,True,False,False,,3774.0,Jayne Stadium,2413,Morehead State,Pioneer,fcs,56,7,28,14,7.0,,,,3077,Kentucky Christian,,,14,0,7,7,0.0,,,,,,
400951249,2017,1,regular,2017-08-31T22:00:00.000Z,False,True,False,False,,3979.0,Wagner College Stadium,2681,Wagner,NEC,fcs,37,0,13,17,7.0,,,,2830,St. Anselm,Northeast 10,ii,7,0,0,0,7.0,,,,,,
400937445,2017,1,regular,2017-08-31T22:30:00.000Z,False,True,False,False,22643.0,3630.0,BB&T Field,154,Wake Forest,ACC,fbs,51,16,21,14,0.0,0.999968620459604,,,2506,Presbyterian College,Big South,fcs,7,0,0,0,7.0,3.1379540396e-05,,,0.044777988699999,https://www.youtube.com/watch?v=OU6GBaIr2mA,
400935230,2017,1,regular,2017-08-31T23:00:00.000Z,,True,False,False,43224.0,3953.0,TCF Bank Stadium,135,Minnesota,Big Ten,fbs,17,14,0,0,3.0,0.7601594371048045,1601.0,1593.0,2084,Buffalo,Mid-American,fbs,7,7,0,0,0.0,0.2398405628951955,1220.0,1228.0,2.06379151719999,https://www.youtube.com/watch?v=drer1-cF7Ys,
400944890,2017,1,regular,2017-08-31T23:00:00.000Z,False,True,False,False,16311.0,3786.0,Kelly/Shorts Stadium,2117,Central Michigan,Mid-American,fbs,30,0,13,0,8.0,0.9736120657573304,,,227,Rhode Island,CAA,fcs,27,0,0,7,14.0,0.0263879342426694,,,3.8597809629,https://www.youtube.com/watch?v=CxVSq6-KsO8,
400944826,2017,1,regular,2017-08-31T23:00:00.000Z,False,True,False,False,24333.0,4246.0,Georgia State Stadium,2247,Georgia State,Sun Belt,fbs,10,0,3,0,7.0,0.0628908752231308,,,2634,Tennessee State,OVC,fcs,17,3,7,7,0.0,0.9371091247768693,,,5.40758179119999,,
400941787,2017,1,regular,2017-08-31T23:00:00.000Z,False,True,False,False,30831.0,3854.0,Nippert Stadium,2132,Cincinnati,American Athletic,fbs,26,0,14,6,6.0,0.9723743407060956,,,2046,Austin Peay,OVC,fcs,14,0,7,0,7.0,0.0276256592939044,,,0.662238675899999,https://www.youtube.com/watch?v=GKSN_xFJs4s,
400950922,2017,1,regular,2017-08-31T23:00:00.000Z,False,True,False,False,,3925.0,Seibert Stadium,2535,Samford,Southern,fcs,28,0,7,14,7.0,,,,338,Kennesaw State,Big South,fcs,23,0,10,0,13.0,,,,,,
400950950,2017,1,regular,2017-08-31T23:00:00.000Z,False,True,False,False,,3695.0,Delaware Stadium,48,Delaware,CAA,fcs,22,2,6,7,7.0,,,,2169,Delaware State,MEAC,fcs,3,0,3,0,0.0,,,,,,
400950977,2017,1,regular,2017-08-31T23:00:00.000Z,False,True,False,True,,3688.0,Wildcat Stadium,160,New Hampshire,CAA,fcs,24,14,3,0,7.0,,,,311,Maine,CAA,fcs,23,7,3,7,6.0,,,,,,
