Id,Season,Week,Season Type,Start Date,Start Time Tbd,Completed,Neutral Site,Conference Game,Attendance,Venue Id,Venue,Home Id,Home Team,Home Conference,Home Division,Home Points,Home Line Scores,Home Post Win Prob,Home Pregame Elo,Home Postgame Elo,Away Id,Away Team,Away Conference,Away Division,Away Points,Away Line Scores,Away Post Win Prob,Away Pregame Elo,Away Postgame Elo,Excitement Index,Highlights,Notes
51967,1983,1,regular,1983-08-29T00:00:00.000Z,,True,False,,,,,158,Nebraska,Big 8,fbs,44,,,1977.0,2078.0,213,Penn State,FBS Independents,fbs,6,,,1915.0,1814.0,,,
51968,1983,2,regular,1983-09-01T00:00:00.000Z,,True,False,True,,,,242,Rice,Southwest,fbs,14,,,1267.0,1204.0,248,Houston,Southwest,fbs,45,,,1463.0,1526.0,,,
51969,1983,2,regular,1983-09-02T00:00:00.000Z,,True,False,True,,,,218,Temple,FBS Independents,fbs,17,,,1563.0,1573.0,183,Syracuse,FBS Independents,fbs,6,,,1437.0,1427.0,,,
51992,1983,2,regular,1983-09-03T00:00:00.000Z,,True,False,,,,,2579,South Carolina,FBS Independents,fbs,8,,,1511.0,1502.0,153,North Carolina,ACC,fbs,24,,,1806.0,1815.0,,,
51990,1983,2,regular,1983-09-03T00:00:00.000Z,,True,False,,,,,2439,UNLV,PCAA,fbs,28,,,1336.0,1367.0,2440,Nevada,,,18,,,1513.0,1482.0,,,
51989,1983,2,regular,1983-09-03T00:00:00.000Z,,True,False,,,,,1000063,Wichita State,Missouri Valley,fbs,21,,,,,1000895,Missouri Southern,,,29,,,,,,,
51988,1983,2,regular,1983-09-03T00:00:00.000Z,,True,False,,,,,344,Mississippi State,SEC,fbs,14,,,1586.0,1586.0,2655,Tulane,FBS Independents,fbs,9,,,1465.0,1465.0,,,
51987,1983,2,regular,1983-09-03T00:00:00.000Z,,True,False,,,,,235,Memphis,FBS Independents,fbs,37,,,1300.0,1364.0,145,Ole Miss,SEC,fbs,17,,,1454.0,1390.0,,,
51986,1983,2,regular,1983-09-03T00:00:00.000Z,,True,False,,,,,2306,Kansas State,Big 8,fbs,20,,,1521.0,1498.0,1000006,Long Beach State,PCAA,fbs,28,,,1433.0,1456.0,,,
51985,1983,2,regular,1983-09-03T00:00:00.000Z,,True,False,,,,,96,Kentucky,SEC,fbs,31,,,1347.0,1401.0,2117,Central Michigan,Mid-American,fbs,14,,,1516.0,1462.0,,,
