Id,Season,Week,Season Type,Start Date,Start Time Tbd,Completed,Neutral Site,Conference Game,Attendance,Venue Id,Venue,Home Id,Home Team,Home Conference,Home Division,Home Points,Home Line Scores[0],Home Line Scores[1],Home Line Scores[2],Home Line Scores[3],Home Post Win Prob,Home Pregame Elo,Home Postgame Elo,Away Id,Away Team,Away Conference,Away Division,Away Points,Away Line Scores[0],Away Line Scores[1],Away Line Scores[2],Away Line Scores[3],Away Post Win Prob,Away Pregame Elo,Away Postgame Elo,Excitement Index,Highlights,Notes
242410193,2004,1,regular,2004-08-28T23:00:00.000Z,False,True,False,False,0.0,3996.0,Yager Stadium,193,Miami (OH),Mid-American,fbs,49,14.0,28.0,7.0,0.0,,,,282,Indiana State,MVFC,fcs,0,0.0,0.0,0.0,0.0,,,,,,
242410093,2004,1,regular,2004-08-28T23:00:00.000Z,False,True,False,False,,3909.0,Roy Stewart Stadium,93,Murray State,OVC,fcs,56,21.0,7.0,14.0,14.0,,,,2249,Glenville State,,,3,0.0,0.0,0.0,3.0,,,,,,
242412535,2004,1,regular,2004-08-28T23:00:00.000Z,False,True,True,False,,,,2535,Samford,OVC,fcs,34,0.0,12.0,7.0,15.0,,,,2695,West Alabama,,,20,0.0,10.0,0.0,10.0,,,,,,
242410259,2004,1,regular,2004-08-28T23:40:00.000Z,,True,False,True,91665.0,,,259,Virginia Tech,ACC,fbs,13,3.0,7.0,0.0,3.0,,1748.0,1740.0,30,USC,Pac-10,fbs,24,7.0,0.0,7.0,10.0,,1925.0,1933.0,,,BCA CLASSIC AT LANDOVER MD
242460222,2004,2,regular,2004-09-02T23:00:00.000Z,False,True,True,False,,,,222,Villanova,Atlantic 10,fcs,20,0.0,13.0,7.0,0.0,,,,2083,Bucknell,Patriot,fcs,14,0.0,0.0,0.0,14.0,,,,,,
242462275,2004,2,regular,2004-09-02T23:00:00.000Z,False,True,True,False,,,,2275,Hofstra,Atlantic 10,fcs,45,14.0,24.0,7.0,0.0,,,,399,Albany,NEC,fcs,0,0.0,0.0,0.0,0.0,,,,,,
242462199,2004,2,regular,2004-09-02T23:00:00.000Z,,True,False,True,0.0,3912.0,Rynearson Stadium,2199,Eastern Michigan,Mid-American,fbs,37,14.0,13.0,3.0,7.0,,1219.0,1219.0,2084,Buffalo,Mid-American,fbs,34,7.0,14.0,7.0,6.0,,1172.0,1172.0,,,
242462623,2004,2,regular,2004-09-02T23:00:00.000Z,False,True,True,False,,,,2623,Missouri State,MVFC,fcs,31,3.0,7.0,7.0,14.0,,,,2181,Drake,Pioneer,fcs,26,7.0,6.0,7.0,6.0,,,,,,
242462717,2004,2,regular,2004-09-02T23:00:00.000Z,False,True,False,False,,3704.0,E. J. Whitmire Stadium,2717,Western Carolina,Southern,fcs,77,7.0,36.0,20.0,14.0,,,,2707,West Virginia State,,,7,0.0,0.0,0.0,7.0,,,,,,
242460048,2004,2,regular,2004-09-02T23:00:00.000Z,False,True,True,True,,,,48,Delaware,Atlantic 10,fcs,21,0.0,3.0,12.0,6.0,,,,160,New Hampshire,Atlantic 10,fcs,24,7.0,0.0,10.0,7.0,,,,,,
