Season,Date,Team1,Team1 Location,Team2,Team2 Location,Team1 Score,Team2 Score,Result of Home Team
2021,2020-12-22,Cincinnati,V,CentralFlorida,H,70,75,1
2021,2020-12-22,IdahoState,V,No.Colorado,H,64,69,1
2021,2020-12-22,JamesMadison,V,VaCommonwealth,H,81,82,1
2021,2020-12-22,TennMartin,V,Mississippi,H,43,90,1
2021,2020-12-22,SeattleU,V,California,H,65,70,1
2021,2020-12-22,Louisville,V,Pittsburgh,H,64,54,0
2021,2020-12-22,Bradley,V,Missouri,H,53,54,1
2021,2020-12-22,Vanderbilt,V,Davidson,H,65,85,1
2021,2020-12-22,Montana,V,Arizona,H,64,70,1
2021,2020-12-22,LaSalle,V,Maryland,H,71,84,1
2021,2020-12-22,WichitaState,V,SouthFlorida,H,82,77,0
2021,2020-12-22,TennesseeTech,V,WesternKentucky,H,68,88,1
2021,2020-12-22,TexasTech,V,Oklahoma,H,69,67,0
2021,2020-12-22,Northeastern,V,Georgia,H,58,76,1
2021,2020-12-22,Chattanooga,V,TennesseeState,H,66,63,0
2021,2020-12-22,Nebraska,V,Wisconsin,H,53,67,1
2021,2020-12-22,NorthDakota,V,Drake,H,55,88,1
2021,2020-12-22,LouisianaTech,V,ULMonroe,H,68,57,0
2021,2020-12-22,ETennesseeSt,V,Alabama,H,69,85,1
2021,2020-12-22,PortlandState,V,OregonState,H,62,67,1
2021,2020-12-22,Temple,V,HoustonU,H,50,76,1
2021,2020-12-22,NorthCarolina,V,NCState,H,76,79,1
2021,2020-12-22,WestVirginia,V,Kansas,H,65,79,1
2021,2020-12-22,Purdue,V,Iowa,H,55,70,1
2021,2020-12-22,NorthDakotaState,V,TCU,H,82,89,1
2021,2020-12-22,SaintMarysCA,V,SanDiegoState,H,49,74,1
2021,2020-12-22,Colorado,V,GrandCanyon,H,74,64,0
2021,2020-12-22,Maine,V,BostonCollege,H,62,78,1
2021,2020-12-22,AlcornState,V,Liberty,H,65,108,1
2021,2020-12-22,Mercer,V,KennesawSt,H,81,71,0
2021,2020-12-22,Vermont,V,UMassLowell,H,62,53,0
2021,2020-12-22,FairDickinson,V,Fairfield,H,69,65,0
2021,2020-12-22,Presbyterian,V,TheCitadel,H,82,94,1
2021,2020-12-22,Niagara,V,AlbanyNY,H,70,65,0
2021,2020-12-22,SacredHeart,V,Wagner,H,86,85,0
2021,2020-12-22,AbileneChristian,V,Arkansas,H,72,85,1
2021,2020-12-22,NCAsheville,V,Marshall,H,67,88,1
2021,2020-12-22,Hampton,V,CharlestonSou,H,70,68,0
2021,2020-12-22,NCGreensboro,V,N.CarolinaA&T,H,86,65,0
2021,2020-12-22,GeorgiaSouthern,V,FlaGulfCoast,H,60,73,1
2021,2020-12-22,Lamar,V,TexSanAntonio,H,66,88,1
2021,2020-12-22,HighPoint,V,EasternKentucky,H,67,86,1
2021,2020-12-22,NorthwesternSt,V,Gonzaga,H,78,95,1
2021,2020-12-23,Xavier,V,Creighton,H,61,66,1
2021,2020-12-23,IdahoState,V,No.Colorado,H,71,56,0
2021,2020-12-23,Towson,V,GeorgeMason,H,65,70,1
2021,2020-12-23,Rutgers,V,OhioState,H,68,80,1
2021,2020-12-23,Georgetown,V,SetonHall,H,67,78,1
2021,2020-12-23,Providence,V,Butler,H,64,70,1
2021,2020-12-23,CSBakersfield,V,Pepperdine,H,79,51,0
2021,2020-12-23,Illinois,V,PennState,H,98,81,0
2021,2020-12-23,WeberState,V,BYU,H,79,87,1
2021,2020-12-23,Villanova,V,Marquette,H,85,68,0
2021,2020-12-23,UMKC,V,SaintLouis,H,46,62,1
2021,2020-12-23,Northwestern,V,IndianaU,H,74,67,0
2021,2020-12-23,SanJoseState,V,UtahState,H,52,85,1
2021,2020-12-23,WesternIllinois,V,Depaul,H,72,91,1
2021,2020-12-23,NewMexico,V,BoiseState,H,52,89,1
2021,2020-12-23,DelawareState,V,NCWilmington,H,63,87,1
2021,2020-12-23,St.Peter's,V,St.FrancisNY,H,70,64,0
2021,2020-12-23,NJIT,V,Rider,H,81,66,0
2021,2020-12-23,NorthwesternSt,V,WashingtonState,H,52,62,1
2021,2020-12-23,USCUpstate,V,Tennessee,H,60,80,1
2021,2020-12-23,CoppinState,V,Iona,H,65,85,1
2021,2020-12-23,SELouisiana,V,Grambling,H,77,70,0
2021,2020-12-23,Bellarmine,V,NotreDame,H,70,81,1
2021,2020-12-25,Wisconsin,V,MichiganState,H,85,76,0
2021,2020-12-25,Maryland,V,Purdue,H,70,73,1
2021,2020-12-25,Michigan,V,Nebraska,H,80,69,0
2021,2020-12-25,Iowa,V,Minnesota,H,95,102,1
2021,2020-12-26,Kentucky,V,Louisville,H,59,62,1
2021,2020-12-26,YoungstownState,V,ClevelandState,H,69,87,1
2021,2020-12-26,OhioState,V,Northwestern,H,70,71,1
2021,2020-12-26,HoustonU,V,CentralFlorida,H,63,54,0
2021,2020-12-26,WiscGreenBay,V,WrightState,H,53,67,1
2021,2020-12-26,IndianaU,V,Illinois,H,60,69,1
2021,2020-12-26,Virginia,V,Gonzaga,H,75,98,1
2021,2020-12-26,RobertMorris,V,IPFW,H,102,88,0
2021,2020-12-26,Oakland,V,DetroitU,H,77,75,0
2021,2020-12-26,CoppinState,V,Towson,H,73,78,1
2021,2020-12-26,NorfolkSt,V,GeorgeMason,H,68,65,0
2021,2020-12-26,NichollsState,V,LSU,H,80,86,1
2021,2020-12-27,YoungstownState,V,ClevelandState,H,74,81,1
2021,2020-12-27,Drake,V,IndianaState,H,81,63,0
2021,2020-12-27,Canisius,V,Monmouth,H,66,84,1
2021,2020-12-27,WiscGreenBay,V,WrightState,H,77,90,1
2021,2020-12-27,MissouriSt,V,NorthernIowa,H,79,59,0
2021,2020-12-27,Evansville,V,SoIllinois,H,57,63,1
2021,2020-12-27,IllinoisState,V,LoyolaChicago,H,60,90,1
2021,2020-12-27,Oakland,V,DetroitU,H,83,80,0
2021,2020-12-27,Depaul,V,Providence,H,90,95,1
2021,2020-12-27,RobertMorris,V,IPFW,H,82,87,1
2021,2020-12-27,CalSantaBarb,V,CalIrvine,H,56,75,1
2021,2020-12-27,Binghamton,V,MDBaltimoreCo,H,67,74,1
2021,2020-12-27,Hartford,V,NewHampshire,H,69,77,1
2021,2020-12-27,NJIT,V,Vermont,H,78,92,1
2021,2020-12-27,AlcornState,V,Vanderbilt,H,59,87,1
2021,2020-12-27,UMassLowell,V,StonyBrook,H,58,73,1
2021,2020-12-28,Canisius,V,Monmouth,H,69,97,1
2021,2020-12-28,Drake,V,IndianaState,H,73,66,0
2021,2020-12-28,Evansville,V,SoIllinois,H,84,72,0
2021,2020-12-28,CalSantaBarb,V,CalIrvine,H,69,73,1
2021,2020-12-28,IllinoisState,V,LoyolaChicago,H,55,86,1
2021,2020-12-28,Maryland,V,Wisconsin,H,70,64,0
2021,2020-12-28,MissouriSt,V,NorthernIowa,H,75,85,1
2021,2020-12-28,FresnoState,V,ColoradoState,H,53,75,1
2021,2020-12-28,MichiganState,V,Minnesota,H,56,81,1
2021,2020-12-28,NorthernArizona,V,Gonzaga,H,58,88,1
2021,2020-12-28,Colorado,V,Arizona,H,74,88,1
2021,2020-12-28,NewMexicoState,V,CSNorthridge,H,63,66,1
2021,2020-12-28,Binghamton,V,MDBaltimoreCo,H,75,69,0
2021,2020-12-28,Hartford,V,NewHampshire,H,51,53,1
2021,2020-12-28,NJIT,V,Vermont,H,81,80,0
2021,2020-12-28,UMassLowell,V,StonyBrook,H,64,71,1
2021,2020-12-29,Northeastern,V,WestVirginia,H,51,73,1
2021,2020-12-29,MiamiFlorida,V,VirginiaTech,H,78,80,1
2021,2020-12-29,FloridaState,V,Clemson,H,67,77,1
2021,2020-12-29,TexasA&M,V,LSU,H,54,77,1
2021,2020-12-29,Purdue,V,Rutgers,H,76,81,1
2021,2020-12-29,CentralMichigan,V,EasternMichigan,H,87,60,0
2021,2020-12-29,Wofford,V,Mercer,H,78,65,0
2021,2020-12-29,SantaClara,V,USC,H,63,86,1
2021,2020-12-29,NebraskaOmaha,V,KansasState,H,58,60,1
2021,2020-12-29,Mississippi,V,Alabama,H,64,82,1
2021,2020-12-29,Northwestern,V,Iowa,H,72,87,1
2021,2020-12-29,DixieState,V,Gonzaga,H,67,112,1
2021,2020-12-29,SouthFlorida,V,MemphisU,H,57,58,1
2021,2020-12-29,HoustonU,V,Tulsa,H,64,65,1
2021,2020-12-29,CentralArkansas,V,Baylor,H,56,93,1
2021,2020-12-29,IncarnateWord,V,TexasTech,H,51,79,1
2021,2020-12-29,SELouisiana,V,Lamar,H,64,74,1
2021,2020-12-30,VaCommonwealth,V,St.Josephs,H,80,64,0
2021,2020-12-30,Furman,V,Chattanooga,H,77,73,0
2021,2020-12-30,GeoWashington,V,Fordham,H,71,47,0
2021,2020-12-30,BowlingGreen,V,Ohio,H,83,75,0
2021,2020-12-30,SMU,V,Temple,H,79,71,0
2021,2020-12-30,St.Bonaventure,V,RhodeIsland,H,57,63,1
2021,2020-12-30,FresnoState,V,ColoradoState,H,59,81,1
2021,2020-12-30,Butler,V,Providence,H,55,71,1
2021,2020-12-30,GeorgeMason,V,Massachusetts,H,18,18,Tie
2021,2020-12-30,Virginia,V,NotreDame,H,66,57,0
2021,2020-12-30,Nebraska,V,OhioState,H,54,90,1
2021,2020-12-30,WesternCarolina,V,ETennesseeSt,H,78,86,1
2021,2020-12-30,LaSalle,V,Dayton,H,67,65,0
2021,2020-12-30,MurrayState,V,Belmont,H,55,68,1
2021,2020-12-30,MississippiSt,V,Georgia,H,83,73,0
2021,2020-12-30,Arkansas,V,Auburn,H,97,85,0
2021,2020-12-30,Richmond,V,Davidson,H,80,74,0
2021,2020-12-30,SetonHall,V,Xavier,H,85,68,0
2021,2020-12-30,BostonCollege,V,NCState,H,76,79,1
2021,2020-12-30,VMI,V,Samford,H,71,84,1
2021,2020-12-30,NorthCarolina,V,GeorgiaTech,H,67,72,1
2021,2020-12-30,EasternIllinois,V,EasternKentucky,H,61,69,1
2021,2020-12-30,PennState,V,IndianaU,H,5,7,1
2021,2020-12-30,TennMartin,V,JacksonvilleSt,H,70,80,1
2021,2020-12-30,SEMissouriSt,V,TennesseeTech,H,63,72,1
2021,2020-12-30,Depaul,V,Connecticut,H,61,82,1
2021,2020-12-30,AustinPeay,V,TennesseeState,H,68,59,0
2021,2020-12-30,Tennessee,V,Missouri,H,73,53,0
2021,2020-12-30,Florida,V,Vanderbilt,H,91,72,0
2021,2020-12-30,PortlandU,V,SeattleU,H,68,84,1
2021,2020-12-30,SacramentoState,V,SaintMarysCA,H,45,63,1
2021,2020-12-30,Manhattan,V,DelawareState,H,65,59,0
2021,2020-12-30,GardnerWebb,V,Hampton,H,69,80,1
2021,2020-12-30,NCAsheville,V,Longwood,H,80,73,0
2021,2020-12-30,Campbell,V,Winthrop,H,83,84,1
2021,2020-12-30,AlcornState,V,Baylor,H,76,105,1
2021,2020-12-30,Radford,V,Presbyterian,H,71,65,0
2021,2020-12-30,USCUpstate,V,HighPoint,H,52,63,1
2021,2020-12-30,PrairieViewA&M,V,TCU,H,61,66,1
2021,2020-12-31,UtahState,V,AirForce,H,83,48,0
2021,2020-12-31,Minnesota,V,Wisconsin,H,59,71,1
2021,2020-12-31,SanDiego,V,SanFrancisco,H,62,70,1
2021,2020-12-31,UtahU,V,UCLA,H,70,72,1
2021,2020-12-31,Michigan,V,Maryland,H,84,73,0
2021,2020-12-31,Arizona,V,WashingtonU,H,80,53,0
2021,2020-12-31,Nevada,V,NewMexico,H,68,54,0
2021,2020-12-31,Colorado,V,USC,H,72,62,0
2021,2020-12-31,NorthernArizona,V,IdahoU,H,78,65,0
2021,2020-12-31,BoiseState,V,SanJoseState,H,106,54,0
2021,2020-12-31,California,V,Oregon,H,69,82,1
2021,2020-12-31,GardnerWebb,V,Hampton,H,80,69,0
2021,2020-12-31,Campbell,V,Winthrop,H,76,94,1
2021,2020-12-31,NCAsheville,V,Longwood,H,55,65,1
2021,2020-12-31,Radford,V,Presbyterian,H,63,65,1
2021,2020-12-31,USCUpstate,V,HighPoint,H,60,51,0
2021,2021-01-01,St.Peter's,V,Canisius,H,58,70,1
2021,2021-01-01,WiscMilwaukee,V,RobertMorris,H,64,67,1
2021,2021-01-01,ClevelandState,V,IUPUI,H,65,62,0
2021,2021-01-01,Niagara,V,Marist,H,61,63,1
2021,2021-01-01,TexSanAntonio,V,Rice,H,86,95,1
2021,2021-01-01,WiscGreenBay,V,YoungstownState,H,77,84,1
2021,2021-01-01,WesternKentucky,V,CharlotteU,H,67,63,0
2021,2021-01-01,Rider,V,Fairfield,H,70,62,0
2021,2021-01-01,UTArlington,V,ArkansasLR,H,93,102,1
2021,2021-01-01,Troy,V,AppalachianSt,H,69,56,0
2021,2021-01-01,SouthAlabama,V,GeorgiaSouthern,H,88,59,0
2021,2021-01-01,IPFW,V,NorthernKentucky,H,68,75,1
2021,2021-01-01,GeorgiaState,V,CoastalCarolina,H,69,81,1
2021,2021-01-01,CSBakersfield,V,LongBeachState,H,89,90,1
2021,2021-01-01,OldDominion,V,FloridaIntl,H,67,82,1
2021,2021-01-01,WrightState,V,Oakland,H,90,51,0
2021,2021-01-01,ArkansasState,V,ULMonroe,H,72,84,1
2021,2021-01-01,TexasState,V,ULLafayette,H,77,83,1
2021,2021-01-01,Marshall,V,LouisianaTech,H,68,75,1
2021,2021-01-01,CSFullerton,V,CalSantaBarb,H,63,81,1
2021,2021-01-01,UTEP,V,SouthernMiss,H,66,74,1
2021,2021-01-01,KentState,V,Akron,H,62,66,1
2021,2021-01-01,Liberty,V,Lipscomb,H,70,77,1
2021,2021-01-01,Jacksonville,V,KennesawSt,H,62,57,0
2021,2021-01-02,Elon,V,Northeastern,H,52,75,1
2021,2021-01-02,Louisville,V,BostonCollege,H,76,64,0
2021,2021-01-02,ClevelandState,V,IUPUI,H,59,49,0
2021,2021-01-02,Missouri,V,Arkansas,H,81,68,0
2021,2021-01-02,Texas,V,Kansas,H,84,59,0
2021,2021-01-02,Creighton,V,Providence,H,67,65,0
2021,2021-01-02,Duquesne,V,GeoWashington,H,75,63,0
2021,2021-01-02,Baylor,V,IowaState,H,76,65,0
2021,2021-01-02,St.Peter's,V,Canisius,H,60,63,1
2021,2021-01-02,Chattanooga,V,VMI,H,79,84,1
2021,2021-01-02,Toledo,V,WesternMichigan,H,70,59,0
2021,2021-01-02,Iowa,V,Rutgers,H,77,75,0
2021,2021-01-02,William&Mary,V,Hofstra,H,56,61,1
2021,2021-01-02,TCU,V,KansasState,H,67,60,0
2021,2021-01-02,EastCarolina,V,Tulane,H,56,60,1
2021,2021-01-02,Mercer,V,Furman,H,80,83,1
2021,2021-01-02,Fordham,V,LaSalle,H,52,89,1
2021,2021-01-02,CollCharleston,V,Delaware,H,67,70,1
2021,2021-01-02,Clemson,V,MiamiFlorida,H,66,65,0
2021,2021-01-02,LSU,V,Florida,H,79,83,1
2021,2021-01-02,Niagara,V,Marist,H,86,72,0
2021,2021-01-02,Tulsa,V,Cincinnati,H,70,66,0
2021,2021-01-02,Ohio,V,BallState,H,78,68,0
2021,2021-01-02,NorthernArizona,V,IdahoU,H,83,78,0
2021,2021-01-02,OldDominion,V,FloridaIntl,H,71,66,0
2021,2021-01-02,SouthAlabama,V,GeorgiaSouthern,H,49,62,1
2021,2021-01-02,TexSanAntonio,V,Rice,H,69,84,1
2021,2021-01-02,GeorgiaState,V,CoastalCarolina,H,70,62,0
2021,2021-01-02,Auburn,V,TexasA&M,H,66,68,1
2021,2021-01-02,WiscGreenBay,V,YoungstownState,H,79,69,0
2021,2021-01-02,Troy,V,AppalachianSt,H,59,90,1
2021,2021-01-02,WesternKentucky,V,CharlotteU,H,71,75,1
2021,2021-01-02,WestVirginia,V,Oklahoma,H,71,75,1
2021,2021-01-02,UtahU,V,USC,H,46,64,1
2021,2021-01-02,OklahomaState,V,TexasTech,H,82,77,0
2021,2021-01-02,NorthernIowa,V,Evansville,H,61,65,1
2021,2021-01-02,ColoradoState,V,SanDiegoState,H,70,67,0
2021,2021-01-02,UMKC,V,NorthDakota,H,45,52,1
2021,2021-01-02,GeorgeMason,V,Dayton,H,65,74,1
2021,2021-01-02,Butler,V,SetonHall,H,60,68,1
2021,2021-01-02,NorthDakotaState,V,WesternIllinois,H,68,50,0
2021,2021-01-02,WrightState,V,Oakland,H,71,81,1
2021,2021-01-02,TennesseeTech,V,EasternIllinois,H,81,87,1
2021,2021-01-02,MoreheadState,V,MurrayState,H,61,56,0
2021,2021-01-02,ArkansasState,V,ULMonroe,H,55,62,1
2021,2021-01-02,TexasState,V,ULLafayette,H,71,59,0
2021,2021-01-02,Belmont,V,TennMartin,H,90,69,0
2021,2021-01-02,St.Bonaventure,V,Richmond,H,69,66,0
2021,2021-01-02,Rider,V,Fairfield,H,56,72,1
2021,2021-01-02,ETennesseeSt,V,NCGreensboro,H,71,61,0
2021,2021-01-02,UTEP,V,SouthernMiss,H,77,62,0
2021,2021-01-02,DenverU,V,SouthDakota,H,54,93,1
2021,2021-01-02,EasternKentucky,V,AustinPeay,H,80,75,0
2021,2021-01-02,UTArlington,V,ArkansasLR,H,62,75,1
2021,2021-01-02,OralRoberts,V,NebraskaOmaha,H,95,83,0
2021,2021-01-02,BowlingGreen,V,NoIllinois,H,68,42,0
2021,2021-01-02,Alabama,V,Tennessee,H,71,63,0
2021,2021-01-02,Purdue,V,Illinois,H,58,66,1
2021,2021-01-02,IPFW,V,NorthernKentucky,H,68,70,1
2021,2021-01-02,TennesseeState,V,SEMissouriSt,H,79,83,1
2021,2021-01-02,UtahState,V,AirForce,H,72,53,0
2021,2021-01-02,IndianaState,V,MissouriSt,H,74,84,1
2021,2021-01-02,California,V,OregonState,H,64,73,1
2021,2021-01-02,WichitaState,V,Mississippi,H,83,79,0
2021,2021-01-02,Kentucky,V,MississippiSt,H,78,73,0
2021,2021-01-02,No.Colorado,V,Montana,H,64,62,0
2021,2021-01-02,CSBakersfield,V,LongBeachState,H,89,76,0
2021,2021-01-02,Marshall,V,LouisianaTech,H,80,73,0
2021,2021-01-02,CentralFlorida,V,SouthFlorida,H,61,68,1
2021,2021-01-02,Wyoming,V,FresnoState,H,78,74,0
2021,2021-01-02,Samford,V,Wofford,H,84,94,1
2021,2021-01-02,Marquette,V,Georgetown,H,64,60,0
2021,2021-01-02,MichiganState,V,Nebraska,H,84,77,0
2021,2021-01-02,CSFullerton,V,CalSantaBarb,H,61,65,1
2021,2021-01-02,Colorado,V,UCLA,H,62,65,1
2021,2021-01-02,BoiseState,V,SanJoseState,H,87,86,0
2021,2021-01-02,SanFrancisco,V,Gonzaga,H,62,85,1
2021,2021-01-02,Stanford,V,Oregon,H,56,73,1
2021,2021-01-02,Nevada,V,NewMexico,H,84,74,0
2021,2021-01-02,Arizona,V,WashingtonState,H,86,82,0
2021,2021-01-02,NotreDame,V,NorthCarolina,H,65,66,1
2021,2021-01-02,NorthTexas,V,LoyolaChicago,H,49,57,1
2021,2021-01-02,UtahValley,V,WeberState,H,62,70,1
2021,2021-01-02,FloridaA&M,V,SouthCarolina,H,71,78,1
2021,2021-01-02,Binghamton,V,Hartford,H,56,76,1
2021,2021-01-02,Bucknell,V,Navy,H,69,78,1
2021,2021-01-02,N.CarolinaA&T,V,SoCarolinaSt,H,97,86,0
2021,2021-01-02,Lafayette,V,Lehigh,H,89,90,1
2021,2021-01-02,Army,V,Colgate,H,57,101,1
2021,2021-01-02,NJIT,V,UMassLowell,H,73,67,0
2021,2021-01-02,NewHampshire,V,Maine,H,56,59,1
2021,2021-01-02,Jacksonville,V,KennesawSt,H,72,66,0
2021,2021-01-02,Lamar,V,AbileneChristian,H,65,83,1
2021,2021-01-02,CentralArkansas,V,McNeeseState,H,81,67,0
2021,2021-01-02,Liberty,V,Lipscomb,H,66,50,0
2021,2021-01-02,Grambling,V,AlabamaState,H,66,49,0
2021,2021-01-02,NewOrleansU,V,StephenF.Austin,H,67,78,1
2021,2021-01-02,SamHoustonSt,V,NichollsState,H,84,81,0
2021,2021-01-02,AlbanyNY,V,Vermont,H,63,62,0
2021,2021-01-02,MissValleySt,V,ArkPineBluff,H,52,92,1
2021,2021-01-02,NorthwesternSt,V,HoustonBaptist,H,93,99,1
2021,2021-01-03,Elon,V,Northeastern,H,58,66,1
2021,2021-01-03,William&Mary,V,Hofstra,H,73,82,1
2021,2021-01-03,Duquesne,V,GeoWashington,H,73,75,1
2021,2021-01-03,CollCharleston,V,Delaware,H,66,59,0
2021,2021-01-03,Monmouth,V,Siena,H,77,78,1
2021,2021-01-03,IndianaState,V,MissouriSt,H,66,70,1
2021,2021-01-03,NorthernIowa,V,Evansville,H,64,70,1
2021,2021-01-03,St.Josephs,V,RhodeIsland,H,77,85,1
2021,2021-01-03,UMKC,V,NorthDakota,H,77,53,0
2021,2021-01-03,NorthDakotaState,V,WesternIllinois,H,78,67,0
2021,2021-01-03,DenverU,V,SouthDakota,H,57,79,1
2021,2021-01-03,OralRoberts,V,NebraskaOmaha,H,86,75,0
2021,2021-01-03,OhioState,V,Minnesota,H,60,77,1
2021,2021-01-03,SoIllinois,V,Drake,H,55,73,1
2021,2021-01-03,WakeForest,V,GeorgiaTech,H,54,70,1
2021,2021-01-03,HoustonU,V,SMU,H,74,60,0
2021,2021-01-03,Northwestern,V,Michigan,H,66,85,1
2021,2021-01-03,NewHampshire,V,Maine,H,62,58,0
2021,2021-01-03,NJIT,V,UMassLowell,H,60,74,1
2021,2021-01-03,Binghamton,V,Hartford,H,74,77,1
2021,2021-01-03,Army,V,Colgate,H,75,73,0
2021,2021-01-03,N.CarolinaA&T,V,SoCarolinaSt,H,73,66,0
2021,2021-01-03,Lehigh,V,Lafayette,H,70,82,1
2021,2021-01-03,AlbanyNY,V,Vermont,H,66,74,1
2021,2021-01-03,Navy,V,Bucknell,H,63,60,0
2021,2021-01-03,MorganState,V,JamesMadison,H,80,73,0
2021,2021-01-04,No.Colorado,V,Montana,H,54,56,1
2021,2021-01-04,Stanford,V,OregonState,H,81,71,0
2021,2021-01-04,Monmouth,V,Siena,H,62,76,1
2021,2021-01-04,SoIllinois,V,Drake,H,55,86,1
2021,2021-01-04,Maryland,V,IndianaU,H,55,63,1
2021,2021-01-04,Wyoming,V,FresnoState,H,61,81,1
2021,2021-01-04,WestVirginia,V,OklahomaState,H,87,84,0
2021,2021-01-04,ColoradoState,V,SanDiegoState,H,65,78,1
2021,2021-01-04,BostonU,V,HolyCross,H,83,76,0
2021,2021-01-04,Winthrop,V,CharlestonSou,H,85,69,0
2021,2021-01-04,Longwood,V,USCUpstate,H,69,71,1
2021,2021-01-04,Campbell,V,GardnerWebb,H,70,61,0
2021,2021-01-04,Hampton,V,Radford,H,66,79,1
2021,2021-01-04,DelawareState,V,CoppinState,H,78,86,1
2021,2021-01-04,JacksonState,V,AlabamaState,H,60,44,0
2021,2021-01-05,Toledo,V,KentState,H,84,82,0
2021,2021-01-05,NoIllinois,V,Ohio,H,73,76,1
2021,2021-01-05,CentralMichigan,V,BowlingGreen,H,69,90,1
2021,2021-01-05,Dayton,V,Fordham,H,54,55,1
2021,2021-01-05,Vanderbilt,V,Kentucky,H,74,77,1
2021,2021-01-05,Davidson,V,Duquesne,H,61,48,0
2021,2021-01-05,NCState,V,Clemson,H,70,74,1
2021,2021-01-05,KansasState,V,TexasTech,H,71,82,1
2021,2021-01-05,Florida,V,Alabama,H,71,86,1
2021,2021-01-05,IowaState,V,Texas,H,72,78,1
2021,2021-01-05,NorthCarolina,V,MiamiFlorida,H,67,65,0
2021,2021-01-05,Rutgers,V,MichiganState,H,45,68,1
2021,2021-01-05,Connecticut,V,Marquette,H,65,54,0
2021,2021-01-05,Missouri,V,MississippiSt,H,63,78,1
2021,2021-01-05,Kansas,V,TCU,H,93,64,0
2021,2021-01-05,FlaAtlantic,V,JamesMadison,H,70,79,1
2021,2021-01-05,HolyCross,V,BostonU,H,68,66,0
2021,2021-01-05,Winthrop,V,CharlestonSou,H,78,76,0
2021,2021-01-05,Campbell,V,GardnerWebb,H,70,85,1
2021,2021-01-05,Longwood,V,USCUpstate,H,59,65,1
2021,2021-01-05,Hampton,V,Radford,H,65,76,1
2021,2021-01-05,DelawareState,V,CoppinState,H,77,81,1
2021,2021-01-06,St.Josephs,V,St.Bonaventure,H,57,83,1
2021,2021-01-06,Tulsa,V,SouthFlorida,H,61,51,0
2021,2021-01-06,Pittsburgh,V,Syracuse,H,63,60,0
2021,2021-01-06,RhodeIsland,V,Richmond,H,73,80,1
2021,2021-01-06,VirginiaTech,V,Louisville,H,71,73,1
2021,2021-01-06,Samford,V,Chattanooga,H,68,73,1
2021,2021-01-06,VaCommonwealth,V,GeorgeMason,H,66,61,0
2021,2021-01-06,Georgetown,V,Butler,H,55,63,1
2021,2021-01-06,Arkansas,V,Tennessee,H,74,79,1
2021,2021-01-06,Georgia,V,LSU,H,92,94,1
2021,2021-01-06,NCGreensboro,V,Wofford,H,84,75,0
2021,2021-01-06,WichitaState,V,HoustonU,H,63,70,1
2021,2021-01-06,St.Johns,V,Xavier,H,61,69,1
2021,2021-01-06,BostonCollege,V,Duke,H,82,83,1
2021,2021-01-06,Minnesota,V,Michigan,H,57,82,1
2021,2021-01-06,SetonHall,V,Creighton,H,53,89,1
2021,2021-01-06,Oklahoma,V,Baylor,H,61,76,1
2021,2021-01-06,TexasA&M,V,SouthCarolina,H,54,78,1
2021,2021-01-06,Auburn,V,Mississippi,H,61,72,1
2021,2021-01-06,WakeForest,V,Virginia,H,61,70,1
2021,2021-01-06,UtahState,V,NewMexico,H,77,45,0
2021,2021-01-06,AirForce,V,BoiseState,H,59,78,1
2021,2021-01-06,IncarnateWord,V,NorthwesternSt,H,75,67,0
2021,2021-01-06,SamHoustonSt,V,SELouisiana,H,70,52,0
2021,2021-01-06,NewOrleansU,V,CentralArkansas,H,79,83,1
2021,2021-01-06,AbileneChristian,V,HoustonBaptist,H,66,63,0
2021,2021-01-06,Lamar,V,NichollsState,H,69,76,1
2021,2021-01-07,TennesseeTech,V,MoreheadState,H,54,57,1
2021,2021-01-07,SEMissouriSt,V,Belmont,H,66,77,1
2021,2021-01-07,Northeastern,V,Hofstra,H,81,78,0
2021,2021-01-07,Iowa,V,Maryland,H,89,67,0
2021,2021-01-07,IndianaU,V,Wisconsin,H,73,80,1
2021,2021-01-07,Cincinnati,V,SMU,H,76,69,0
2021,2021-01-07,JacksonvilleSt,V,EasternKentucky,H,66,69,1
2021,2021-01-07,IdahoState,V,NorthernArizona,H,73,69,0
2021,2021-01-07,UNLV,V,ColoradoState,H,71,74,1
2021,2021-01-07,MurrayState,V,EasternIllinois,H,68,74,1
2021,2021-01-07,MontanaState,V,No.Colorado,H,79,67,0
2021,2021-01-07,IdahoU,V,SouthernUtah,H,80,85,1
2021,2021-01-07,PortlandU,V,SanFrancisco,H,64,88,1
2021,2021-01-07,TennMartin,V,TennesseeState,H,62,74,1
2021,2021-01-07,WashingtonU,V,Stanford,H,75,91,1
2021,2021-01-07,USC,V,Arizona,H,87,73,0
2021,2021-01-07,Illinois,V,Northwestern,H,81,56,0
2021,2021-01-07,Nevada,V,SanDiegoState,H,60,65,1
2021,2021-01-07,WashingtonState,V,California,H,71,60,0
2021,2021-01-07,UCLA,V,ArizonaState,H,81,75,0
2021,2021-01-07,Oregon,V,Colorado,H,72,79,1
2021,2021-01-07,BYU,V,Gonzaga,H,69,86,1
2021,2021-01-07,CentralConn,V,Bryant,H,68,93,1
2021,2021-01-07,St.FrancisPA,V,LongIsland,H,75,78,1
2021,2021-01-07,MountStMarys,V,St.FrancisNY,H,55,70,1
2021,2021-01-07,SacredHeart,V,Merrimack,H,90,97,1
2021,2021-01-08,Manhattan,V,Quinnipiac,H,79,84,1
