Season,Date,Team1,Team1 Location,Team2,Team2 Location,Team1 Score,Team2 Score,Result of Home Team
2020,2019-11-05,Duquesne,H,Princeton,V,94,67,1
2020,2019-11-05,MiamiFlorida,H,Louisville,V,74,87,0
2020,2019-11-05,Alabama,H,Pennsylvania,V,80,81,0
2020,2019-11-05,Michigan,H,AppalachianSt,V,79,71,1
2020,2019-11-05,Clemson,H,VirginiaTech,V,60,67,0
2020,2019-11-05,EastCarolina,H,VMI,V,80,68,1
2020,2019-11-05,Georgia,H,WesternCarolina,V,91,72,1
2020,2019-11-05,IndianaU,H,WesternIllinois,V,98,65,1
2020,2019-11-05,St.Josephs,H,Bradley,V,86,81,1
2020,2019-11-05,Temple,H,Drexel,V,70,62,1
2020,2019-11-05,Towson,H,GeoWashington,V,72,58,1
2020,2019-11-05,EasternKentucky,H,Chattanooga,V,79,68,1
2020,2019-11-05,MoreheadState,H,Samford,V,90,86,1
2020,2019-11-05,St.Bonaventure,H,Ohio,V,53,65,0
2020,2019-11-05,LoyolaChicago,H,UCDavis,V,82,48,1
2020,2019-11-05,SouthDakotaState,H,UTRioGrandeValley,V,70,57,1
2020,2019-11-05,Arkansas,H,Rice,V,91,43,1
2020,2019-11-05,Minnesota,H,ClevelandState,V,85,50,1
2020,2019-11-05,MississippiSt,H,FloridaIntl,V,77,69,1
2020,2019-11-05,MissouriSt,H,ArkansasLR,V,66,67,0
2020,2019-11-05,NorthernIowa,H,OldDominion,V,58,53,1
2020,2019-11-05,Oklahoma,H,TexSanAntonio,V,85,67,1
2020,2019-11-05,SMU,H,JacksonvilleSt,V,74,65,1
2020,2019-11-05,KansasState,H,NorthDakotaState,V,67,54,1
2020,2019-11-05,Texas,H,No.Colorado,V,69,45,1
2020,2019-11-05,TexasTech,H,EasternIllinois,V,85,60,1
2020,2019-11-05,Valparaiso,H,Toledo,V,79,77,1
2020,2019-11-05,WesternKentucky,H,TennesseeTech,V,76,64,1
2020,2019-11-05,WichitaState,H,NebraskaOmaha,V,68,54,1
2020,2019-11-05,NCState,H,GeorgiaTech,V,81,82,0
2020,2019-11-05,BYU,H,CSFullerton,V,76,58,1
2020,2019-11-05,Auburn,H,GeorgiaSouthern,V,83,74,1
2020,2019-11-05,Nebraska,H,CalRiverside,V,47,66,0
2020,2019-11-05,ColoradoState,H,DenverU,V,74,63,1
2020,2019-11-05,Oregon,H,FresnoState,V,71,57,1
2020,2019-11-05,Wisconsin,H,SaintMarysCA,V,63,65,0
2020,2019-11-05,Wyoming,H,IdahoState,V,54,40,1
2020,2019-11-05,California,H,Pepperdine,V,87,71,1
2020,2019-11-05,SanDiego,H,CalIrvine,V,73,76,0
2020,2019-11-05,UNLV,H,IPFW,V,86,71,1
2020,2019-11-05,UtahState,H,MontanaState,V,81,73,1
2020,2019-11-05,Nevada,H,UtahU,V,74,79,0
2020,2019-11-05,OregonState,H,CSNorthridge,V,87,67,1
2020,2019-11-05,Duke,N,Kansas,N,68,66,
2020,2019-11-05,Kentucky,N,MichiganState,N,69,62,
2020,2019-11-05,Baylor,H,CentralArkansas,V,105,61,1
2020,2019-11-05,Tulsa,H,HoustonBaptist,V,80,72,1
2020,2019-11-05,SetonHall,H,Wagner,V,105,71,1
2020,2019-11-05,Massachusetts,H,UMassLowell,V,79,64,1
2020,2019-11-05,NCGreensboro,H,N.CarolinaA&T,V,83,50,1
2020,2019-11-05,VaCommonwealth,H,St.FrancisPA,V,72,58,1
2020,2019-11-05,Lehigh,H,Monmouth,V,62,66,0
2020,2019-11-05,BostonU,H,Northeastern,V,67,72,0
2020,2019-11-05,HighPoint,H,William&Mary,V,56,70,0
2020,2019-11-05,CentralConn,H,Hartford,V,59,74,0
2020,2019-11-05,CoastalCarolina,H,Campbell,V,74,75,0
2020,2019-11-05,StonyBrook,H,Yale,V,69,74,0
2020,2019-11-05,Cornell,H,Binghamton,V,84,64,1
2020,2019-11-05,Fairfield,H,Bucknell,V,64,68,0
2020,2019-11-05,CoppinState,H,Rider,V,84,91,0
2020,2019-11-05,Bryant,H,Brown,V,71,73,0
2020,2019-11-05,CollCharleston,H,USCUpstate,V,74,55,1
2020,2019-11-05,GeorgeMason,H,Navy,V,68,55,1
2020,2019-11-05,Xavier,H,Jacksonville,V,76,57,1
2020,2019-11-05,Tennessee,H,NCAsheville,V,78,63,1
2020,2019-11-05,Florida,H,NorthFlorida,V,74,59,1
2020,2019-11-05,PennState,H,MDEasternShore,V,84,46,1
2020,2019-11-05,Providence,H,SacredHeart,V,106,60,1
2020,2019-11-05,RhodeIsland,H,LongIsland,V,76,65,1
2020,2019-11-05,GardnerWebb,H,Furman,V,63,70,0
2020,2019-11-05,Siena,H,American,V,96,80,1
2020,2019-11-05,Maryland,H,HolyCross,V,95,71,1
2020,2019-11-05,Gonzaga,H,AlabamaState,V,95,64,1
2020,2019-11-05,TennesseeState,H,AlabamaA&M,V,106,66,1
2020,2019-11-05,Lafayette,H,Columbia,V,65,63,1
2020,2019-11-05,Illinois,H,NichollsState,V,78,70,1
2020,2019-11-05,Marquette,H,LoyolaMaryland,V,88,53,1
2020,2019-11-05,SaintLouis,H,FlaGulfCoast,V,89,67,1
2020,2019-11-05,IowaState,H,MissValleySt,V,110,74,1
2020,2019-11-05,MemphisU,H,SoCarolinaSt,V,97,64,1
2020,2019-11-05,SouthFlorida,H,ArkPineBluff,V,70,41,1
2020,2019-11-05,Villanova,H,Army,V,97,54,1
2020,2019-11-05,Depaul,H,AlcornState,V,72,54,1
2020,2019-11-05,Creighton,H,KennesawSt,V,81,55,1
2020,2019-11-05,Fordham,H,St.FrancisNY,V,68,59,1
2020,2019-11-05,SanDiegoState,H,TexasSouthern,V,77,42,1
2020,2019-11-05,CaliforniaBaptist,H,JacksonState,V,93,70,1
2020,2019-11-05,USC,H,FloridaA&M,V,77,48,1
2020,2019-11-06,BostonCollege,H,WakeForest,V,77,70,1
2020,2019-11-06,St.Johns,H,Mercer,V,109,79,1
2020,2019-11-06,Butler,H,IUPUI,V,80,47,1
2020,2019-11-06,Purdue,H,WiscGreenBay,V,79,57,1
2020,2019-11-06,Hofstra,H,SanJoseState,V,71,79,0
2020,2019-11-06,NorthCarolina,H,NotreDame,V,76,65,1
2020,2019-11-06,JamesMadison,H,CharlotteU,V,79,74,1
2020,2019-11-06,Pittsburgh,H,FloridaState,V,63,61,1
2020,2019-11-06,OklahomaState,H,OralRoberts,V,80,75,1
2020,2019-11-06,Vanderbilt,H,SEMissouriSt,V,83,65,1
2020,2019-11-06,IllinoisState,H,Belmont,V,79,72,1
2020,2019-11-06,OhioState,H,Cincinnati,V,64,56,1
2020,2019-11-06,Syracuse,H,Virginia,V,34,48,0
2020,2019-11-06,Arizona,H,NorthernArizona,V,91,52,1
2020,2019-11-06,Stanford,H,Montana,V,73,62,1
2020,2019-11-06,UCLA,H,LongBeachState,V,69,65,1
2020,2019-11-06,WesternMichigan,H,McNeeseState,V,75,65,1
2020,2019-11-06,Maine,H,Merrimack,V,84,64,1
2020,2019-11-06,SouthCarolina,H,NorthAlabama,V,77,55,1
2020,2019-11-06,Colgate,H,NJIT,V,80,75,1
2020,2019-11-06,Georgetown,H,MountStMarys,V,81,68,1
2020,2019-11-06,TexasA&M,H,NorthwesternSt,V,77,63,1
2020,2019-11-06,TexasA&MCorpus,H,LouisianaTech,V,49,82,0
2020,2019-11-06,Tulane,H,SELouisiana,V,76,55,1
2020,2019-11-06,Missouri,H,IncarnateWord,V,82,42,1
2020,2019-11-06,CalSantaBarb,H,JacksonState,V,83,62,1
2020,2019-11-07,Troy,H,UAB,V,75,76,0
2020,2019-11-07,WashingtonState,H,SeattleU,V,85,54,1
2020,2019-11-07,AirForce,H,IdahoState,V,79,89,0
2020,2019-11-07,Marshall,H,RobertMorris,V,67,60,1
2020,2019-11-07,Rutgers,H,Bryant,V,73,71,1
2020,2019-11-07,Clemson,H,Presbyterian,V,79,45,1
2020,2019-11-07,Hartford,H,Winthrop,V,57,67,0
2020,2019-11-07,Drake,H,KennesawSt,V,86,55,1
2020,2019-11-08,MiamiFlorida,H,FlaAtlantic,V,74,60,1
2020,2019-11-08,Duke,H,ColoradoState,V,89,55,1
2020,2019-11-08,Buffalo,H,Dartmouth,V,63,68,0
2020,2019-11-08,Northeastern,H,Harvard,V,84,79,1
2020,2019-11-08,Drexel,H,Niagara,V,72,64,1
2020,2019-11-08,Mississippi,H,ArkansasState,V,71,43,1
2020,2019-11-08,NCWilmington,H,NorthCarolina,V,62,78,0
2020,2019-11-08,MemphisU,H,IllinoisChicago,V,92,46,1
2020,2019-11-08,VaCommonwealth,H,NorthTexas,V,59,56,1
2020,2019-11-08,Kentucky,H,EasternKentucky,V,91,49,1
2020,2019-11-08,WestVirginia,H,Akron,V,94,84,1
2020,2019-11-08,Xavier,H,Siena,V,81,63,1
2020,2019-11-08,Furman,H,LoyolaChicago,V,87,63,1
2020,2019-11-08,VMI,H,Marist,V,56,58,0
2020,2019-11-08,LSU,H,BowlingGreen,V,88,79,1
2020,2019-11-08,Missouri,H,NorthernKentucky,V,71,56,1
2020,2019-11-08,Wisconsin,H,EasternIllinois,V,65,52,1
2020,2019-11-08,GrandCanyon,H,Illinois,V,71,83,0
2020,2019-11-08,Iowa,H,SIUEdwardsville,V,87,60,1
2020,2019-11-08,Kansas,H,NCGreensboro,V,74,62,1
2020,2019-11-08,UtahState,H,WeberState,V,89,34,1
2020,2019-11-08,Pacific,H,SouthDakota,V,62,72,0
2020,2019-11-08,WashingtonU,H,Baylor,V,67,64,1
2020,2019-11-08,SantaClara,H,CalPolySLO,V,77,63,1
2020,2019-11-08,ArizonaState,H,Colorado,V,71,81,0
2020,2019-11-08,USC,H,PortlandU,V,76,65,1
2020,2019-11-08,Delaware,N,Oakland,N,56,53,
2020,2019-11-08,SoIllinois,N,TexSanAntonio,N,72,60,
2020,2019-11-08,Auburn,N,Davidson,N,76,66,
2020,2019-11-08,Navy,N,EastCarolina,N,62,57,
2020,2019-11-08,Liberty,H,Radford,V,66,60,1
2020,2019-11-08,American,H,William&Mary,V,70,79,0
2020,2019-11-08,St.Bonaventure,H,Vermont,V,59,61,0
2020,2019-11-08,LongIsland,H,UMassLowell,V,74,87,0
2020,2019-11-08,DelawareState,H,Rider,V,54,81,0
2020,2019-11-08,N.CarolinaA&T,H,CharlestonSou,V,63,49,1
2020,2019-11-08,Connecticut,H,SacredHeart,V,89,67,1
2020,2019-11-08,GeorgeMason,H,Longwood,V,76,65,1
2020,2019-11-08,VirginiaTech,H,CoppinState,V,74,42,1
2020,2019-11-08,Richmond,H,St.FrancisPA,V,100,98,1
2020,2019-11-08,MississippiSt,H,SamHoustonSt,V,67,58,1
2020,2019-11-08,Northwestern,H,Merrimack,V,61,71,0
2020,2019-11-08,Depaul,H,FairDickinson,V,70,59,1
2020,2019-11-08,OralRoberts,H,HoustonBaptist,V,95,81,1
2020,2019-11-08,UtahU,H,MissValleySt,V,143,49,1
2020,2019-11-08,No.Colorado,H,IncarnateWord,V,83,61,1
2020,2019-11-08,Hawaii,H,FloridaA&M,V,65,52,1
2020,2019-11-09,Fairfield,H,Massachusetts,V,60,62,0
2020,2019-11-09,MiamiOhio,H,WrightState,V,81,88,0
2020,2019-11-09,WesternKentucky,H,AustinPeay,V,97,75,1
2020,2019-11-09,SaintLouis,H,Valparaiso,V,81,70,1
2020,2019-11-09,IndianaU,H,PortlandState,V,85,74,1
2020,2019-11-09,CollCharleston,H,GeorgiaState,V,84,80,1
2020,2019-11-09,Nebraska,H,SouthernUtah,V,78,79,0
2020,2019-11-09,OklahomaState,H,UMKC,V,69,51,1
2020,2019-11-09,DenverU,H,UtahValley,V,74,62,1
2020,2019-11-09,UNLV,H,KansasState,V,56,60,0
2020,2019-11-09,AirForce,H,TexasState,V,78,71,1
2020,2019-11-09,SouthAlabama,H,SouthernMiss,V,75,69,1
2020,2019-11-09,NoIllinois,H,NorthernIowa,V,54,64,0
2020,2019-11-09,Hofstra,H,Monmouth,V,94,74,1
2020,2019-11-09,LaSalle,H,Iona,V,70,64,1
2020,2019-11-09,Minnesota,H,Oklahoma,V,62,71,0
2020,2019-11-09,Chattanooga,H,TennesseeState,V,59,57,1
2020,2019-11-09,OregonState,H,IowaState,V,80,74,1
2020,2019-11-09,Rice,H,Pennsylvania,V,80,61,1
2020,2019-11-09,Brown,H,Canisius,V,75,68,1
2020,2019-11-09,CalRiverside,H,IdahoU,V,58,51,1
2020,2019-11-09,WiscMilwaukee,H,WesternMichigan,V,110,115,0
2020,2019-11-09,Evansville,H,BallState,V,79,75,1
2020,2019-11-09,Dayton,H,IndianaState,V,86,81,1
2020,2019-11-09,Purdue,H,Texas,V,66,70,0
2020,2019-11-09,TennMartin,H,ETennesseeSt,V,75,92,0
2020,2019-11-09,Bradley,H,IUPUI,V,90,56,1
2020,2019-11-09,Pepperdine,H,CalIrvine,V,77,73,1
2020,2019-11-09,UTArlington,H,Tulsa,V,73,59,1
2020,2019-11-09,BYU,H,SanDiegoState,V,71,76,0
2020,2019-11-09,NewMexico,H,CSNorthridge,V,97,70,1
2020,2019-11-09,Maryland,H,RhodeIsland,V,73,55,1
2020,2019-11-09,LongBeachState,H,SanDiego,V,74,62,1
2020,2019-11-09,Nevada,H,LoyolaMarymount,V,72,67,1
2020,2019-11-09,SanFrancisco,H,Princeton,V,82,72,1
2020,2019-11-09,SeattleU,H,E.Washington,V,66,74,0
2020,2019-11-09,CSBakersfield,H,SouthDakotaState,V,91,93,0
2020,2019-11-09,Stanford,H,CSFullerton,V,70,54,1
2020,2019-11-09,Oregon,H,BoiseState,V,106,75,1
2020,2019-11-09,SoIllinois,N,Delaware,N,54,56,
2020,2019-11-09,Oakland,N,TexSanAntonio,N,75,62,
2020,2019-11-09,Georgetown,H,CentralArkansas,V,89,78,1
2020,2019-11-09,NotreDame,H,RobertMorris,V,92,57,1
2020,2019-11-09,ULMonroe,H,AlcornState,V,73,72,1
2020,2019-11-09,TheCitadel,H,NCAsheville,V,76,91,0
2020,2019-11-09,WesternCarolina,H,GardnerWebb,V,71,59,1
2020,2019-11-09,Pittsburgh,H,NichollsState,V,70,75,0
2020,2019-11-09,NewHampshire,H,HolyCross,V,87,83,1
2020,2019-11-09,Temple,H,MorganState,V,75,57,1
2020,2019-11-09,St.FrancisNY,H,Lafayette,V,73,72,1
2020,2019-11-09,SetonHall,H,StonyBrook,V,74,57,1
2020,2019-11-09,StephenF.Austin,H,NCCentral,V,94,64,1
2020,2019-11-09,CentralFlorida,H,PrairieViewA&M,V,73,69,1
2020,2019-11-09,FlaGulfCoast,H,MDBaltimoreCo,V,61,65,0
2020,2019-11-09,WichitaState,H,TexasSouthern,V,69,63,1
2020,2019-11-09,ChicagoSt,H,LoyolaMaryland,V,85,98,0
2020,2019-11-09,PennState,H,Wagner,V,91,64,1
2020,2019-11-09,St.Johns,H,CentralConn,V,87,57,1
2020,2019-11-09,GeoWashington,H,Howard,V,76,62,1
2020,2019-11-09,Lipscomb,H,MiddleTennSt,V,70,73,0
2020,2019-11-09,Providence,H,NJIT,V,76,47,1
2020,2019-11-09,AlbanyNY,H,Lehigh,V,70,74,0
2020,2019-11-09,Wofford,H,HighPoint,V,89,61,1
2020,2019-11-09,Butler,H,NewOrleansU,V,79,53,1
2020,2019-11-09,WesternIllinois,H,Stetson,V,75,77,0
2020,2019-11-09,ULLafayette,H,McNeeseState,V,85,80,1
2020,2019-11-09,MurrayState,H,Southern,V,69,49,1
2020,2019-11-09,TexasTech,H,BethuneCookman,V,79,44,1
2020,2019-11-09,Gonzaga,H,ArkPineBluff,V,110,60,1
2020,2019-11-10,SouthFlorida,H,BostonCollege,V,60,74,0
2020,2019-11-10,Florida,H,FloridaState,V,51,63,0
2020,2019-11-10,Rutgers,H,Niagara,V,86,39,1
2020,2019-11-10,Louisville,H,YoungstownState,V,78,55,1
2020,2019-11-10,OldDominion,H,St.Josephs,V,82,69,1
2020,2019-11-10,SouthCarolina,H,Wyoming,V,66,32,1
2020,2019-11-10,WakeForest,H,Columbia,V,65,63,1
2020,2019-11-10,Marshall,H,Toledo,V,70,96,0
2020,2019-11-10,NCState,H,DetroitU,V,84,65,1
2020,2019-11-10,IllinoisState,H,ArkansasLR,V,75,70,1
2020,2019-11-10,SanJoseState,H,PortlandU,V,57,72,0
2020,2019-11-10,SEMissouriSt,H,IPFW,V,79,78,1
2020,2019-11-10,Virginia,H,JamesMadison,V,65,34,1
2020,2019-11-10,UCLA,H,CalSantaBarb,V,77,61,1
2020,2019-11-10,Arizona,H,Illinois,V,90,69,1
2020,2019-11-10,Hawaii,H,SouthDakota,V,75,81,0
2020,2019-11-10,Oakland,N,SoIllinois,N,61,52,
2020,2019-11-10,TexSanAntonio,N,Delaware,N,79,91,
2020,2019-11-10,Bryant,H,Cornell,V,82,81,1
2020,2019-11-10,Liberty,H,MDEasternShore,V,66,55,1
2020,2019-11-10,Bucknell,H,Vermont,V,63,66,0
2020,2019-11-10,Harvard,H,Maine,V,67,46,1
2020,2019-11-10,Drexel,H,AbileneChristian,V,86,83,1
2020,2019-11-10,CentralMichigan,H,MissValleySt,V,134,78,1
2020,2019-11-10,Clemson,H,Colgate,V,81,68,1
2020,2019-11-10,MissouriSt,H,AlabamaState,V,59,50,1
2020,2019-11-10,OhioState,H,UMassLowell,V,76,56,1
2020,2019-11-10,FresnoState,H,Winthrop,V,77,74,1
2020,2019-11-10,MichiganState,H,Binghamton,V,100,47,1
2020,2019-11-10,FloridaA&M,H,Pacific,V,54,76,0
2020,2019-11-11,NorthDakotaState,H,CalPolySLO,V,74,67,1
2020,2019-11-11,Alabama,H,FlaAtlantic,V,78,59,1
2020,2019-11-11,Cincinnati,H,Drake,V,81,59,1
2020,2019-11-11,Towson,H,KentState,V,80,84,0
2020,2019-11-11,GeorgiaTech,H,Elon,V,64,41,1
2020,2019-11-11,Belmont,H,Samford,V,95,63,1
2020,2019-11-11,Iowa,H,Depaul,V,78,93,0
2020,2019-11-11,TexasA&M,H,ULMonroe,V,63,57,1
2020,2019-11-11,SanFrancisco,H,Yale,V,84,79,1
2020,2019-11-11,Hawaii,H,Pacific,V,72,67,1
2020,2019-11-11,Jacksonville,H,BowlingGreen,V,59,75,0
2020,2019-11-11,NCCentral,H,USCUpstate,V,73,64,1
2020,2019-11-11,Mercer,H,KennesawSt,V,74,62,1
2020,2019-11-11,Dartmouth,H,FlaGulfCoast,V,55,49,1
2020,2019-11-11,VMI,H,Presbyterian,V,77,80,0
2020,2019-11-11,NorthFlorida,H,GeorgiaSouthern,V,80,77,1
2020,2019-11-11,Vanderbilt,H,TexasA&MCorpus,V,71,66,1
2020,2019-11-11,UAB,H,AlabamaA&M,V,74,52,1
2020,2019-11-11,NebraskaOmaha,H,BethuneCookman,V,90,61,1
2020,2019-11-11,SaintMarysCA,H,Winthrop,V,59,61,0
2020,2019-11-11,SouthDakota,H,FloridaA&M,V,85,82,1
2020,2019-11-12,Michigan,H,Creighton,V,79,69,1
2020,2019-11-12,CharlotteU,H,Davidson,V,71,58,1
2020,2019-11-12,Xavier,H,Missouri,V,63,58,1
2020,2019-11-12,Massachusetts,H,Northeastern,V,80,71,1
2020,2019-11-12,Kentucky,H,Evansville,V,64,67,0
2020,2019-11-12,Georgia,H,TheCitadel,V,95,86,1
2020,2019-11-12,Wofford,H,William&Mary,V,79,80,0
2020,2019-11-12,AppalachianSt,H,EastCarolina,V,68,62,1
2020,2019-11-12,Troy,H,Chattanooga,V,68,74,0
2020,2019-11-12,CoastalCarolina,H,NorthernKentucky,V,68,69,0
2020,2019-11-12,Siena,H,St.Bonaventure,V,78,65,1
2020,2019-11-12,TennesseeTech,H,WrightState,V,80,85,0
2020,2019-11-12,EasternIllinois,H,ChicagoSt,V,98,34,1
2020,2019-11-12,SIUEdwardsville,H,Valparaiso,V,76,89,0
2020,2019-11-12,MissouriSt,H,ClevelandState,V,73,53,1
2020,2019-11-12,SouthAlabama,H,Auburn,V,69,70,0
2020,2019-11-12,Arkansas,H,NorthTexas,V,66,43,1
2020,2019-11-12,IowaState,H,NoIllinois,V,70,52,1
2020,2019-11-12,TCU,H,ULLafayette,V,98,65,1
2020,2019-11-12,Texas,H,CaliforniaBaptist,V,67,54,1
2020,2019-11-12,Tulsa,H,OralRoberts,V,74,67,1
2020,2019-11-12,Butler,H,Minnesota,V,64,56,1
2020,2019-11-12,Tennessee,H,MurrayState,V,82,63,1
2020,2019-11-12,CentralFlorida,H,MiamiFlorida,V,70,79,0
2020,2019-11-12,Stanford,H,LongBeachState,V,86,58,1
2020,2019-11-12,UtahState,H,DenverU,V,97,56,1
2020,2019-11-12,UTEP,H,NewMexicoState,V,65,50,1
2020,2019-11-12,Nevada,H,UTArlington,V,80,73,1
2020,2019-11-12,CSNorthridge,H,Pepperdine,V,82,94,0
2020,2019-11-12,Gonzaga,H,NorthDakota,V,97,66,1
2020,2019-11-12,SantaClara,H,WashingtonState,V,70,62,1
2020,2019-11-12,USC,H,SouthDakotaState,V,84,66,1
2020,2019-11-12,California,H,UNLV,V,79,75,1
2020,2019-11-12,Oregon,N,MemphisU,N,82,74,
2020,2019-11-12,OregonState,N,Oklahoma,N,69,77,
2020,2019-11-12,SanDiego,H,FresnoState,V,72,66,1
2020,2019-11-12,RobertMorris,H,Pittsburgh,V,57,71,0
2020,2019-11-12,WesternCarolina,H,N.CarolinaA&T,V,90,64,1
2020,2019-11-12,Marist,H,Hartford,V,51,62,0
2020,2019-11-12,Manhattan,H,DelawareState,V,85,74,1
2020,2019-11-12,Liberty,H,SoCarolinaSt,V,65,39,1
2020,2019-11-12,Army,H,AirForce,V,57,69,0
2020,2019-11-12,WesternMichigan,H,MissValleySt,V,91,81,1
2020,2019-11-12,NCWilmington,H,Campbell,V,81,76,1
2020,2019-11-12,Duke,H,CentralArkansas,V,105,54,1
2020,2019-11-12,St.Johns,H,NewHampshire,V,74,61,1
2020,2019-11-12,Longwood,H,MDEasternShore,V,85,55,1
2020,2019-11-12,Duquesne,H,Lamar,V,66,56,1
2020,2019-11-12,NotreDame,H,Howard,V,79,50,1
2020,2019-11-12,GeoWashington,H,American,V,65,67,0
2020,2019-11-12,IndianaU,H,NorthAlabama,V,91,65,1
2020,2019-11-12,HolyCross,H,Fairfield,V,63,68,0
2020,2019-11-12,NorthwesternSt,H,Rice,V,74,80,0
2020,2019-11-12,Mississippi,H,NorfolkSt,V,68,55,1
2020,2019-11-12,CharlestonSou,H,Furman,V,47,91,0
2020,2019-11-12,TexasState,H,PrairieViewA&M,V,75,48,1
2020,2019-11-12,LoyolaChicago,H,CoppinState,V,72,76,0
2020,2019-11-12,Tulane,H,JacksonState,V,88,79,1
2020,2019-11-12,TennesseeState,H,Lipscomb,V,79,78,1
2020,2019-11-12,SMU,H,NewOrleansU,V,77,64,1
2020,2019-11-12,HoustonU,H,AlabamaState,V,84,56,1
2020,2019-11-12,WashingtonU,H,MountStMarys,V,56,46,1
2020,2019-11-13,VaCommonwealth,H,LSU,V,84,82,1
2020,2019-11-13,OhioState,H,Villanova,V,76,51,1
2020,2019-11-13,Connecticut,H,St.Josephs,V,87,96,0
2020,2019-11-13,SouthFlorida,H,IUPUI,V,53,70,0
2020,2019-11-13,Brown,H,Quinnipiac,V,70,68,1
2020,2019-11-13,Pennsylvania,H,LaSalle,V,75,59,1
2020,2019-11-13,Iona,H,Ohio,V,72,81,0
2020,2019-11-13,IPFW,H,MiamiOhio,V,80,84,0
2020,2019-11-13,Louisville,H,IndianaState,V,91,62,1
2020,2019-11-13,NorthernIowa,H,CSBakersfield,V,67,55,1
2020,2019-11-13,IllinoisChicago,H,BallState,V,48,67,0
2020,2019-11-13,Rutgers,H,Drexel,V,62,57,1
2020,2019-11-13,SaintLouis,H,E.Washington,V,82,60,1
2020,2019-11-13,KansasState,H,Monmouth,V,73,54,1
2020,2019-11-13,WesternIllinois,H,TennMartin,V,91,98,0
2020,2019-11-13,Drake,H,UMKC,V,76,58,1
2020,2019-11-13,Marquette,H,Purdue,V,65,55,1
2020,2019-11-13,BYU,H,SouthernUtah,V,68,63,1
2020,2019-11-13,NewMexico,H,WiscGreenBay,V,93,78,1
2020,2019-11-13,NCState,H,FloridaIntl,V,86,77,1
2020,2019-11-13,CollCharleston,H,OklahomaState,V,54,73,0
2020,2019-11-13,ColoradoState,H,NebraskaOmaha,V,80,65,1
2020,2019-11-13,Northwestern,H,Providence,V,72,63,1
2020,2019-11-13,Wyoming,H,CSFullerton,V,53,60,0
2020,2019-11-13,SanDiegoState,H,GrandCanyon,V,86,61,1
2020,2019-11-13,St.Peter's,H,Bryant,V,44,69,0
2020,2019-11-13,AlbanyNY,H,Canisius,V,83,57,1
2020,2019-11-13,Bucknell,H,Hofstra,V,86,71,1
2020,2019-11-13,Princeton,H,Lafayette,V,65,72,0
2020,2019-11-13,OldDominion,H,LoyolaMaryland,V,62,53,1
2020,2019-11-13,MorganState,H,St.FrancisPA,V,65,71,0
2020,2019-11-13,Columbia,H,Binghamton,V,75,63,1
2020,2019-11-13,GeorgeMason,H,LongIsland,V,80,74,1
2020,2019-11-13,Fordham,H,FairDickinson,V,53,50,1
2020,2019-11-13,WakeForest,H,NCAsheville,V,98,79,1
2020,2019-11-13,Wisconsin,H,McNeeseState,V,83,63,1
2020,2019-11-13,Syracuse,H,Colgate,V,70,54,1
2020,2019-11-13,BostonCollege,H,HighPoint,V,59,33,1
2020,2019-11-13,VirginiaTech,H,USCUpstate,V,80,57,1
2020,2019-11-13,Vermont,H,BostonU,V,62,47,1
2020,2019-11-13,Cornell,H,NJIT,V,58,59,0
2020,2019-11-13,StephenF.Austin,H,Niagara,V,89,80,1
2020,2019-11-13,HoustonBaptist,H,TexasTech,V,74,103,0
2020,2019-11-13,SELouisiana,H,Grambling,V,70,81,0
2020,2019-11-14,Georgetown,H,PennState,V,66,81,0
2020,2019-11-14,MississippiSt,H,ULMonroe,V,62,45,1
2020,2019-11-14,Florida,H,Towson,V,66,60,1
2020,2019-11-14,Richmond,H,Vanderbilt,V,93,92,1
2020,2019-11-14,Harvard,H,Siena,V,59,56,1
2020,2019-11-14,Arizona,H,SanJoseState,V,87,39,1
2020,2019-11-14,SetonHall,H,MichiganState,V,73,76,0
2020,2019-11-14,WeberState,H,SanDiego,V,56,71,0
2020,2019-11-14,SaintMarysCA,H,LongBeachState,V,81,63,1
2020,2019-11-14,IdahoU,N,UCDavis,N,64,65,
2020,2019-11-14,ArkansasState,N,VMI,N,71,56,
2020,2019-11-14,Cincinnati,H,AlabamaA&M,V,85,53,1
2020,2019-11-14,ETennesseeSt,H,Winthrop,V,61,58,1
2020,2019-11-14,Presbyterian,H,MoreheadState,V,55,77,0
2020,2019-11-14,Longwood,H,St.FrancisNY,V,86,77,1
2020,2019-11-14,NorthFlorida,H,SouthernMiss,V,66,63,1
2020,2019-11-14,NewMexicoState,H,Southern,V,79,63,1
2020,2019-11-14,ArizonaState,H,CentralConn,V,90,49,1
2020,2019-11-15,UTRioGrandeValley,H,NorthDakotaState,V,70,76,0
2020,2019-11-15,Michigan,H,Elon,V,70,50,1
2020,2019-11-15,Mississippi,H,WesternMichigan,V,85,58,1
2020,2019-11-15,NotreDame,H,Marshall,V,74,64,1
2020,2019-11-15,Duke,H,GeorgiaState,V,74,63,1
2020,2019-11-15,FloridaState,H,WesternCarolina,V,79,74,1
2020,2019-11-15,Pittsburgh,H,WestVirginia,V,53,68,0
2020,2019-11-15,SouthCarolina,H,ClevelandState,V,90,63,1
2020,2019-11-15,Xavier,H,MissouriSt,V,59,56,1
2020,2019-11-15,EasternKentucky,H,WesternKentucky,V,71,79,0
2020,2019-11-15,Chattanooga,H,SouthAlabama,V,90,72,1
2020,2019-11-15,RhodeIsland,H,Alabama,V,93,79,1
