Season,Date,Team1,Team2,Team1 Location,Team2 Location,Team1 Score,Team2 Score,Open1,Open2,Close1,Close2,MoneyLine1,MoneyLine2,Result of Home Team
2014,2013-11-08,Alabama,Oklahoma,H,V,73,82,5,NL,4,NL,-175,155,0
2014,2013-11-08,SMU,TCU,H,V,69,61,9.5,NL,9,NL,-500,400,1
2014,2013-11-08,Baylor,Colorado,H,V,72,60,4.5,NL,2.5,NL,-150,130,1
2014,2013-11-08,Providence,BostonCollege,H,V,82,78,4,137,3,142.5,-155,135,1
2014,2013-11-08,Connecticut,Maryland,H,V,78,77,5,137,5.5,141.5,-240,200,1
2014,2013-11-08,Richmond,Delaware,H,V,71,69,9,NL,10.5,NL,-600,445,1
2014,2013-11-08,VaCommonwealth,IllinoisState,H,V,96,58,19,NL,21,NL,-7500,3250,1
2014,2013-11-08,Syracuse,Cornell,H,V,82,60,23.5,NL,25,NL,-20000,7500,1
2014,2013-11-08,OldDominion,MissouriSt,H,V,67,79,1,NL,NL,1.5,110,-130,0
2014,2013-11-08,NotreDame,MiamiOhio,H,V,74,62,18.5,NL,19.5,NL,-4000,2000,1
2014,2013-11-08,Georgetown,Oregon,H,V,75,82,3,130,4.5,132,-195,165,0
2014,2013-11-08,TexasA&M,Buffalo,H,V,82,58,6.5,NL,6,NL,-260,220,1
2014,2013-11-08,SouthAlabama,DetroitU,H,V,74,58,5,NL,6.5,NL,-270,230,1
2014,2013-11-08,LoyolaChicago,WiscMilwaukee,H,V,76,72,7,NL,5,NL,-215,178,1
2014,2013-11-08,Virginia,JamesMadison,H,V,61,41,19.5,NL,22.5,NL,-12500,5000,1
2014,2013-11-08,Kansas,ULMonroe,H,V,80,63,28,NL,26,NL,-25000,9000,1
2014,2013-11-08,Wisconsin,St.Johns,H,V,86,75,4.5,128,5,NL,-210,175,1
2014,2013-11-08,Mississippi,Troy,H,V,69,54,16.5,NL,15.5,NL,-1500,1000,1
2014,2013-11-08,HoustonU,TexasState,H,V,76,70,7.5,NL,5,NL,-215,185,1
2014,2013-11-08,BoiseState,UTArlington,H,V,116,87,17.5,NL,18,NL,-3000,1500,1
2014,2013-11-08,UtahState,USC,H,V,78,65,7,NL,9,NL,-485,385,1
2014,2013-11-08,NorthCarolina,Oakland,H,V,84,61,18,NL,16.5,NL,-2150,1300,1
2014,2013-11-08,Iowa,NCWilmington,H,V,82,39,25,NL,24.5,NL,-12500,5000,1
2014,2013-11-08,PortlandU,UCDavis,H,V,100,83,4.5,NL,4,NL,-175,155,1
2014,2013-11-08,CalIrvine,FresnoState,H,V,97,98,2,NL,6.5,NL,-290,245,0
2014,2013-11-08,Arizona,CalPolySLO,H,V,73,62,17.5,NL,16,NL,-1800,1150,1
2014,2013-11-08,SanDiegoState,CalRiverside,H,V,77,41,18,NL,19,NL,-3250,1625,1
2014,2013-11-08,Nevada,Pacific,H,V,78,80,5,NL,6.5,NL,-290,245,0
2014,2013-11-08,SaintMarysCA,LouisianaTech,H,V,83,70,7,NL,5.5,NL,-245,205,1
2014,2013-11-08,UCLA,Drexel,H,V,72,67,9,NL,7.5,NL,-325,265,1
2014,2013-11-08,Army,AirForce,N,N,68,79,1,142.5,NL,NL,-175,155,N/A
2014,2013-11-08,VMI,TheCitadel,H,V,82,71,9.5,154,10.5,158.5,-630,460,1
2014,2013-11-08,EasternKentucky,FloridaIntl,N,N,83,61,4.5,NL,6,NL,-260,220,N/A
2014,2013-11-08,KennesawSt,YoungstownState,H,V,57,73,NL,5.5,NL,6,215,-255,0
2014,2013-11-08,LoyolaMarymount,GrandCanyon,N,N,78,75,8,NL,14,NL,-1000,650,N/A
2014,2013-11-08,SanDiego,SouthDakotaSt,H,V,74,70,4,NL,3.5,NL,-170,150,1
2014,2013-11-08,Hawaii,TennesseeState,N,N,85,55,6.5,NL,10,NL,-525,415,N/A
2014,2013-11-08,NewMexicoState,WesternMichigan,H,V,64,70,6,NL,7.5,NL,-330,270,0
2014,2013-11-08,NCState,AppalachianSt,H,V,98,77,15.5,NL,14,NL,-1350,885,1
2014,2013-11-08,Duke,Davidson,H,V,111,77,14.5,NL,16,NL,-1800,1150,1
2014,2013-11-08,Hofstra,Monmouth,H,V,84,88,6.5,NL,6,NL,-265,225,0
2014,2013-11-08,Georgia,Wofford,H,V,72,52,8.5,NL,7.5,NL,-340,280,1
2014,2013-11-08,Bradley,JacksonvilleSt,H,V,72,65,8,NL,10.5,NL,-630,465,1
2014,2013-11-08,Arkansas,SIUEdwardsville,H,V,99,65,23,NL,22.5,NL,-10000,4000,1
2014,2013-11-08,NoIllinois,NebraskaOmaha,H,V,66,68,5,NL,7,NL,-300,250,0
2014,2013-11-08,SaintLouis,SEMissouriSt,H,V,87,64,22,NL,24.5,NL,-17500,6750,1
2014,2013-11-08,Valparaiso,MurrayState,H,V,77,74,7,NL,7,NL,-310,255,1
2014,2013-11-08,KansasState,No.Colorado,H,V,58,60,13.5,NL,12.5,NL,-1000,650,0
2014,2013-11-08,Wyoming,TennMartin,H,V,78,60,14.5,NL,16.5,NL,-1800,1150,1
2014,2013-11-08,BYU,WeberState,H,V,81,72,8.5,NL,9.5,NL,-525,415,1
2014,2013-11-08,UNLV,PortlandState,H,V,67,48,20,NL,17,NL,-2150,1300,1
2014,2013-11-08,Nebraska,FlaGulfCoast,H,V,79,55,1,130,3,131.5,-150,130,1
2014,2013-11-09,IndianaState,BallState,H,V,82,73,14,NL,14,NL,-1300,850,1
2014,2013-11-09,Louisville,CollOfCharleston,H,V,70,48,22,NL,19.5,NL,-3750,1875,1
2014,2013-11-09,Pennsylvania,Temple,H,V,73,78,NL,6,NL,4.5,170,-200,0
2014,2013-11-09,Ohio,NorthernIowa,H,V,75,64,1.5,NL,1,NL,-117,-103,1
2014,2013-11-09,IllinoisChicago,Drake,H,V,59,61,1,NL,2.5,NL,-140,120,0
2014,2013-11-09,YoungstownState,FloridaIntl,N,N,74,72,2,NL,6,NL,-260,220,N/A
2014,2013-11-09,KennesawSt,EasternKentucky,H,V,60,68,NL,13.5,NL,12.5,650,-1000,0
2014,2013-11-09,TheCitadel,Army,N,N,69,84,NL,12.5,NL,11.5,550,-800,N/A
2014,2013-11-09,VMI,AirForce,H,V,71,63,NL,1,NL,1.5,100,-120,1
2014,2013-11-09,LoyolaMarymount,SouthDakotaSt,N,N,98,89,NL,1.5,NL,2.5,130,-150,N/A
2014,2013-11-09,SanDiego,GrandCanyon,H,V,70,59,13.5,NL,12.5,NL,-1000,650,1
2014,2013-11-09,TennesseeState,NewMexicoState,N,N,55,70,NL,11,NL,14,885,-1350,N/A
2014,2013-11-09,Hawaii,WesternMichigan,H,V,78,68,7.5,NL,9,NL,-410,330,1
2014,2013-11-09,LaSalle,Manhattan,H,V,90,99,7,NL,7.5,NL,-355,295,0
2014,2013-11-09,SouthFlorida,TennesseeTech,H,V,72,62,14,NL,12,NL,-1000,650,1
2014,2013-11-09,ClevelandState,Iona,H,V,73,69,1.5,NL,2,NL,-145,125,1
