Season,Date,Team1,Team2,Team1 Location,Team2 Location,Team1 Score,Team2 Score,Open1,Open2,Close1,Close2,MoneyLine1,MoneyLine2,Result of Home Team
2012,2011-11-07,St.Johns,William&Mary,H,V,74,59,9.5,132.5,7.5,139,-360,300,1
2012,2011-11-07,MississippiSt,EasternKentucky,H,V,76,66,15,135,16.5,133.5,-2000,1200,1
2012,2011-11-07,Arizona,Valparaiso,H,V,73,64,12.5,141,14.5,136,-1300,925,1
2012,2011-11-09,MississippiSt,Akron,H,V,58,68,7,142,9,140.5,-420,330,0
2012,2011-11-09,St.Johns,Lehigh,H,V,78,73,12,147.5,12.5,147.5,-900,650,1
2012,2011-11-09,TexasA&M,Liberty,H,V,81,59,18.5,133,21.5,135,-6500,2875,1
2012,2011-11-09,Arizona,Duquesne,H,V,67,59,9,145.5,9,150.5,-450,350,1
2012,2011-11-11,MichiganState,NorthCarolina,H,V,55,67,136,10.5,135,8.5,340,-440,0
2012,2011-11-11,Connecticut,Columbia,H,V,70,57,24,136.5,21,139,NL,NL,1
2012,2011-11-11,EasternMichigan,IllinoisChicago,H,V,68,57,5,123,5.5,121.5,-230,190,1
2012,2011-11-11,Purdue,NoIllinois,H,V,96,34,26,134,26.5,133,NL,NL,1
2012,2011-11-11,Rutgers,Dartmouth,H,V,62,56,20,131,19.5,130,-3000,1650,1
2012,2011-11-11,Mississippi,ULMonroe,H,V,60,38,22.5,135.5,22,136,NL,NL,1
2012,2011-11-11,Kansas,Towson,H,V,100,54,31,147.5,32.5,140.5,NL,NL,1
2012,2011-11-11,Tulsa,ArkansasLR,H,V,65,49,12.5,136,15,131.5,-850,625,1
2012,2011-11-11,WesternKentucky,St.Josephs,H,V,61,72,136.5,3.5,134.5,5,175,-210,0
2012,2011-11-11,St.Bonaventure,Cornell,H,V,79,58,8.5,140,7.5,133.5,-340,280,1
2012,2011-11-11,OhioState,WrightState,H,V,73,42,26.5,129.5,27,127,NL,NL,1
2012,2011-11-11,UtahState,BYU,H,V,69,62,2,138,1,137.5,-114,103,1
2012,2011-11-11,TexasTech,Troy,H,V,90,85,13.5,148,13,153.5,-900,650,1
2012,2011-11-11,Illinois,LoyolaChicago,H,V,67,49,15.5,135.5,15,134,-1600,1075,1
2012,2011-11-11,Nevada,MissouriSt,H,V,46,68,7,137,7.5,141,-350,290,0
2012,2011-11-11,Vanderbilt,Oregon,H,V,78,64,12.5,148,13.5,148.5,-900,650,1
2012,2011-11-11,UCLA,LoyolaMarymount,H,V,58,69,16.5,140.5,14,141,-1300,925,0
2012,2011-11-11,USC,CSNorthridge,H,V,66,59,17.5,133.5,16,131.5,-1700,1125,1
2012,2011-11-11,FresnoState,IllinoisState,H,V,55,47,3.5,127.5,2.5,135.5,-145,125,1
2012,2011-11-11,California,CalIrvine,H,V,77,56,21.5,150,22,147.5,NL,NL,1
2012,2011-11-11,UCDavis,SouthernUtah,N,N,75,76,1.5,142,1.5,138,-128,116,N/A
2012,2011-11-11,SanDiegoState,Bryant,H,V,75,63,23,134.5,24.5,128,NL,NL,1
2012,2011-11-11,AirForce,Army,H,V,87,71,11.5,128.5,12.5,126.5,-900,650,1
2012,2011-11-11,VMI,TheCitadel,N,N,103,100,10,155.5,8.5,161,-430,335,N/A
2012,2011-11-11,SanFrancisco,NDakotaSt,H,V,65,73,9.5,143.5,9,142,-470,370,0
2012,2011-11-11,NorthernArizona,ULLafayette,N,N,66,83,140,3,136,3.5,150,-170,N/A
2012,2011-11-11,IndianaState,EasternIllinois,H,V,79,72,16,130,15,129.5,-1500,1025,1
2012,2011-11-11,SouthCarolina,WesternCarolina,H,V,75,50,9.5,137.5,8.5,141.5,-410,325,1
2012,2011-11-11,Kentucky,Marist,H,V,108,58,34.5,133.5,34,139.5,NL,NL,1
2012,2011-11-11,Louisville,TennMartin,H,V,83,48,27,144,28,147,NL,NL,1
2012,2011-11-11,WakeForest,LoyolaMaryland,H,V,75,63,1.5,137.5,2,141.5,-130,110,1
2012,2011-11-11,Tennessee,NCGreensboro,H,V,92,63,13,143,14,141,-1300,925,1
2012,2011-11-11,Massachusetts,Elon,H,V,85,67,7.5,141.5,9,146.5,-450,350,1
2012,2011-11-11,MiamiFlorida,TennesseeTech,H,V,69,58,12.5,147,11,147,-630,465,1
2012,2011-11-11,Buffalo,St.Peter's,H,V,72,65,10.5,124.5,10.5,124,-700,500,1
2012,2011-11-11,GeorgiaSouthern,Valparaiso,H,V,81,90,144,5.5,143,3,145,-165,0
2012,2011-11-11,Missouri,SEMissouriSt,H,V,83,68,24,146,24,140.5,NL,NL,1
2012,2011-11-11,MiddleTennSt,AustinPeay,H,V,80,71,1,138,2,142.5,-130,110,1
2012,2011-11-11,SaintLouis,TennesseeState,H,V,71,37,12,132,13,134,-900,650,1
2012,2011-11-11,Georgia,Wofford,H,V,62,49,10.5,130.5,11.5,130.5,-750,550,1
2012,2011-11-11,Oklahoma,IdahoState,H,V,78,74,17.5,136,18,138,-3000,1650,1
2012,2011-11-11,ColoradoState,Montana,H,V,64,58,7,134,6,139,-260,220,1
2012,2011-11-11,DenverU,PortlandState,H,V,69,61,11.5,128,10.5,134,-600,450,1
2012,2011-11-11,ArizonaState,MontanaState,H,V,78,72,13.5,135.5,13.5,133,-1100,816,1
2012,2011-11-11,Gonzaga,E.Washington,H,V,77,69,21,140.5,21,136.5,NL,NL,1
2012,2011-11-11,GeorgeMason,RhodeIsland,H,V,92,90,10.5,135.5,11,136,-700,500,1
2012,2011-11-11,Duke,Belmont,H,V,77,76,12,140,11.5,150.5,-800,600,1
2012,2011-11-12,Syracuse,Fordham,H,V,78,53,26.5,NL,24,139.5,NL,NL,1
2012,2011-11-12,LongBeachState,IdahoU,H,V,69,61,12,NL,13,139,-1100,700,1
2012,2011-11-12,CalPolySLO,SanJoseState,H,V,79,52,6,NL,6.5,130,-310,255,1
2012,2011-11-12,OldDominion,NorthernIowa,H,V,46,63,5,NL,4,121,-175,155,0
2012,2011-11-12,Evansville,Butler,H,V,80,77,NL,3,129.5,2.5,125,-145,1
2012,2011-11-12,MississippiSt,SouthAlabama,H,V,80,65,17,NL,14.5,137,-1500,1000,1
2012,2011-11-12,ULLafayette,NDakotaSt,N,N,58,78,1,NL,142,2,115,-135,N/A
2012,2011-11-12,SanFrancisco,NorthernArizona,H,V,69,50,8,NL,11.5,139.5,-800,550,1
2012,2011-11-12,UCDavis,Bryant,N,N,63,70,4.5,NL,3,140,-165,145,N/A
2012,2011-11-12,SanDiegoState,SouthernUtah,H,V,70,37,21.5,NL,18,136.5,-3000,1500,1
2012,2011-11-12,PortlandU,FlaAtlantic,N,N,70,65,pk,NL,139,2,115,-135,N/A
2012,2011-11-12,WashingtonU,GeorgiaState,H,V,91,74,17,NL,16.5,147.5,-1800,1150,1
2012,2011-11-12,TheCitadel,Army,N,N,83,72,pk,NL,144.5,2,110,-130,N/A
2012,2011-11-12,AirForce,VMI,H,V,75,65,6,NL,8,161,-370,310,1
2012,2011-11-12,Samford,YoungstownState,H,V,69,76,NL,1,139,1.5,110,-130,0
2012,2011-11-12,No.Colorado,NewMexicoState,H,V,75,89,pk,NL,140,3.5,150,-170,0
2012,2011-11-12,Duke,Presbyterian,H,V,96,55,29,138.5,28.5,138.5,-27000,13000,1
2012,2011-11-13,Duquesne,WiscGreenBay,H,V,84,66,10.5,NL,10,147,-600,450,1
2012,2011-11-13,Vanderbilt,ClevelandState,H,V,58,71,15.5,142.5,14,140,-1300,900,0
2012,2011-11-13,LoyolaMarymount,MiddleTennSt,H,V,51,58,4,NL,5.5,138,-240,200,0
2012,2011-11-13,UTEP,CalRiverside,H,V,52,41,9.5,NL,8.5,133.5,-425,340,1
2012,2011-11-13,Georgia,BowlingGreen,H,V,63,54,12,130,10,130.5,-500,400,1
2012,2011-11-13,Arizona,BallState,H,V,73,63,15,NL,13,133,-900,650,1
2012,2011-11-13,Maryland,NCWilmington,H,V,71,62,15,NL,13,132,-1100,750,1
2012,2011-11-13,California,GeoWashington,H,V,81,54,11.5,138,12.5,142,-1000,700,1
2012,2011-11-13,SouthernUtah,Bryant,H,V,95,78,pk,NL,135.5,2,110,-130,1
2012,2011-11-13,SanDiegoState,UCDavis,N,N,89,74,20.5,NL,19.5,133,-3250,1625,N/A
2012,2011-11-13,NorthernArizona,NDakotaSt,H,V,58,70,NL,3.5,138,8.5,325,-400,0
2012,2011-11-13,SanFrancisco,ULLafayette,N,N,71,70,8,NL,9,140,-500,400,N/A
2012,2011-11-13,PortlandU,GeorgiaState,H,V,66,61,2.5,NL,3.5,135,-170,150,1
2012,2011-11-13,WashingtonU,FlaAtlantic,N,N,77,71,14,NL,14.5,149.5,-1300,900,N/A
2012,2011-11-13,Pittsburgh,Rider,H,V,86,78,22,NL,22.5,139,-5500,2625,1
2012,2011-11-13,JamesMadison,Canisius,H,V,82,73,10.5,NL,12,136.5,-800,600,1
2012,2011-11-13,Ohio,TennMartin,H,V,74,65,16,NL,18,143,-2750,1450,1
2012,2011-11-13,Marshall,JacksonvilleSt,H,V,58,44,20.5,NL,21,131.5,-4250,2125,1
2012,2011-11-13,IndianaU,TennesseeChat,H,V,78,53,15.5,149,17.5,152.5,-2000,1200,1
2012,2011-11-13,NCState,MoreheadState,H,V,91,61,10,NL,13,136,-1100,700,1
2012,2011-11-13,NCAsheville,NorthCarolina,H,V,75,91,147.5,16,152,17.5,2012,-3238,0
2012,2011-11-14,Massachusetts,Northeastern,H,V,83,67,4.5,136,7,140,-300,250,1
2012,2011-11-14,Pennsylvania,Temple,H,V,67,73,128,11,127,9.5,380,-480,0
2012,2011-11-14,FloridaState,CentralFlorida,H,V,73,50,10,131.5,9.5,132.5,-530,415,1
2012,2011-11-14,ULMonroe,IndianaState,H,V,59,71,126,11.5,127.5,11.5,550,-750,0
2012,2011-11-14,KansasState,LoyolaChicago,H,V,74,61,17,135,14.5,133.5,-1300,925,1
2012,2011-11-14,NoIllinois,WiscMilwaukee,H,V,57,59,140,10,134,9.5,400,-500,0
2012,2011-11-14,Michigan,Towson,H,V,64,47,26,132,28.5,125,NL,NL,1
2012,2011-11-14,NotreDame,DetroitU,H,V,59,53,7.5,142,6.5,144,-280,240,1
2012,2011-11-14,UNLV,Nevada,H,V,71,67,14,145,12.5,146,-925,720,1
2012,2011-11-14,USC,Nebraska,H,V,61,64,pk,123.5,2,119,-130,110,0
2012,2011-11-14,SanJoseState,CalIrvine,H,V,51,50,7,147,5.5,145.5,-270,230,1
2012,2011-11-14,Gonzaga,WashingtonState,H,V,89,81,10,139.5,13,142,-900,650,1
2012,2011-11-14,SaintMarysCA,NorthernIowa,H,V,57,41,10,129,11,129.5,-650,475,1
2012,2011-11-14,AlbanyNY,Brown,N,N,77,68,1,139,139,1,110,-130,N/A
2012,2011-11-14,Syracuse,Manhattan,H,V,92,56,26,130.5,23,136.5,NL,NL,1
2012,2011-11-14,VirginiaTech,Monmouth,H,V,91,46,21,129.5,21.5,139,NL,NL,1
2012,2011-11-14,GeorgeMason,FloridaIntl,N,N,76,79,15,147,12.5,146,-875,688,N/A
2012,2011-11-14,ColoradoState,SMU,N,N,75,56,4.5,132,4.5,127,-200,170,N/A
2012,2011-11-14,Stanford,FresnoState,H,V,75,59,13,133.5,15,131,-1900,1200,1
2012,2011-11-14,FlaAtlantic,GeorgiaState,N,N,84,77,3.5,131.5,4.5,130.5,-200,170,N/A
2012,2011-11-14,WashingtonU,PortlandU,H,V,93,63,13.5,147.5,15,149.5,-1600,1075,1
2012,2011-11-14,Georgetown,NCGreensboro,H,V,86,45,20.5,142,19.5,140.5,NL,NL,1
2012,2011-11-14,SouthFlorida,Marist,H,V,81,67,17.5,130,19.5,127,NL,NL,1
2012,2011-11-14,Columbia,Furman,H,V,58,62,4.5,132.5,7.5,134.5,-320,260,0
2012,2011-11-14,Fairfield,Providence,H,V,72,80,7.5,134,8,134.5,-350,290,0
2012,2011-11-14,WesternKentucky,TennesseeState,H,V,52,49,3,134.5,3.5,136,-160,140,1
