Season,Date,Team1,Team2,Team1 Location,Team2 Location,Team1 Score,Team2 Score,Open1,Open2,Close1,Close2,MoneyLine1,MoneyLine2,Result of Home Team
2015,2014-11-14,Florida,William&Mary,H,V,68,45,20,134.5,18,140,-6400,3600,1
2015,2014-11-14,Tennessee,VaCommonwealth,H,V,69,85,142,4.5,143,8,300,-370,0
2015,2014-11-14,Louisville,MinnesotaU,H,V,81,68,7,142,9.5,140,-465,365,1
2015,2014-11-14,GeorgeMason,Cornell,H,V,60,68,15,NL,12.5,NL,-900,650,0
2015,2014-11-14,JamesMadison,Virginia,H,V,51,79,NL,16,NL,16.5,1247,-1703,0
2015,2014-11-14,GeorgiaTech,Georgia,H,V,80,73,1,NL,1,NL,-120,100,1
2015,2014-11-14,Elon,FlaAtlantic,H,V,64,58,2.5,NL,1.5,NL,-120,100,1
2015,2014-11-14,IowaState,Oakland,H,V,93,82,19,NL,20,NL,-7750,4250,1
2015,2014-11-14,Illinois,GeorgiaSouthern,H,V,80,71,21,NL,23,NL,-10025,5475,1
2015,2014-11-14,Kansas,CalSantaBarb,H,V,69,59,16,NL,16.5,NL,-1518,1132,1
2015,2014-11-14,Bradley,UTArlington,H,V,75,86,5.5,NL,4.5,NL,-190,165,0
2015,2014-11-14,Colorado,Drexel,H,V,65,48,14,132.5,14.5,134,-1380,930,1
2015,2014-11-14,Alabama,Towson,H,V,82,54,14.5,136,14.5,131.5,-1340,940,1
2015,2014-11-14,BYU,LongBeachState,H,V,95,90,12.5,NL,13.5,NL,-1040,740,1
2015,2014-11-14,UTEP,WashingtonState,H,V,65,52,8.5,NL,9.5,NL,-535,410,1
2015,2014-11-14,UtahU,BallState,H,V,90,72,23.5,137.5,26.5,141,-18125,9375,1
2015,2014-11-14,SanDiegoState,CSNorthridge,H,V,79,58,17,NL,15.5,NL,-1635,1085,1
2015,2014-11-14,Auburn,WiscMilwaukee,H,V,83,73,10,142.5,10.5,150,-630,480,1
2015,2014-11-14,Depaul,IllinoisChicago,H,V,72,71,10.5,143.5,11,143.5,-620,470,1
2015,2014-11-14,SantaClara,CSFullerton,H,V,89,72,9.5,NL,8,NL,-390,310,1
2015,2014-11-14,Pepperdine,FresnoState,H,V,89,74,NL,1,pk,NL,-108,-108,1
2015,2014-11-14,OregonState,Rice,H,V,67,54,9.5,138.5,6.5,133.5,-275,225,1
2015,2014-11-14,TheCitadel,VMI,N,N,65,66,NL,5.5,NL,5.5,180,-210,N/A
2015,2014-11-14,Army,AirForce,H,V,84,78,6,NL,5,NL,-225,190,1
2015,2014-11-14,SanDiego,BoiseState,N,N,75,81,NL,3,NL,2.5,130,-150,N/A
2015,2014-11-14,LoyolaMarymount,SEMissouriSt,N,N,76,66,6,NL,6,NL,-240,200,N/A
2015,2014-11-14,Quinnipiac,Yale,H,V,88,85,1.5,NL,1.5,NL,-108,-108,1
2015,2014-11-14,MississippiSt,WesternCarolina,H,V,66,56,12.5,145,14,142,-1300,900,1
2015,2014-11-14,WrightState,Belmont,H,V,73,70,1,NL,NL,1.5,105,-125,1
2015,2014-11-14,Princeton,Rider,H,V,64,58,10,NL,8.5,NL,-430,340,1
2015,2014-11-14,Iona,ClevelandState,H,V,78,73,5,NL,6.5,NL,-290,240,1
2015,2014-11-14,Marshall,JacksonvilleSt,H,V,74,55,5,NL,4.5,NL,-200,170,1
2015,2014-11-14,Pittsburgh,Niagara,H,V,78,45,25,NL,25.5,NL,-18500,7000,1
2015,2014-11-14,WestVirginia,Monmouth,H,V,64,54,17,NL,16,NL,-1800,1150,1
2015,2014-11-14,Purdue,Samford,H,V,80,40,23.5,NL,23.5,NL,-12500,5000,1
2015,2014-11-14,Massachusetts,Siena,H,V,95,87,7.5,NL,5.5,NL,-245,205,1
2015,2014-11-14,Xavier,NorthernArizona,H,V,93,60,15,NL,15.5,NL,-1600,1050,1
2015,2014-11-14,Buffalo,SouthDakotaSt,H,V,69,67,7,NL,3.5,NL,-170,150,1
2015,2014-11-14,WesternIllinois,Pacific,H,V,71,73,1.5,NL,5.5,NL,-215,185,0
2015,2014-11-14,IUPUI,IndianaState,H,V,66,79,NL,11,NL,10,455,-655,0
2015,2014-11-14,Brown,St.Peter's,H,V,70,58,5.5,NL,4,NL,-175,155,1
2015,2014-11-14,Furman,CollCharleston,H,V,40,75,NL,4,NL,6,225,-275,0
2015,2014-11-14,MurrayState,HoustonU,H,V,74,77,11.5,NL,12.5,NL,-1040,690,0
2015,2014-11-14,MissouriSt,EasternIllinois,H,V,64,53,14.5,NL,13.5,NL,-1295,795,1
2015,2014-11-14,Texas,NDakotaSt,H,V,85,50,16.5,NL,18.5,NL,-2500,1400,1
2015,2014-11-14,Valparaiso,ETennesseeSt,H,V,90,76,9,NL,9,NL,-450,360,1
2015,2014-11-14,KansasState,SouthernUtah,H,V,98,68,27.5,NL,26,NL,-27000,13000,1
2015,2014-11-14,UtahState,WeberState,H,V,72,61,4.5,NL,1.5,NL,-125,105,1
2015,2014-11-14,Marquette,TennMartin,H,V,79,63,19.5,NL,19.5,NL,-3700,2300,1
2015,2014-11-14,UNLV,MoreheadState,H,V,60,59,9.5,NL,5.5,144.5,-245,205,1
2015,2014-11-14,NewMexico,IdahoState,H,V,79,55,19,NL,19,NL,-4500,2250,1
2015,2014-11-14,Gonzaga,SacramentoState,H,V,104,58,24.5,NL,23.5,NL,-10000,4000,1
2015,2014-11-14,Stanford,Wofford,H,V,74,59,12,132.5,12,132,-860,610,1
2015,2014-11-14,UCLA,MontanaState,H,V,113,78,26.5,148.5,25,147.5,-31050,14950,1
2015,2014-11-14,Duke,Presbyterian,H,V,113,44,34,145,39,147,-81000,39000,1
2015,2014-11-14,SouthCarolina,NorthFlorida,H,V,81,56,12,144,12.5,146,-870,570,1
2015,2014-11-14,Mississippi,CharlestonSou,H,V,65,66,11,152.5,13.5,154.5,-1120,720,0
2015,2014-11-14,IndianaU,MissValleySt,H,V,116,65,28.5,152,27,152.5,-27000,13000,1
2015,2014-11-14,NorthCarolina,NCCentral,H,V,76,60,16,145,17,146.5,-2335,1565,1
2015,2014-11-14,Kentucky,GrandCanyon,H,V,85,45,29,148,30.5,151,-47250,22750,1
2015,2014-11-14,Arizona,MountStMarys,H,V,78,55,26,144,28.5,143.5,-33750,16250,1
2015,2014-11-14,TexasA&M,NorthwesternSt,H,V,109,68,11,149,11.5,150.5,-880,580,1
2015,2014-11-14,Wisconsin,NorthernKentucky,H,V,62,31,28.5,136,28.5,137.5,-40500,19500,1
2015,2014-11-14,WichitaState,NewMexicoState,H,V,71,54,11.5,NL,12,NL,-1020,620,1
2015,2014-11-14,Missouri,UMKC,H,V,61,69,14.5,148,14,148,-1330,880,0
2015,2014-11-14,Navy,MichiganState,H,V,59,64,129,17.5,131,18,1300,-2150,0
2015,2014-11-14,ArizonaState,ChicagoSt,H,V,86,50,23.5,149,22.5,148.5,-9100,4900,1
2015,2014-11-14,California,AlcornState,H,V,91,57,22.5,136.5,22.5,139,-9100,4900,1
2015,2014-11-14,WashingtonU,SoCarolinaSt,H,V,77,59,23,145,23,148,-7750,4250,1
2015,2014-11-14,Oregon,CoppinState,H,V,107,65,19.5,151,19.5,159,-4625,2875,1
2015,2014-11-15,OldDominion,NCWilmington,H,V,76,56,13.5,NL,13.5,NL,-1055,755,1
2015,2014-11-15,Ohio,AppalachianSt,H,V,73,47,12,NL,12,NL,-805,605,1
2015,2014-11-15,Drake,BowlingGreen,H,V,58,77,5,NL,2.5,NL,-135,115,0
2015,2014-11-15,Nevada,CalPolySLO,H,V,65,49,4,NL,3,NL,-145,125,1
2015,2014-11-15,St.Bonaventure,Dartmouth,H,V,77,57,9,NL,6,NL,-270,220,1
2015,2014-11-15,YoungstownState,KentState,H,V,61,69,NL,1.5,NL,4.5,165,-190,0
2015,2014-11-15,SaintLouis,SoIllinois,H,V,62,59,8,NL,7,NL,-285,235,1
2015,2014-11-15,UAB,ULMonroe,H,V,65,74,8,NL,6.5,NL,-285,235,0
2015,2014-11-15,TheCitadel,AirForce,N,N,55,68,NL,8,NL,9,375,-500,N/A
2015,2014-11-15,Army,VMI,H,V,92,86,11.5,NL,12.5,NL,-865,615,1
2015,2014-11-15,SanDiego,SEMissouriSt,N,N,67,56,8.5,NL,7,NL,-285,235,N/A
2015,2014-11-15,LoyolaMarymount,BoiseState,N,N,69,77,NL,7,NL,6,240,-300,N/A
2015,2014-11-15,FloridaState,Manhattan,H,V,81,66,10,NL,11,NL,-655,505,1
2015,2014-11-15,NorthernIowa,NorthDakota,H,V,64,52,21,NL,22.5,NL,-5513,3237,1
2015,2014-11-15,WesternKentucky,AustinPeay,H,V,77,70,12.5,NL,14,NL,-1060,760,1
2015,2014-11-15,Duke,Fairfield,H,V,109,59,30,NL,32.5,NL,-54000,26000,1
2015,2014-11-15,OralRoberts,Tulsa,H,V,77,68,NL,5.5,NL,5,185,-215,1
2015,2014-11-15,ColoradoState,Montana,H,V,83,66,15.5,NL,17,NL,-2335,1565,1
2015,2014-11-15,USC,PortlandState,H,V,68,76,10.5,146.5,10,153,-545,420,0
2015,2014-11-15,LSU,GardnerWebb,H,V,93,82,15,144,14.5,NL,-1430,930,1
2015,2014-11-16,Kentucky,Buffalo,H,V,71,52,28.5,144,32.5,144.5,NL,NL,1
2015,2014-11-16,GeorgeMason,Princeton,H,V,63,60,1.5,NL,1.5,NL,-125,105,1
2015,2014-11-16,BostonCollege,Massachusetts,H,V,62,71,NL,5,NL,5,180,-215,0
2015,2014-11-16,SanJoseState,PortlandU,H,V,68,73,NL,6,NL,6.5,225,-270,0
2015,2014-11-16,Elon,CharlotteU,H,V,60,73,NL,3.5,NL,5.5,202,-242,0
2015,2014-11-16,IllinoisState,UtahState,H,V,55,60,9,NL,9,NL,-430,348,0
2015,2014-11-16,PennState,Fordham,H,V,73,54,12.5,142.5,12,147.5,-922,611,1
2015,2014-11-16,Missouri,Valparaiso,H,V,56,41,5.5,140,4.5,137,-190,161,1
2015,2014-11-16,CalIrvine,Pacific,H,V,68,50,12.5,NL,16,NL,-1450,850,1
2015,2014-11-16,Rutgers,GeoWashington,H,V,53,70,143.5,4,144.5,4.5,166,-195,0
2015,2014-11-16,Arizona,CSNorthridge,H,V,86,68,25.5,143,26.5,143.5,NL,NL,1
2015,2014-11-16,NewMexico,CSFullerton,H,V,67,59,15,NL,16,NL,-1450,850,1
2015,2014-11-16,SetonHall,Mercer,H,V,63,47,12,137.5,11.5,138,-800,575,1
