Season,Date,Team1,Team2,Team1 Location,Team2 Location,Team1 Score,Team2 Score,Open1,Open2,Close1,Close2,MoneyLine1,MoneyLine2,Result of Home Team
2013,2012-11-09,Connecticut,MichiganState,H,V,66.0,62.0,132.5,8.5,133,8,310,-380,1
2013,2012-11-09,Texas,FresnoState,H,V,55.0,53.0,12,NL,13.5,NL,-900,650,1
2013,2012-11-09,NCState,MiamiOhio,H,V,97.0,59.0,21,NL,19,NL,NL,NL,1
2013,2012-11-09,Duke,GeorgiaState,H,V,74.0,55.0,20.5,131.5,19.5,132,-4303,1669,1
2013,2012-11-09,KentState,Drexel,H,V,66.0,62.0,NL,8,NL,7,290,-350,1
2013,2012-11-09,GeorgiaTech,Tulane,H,V,79.0,61.0,4,NL,5,NL,-240,200,1
2013,2012-11-09,FloridaState,SouthAlabama,H,V,71.0,76.0,14,NL,12.5,NL,-1000,733,0
2013,2012-11-09,GeorgeMason,Virginia,H,V,63.0,59.0,NL,3,pk,NL,120,-140,1
2013,2012-11-09,Creighton,NorthTexas,H,V,71.0,51.0,11.5,NL,11,NL,-600,450,1
2013,2012-11-09,TCU,CalPolySLO,H,V,53.0,46.0,2,NL,5,NL,-200,170,1
2013,2012-11-09,TexasA&M,LouisianaTech,H,V,71.0,59.0,7.5,131.5,7.5,133.5,-360,300,1
2013,2012-11-09,Troy,MississippiSt,H,V,56.0,53.0,NL,NL,NL,5.5,200,-240,1
2013,2012-11-09,TexasState,Fordham,H,V,86.0,76.0,2,NL,2,NL,-130,110,1
2013,2012-11-09,LoyolaChicago,Toledo,H,V,62.0,50.0,pk,NL,4.5,NL,-175,155,1
2013,2012-11-09,LSU,CalSantaBarb,H,V,77.0,63.0,8,NL,9.5,NL,-500,400,1
2013,2012-11-09,Kentucky,Maryland,H,V,72.0,69.0,12,135,10.5,135,-600,450,1
2013,2012-11-09,OklahomaState,UCDavis,H,V,73.0,65.0,21.5,NL,19.5,NL,NL,NL,1
2013,2012-11-09,Depaul,CalRiverside,H,V,91.0,59.0,18,NL,18.5,NL,NL,NL,1
2013,2012-11-09,CSNorthridge,Pepperdine,H,V,81.0,75.0,5.5,NL,3.5,NL,-160,140,1
2013,2012-11-09,IdahoU,WrightState,H,V,70.0,80.0,10,NL,9.5,NL,-500,400,0
2013,2012-11-09,UCLA,IndianaState,H,V,86.0,59.0,15.5,131.5,14,133,-1250,844,1
2013,2012-11-09,SanFrancisco,Stanford,H,V,62.0,74.0,NL,13,NL,12,629,-825,0
2013,2012-11-09,Colorado,Wofford,H,V,74.0,59.0,16.5,NL,15.5,NL,-1600,1023,1
2013,2012-11-09,Rutgers,St.Peter's,H,V,52.0,56.0,17.5,NL,16,NL,-1800,1063,0
2013,2012-11-09,CollCharleston,Towson,H,V,75.0,58.0,16,NL,12.5,NL,-925,689,1
2013,2012-11-09,SetonHall,UMKC,H,V,75.0,36.0,17.5,NL,15,NL,-2200,1212,1
2013,2012-11-09,AustinPeay,Samford,H,V,75.0,64.0,5,NL,5.5,NL,-235,195,1
2013,2012-11-09,Auburn,IPFW,H,V,61.0,50.0,10.5,NL,11,NL,-750,550,1
2013,2012-11-09,Bradley,EasternIllinois,H,V,76.0,53.0,15,NL,13,NL,-1050,740,1
2013,2012-11-09,NebraskaOmaha,NoIllinois,H,V,77.0,64.0,1,NL,3,NL,-155,135,1
2013,2012-11-09,Kansas,SEMissouriSt,H,V,74.0,55.0,22,NL,20,NL,NL,NL,1
2013,2012-11-09,KansasState,NorthDakota,H,V,85.0,52.0,20.5,NL,19.5,NL,NL,NL,1
2013,2012-11-09,ArkansasLR,TennMartin,H,V,84.0,68.0,8.5,NL,6.5,NL,-360,300,1
2013,2012-11-09,Valparaiso,GeorgiaSouthern,H,V,85.0,54.0,14,NL,13,NL,-1100,743,1
2013,2012-11-09,BYU,TennesseeState,H,V,81.0,66.0,12,NL,12.5,NL,-900,650,1
2013,2012-11-09,Alabama,SouthDakotaSt,H,V,70.0,67.0,6.5,128.5,6.5,130,-265,225,1
2013,2012-11-09,Iona,DenverU,H,V,65.0,58.0,3.5,NL,4.5,NL,-180,160,1
2013,2012-11-09,ColoradoState,Montana,H,V,72.0,65.0,9.5,NL,8,NL,-420,330,1
2013,2012-11-09,Gonzaga,SouthernUtah,H,V,103.0,65.0,24,NL,22.5,NL,NL,NL,1
2013,2012-11-09,OregonState,Niagara,H,V,102.0,83.0,12.5,NL,12.5,NL,-950,675,1
2013,2012-11-09,Purdue,Bucknell,H,V,65.0,70.0,6.5,NL,5.5,135,-240,200,0
2013,2012-11-09,IndianaU,Bryant,H,V,97.0,54.0,33,NL,32,149,NL,NL,1
2013,2012-11-10,Buffalo,Princeton,H,V,53.0,57.0,1,NL,2,NL,-125,105,0
2013,2012-11-10,Ohio,PortlandU,H,V,81.0,52.0,15.5,NL,16,NL,-1800,1150,1
2013,2012-11-10,Cornell,WesternMichigan,H,V,63.0,55.0,5.5,NL,5,NL,-220,185,1
2013,2012-11-10,LaSalle,Delaware,H,V,73.0,66.0,8,NL,7.5,NL,-340,280,1
2013,2012-11-10,GeoWashington,YoungstownState,H,V,73.0,80.0,4.5,NL,5.5,NL,-245,205,0
2013,2012-11-10,Dayton,ArkansasState,H,V,74.0,61.0,9,NL,7,NL,-325,265,1
2013,2012-11-10,SouthFlorida,CentralFlorida,H,V,56.0,74.0,7,NL,6.5,NL,-300,250,0
2013,2012-11-10,SouthernMiss,WesternKentucky,H,V,67.0,64.0,7,NL,6,NL,-260,220,1
2013,2012-11-10,NotreDame,Evansville,H,V,58.0,49.0,14,NL,13.5,NL,-1195,795,1
2013,2012-11-10,CalIrvine,Nevada,H,V,78.0,64.0,pk,NL,NL,1.5,110,-130,1
2013,2012-11-10,Army,AirForce,N,N,65.0,76.0,NL,7.5,NL,7,280,-340,N/A
2013,2012-11-10,TheCitadel,VMI,H,V,84.0,76.0,pk,NL,NL,2.5,125,-145,1
2013,2012-11-10,Butler,Elon,H,V,74.0,59.0,14.5,NL,14,NL,-1290,840,1
2013,2012-11-10,WashingtonState,E.Washington,H,V,88.0,69.0,14.5,NL,10,NL,-535,425,1
2013,2012-11-10,Furman,Columbia,H,V,47.0,68.0,NL,1.5,NL,2,120,-140,0
2013,2012-11-10,Oregon,NorthernArizona,H,V,83.0,73.0,21.5,NL,20,NL,-4395,1995,1
2013,2012-11-10,Missouri,SIUEdwardsville,H,V,83.0,69.0,27.5,NL,27.5,NL,-16000,6000,1
2013,2012-11-10,UtahState,IdahoState,H,V,56.0,48.0,18.5,NL,17,NL,-3395,1595,1
2013,2012-11-11,Villanova,Marshall,H,V,80.0,68.0,4.5,138.5,4.5,136,-200,170,1
2013,2012-11-11,Purdue,Hofstra,H,V,83.0,54.0,16.5,137,17,137,-2200,1212,1
2013,2012-11-11,OldDominion,TexSanAntonio,H,V,70.0,79.0,9.5,NL,10,NL,-550,425,0
2013,2012-11-11,IllinoisChicago,CalRiverside,H,V,59.0,52.0,11,NL,10,NL,-650,475,1
2013,2012-11-11,BostonCollege,FloridaIntl,H,V,84.0,70.0,13.5,NL,13.5,NL,-1250,844,1
2013,2012-11-11,NorthCarolina,FlaAtlantic,H,V,80.0,56.0,22,142,20,145,NL,NL,1
2013,2012-11-11,Oklahoma,ULMonroe,H,V,85.0,51.0,22.5,NL,23.5,NL,NL,NL,1
2013,2012-11-11,Georgetown,Duquesne,H,V,61.0,55.0,15,129,13.5,131.5,-1250,844,1
2013,2012-11-11,SouthCarolina,WiscMilwaukee,H,V,82.0,75.0,5.5,126,5,127,-230,190,1
2013,2012-11-11,SMU,LoyolaMarymount,H,V,73.0,58.0,1.5,NL,3.5,NL,-170,150,1
2013,2012-11-11,OregonState,NewMexicoState,H,V,71.0,62.0,8.5,158.5,9,157,-430,335,1
2013,2012-11-11,VMI,Army,N,N,74.0,80.0,1,NL,pk,NL,-130,110,N/A
2013,2012-11-11,TheCitadel,AirForce,H,V,70.0,77.0,NL,6,NL,7,250,-300,0
2013,2012-11-11,Cincinnati,TennMartin,H,V,80.0,57.0,26.5,NL,26.5,NL,NL,NL,1
2013,2012-11-11,JacksonvilleSt,EasternMichigan,H,V,61.0,54.0,8.5,NL,8,NL,-420,330,1
2013,2012-11-11,Louisville,Manhattan,H,V,79.0,51.0,19,NL,17,NL,NL,NL,1
2013,2012-11-11,ULLafayette,Oakland,H,V,90.0,79.0,NL,2.5,NL,4,160,-180,1
2013,2012-11-11,WashingtonU,LoyolaMaryland,H,V,85.0,63.0,7.5,NL,8.5,NL,-420,330,1
2013,2012-11-11,SeattleU,MontanaState,H,V,87.0,72.0,9.5,NL,9.5,NL,-480,380,1
2013,2012-11-11,SanDiegoState,Syracuse,H,V,49.0,62.0,129,1.5,128.5,2,110,-130,0
2013,2012-11-11,Marquette,Colgate,H,V,84.0,63.0,27,143.5,25,143.5,NL,NL,1
2013,2012-11-12,St.Josephs,Yale,H,V,61.0,35.0,16,NL,15,NL,-1500,991,1
2013,2012-11-12,VirginiaTech,RhodeIsland,H,V,69.0,50.0,13.5,NL,11,NL,-800,600,1
2013,2012-11-12,FloridaState,Buffalo,H,V,95.0,68.0,12,130,13,NL,-1100,743,1
2013,2012-11-12,Georgia,YoungstownState,H,V,56.0,68.0,8.5,130,8.5,132,-400,320,0
2013,2012-11-12,IllinoisState,CalSantaBarb,H,V,100.0,72.0,10,NL,12.5,NL,-850,625,1
2013,2012-11-12,Iowa,CentralMichigan,H,V,73.0,61.0,23,139.5,22,147,NL,NL,1
2013,2012-11-12,MinnesotaU,Toledo,H,V,82.0,56.0,17.5,NL,20.5,NL,-2600,1271,1
