gameID,date,season,week,homeTeam,homeID,awayTeam,awayID,homeScore,awayScore,result,homePostWinProb,awayPostWinProb,homePreElo,homePostElo,awayPreElo,awayPostElo,overUnder,spread,openingOverUnder,openingSpread,homeMoneyline,awayMoneyline,homeRank,homePoints,awayRank,awayPoints,P Homewins Elo,Elo Brier Score,MoneylineProb,ML Brier Score
272500164,2007-09-07,2007,2,Rutgers,164,Navy,2426,41,24,1,,,1720.0,1741.0,1546.0,1525.0,49.0,16.0,48.5,12.5,-1100.0,750.0,15.0,659.0,,,0.7313778578393882,0.0721578552589559,0.8862559241706162,0.012937714786280622
272510276,2007-09-08,2007,2,Marshall,276,West Virginia,277,23,48,0,,,1353.0,1338.0,1823.0,1838.0,63.5,25.5,25.5,25.0,1800.0,-3000.0,,,3.0,1449.0,0.06264739145388692,0.0039246956559765445,0.05158069883527454,0.002660568492335292
272510201,2007-09-08,2007,2,Oklahoma,201,Miami,2390,51,13,1,,,1915.0,1990.0,1658.0,1583.0,41.5,10.5,43.5,10.5,-455.0,375.0,5.0,1275.0,,,0.8144835875047122,0.034416339305121786,0.795674183156926,0.04174903942858944
272510258,2007-09-08,2007,2,Virginia,258,Duke,150,24,13,1,,,1463.0,1463.0,1186.0,1186.0,43.0,18.5,38.0,17.0,-1700.0,1100.0,,,,,0.8312539156520465,0.028475240982766624,0.918918918918919,0.006574141709276836
272512199,2007-09-08,2007,2,Eastern Michigan,2199,Ball State,2050,16,38,0,,,1228.0,1195.0,1440.0,1473.0,45.5,3.5,44.5,5.5,160.0,-190.0,,,,,0.22787132653141615,0.05192534145518728,0.3698979591836735,0.1368245002082466
272510154,2007-09-08,2007,2,Wake Forest,154,Nebraska,158,17,20,0,,,1618.0,1625.0,1810.0,1803.0,50.5,8.5,50.0,6.5,285.0,-335.0,,,16.0,541.0,0.2487592064662893,0.06188114280173795,0.2522104652848239,0.06361011879918735
272510127,2007-09-08,2007,2,Michigan State,127,Bowling Green,189,28,17,1,,,1572.0,1576.0,1349.0,1345.0,57.0,18.0,57.5,16.0,-1600.0,1050.0,,,,,0.7830774434096761,0.04705539555768227,0.9154228855721394,0.007153288284943433
272510077,2007-09-08,2007,2,Northwestern,77,Nevada,2440,36,31,1,,,1458.0,1463.0,1468.0,1463.0,52.5,10.5,52.5,7.0,-455.0,375.0,,,,,0.48561281583400134,0.26459417523422496,0.795674183156926,0.04174903942858944
272510238,2007-09-08,2007,2,Vanderbilt,238,Alabama,333,10,24,0,,,1428.0,1413.0,1607.0,1622.0,49.0,3.5,46.5,5.5,155.0,-175.0,,,,,0.2630052394593107,0.06917175598304937,0.38128249566724437,0.1453763415022422
272510218,2007-09-08,2007,2,Temple,218,Buffalo,2084,7,42,0,,,1106.0,1014.0,1180.0,1272.0,46.0,3.5,47.5,3.5,-160.0,140.0,,,,,0.3950870979920432,0.15609381499977437,0.5962732919254659,0.3555418386636318
272510036,2007-09-08,2007,2,Colorado State,36,California,25,28,34,0,,,1374.0,1392.0,1808.0,1790.0,62.0,14.0,60.5,16.5,475.0,-600.0,,,10.0,1080.0,0.07597710350276544,0.005772520256669933,0.16867469879518074,0.028451154013644946
272510103,2007-09-08,2007,2,Boston College,103,NC State,152,37,17,1,,,1696.0,1719.0,1459.0,1436.0,50.0,13.5,49.0,13.5,-625.0,500.0,,,,,0.7964546997117258,0.041430689269443724,0.8379888268156424,0.026247620236571928
272510245,2007-09-08,2007,2,Texas A&M,245,Fresno State,278,47,45,1,,,1609.0,1608.0,1459.0,1460.0,51.5,17.5,51.5,17.0,-1300.0,850.0,23.0,217.0,,,0.7033850034718286,0.0879804561654071,0.8981818181818181,0.010366942148760352
272510130,2007-09-08,2007,2,Michigan,130,Oregon,2483,7,39,0,,,1737.0,1628.0,1613.0,1722.0,64.5,8.0,63.0,7.0,-350.0,290.0,,,,,0.6712405808158318,0.4505639173339753,0.7520661157024794,0.5656034423878151
272510264,2007-09-08,2007,2,Washington,264,Boise State,68,24,10,1,,,1521.0,1573.0,1771.0,1719.0,57.5,3.0,59.0,4.0,135.0,-155.0,,,22.0,267.0,0.19168232745054142,0.6533774597557737,0.4117884537747275,0.3459928231127259
272510052,2007-09-08,2007,2,Florida State,52,UAB,5,34,24,1,,,1635.0,1628.0,1281.0,1288.0,53.5,37.0,51.0,33.0,-10000.0,5000.0,,,,,0.8847078164911643,0.013292287578235057,0.9805806575658528,0.00037711086057467104
272510061,2007-09-08,2007,2,Georgia,61,South Carolina,2579,12,16,0,,,1765.0,1752.0,1665.0,1678.0,45.0,3.5,44.0,5.5,-190.0,160.0,11.0,959.0,,,0.6400649998028851,0.40968320397266733,0.6301020408163266,0.3970285818408997
272510057,2007-09-08,2007,2,Florida,57,Troy,2653,59,31,1,,,1900.0,1913.0,1339.0,1326.0,53.0,25.0,48.5,28.0,-4500.0,2250.0,4.0,1346.0,,,0.9619248903677752,0.0014497139735059395,0.9583144540099683,0.001737684744487049
272510151,2007-09-08,2007,2,East Carolina,151,North Carolina,153,34,31,1,,,1454.0,1455.0,1458.0,1457.0,42.5,6.0,43.0,4.5,-260.0,220.0,,,,,0.49424379158885506,0.2557893423464174,0.6979865771812079,0.09121210756272247
272510254,2007-09-08,2007,2,Utah,254,Air Force,2005,12,20,0,,,1572.0,1549.0,1486.0,1509.0,47.0,7.0,48.5,7.5,-300.0,250.0,,,,,0.6212967231224545,0.38600961816269996,0.7241379310344829,0.5243757431629015
272510213,2007-09-08,2007,2,Penn State,213,Notre Dame,87,31,10,1,,,1797.0,1825.0,1578.0,1550.0,43.5,18.0,44.0,14.0,-1000.0,700.0,14.0,662.0,,,0.7791406208194696,0.048778865372009324,0.879120879120879,0.014611761864509147
272510026,2007-09-08,2007,2,UCLA,26,BYU,252,27,17,1,,,1635.0,1666.0,1816.0,1785.0,47.5,8.0,48.0,8.5,-330.0,280.0,13.0,736.0,,,0.2607797458593321,0.5464465841317936,0.7446555819477435,0.06520077183044554
272510251,2007-09-08,2007,2,Texas,251,TCU,2628,34,13,1,,,1840.0,1884.0,1786.0,1742.0,43.5,7.5,46.0,9.0,-325.0,275.0,7.0,1221.0,19.0,384.0,0.577092475825329,0.17885077400354996,0.7414448669201521,0.06685075684193786
272512633,2007-09-08,2007,2,Tennessee,2633,Southern Mississippi,2572,39,19,1,,,1666.0,1703.0,1571.0,1534.0,47.0,11.0,48.5,12.0,-510.0,410.0,24.0,210.0,,,0.6334077000711676,0.13438991436711098,0.8100280286515105,0.03608934989803133
272512641,2007-09-08,2007,2,Texas Tech,2641,UTEP,2638,45,31,1,,,1750.0,1748.0,1370.0,1372.0,62.0,23.5,64.0,24.0,-4000.0,2000.0,,,,,0.8991173716432768,0.01017730470416074,0.9534619750283768,0.002165787768259423
272510265,2007-09-08,2007,2,Washington State,265,San Diego State,21,45,17,1,,,1499.0,1550.0,1309.0,1258.0,52.0,13.0,48.0,14.0,-650.0,525.0,,,,,0.7490830628775357,0.06295930933491871,0.8441558441558442,0.024287400910777517
272510239,2007-09-08,2007,2,Baylor,239,Rice,242,42,17,1,,,1315.0,1379.0,1325.0,1261.0,46.5,7.5,44.0,6.0,-325.0,275.0,,,,,0.48561281583400134,0.26459417523422496,0.7414448669201521,0.06685075684193786
272512117,2007-09-08,2007,2,Central Michigan,2117,Toledo,2649,52,31,1,,,1407.0,1449.0,1332.0,1290.0,53.0,3.0,54.0,3.5,-155.0,135.0,,,,,0.6062878237854281,0.1550092776996141,0.5882115462252725,0.1695697306621809
272510197,2007-09-08,2007,2,Oklahoma State,197,Florida Atlantic,2226,42,6,1,,,1578.0,1643.0,1289.0,1224.0,56.0,24.0,53.5,23.0,-4000.0,2000.0,,,,,0.840723042661615,0.02536914913897371,0.9534619750283768,0.002165787768259423
272512306,2007-09-08,2007,2,Kansas State,2306,San José State,23,34,14,1,,,1495.0,1525.0,1327.0,1297.0,44.5,20.0,44.5,16.0,-1800.0,1150.0,,,,,0.7245382428425361,0.07587917965627762,0.9221311475409837,0.006063558183284051
272512655,2007-09-08,2007,2,Tulane,2655,Mississippi State,344,17,38,0,,,1235.0,1192.0,1333.0,1376.0,46.5,5.5,45.5,6.5,205.0,-245.0,,,,,0.36259162325551547,0.13147268525506967,0.3158617532616159,0.09976864717350194
272512348,2007-09-08,2007,2,Louisiana Tech,2348,Hawai'i,62,44,45,0,,,1157.0,1181.0,1747.0,1723.0,75.5,28.0,77.5,28.0,2500.0,-5000.0,,,20.0,335.0,0.03241089107939225,0.0010504658605602279,0.03774981495188749,0.0014250485289017485
272560120,2007-09-13,2007,3,Maryland,120,West Virginia,277,14,31,0,,,1530.0,1520.0,1838.0,1848.0,61.0,15.0,65.5,16.5,700.0,-1000.0,,,4.0,1408.0,0.14517082246824042,0.021074567696105377,0.12087912087912087,0.014611761864509114
272582509,2007-09-15,2007,3,Purdue,2509,Central Michigan,2117,45,22,1,,,1578.0,1620.0,1449.0,1407.0,68.0,21.0,63.5,19.5,-2500.0,1500.0,,,,,0.6775605800851006,0.10396717951505685,0.9389671361502346,0.0037250104697039957
