Season,Date,Team1,Team2,Team1 Location,Team2 Location,Team1 Score,Team2 Score,Open1,Open2,Close1,Close2,MoneyLine1,MoneyLine2,Result of Home Team
2020,2019-11-05,Duquesne,Princeton,H,V,94,67,5.5,144.5,5.5,142.5,-240,190,1
2020,2019-11-05,MiamiFlorida,Louisville,H,V,74,87,146.5,7,145,6,230,-280,0
2020,2019-11-05,Alabama,Pennsylvania,H,V,80,81,7.5,146,7.5,153,-350,275,0
2020,2019-11-05,Michigan,AppalachianSt,H,V,79,71,18.5,142,16.5,148,-2500,1100,1
2020,2019-11-05,Clemson,VirginiaTech,H,V,60,67,4,132,7,128.5,-310,250,0
2020,2019-11-05,EastCarolina,VMI,H,V,80,68,8,151,8.5,150,-425,325,1
2020,2019-11-05,Georgia,WesternCarolina,H,V,91,72,16.5,151,15.5,158.5,-2000,1000,1
2020,2019-11-05,IndianaU,WesternIllinois,H,V,98,65,21.5,143,21.5,143,-6000,1600,1
2020,2019-11-05,St.Josephs,Bradley,H,V,86,81,143.5,3,148,5,175,-210,1
2020,2019-11-05,Temple,Drexel,H,V,70,62,13,149,12,150,-900,600,1
2020,2019-11-05,Towson,GeoWashington,H,V,72,58,6,134,5.5,134,-240,190,1
2020,2019-11-05,EasternKentucky,Chattanooga,H,V,79,68,4.5,154.5,3,159.5,-155,135,1
2020,2019-11-05,MoreheadState,Samford,H,V,90,86,152.5,4,155,4.5,170,-200,1
2020,2019-11-05,St.Bonaventure,Ohio,H,V,53,65,12,136,12,131.5,-800,550,0
2020,2019-11-05,LoyolaChicago,UCDavis,H,V,82,48,14,127,12.5,125,-1000,650,1
2020,2019-11-05,SouthDakotaState,UTRioGrandeValley,H,V,70,57,4.5,152.5,5,152.5,-220,180,1
2020,2019-11-05,Arkansas,Rice,H,V,91,43,18,154.5,18.5,156.5,-4000,1400,1
2020,2019-11-05,Minnesota,ClevelandState,H,V,85,50,20.5,145,22,146,-6000,1600,1
2020,2019-11-05,MississippiSt,FloridaIntl,H,V,77,69,16.5,156,16,159,-3000,1200,1
2020,2019-11-05,MissouriSt,ArkansasLR,H,V,66,67,13.5,127,12.5,141,-1000,650,0
2020,2019-11-05,NorthernIowa,OldDominion,H,V,58,53,5.5,152,4.5,122.5,-210,175,1
2020,2019-11-05,Oklahoma,TexSanAntonio,H,V,85,67,13.5,152,13,154,-1100,700,1
2020,2019-11-05,SMU,JacksonvilleSt,H,V,74,65,11.5,140,12.5,140,-1000,650,1
2020,2019-11-05,KansasState,NorthDakotaState,H,V,67,54,13,134,11,131.5,-750,525,1
2020,2019-11-05,Texas,No.Colorado,H,V,69,45,16,137.5,16.5,134.5,-2500,1100,1
2020,2019-11-05,TexasTech,EasternIllinois,H,V,85,60,23,142,22,138,-5000,1500,1
2020,2019-11-05,Valparaiso,Toledo,H,V,79,77,138,3.5,135,3,135,-155,1
2020,2019-11-05,WesternKentucky,TennesseeTech,H,V,76,64,19,144.5,19.5,144.5,-5000,1500,1
2020,2019-11-05,WichitaState,NebraskaOmaha,H,V,68,54,13.5,147.5,15,147.5,-1600,900,1
2020,2019-11-05,NCState,GeorgiaTech,H,V,81,82,8.5,151,5.5,150.5,-250,200,0
2020,2019-11-05,BYU,CSFullerton,H,V,76,58,14.5,149,15.5,150,-2000,1000,1
2020,2019-11-05,Auburn,GeorgiaSouthern,H,V,83,74,14.5,154,14,150,-1400,800,1
2020,2019-11-05,Nebraska,CalRiverside,H,V,47,66,15,141.5,15.5,143,-2000,1000,0
2020,2019-11-05,ColoradoState,DenverU,H,V,74,63,13.5,145,13.5,145,-1200,750,1
2020,2019-11-05,Oregon,FresnoState,H,V,71,57,13.5,137.5,14,137.5,-1400,800,1
2020,2019-11-05,Wisconsin,SaintMarysCA,H,V,63,65,129.5,2.5,129,4,170,-200,0
2020,2019-11-05,Wyoming,IdahoState,H,V,54,40,8,148,8,140.5,-380,290,1
2020,2019-11-05,California,Pepperdine,H,V,87,71,148,2.5,144.5,2,115,-135,1
2020,2019-11-05,SanDiego,CalIrvine,H,V,73,76,136,2.5,133.5,5.5,190,-240,0
2020,2019-11-05,UNLV,IPFW,H,V,86,71,10.5,156,11.5,161.5,-750,525,1
2020,2019-11-05,UtahState,MontanaState,H,V,81,73,21.5,155,21.5,156.5,-6000,1600,1
2020,2019-11-05,Nevada,UtahU,H,V,74,79,6,153,4.5,147.5,-200,170,0
2020,2019-11-05,OregonState,CSNorthridge,H,V,87,67,12.5,149,13,153.5,-1100,700,1
2020,2019-11-05,Duke,Kansas,N,N,68,66,4,152,151.5,1.5,105,-125,N/A
2020,2019-11-05,Kentucky,MichiganState,N,N,69,62,138.5,1,140,2.5,125,-145,N/A
2020,2019-11-05,Baylor,CentralArkansas,H,V,105,61,NL,1,26,147.5,-13500,5500,1
2020,2019-11-05,Tulsa,HoustonBaptist,H,V,80,72,NL,NL,15.5,158.5,-1700,1100,1
2020,2019-11-05,SetonHall,Wagner,H,V,105,71,NL,NL,29,137.5,-19000,7250,1
2020,2019-11-05,Massachusetts,UMassLowell,H,V,79,64,NL,NL,6.5,157,-270,220,1
2020,2019-11-05,NCGreensboro,N.CarolinaA&T,H,V,83,50,18.5,136.5,18,133,-3000,1200,1
2020,2019-11-05,VaCommonwealth,St.FrancisPA,H,V,72,58,NL,NL,19.5,146.5,-5000,1500,1
2020,2019-11-05,Lehigh,Monmouth,H,V,62,66,2.5,151,4.5,148,-195,165,0
2020,2019-11-05,BostonU,Northeastern,H,V,67,72,NL,NL,145,1,-105,-115,0
2020,2019-11-05,HighPoint,William&Mary,H,V,56,70,143,1,139.5,2.5,125,-145,0
2020,2019-11-05,CentralConn,Hartford,H,V,59,74,144.5,2.5,143.5,1.5,110,-130,0
2020,2019-11-05,CoastalCarolina,Campbell,H,V,74,75,9,147.5,9,146,-500,375,0
2020,2019-11-05,StonyBrook,Yale,H,V,69,74,147,1,144.5,1,105,-125,0
2020,2019-11-05,Cornell,Binghamton,H,V,84,64,6.5,142,7.5,142,-350,275,1
2020,2019-11-05,Fairfield,Bucknell,H,V,64,68,146,5,143,4,145,-170,0
2020,2019-11-05,CoppinState,Rider,H,V,84,91,152.5,13,152.5,14,600,-900,0
2020,2019-11-05,Bryant,Brown,H,V,71,73,148,6.5,148,6.5,240,-300,0
2020,2019-11-05,CollCharleston,USCUpstate,H,V,74,55,19,145.5,19,145.5,-5000,1500,1
2020,2019-11-05,GeorgeMason,Navy,H,V,68,55,10,139,11,139.5,-750,525,1
2020,2019-11-05,Xavier,Jacksonville,H,V,76,57,24,146,23,145,-6000,1600,1
2020,2019-11-05,Tennessee,NCAsheville,H,V,78,63,26,141.5,26.5,142,-20000,7500,1
2020,2019-11-05,Florida,NorthFlorida,H,V,74,59,20,147.5,21.5,152.5,-5000,2500,1
2020,2019-11-05,PennState,MDEasternShore,H,V,84,46,32,137,31.5,135.5,-52000,17400,1
2020,2019-11-05,Providence,SacredHeart,H,V,106,60,19,150.5,18.5,151.5,-3250,1625,1
2020,2019-11-05,RhodeIsland,LongIsland,H,V,76,65,13.5,148,15,147,-1500,1000,1
2020,2019-11-05,GardnerWebb,Furman,H,V,63,70,145,3,143.5,4,175,-210,0
2020,2019-11-05,Siena,American,H,V,96,80,1.5,136,6.5,136.5,-300,250,1
2020,2019-11-05,Maryland,HolyCross,H,V,95,71,25.5,141.5,28.5,143,-16500,6500,1
2020,2019-11-05,Gonzaga,AlabamaState,H,V,95,64,33,147,36,151.5,-62400,20800,1
2020,2019-11-05,TennesseeState,AlabamaA&M,H,V,106,66,12.5,137,13.5,137.5,-1200,750,1
2020,2019-11-05,Lafayette,Columbia,H,V,65,63,151.5,1.5,152.5,1,100,-120,1
2020,2019-11-05,Illinois,NichollsState,H,V,78,70,23.5,150.5,21.5,151.5,-7000,1700,1
2020,2019-11-05,Marquette,LoyolaMaryland,H,V,88,53,18,151,18,151,-4000,1400,1
2020,2019-11-05,SaintLouis,FlaGulfCoast,H,V,89,67,8.5,133.5,7,134.5,-300,240,1
2020,2019-11-05,IowaState,MissValleySt,H,V,110,74,34,146,34.5,146.5,-67500,22500,1
2020,2019-11-05,MemphisU,SoCarolinaSt,H,V,97,64,27,157,25.5,156,-20000,7500,1
2020,2019-11-05,SouthFlorida,ArkPineBluff,H,V,70,41,21.5,132.5,21.5,133,-6000,1600,1
2020,2019-11-05,Villanova,Army,H,V,97,54,23,141.5,22,143.5,-6000,1600,1
2020,2019-11-05,Depaul,AlcornState,H,V,72,54,23,142.5,25,143,-9000,1900,1
2020,2019-11-05,Creighton,KennesawSt,H,V,81,55,26,151.5,25.5,151.5,-12500,5000,1
2020,2019-11-05,Fordham,St.FrancisNY,H,V,68,59,9,133.5,9.5,132,-500,375,1
2020,2019-11-05,SanDiegoState,TexasSouthern,H,V,77,42,15,151,15,153,-2000,1000,1
2020,2019-11-05,CaliforniaBaptist,JacksonState,H,V,93,70,11,136.5,12,135,-800,550,1
2020,2019-11-05,USC,FloridaA&M,H,V,77,48,26.5,142,26.5,142,-13100,5300,1
2020,2019-11-06,BostonCollege,WakeForest,H,V,77,70,2.5,146,2.5,143.5,-150,130,1
2020,2019-11-06,St.Johns,Mercer,H,V,109,79,11.5,153.5,10.5,151.5,-650,450,1
