Season,Date,Team1,Team2,Team1 Location,Team2 Location,Team1 Score,Team2 Score,Open1,Open2,Close1,Close2,MoneyLine1,MoneyLine2,Result of Home Team
2010,2009-11-09,NorthCarolina,FloridaIntl,H,V,88,72,30,146,30.5,150.5,-30000,10000,1
2010,2009-11-09,California,MurrayState,H,V,75,70,13,132,13.5,139.5,-1100,700,1
2010,2009-11-09,OhioState,AlcornState,H,V,100,60,34,NL,39,NL,-48000,16000,1
2010,2009-11-09,Syracuse,AlbanyNY,H,V,75,43,24,NL,20,NL,-3000,1500,1
2010,2009-11-11,California,DetroitU,H,V,95,61,18,142,17,140.5,-2300,1350,1
2010,2009-11-11,NorthCarolina,NCCENTRAL,H,V,89,42,46,NL,43.5,NL,-165000,55000,1
2010,2009-11-11,Syracuse,RobertMorris,H,V,100,60,18,NL,18.5,NL,-2200,1315,1
2010,2009-11-12,OhioState,JamesMadison,H,V,72,44,16.5,149,19,140.5,-2600,1500,1
2010,2009-11-12,NCState,GeorgiaState,H,V,69,53,10,137.5,10.5,135,-600,450,1
2010,2009-11-13,Purdue,CSNorthridge,H,V,89,63,19.5,142.5,22.5,142,-4000,2000,1
2010,2009-11-13,Connecticut,William&Mary,H,V,75,66,24,134,23.5,136,-4500,2250,1
2010,2009-11-13,Xavier,YoungstownState,H,V,83,57,17.5,139,16.5,137,-1800,1150,1
2010,2009-11-13,Towson,MiamiOhio,H,V,82,71,124.5,1.5,125,1.5,105,-125,1
2010,2009-11-13,St.Bonaventure,ClevelandState,H,V,72,62,140,1,134,1,100,-120,1
2010,2009-11-13,BostonCollege,Dartmouth,H,V,89,58,24.5,NL,24,NL,-3500,1750,1
2010,2009-11-13,BallState,Valparaiso,H,V,88,78,1.5,119,120,1.5,100,-120,1
2010,2009-11-13,Mississippi,ArkansasLR,H,V,92,64,13,132.5,16.5,139.5,-2100,1400,1
2010,2009-11-13,Georgia,NewOrleansU,H,V,67,59,16,121.5,16,126.5,-1600,1100,1
2010,2009-11-13,CentralFlorida,Massachusetts,H,V,84,67,3.5,147,4,147,-185,160,1
2010,2009-11-13,PennState,Pennsylvania,H,V,70,55,14.5,134,14.5,139,-1500,1000,1
2010,2009-11-13,LSU,ULMonroe,H,V,82,62,18.5,137.5,16,140,-1800,1150,1
2010,2009-11-13,Northwestern,NoIllinois,H,V,77,55,14,133.5,14,132.5,-1200,775,1
2010,2009-11-13,KansasState,LoyolaChicago,H,V,92,54,21.5,139,21.5,139,-3600,1800,1
2010,2009-11-13,Kansas,Hofstra,H,V,101,65,27,136.5,25,145.5,-7000,3000,1
2010,2009-11-13,St.Josephs,Drexel,H,V,77,67,5.5,120,5,121.5,-230,190,1
