Season,Date,Team1,Team2,Team1 Location,Team2 Location,Team1 Score,Team2 Score,Open1,Open2,Close1,Close2,MoneyLine1,MoneyLine2,Result of Home Team
2021,2020-11-25,Xavier,Oakland,H,V,101,49,NL,NL,16,143.5,-2000,1000,1
2021,2020-11-25,MiamiOhio,NorthDakota,H,V,81,67,NL,NL,6.5,139.5,-275,235,1
2021,2020-11-25,Butler,WesternMichigan,H,V,66,62,20,134,18.5,125,-3000,1200,1
2021,2020-11-25,NCWilmington,WesternCarolina,H,V,76,98,NL,NL,156.5,4,155,-175,0
2021,2020-11-25,KansasState,Drake,H,V,70,80,NL,NL,4,132.5,-180,160,0
2021,2020-11-25,Maryland,OldDominion,H,V,85,67,NL,NL,9,126,-500,400,1
2021,2020-11-25,Providence,Fairfield,H,V,97,56,20,127.5,18,126.5,-3000,1200,1
2021,2020-11-25,Bradley,Toledo,H,V,61,59,NL,NL,3,141.5,-155,135,1
2021,2020-11-25,UTArlington,OklahomaState,H,V,68,75,NL,NL,141.5,9,330,-400,0
2021,2020-11-25,Louisville,Evansville,H,V,79,44,20.5,133,21,124.5,-5000,1500,1
2021,2020-11-25,Michigan,BowlingGreen,H,V,96,82,NL,NL,13.5,148.5,-1000,650,1
2021,2020-11-25,SantaClara,IdahoState,H,V,62,49,NL,NL,11.5,146,-900,600,1
2021,2020-11-25,Pacific,CalRiverside,H,V,66,60,NL,NL,6,123,-265,225,1
2021,2020-11-25,NorthernKentucky,BallState,H,V,74,73,NL,NL,130,pk,-110,-110,1
2021,2020-11-25,NorthCarolina,CollOfCharleston,H,V,79,60,17,142.5,17,146.5,-2500,1100,1
2021,2020-11-25,Kentucky,MoreheadState,H,V,81,45,24.5,140,25.5,138.5,-10000,2000,1
2021,2020-11-25,Missouri,OralRoberts,H,V,91,64,NL,NL,14.5,149.5,-1400,800,1
2021,2020-11-25,NorthernIllinois,IllinoisChicago,H,V,61,65,NL,NL,1.5,128,-125,105,0
2021,2020-11-25,SouthAlabama,FloridaAtlantic,H,V,68,66,NL,NL,4.5,138.5,-200,175,1
2021,2020-11-25,St.Johns,St.Peter's,H,V,76,75,NL,NL,10.5,140.5,-700,500,1
2021,2020-11-25,MichiganState,EasternMichigan,H,V,83,67,NL,NL,21.5,136.5,-6000,1600,1
2021,2020-11-25,Colorado,southDakota,H,V,84,61,NL,NL,17,144.5,-2500,1100,1
2021,2020-11-25,Minnesota,WiscGreenBay,H,V,99,69,NL,NL,19,143.5,-4000,1400,1
2021,2020-11-25,Indiana,TennesseeTech,H,V,89,59,NL,NL,25.5,141.5,-10000,2000,1
2021,2020-11-25,Alabama,JacksonvilleState,H,V,81,57,NL,NL,20.5,152,-5000,1500,1
2021,2020-11-25,Texas,UTRioGrandeValley,H,V,91,55,NL,NL,21,137.5,-6000,1600,1
2021,2020-11-25,GeorgiaTech,GeorgiaState,H,V,120,123,8,144,8,147,-380,320,0
2021,2020-11-25,Wisconsin,EasternIllinois,H,V,77,67,NL,NL,21,134,-5000,1500,1
2021,2020-11-25,Pepperdine,CalIrvine,H,V,86,72,2,143,3,143.5,-155,135,1
2021,2020-11-25,SanDiegoState,UCLA,H,V,73,58,133,1,132.5,3,145,-165,1
2021,2020-11-25,UNLV,MontanaState,H,V,78,91,13,136.5,11.5,144,-800,550,0
2021,2020-11-25,USC,CaliforniaBaptist,H,V,95,87,NL,NL,19,144,-3000,1200,1
2021,2020-11-25,LoyolaMarymount,SouthernUtah,H,V,85,83,4,140,4.5,143.5,-200,175,1
2021,2020-11-25,AbileneChristian,EastTennState,N,N,70,47,137.5,1,6.5,142,-280,240,N/A
2021,2020-11-25,NebraskaOmaha,AustinPeay,N,N,66,72,151,7.5,150.5,6.5,240,-280,N/A
2021,2020-11-25,Purdue,Liberty,N,N,77,64,10.5,124.5,9.5,124.5,-500,400,N/A
2021,2020-11-25,MississippiState,Clemson,N,N,42,53,137.5,5,132,4.5,175,-200,N/A
2021,2020-11-25,BostonCollege,Villanova,N,N,67,76,140,14,145.5,14,800,-1400,N/A
2021,2020-11-25,SaintLouis,SIUEdwardsville,H,V,89,52,NL,NL,24,139,-10000,2000,1
2021,2020-11-25,Nevada,NorthDakotaState,H,V,62,48,3,145,3.5,135.5,-165,145,1
2021,2020-11-25,RhodeIsland,ArizonaState,H,V,88,94,150.5,8,152.5,6.5,245,-290,0
2021,2020-11-25,ChicagoState,Ohio,H,V,61,84,NL,NL,151,21.5,1600,-6000,0
2021,2020-11-25,OregonState,California,H,V,71,63,NL,NL,2,136,-130,110,1
2021,2020-11-25,OhioState,IllinoisState,H,V,94,67,NL,NL,18.5,133,-3000,1200,1
2021,2020-11-25,Virginia,Towson,H,V,89,54,NL,NL,18.5,121,-3500,1300,1
2021,2020-11-25,Portland,SeattleU,H,V,72,84,NL,NL,3.5,140,-165,145,0
2021,2020-11-25,Memphis,SaintMarysCA,N,N,73,56,7.5,138.5,5,133,-220,190,N/A
2021,2020-11-25,NorthernIowa,WesternKentucky,N,N,87,93,1,141,140.5,3,130,-150,N/A
2021,2020-11-25,SouthDakotaState,WestVirginia,N,N,71,79,147,10.5,145.5,11,500,-700,N/A
2021,2020-11-25,VaCommonwealth,UtahState,N,N,85,69,137.5,4,136.5,3,150,-170,N/A
2021,2020-11-25,Navy,GeorgeWashington,H,V,78,71,NL,NL,2,127,-130,110,1
2021,2020-11-25,MorganState,Mt.St.Mary's,H,V,55,62,NL,NL,134,1.5,-102,-118,0
2021,2020-11-25,Rutgers,SacredHeart,H,V,86,63,NL,NL,27,138,-10000,2000,1
2021,2020-11-25,VirginiaTech,Radford,H,V,77,62,NL,NL,19,128.5,-4000,1400,1
2021,2020-11-25,Nebraska,McNeeseState,H,V,102,55,NL,NL,13,153,-1100,700,1
2021,2020-11-25,ArkansasLittleRock,PrairieViewAM,H,V,71,66,NL,NL,14.5,146,-1400,800,1
