Season,Date,Team1,Team2,Team1 Location,Team2 Location,Team1 Score,Team2 Score,Open1,Open2,Close1,Close2,MoneyLine1,MoneyLine2,Result of Home Team
2019,2018-11-06,Virginia,Towson,H,V,73,42,25,130,26,129,-16500,6500,1
2019,2018-11-06,BostonCollege,WiscMilwaukee,H,V,73,53,17,146,16,147.5,-1550,1025,1
2019,2018-11-06,Pittsburgh,YoungstownState,H,V,69,53,14,144,13.5,154.5,-1100,700,1
2019,2018-11-06,NotreDame,IllinoisChicago,H,V,84,67,16,148,11.5,147,-750,525,1
2019,2018-11-06,WesternMichigan,DetroitU,H,V,89,76,12.5,153,11.5,153.5,-750,525,1
2019,2018-11-06,Davidson,ClevelandState,H,V,83,63,18.5,145.5,18.5,148,-3500,1750,1
2019,2018-11-06,GeorgeMason,Pennsylvania,H,V,71,72,3.5,148,4.5,146,-210,175,0
2019,2018-11-06,BallState,IndianaState,H,V,86,69,6.5,149,7,147.5,-300,250,1
2019,2018-11-06,Auburn,SouthAlabama,H,V,101,58,21,156.5,20.5,160,-3500,1750,1
2019,2018-11-06,Temple,LaSalle,H,V,75,67,10,146,8,146.5,-370,310,1
2019,2018-11-06,Maryland,Delaware,H,V,73,67,18.5,143.5,20.5,144,-3850,1925,1
2019,2018-11-06,WichitaState,LouisianaTech,H,V,58,71,10.5,150.5,9.5,146.5,-525,415,0
2019,2018-11-06,Xavier,IUPUI,H,V,82,69,20.5,145.5,18,148,-2200,1315,1
2019,2018-11-06,ArizonaState,CSFullerton,H,V,102,94,11.5,153.5,12.5,157,-1000,650,1
2019,2018-11-06,FloridaState,Florida,H,V,81,60,4,150.5,4.5,150,-220,180,1
2019,2018-11-06,CSNorthridge,NewMexico,H,V,84,87,153.5,13.5,158.5,15.5,1100,-1700,0
2019,2018-11-06,OregonState,CalRiverside,H,V,72,59,18.5,139.5,18.5,140.5,-2400,1375,1
2019,2018-11-06,UCDavis,SanFrancisco,H,V,42,76,2,138,1.5,137,-123,103,0
2019,2018-11-06,Wyoming,CalSantaBarb,H,V,66,76,7.5,154,6,157.5,-255,215,0
2019,2018-11-06,WashingtonU,WesternKentucky,H,V,73,55,5,151,9.5,153,-475,380,1
2019,2018-11-06,Nevada,BYU,H,V,86,70,12.5,152.5,12,158,-900,600,1
2019,2018-11-06,Kansas,MichiganState,N,N,92,87,6,152,4.5,153.5,-220,180,N/A
2019,2018-11-06,Kentucky,Duke,N,N,84,118,1,155,2.5,159.5,-140,120,N/A
2019,2018-11-06,Providence,Siena,H,V,77,67,18.5,138,19.5,143,-3500,1750,1
2019,2018-11-06,CentralFlorida,Rider,H,V,84,70,6,147,7.5,147.5,-350,290,1
2019,2018-11-06,CharlotteU,Chattanooga,H,V,69,80,5.5,146.5,5,134,-225,185,0
2019,2018-11-06,Clemson,TheCitadel,H,V,100,80,25,160.5,28,170,-21500,8000,1
2019,2018-11-06,Purdue,Fairfield,H,V,90,57,21,150,20,148.5,-4000,2000,1
2019,2018-11-06,Syracuse,E.Washington,H,V,66,34,18,134.5,18,137,-3000,1500,1
2019,2018-11-06,GeorgiaState,ETennesseeSt,H,V,74,68,7,142,7,143.5,-320,260,1
2019,2018-11-06,Wofford,NorthCarolina,H,V,67,78,154.5,10,158,10,420,-535,0
2019,2018-11-06,UAB,Mercer,H,V,75,67,7.5,144,7.5,141.5,-310,255,1
2019,2018-11-06,MemphisU,TennesseeTech,H,V,76,61,14,148,16.5,159.5,-1800,1150,1
2019,2018-11-06,MinnesotaU,NebraskaOmaha,H,V,104,76,15,157.5,14.5,160.5,-1400,925,1
2019,2018-11-06,MissouriSt,OralRoberts,H,V,84,50,6,142,7,142,-280,240,1
2019,2018-11-06,SaintLouis,SEMissouriSt,H,V,75,65,19,144,21,144.5,-5500,2625,1
2019,2018-11-06,SIUEdwardsville,Pacific,H,V,65,74,146,7,146.5,7.5,270,-330,0
2019,2018-11-06,Texas,EasternIllinois,H,V,71,59,25,137.5,23,141,-12500,5000,1
2019,2018-11-06,Creighton,WesternIllinois,H,V,78,67,20,149.5,20.5,153,-4250,2125,1
2019,2018-11-06,Manhattan,Elon,H,V,56,62,142,1,141.5,1.5,103,-123,0
2019,2018-11-06,UCLA,IPFW,H,V,96,71,13.5,161,13.5,165,-850,575,1
2019,2018-11-06,MontanaState,UtahState,H,V,71,101,155,2.5,152.5,4,165,-190,0
2019,2018-11-06,CalIrvine,IdahoU,H,V,86,68,10.5,139.5,15,138.5,-1450,950,1
2019,2018-11-06,SanDiego,WeberState,H,V,83,66,4,145.5,5,148,-235,195,1
2019,2018-11-06,Oregon,PortlandState,H,V,84,57,20,156.5,23.5,157.5,-5500,2625,1
2019,2018-11-06,Gonzaga,IdahoState,H,V,120,79,27.5,153,29.5,154,-33000,11000,1
2019,2018-11-06,Buffalo,St.FrancisPA,H,V,82,67,NL,NL,14.5,161.5,NL,NL,1
2019,2018-11-06,OldDominion,Navy,H,V,67,44,NL,NL,14.5,131,-1400,925,1
2019,2018-11-06,SetonHall,Wagner,H,V,89,49,NL,NL,16.5,145,-2150,1300,1
2019,2018-11-06,St.Johns,LoyolaMaryland,H,V,76,55,NL,NL,25.5,148,-21500,8000,1
2019,2018-11-06,IndianaU,ChicagoSt,H,V,104,55,NL,NL,35.5,147,-90000,30000,1
2019,2018-11-06,RhodeIsland,Bryant,H,V,97,63,NL,NL,17,149,-1600,1050,1
2019,2018-11-06,VaCommonwealth,GardnerWebb,H,V,69,57,NL,NL,14.5,150,-1350,885,1
2019,2018-11-06,CollCharleston,Presbyterian,H,V,85,73,NL,NL,19,136,-3250,1625,1
2019,2018-11-06,Army,Marist,H,V,73,69,NL,NL,4,146,-200,170,1
