,Unnamed: 0,date,winner,loser,winnerRanking,loserRanking
31302,31302,"Nov 15, 1952",(5) Southern California,(17) Washington,5,17
31305,31305,"Nov 15, 1952",(7) Tennessee,(18) Florida,7,18
31320,31320,"Nov 22, 1952",(14) Alabama,(8) Maryland,14,8
31350,31350,"Nov 22, 1952",(4) Southern California,(3) UCLA,4,3
31384,31384,"Nov 29, 1952",(7) Notre Dame,(2) Southern California,7,2
31395,31395,"Dec 6, 1952",(17) Florida,(19) Kentucky,17,19
31399,31399,"Jan 1, 1953",(9) Alabama,(14) Syracuse,9,14
31400,31400,"Jan 1, 1953",(15) Florida,(12) Tulsa,15,12
31401,31401,"Jan 1, 1953",(2) Georgia Tech,(7) Mississippi,2,7
31403,31403,"Jan 1, 1953",(5) Southern California,(11) Wisconsin,5,11
31404,31404,"Jan 1, 1953",(10) Texas,(8) Tennessee,10,8
31413,31413,"Sep 19, 1953",(20) Baylor,(14) California,20,14
31431,31431,"Sep 19, 1953",(12) Rice,(15) Florida,12,15
31464,31464,"Sep 26, 1953",(3) Georgia Tech,(15) Florida,3,15
31481,31481,"Sep 26, 1953",(1) Notre Dame,(6) Oklahoma,1,6
31497,31497,"Sep 26, 1953",(16) West Virginia,(17) Pittsburgh,16,17
31594,31594,"Oct 10, 1953",(16) Oklahoma,(15) Texas,16,15
31631,31631,"Oct 17, 1953",(6) Georgia Tech,(19) Auburn,6,19
31648,31648,"Oct 17, 1953",(1) Notre Dame,(15) Pittsburgh,1,15
31679,31679,"Oct 24, 1953",(6) Baylor,(15) Texas A&M,6,15
31705,31705,"Oct 24, 1953",(1) Notre Dame,(4) Georgia Tech,1,4
31752,31752,"Oct 31, 1953",(19) Kentucky,(12) Rice,19,12
31763,31763,"Oct 31, 1953",(1) Notre Dame,(20) Navy,1,20
31801,31801,"Nov 7, 1953",(4) Illinois,(17) Michigan,4,17
31807,31807,"Nov 7, 1953",(5) Michigan State,(16) Ohio State,5,16
31825,31825,"Nov 7, 1953",(17) Southern California,(11) Stanford,17,11
31829,31829,"Nov 7, 1953",(19) Texas,(3) Baylor,19,3
31862,31862,"Nov 14, 1953",(2) Maryland,(11) Mississippi,2,11
31910,31910,"Nov 21, 1953",(12) Georgia Tech,(15) Duke,12,15
31915,31915,"Nov 21, 1953",(20) Iowa,(1) Notre Dame,20,1
31919,31919,"Nov 21, 1953",(2) Maryland,(11) Alabama,2,11
31934,31934,"Nov 21, 1953",(5) UCLA,(9) Southern California,5,9
31963,31963,"Nov 28, 1953",(2) Notre Dame,(20) Southern California,2,20
31965,31965,"Nov 28, 1953",(8) Rice,(17) Baylor,8,17
31974,31974,"Jan 1, 1954",(8) Georgia Tech,(10) West Virginia,8,10
31975,31975,"Jan 1, 1954",(3) Michigan State,(5) UCLA,3,5
31976,31976,"Jan 1, 1954",(4) Oklahoma,(1) Maryland,4,1
31979,31979,"Jan 1, 1954",(12) Texas Tech,(17) Auburn,12,17
32003,32003,"Sep 18, 1954",(2) Oklahoma,(12) California,2,12
32044,32044,"Sep 25, 1954",(12) Iowa,(7) Michigan State,12,7
32055,32055,"Sep 25, 1954",(2) Notre Dame,(4) Texas,2,4
32057,32057,"Sep 25, 1954",(1) Oklahoma,(20) Texas Christian,1,20
32080,32080,"Oct 1, 1954",(4) UCLA,(6) Maryland,4,6
32112,32112,"Oct 2, 1954",(14) Ohio State,(18) California,14,18
32116,32116,"Oct 2, 1954",(19) Purdue,(1) Notre Dame,19,1
32134,32134,"Oct 2, 1954",(5) Wisconsin,(13) Michigan State,5,13
32152,32152,"Oct 9, 1954",(6) Duke,(5) Purdue,6,5
32169,32169,"Oct 9, 1954",(19) Navy,(17) Stanford,19,17
32174,32174,"Oct 9, 1954",(1) Oklahoma,(15) Texas,1,15
32190,32190,"Oct 9, 1954",(3) Wisconsin,(11) Rice,3,11
32199,32199,"Oct 16, 1954",(18) Army,(6) Duke,18,6
32229,32229,"Oct 16, 1954",(4) Ohio State,(13) Iowa,4,13
32242,32242,"Oct 16, 1954",(14) West Virginia,(9) Penn State,14,9
32244,32244,"Oct 16, 1954",(2) Wisconsin,(5) Purdue,2,5
32256,32256,"Oct 23, 1954",(7) Arkansas,(5) Mississippi,7,5
32284,32284,"Oct 23, 1954",(4) Ohio State,(2) Wisconsin,4,2
32340,32340,"Oct 30, 1954",(6) Notre Dame,(15) Navy,6,15
32366,32366,"Nov 6, 1954",(4) Arkansas,(15) Rice,4,15
32386,32386,"Nov 6, 1954",(12) Iowa,(8) Purdue,12,8
32397,32397,"Nov 6, 1954",(19) Navy,(11) Duke,19,11
32403,32403,"Nov 6, 1954",(2) Ohio State,(20) Pittsburgh,2,20
32444,32444,"Nov 13, 1954",(13) Minnesota,(9) Iowa,13,9
32464,32464,"Nov 13, 1954",(19) Southern Methodist,(4) Arkansas,19,4
32481,32481,"Nov 20, 1954",(20) Baylor,(11) Southern Methodist,20,11
32499,32499,"Nov 20, 1954",(4) Notre Dame,(19) Iowa,4,19
32500,32500,"Nov 20, 1954",(1) Ohio State,(12) Michigan,1,12
32511,32511,"Nov 20, 1954",(2) UCLA,(7) Southern California,2,7
32518,32518,"Nov 20, 1954",(17) Wisconsin,(10) Minnesota,17,10
32545,32545,"Nov 27, 1954",(6) Navy,(5) Army,6,5
32546,32546,"Nov 27, 1954",(4) Notre Dame,(17) Southern California,4,17
32560,32560,"Dec 31, 1954",(13) Auburn,(18) Baylor,13,18
32563,32563,"Jan 1, 1955",(5) Navy,(6) Mississippi,5,6
32565,32565,"Jan 1, 1955",(1) Ohio State,(17) Southern California,1,17
32580,32580,"Sep 17, 1955",(10) Georgia Tech,(9) Miami (FL),10,9
32623,32623,"Sep 24, 1955",(2) Georgia Tech,(19) Florida,2,19
32629,32629,"Sep 24, 1955",(5) Maryland,(1) UCLA,5,1
32666,32666,"Oct 1, 1955",(6) Army,(18) Penn State,6,18
32685,32685,"Oct 1, 1955",(1) Maryland,(20) Baylor,1,20
32694,32694,"Oct 1, 1955",(5) Oklahoma,(12) Pittsburgh,5,12
32712,32712,"Oct 1, 1955",(17) Wisconsin,(14) Iowa,17,14
32718,32718,"Oct 7, 1955",(5) Notre Dame,(15) Miami (FL),5,15
32738,32738,"Oct 8, 1955",(19) Kentucky,(14) Auburn,19,14
32740,32740,"Oct 8, 1955",(2) Michigan,(6) Army,2,6
32765,32765,"Oct 8, 1955",(18) Washington,(10) Southern California,18,10
32770,32770,"Oct 8, 1955",(9) Wisconsin,(17) Purdue,9,17
32773,32773,"Oct 14, 1955",(16) Southern California,(6) Wisconsin,16,6
32778,32778,"Oct 15, 1955",(17) Auburn,(5) Georgia Tech,17,5
32787,32787,"Oct 15, 1955",(11) Duke,(14) Ohio State,11,14
32799,32799,"Oct 15, 1955",(13) Michigan State,(4) Notre Dame,13,4
32815,32815,"Oct 15, 1955",(19) Texas A&M,(7) Texas Christian,19,7
32865,32865,"Oct 22, 1955",(3) Oklahoma,(14) Colorado,3,14
32877,32877,"Oct 22, 1955",(12) Texas A&M,(16) Baylor,12,16
32899,32899,"Oct 29, 1955",(12) Georgia Tech,(17) Duke,12,17
32912,32912,"Oct 29, 1955",(9) Notre Dame,(4) Navy,9,4
32946,32946,"Nov 5, 1955",(14) Auburn,(20) Mississippi State,14,20
33030,33030,"Nov 12, 1955",(10) Ohio State,(20) Iowa,10,20
33034,33034,"Nov 12, 1955",(17) Pittsburgh,(6) West Virginia,17,6
33081,33081,"Nov 19, 1955",(9) Ohio State,(6) Michigan,9,6
33136,33136,"Jan 2, 1956",(7) Georgia Tech,(11) Pittsburgh,7,11
33137,33137,"Jan 2, 1956",(2) Michigan State,(4) UCLA,2,4
33138,33138,"Jan 2, 1956",(10) Mississippi,(6) Texas Christian,10,6
33140,33140,"Jan 2, 1956",(1) Oklahoma,(3) Maryland,1,3
33215,33215,"Sep 29, 1956",(2) Georgia Tech,(5) Southern Methodist,2,5
33222,33222,"Sep 29, 1956",(3) Michigan State,(12) Stanford,3,12
33234,33234,"Sep 29, 1956",(10) Pittsburgh,(7) Syracuse,10,7
33272,33272,"Oct 6, 1956",(2) Michigan State,(5) Michigan,2,5
33332,33332,"Oct 13, 1956",(12) Michigan,(15) Army,12,15
33334,33334,"Oct 13, 1956",(7) Mississippi,(13) Vanderbilt,7,13
33410,33410,"Oct 20, 1956",(14) Texas A&M,(4) Texas Christian,14,4
33411,33411,"Oct 20, 1956",(19) Tulane,(6) Mississippi,19,6
33445,33445,"Oct 27, 1956",(3) Georgia Tech,(15) Tulane,3,15
33454,33454,"Oct 27, 1956",(19) Miami (FL),(10) Texas Christian,19,10
33469,33469,"Oct 27, 1956",(7) Texas A&M,(8) Baylor,7,8
33489,33489,"Nov 3, 1956",(13) Clemson,(15) Virginia Tech,13,15
33505,33505,"Nov 3, 1956",(17) Michigan,(7) Iowa,17,7
33507,33507,"Nov 3, 1956",(8) Minnesota,(11) Pittsburgh,8,11
33524,33524,"Nov 3, 1956",(17) Syracuse,(12) Penn State,17,12
33559,33559,"Nov 10, 1956",(15) Iowa,(6) Minnesota,15,6
33576,33576,"Nov 10, 1956",(14) Oregon State,(20) Stanford,14,20
33584,33584,"Nov 10, 1956",(3) Tennessee,(2) Georgia Tech,3,2
33598,33598,"Nov 16, 1956",(8) Miami (FL),(13) Clemson,8,13
33613,33613,"Nov 17, 1956",(7) Iowa,(6) Ohio State,7,6
33617,33617,"Nov 17, 1956",(17) Minnesota,(3) Michigan State,17,3
33636,33636,"Nov 17, 1956",(1) Tennessee,(19) Mississippi,1,19
33676,33676,"Nov 24, 1956",(5) Georgia Tech,(13) Florida,5,13
33682,33682,"Nov 24, 1956",(9) Michigan,(12) Ohio State,9,12
33712,33712,"Dec 1, 1956",(6) Miami (FL),(18) Florida,6,18
33721,33721,"Dec 8, 1956",(12) Pittsburgh,(6) Miami (FL),12,6
33722,33722,"Dec 29, 1956",(4) Georgia Tech,(13) Pittsburgh,4,13
33723,33723,"Jan 1, 1957",(11) Baylor,(2) Tennessee,11,2
33726,33726,"Jan 1, 1957",(3) Iowa,(10) Oregon State,3,10
33727,33727,"Jan 1, 1957",(14) Texas Christian,(8) Syracuse,14,8
33748,33748,"Sep 21, 1957",(11) Georgia Tech,(20) Kentucky,11,20
33759,33759,"Sep 21, 1957",(1) Oklahoma,(8) Pittsburgh,1,8
33761,33761,"Sep 21, 1957",(13) Oregon State,(19) Southern California,13,19
33784,33784,"Sep 28, 1957",(11) Baylor,(14) Houston,11,14
33820,33820,"Sep 28, 1957",(15) Southern Methodist,(3) Georgia Tech,15,3
33908,33908,"Oct 12, 1957",(5) Duke,(15) Rice,5,15
33916,33916,"Oct 12, 1957",(2) Michigan State,(6) Michigan,2,6
33923,33923,"Oct 12, 1957",(12) Notre Dame,(10) Army,12,10
33952,33952,"Oct 19, 1957",(19) Army,(16) Pittsburgh,19,16
33975,33975,"Oct 19, 1957",(6) Iowa,(13) Wisconsin,6,13
34021,34021,"Oct 26, 1957",(4) Duke,(11) North Carolina State,4,11
34031,34031,"Oct 26, 1957",(20) Michigan,(14) Minnesota,20,14
34032,34032,"Oct 26, 1957",(8) Michigan State,(16) Illinois,8,16
34049,34049,"Oct 26, 1957",(19) Texas,(13) Rice,19,13
34070,34070,"Nov 2, 1957",(4) Auburn,(19) Florida,4,19
34084,34084,"Nov 2, 1957",(3) Iowa,(12) Michigan,3,12
34093,34093,"Nov 2, 1957",(16) Navy,(5) Notre Dame,16,5
34108,34108,"Nov 2, 1957",(1) Texas A&M,(11) Arkansas,1,11
34122,34122,"Nov 9, 1957",(3) Auburn,(17) Mississippi State,3,17
34136,34136,"Nov 9, 1957",(16) Duke,(7) Navy,16,7
34148,34148,"Nov 9, 1957",(4) Michigan State,(15) Notre Dame,4,15
34154,34154,"Nov 9, 1957",(2) Oklahoma,(19) Missouri,2,19
34165,34165,"Nov 9, 1957",(9) Tennessee,(18) Georgia Tech,9,18
34194,34194,"Nov 16, 1957",(11) Duke,(14) Clemson,11,14
34205,34205,"Nov 16, 1957",(8) Mississippi,(7) Tennessee,8,7
34212,34212,"Nov 16, 1957",(6) Ohio State,(5) Iowa,6,5
34218,34218,"Nov 16, 1957",(20) Rice,(1) Texas A&M,20,1
34252,34252,"Nov 23, 1957",(8) Iowa,(9) Notre Dame,8,9
34261,34261,"Nov 23, 1957",(3) Ohio State,(19) Michigan,3,19
34299,34299,"Nov 30, 1957",(7) Mississippi,(13) Mississippi State,7,13
34300,34300,"Nov 30, 1957",(8) Navy,(10) Army,8,10
34312,34312,"Dec 28, 1957",(13) Tennessee,(9) Texas A&M,13,9
34315,34315,"Jan 1, 1958",(5) Navy,(8) Rice,5,8
34317,34317,"Jan 1, 1958",(4) Oklahoma,(16) Duke,4,16
34370,34370,"Sep 26, 1958",(14) Wisconsin,(15) Miami (FL),14,15
34371,34371,"Sep 27, 1958",(8) Army,(18) South Carolina,8,18
34392,34392,"Sep 27, 1958",(9) Mississippi,(17) Kentucky,9,17
34393,34393,"Sep 27, 1958",(11) Mississippi State,(18) Florida,11,18
34398,34398,"Sep 27, 1958",(1) Ohio State,(20) Southern Methodist,1,20
34399,34399,"Sep 27, 1958",(2) Oklahoma,(13) West Virginia,2,13
34447,34447,"Oct 4, 1958",(16) Michigan,(4) Michigan State,16,4
34456,34456,"Oct 4, 1958",(7) Notre Dame,(17) Southern Methodist,7,17
34484,34484,"Oct 11, 1958",(3) Army,(4) Notre Dame,3,4
34505,34505,"Oct 11, 1958",(9) Michigan State,(10) Pittsburgh,9,10
34508,34508,"Oct 11, 1958",(12) Navy,(14) Michigan,12,14
34525,34525,"Oct 11, 1958",(16) Texas,(2) Oklahoma,16,2
34535,34535,"Oct 11, 1958",(6) Wisconsin,(13) Purdue,6,13
34556,34556,"Oct 18, 1958",(13) Iowa,(4) Wisconsin,13,4
34564,34564,"Oct 18, 1958",(17) Northwestern,(19) Michigan,17,19
34619,34619,"Oct 25, 1958",(7) Iowa,(8) Northwestern,7,8
34634,34634,"Oct 25, 1958",(15) Purdue,(11) Notre Dame,15,11
34649,34649,"Oct 25, 1958",(13) Wisconsin,(2) Ohio State,13,2
34680,34680,"Nov 1, 1958",(1) Louisiana State,(6) Mississippi,1,6
34685,34685,"Nov 1, 1958",(11) Northwestern,(5) Ohio State,11,5
34687,34687,"Nov 1, 1958",(7) Oklahoma,(9) Colorado,7,9
34716,34716,"Nov 8, 1958",(3) Army,(13) Rice,3,13
34752,34752,"Nov 8, 1958",(8) Purdue,(16) Ohio State,8,16
34766,34766,"Nov 8, 1958",(7) Wisconsin,(4) Northwestern,7,4
34800,34800,"Nov 15, 1958",(16) Ohio State,(2) Iowa,16,2
34807,34807,"Nov 15, 1958",(8) Purdue,(13) Northwestern,8,13
34845,34845,"Nov 22, 1958",(6) Iowa,(15) Notre Dame,6,15
34902,34902,"Dec 27, 1958",(11) Mississippi,(14) Florida,11,14
34905,34905,"Jan 1, 1959",(6) Air Force,(10) Texas Christian,6,10
34906,34906,"Jan 1, 1959",(2) Iowa,(16) California,2,16
34907,34907,"Jan 1, 1959",(1) Louisiana State,(12) Clemson,1,12
34908,34908,"Jan 1, 1959",(5) Oklahoma,(9) Syracuse,5,9
34922,34922,"Sep 19, 1959",(18) Clemson,(12) North Carolina,18,12
34976,34976,"Sep 26, 1959",(16) Georgia Tech,(6) Southern Methodist,16,6
34982,34982,"Sep 26, 1959",(1) Louisiana State,(9) Texas Christian,1,9
34988,34988,"Sep 26, 1959",(10) Northwestern,(2) Oklahoma,10,2
35013,35013,"Oct 2, 1959",(11) Southern California,(14) Ohio State,11,14
35027,35027,"Oct 3, 1959",(7) Georgia Tech,(6) Clemson,7,6
35046,35046,"Oct 3, 1959",(2) Northwestern,(5) Iowa,2,5
35057,35057,"Oct 3, 1959",(16) South Carolina,(13) Georgia,16,13
35093,35093,"Oct 10, 1959",(3) Georgia Tech,(8) Tennessee,3,8
35115,35115,"Oct 10, 1959",(7) Purdue,(9) Wisconsin,7,9
35119,35119,"Oct 10, 1959",(4) Texas,(13) Oklahoma,4,13
35133,35133,"Oct 17, 1959",(11) Auburn,(4) Georgia Tech,11,4
35167,35167,"Oct 17, 1959",(7) Southern California,(18) Washington,7,18
35172,35172,"Oct 17, 1959",(3) Texas,(12) Arkansas,3,12
35209,35209,"Oct 24, 1959",(4) Mississippi,(10) Arkansas,4,10
35220,35220,"Oct 24, 1959",(8) Penn State,(13) Illinois,8,13
35222,35222,"Oct 24, 1959",(14) Purdue,(15) Iowa,14,15
35240,35240,"Oct 24, 1959",(12) Wisconsin,(20) Ohio State,12,20
35273,35273,"Oct 31, 1959",(1) Louisiana State,(3) Mississippi,1,3
35349,35349,"Nov 7, 1959",(4) Syracuse,(7) Penn State,4,7
35350,35350,"Nov 7, 1959",(13) Tennessee,(1) Louisiana State,13,1
35360,35360,"Nov 7, 1959",(9) Wisconsin,(2) Northwestern,9,2
35377,35377,"Nov 14, 1959",(12) Georgia,(8) Auburn,12,8
35388,35388,"Nov 14, 1959",(19) Michigan State,(6) Northwestern,19,6
35389,35389,"Nov 14, 1959",(5) Mississippi,(9) Tennessee,5,9
35408,35408,"Nov 14, 1959",(18) Texas Christian,(2) Texas,18,2
35422,35422,"Nov 20, 1959",(18) Miami (FL),(11) Michigan State,18,11
35475,35475,"Nov 28, 1959",(19) Alabama,(11) Auburn,19,11
35495,35495,"Dec 5, 1959",(1) Syracuse,(17) UCLA,1,17
35497,35497,"Dec 19, 1959",(11) Clemson,(7) Texas Christian,11,7
35498,35498,"Dec 19, 1959",(12) Penn State,(10) Alabama,12,10
35500,35500,"Jan 1, 1960",(5) Georgia,(18) Missouri,5,18
35502,35502,"Jan 1, 1960",(2) Mississippi,(3) Louisiana State,2,3
35503,35503,"Jan 1, 1960",(1) Syracuse,(4) Texas,1,4
35504,35504,"Jan 1, 1960",(8) Washington,(6) Wisconsin,8,6
35574,35574,"Sep 24, 1960",(19) Iowa,(10) Oregon State,19,10
35579,35579,"Sep 24, 1960",(6) Michigan State,(17) Pittsburgh,6,17
35632,35632,"Oct 1, 1960",(8) Iowa,(6) Northwestern,8,6
35639,35639,"Oct 1, 1960",(19) Missouri,(20) Penn State,19,20
35641,35641,"Oct 1, 1960",(17) Navy,(3) Washington,17,3
35653,35653,"Oct 1, 1960",(2) Syracuse,(5) Kansas,2,5
35671,35671,"Oct 8, 1960",(20) Baylor,(9) Arkansas,20,9
35681,35681,"Oct 8, 1960",(3) Iowa,(13) Michigan State,3,13
35697,35697,"Oct 8, 1960",(5) Ohio State,(4) Illinois,5,4
35739,35739,"Oct 15, 1960",(2) Iowa,(12) Wisconsin,2,12
35767,35767,"Oct 15, 1960",(4) Syracuse,(20) Penn State,4,20
35776,35776,"Oct 15, 1960",(13) Washington,(15) UCLA,13,15
35801,35801,"Oct 22, 1960",(1) Iowa,(10) Purdue,1,10
35806,35806,"Oct 22, 1960",(2) Mississippi,(14) Arkansas,2,14
35814,35814,"Oct 22, 1960",(9) Ohio State,(11) Wisconsin,9,11
35819,35819,"Oct 22, 1960",(20) Rice,(16) Texas,20,16
35834,35834,"Oct 22, 1960",(8) Washington,(18) Oregon State,8,18
35863,35863,"Oct 29, 1960",(1) Iowa,(19) Kansas,1,19
35875,35875,"Oct 29, 1960",(8) Ohio State,(10) Michigan State,8,10
35906,35906,"Nov 5, 1960",(16) Arkansas,(10) Rice,16,10
35917,35917,"Nov 5, 1960",(13) Duke,(4) Navy,13,4
35929,35929,"Nov 5, 1960",(3) Minnesota,(1) Iowa,3,1
35931,35931,"Nov 5, 1960",(2) Missouri,(18) Colorado,2,18
35982,35982,"Nov 12, 1960",(5) Iowa,(3) Ohio State,5,3
35993,35993,"Nov 12, 1960",(4) Mississippi,(14) Tennessee,4,14
36076,36076,"Nov 26, 1960",(17) Alabama,(8) Auburn,17,8
36078,36078,"Nov 26, 1960",(19) Baylor,(12) Rice,19,12
36103,36103,"Dec 31, 1960",(18) Florida,(12) Baylor,18,12
36105,36105,"Jan 2, 1961",(10) Duke,(7) Arkansas,10,7
36107,36107,"Jan 2, 1961",(5) Missouri,(4) Navy,5,4
36108,36108,"Jan 2, 1961",(6) Washington,(1) Minnesota,6,1
36313,36313,"Oct 14, 1961",(5) Michigan State,(6) Michigan,5,6
36374,36374,"Oct 21, 1961",(1) Michigan State,(6) Notre Dame,1,6
36390,36390,"Oct 21, 1961",(3) Texas,(10) Arkansas,3,10
36475,36475,"Nov 4, 1961",(8) Colorado,(10) Missouri,8,10
36486,36486,"Nov 4, 1961",(6) Louisiana State,(2) Mississippi,6,2
36496,36496,"Nov 4, 1961",(5) Ohio State,(9) Iowa,5,9
36609,36609,"Nov 18, 1961",(5) Minnesota,(7) Purdue,5,7
36696,36696,"Jan 1, 1962",(1) Alabama,(9) Arkansas,1,9
36697,36697,"Jan 1, 1962",(4) Louisiana State,(7) Colorado,4,7
36699,36699,"Jan 1, 1962",(3) Texas,(5) Mississippi,3,5
36759,36759,"Sep 22, 1962",(7) Purdue,(10) Washington,7,10
36985,36985,"Oct 20, 1962",(8) Northwestern,(6) Ohio State,8,6
36999,36999,"Oct 20, 1962",(1) Texas,(7) Arkansas,1,7
37105,37105,"Nov 3, 1962",(6) Mississippi,(4) Louisiana State,6,4
37123,37123,"Nov 3, 1962",(3) Southern California,(9) Washington,3,9
37203,37203,"Nov 10, 1962",(8) Wisconsin,(1) Northwestern,8,1
37303,37303,"Nov 24, 1962",(3) Wisconsin,(5) Minnesota,3,5
37327,37327,"Jan 1, 1963",(5) Alabama,(8) Oklahoma,5,8
37328,37328,"Jan 1, 1963",(7) Louisiana State,(4) Texas,7,4
37329,37329,"Jan 1, 1963",(3) Mississippi,(6) Arkansas,3,6
37330,37330,"Jan 1, 1963",(1) Southern California,(2) Wisconsin,1,2
37430,37430,"Sep 28, 1963",(3) Oklahoma,(1) Southern California,3,1
37556,37556,"Oct 12, 1963",(2) Texas,(1) Oklahoma,2,1
37663,37663,"Oct 26, 1963",(10) Navy,(3) Pittsburgh,10,3
37886,37886,"Nov 23, 1963",(10) Nebraska,(6) Oklahoma,10,6
37896,37896,"Nov 28, 1963",(8) Illinois,(4) Michigan State,8,4
37907,37907,"Nov 30, 1963",(9) Auburn,(6) Alabama,9,6
37948,37948,"Jan 1, 1964",(8) Alabama,(7) Mississippi,8,7
37950,37950,"Jan 1, 1964",(6) Nebraska,(5) Auburn,6,5
37951,37951,"Jan 1, 1964",(1) Texas,(2) Navy,1,2
38093,38093,"Oct 3, 1964",(8) Michigan,(6) Navy,8,6
38151,38151,"Oct 10, 1964",(7) Michigan,(9) Michigan State,7,9
38160,38160,"Oct 10, 1964",(4) Ohio State,(2) Illinois,4,2
38190,38190,"Oct 17, 1964",(8) Arkansas,(1) Texas,8,1
38253,38253,"Oct 24, 1964",(3) Alabama,(9) Florida,3,9
38377,38377,"Nov 7, 1964",(3) Alabama,(8) Louisiana State,3,8
38439,38439,"Nov 14, 1964",(2) Alabama,(10) Georgia Tech,2,10
38529,38529,"Nov 21, 1964",(6) Michigan,(7) Ohio State,6,7
38581,38581,"Jan 1, 1965",(2) Arkansas,(6) Nebraska,2,6
38583,38583,"Jan 1, 1965",(4) Michigan,(8) Oregon State,4,8
38584,38584,"Jan 1, 1965",(5) Texas,(1) Alabama,5,1
38692,38692,"Sep 25, 1965",(6) Purdue,(1) Notre Dame,6,1
38730,38730,"Oct 2, 1965",(10) Georgia,(7) Michigan,10,7
38833,38833,"Oct 16, 1965",(3) Arkansas,(1) Texas,3,1
38918,38918,"Oct 23, 1965",(2) Michigan State,(6) Purdue,2,6
38926,38926,"Oct 23, 1965",(7) Notre Dame,(4) Southern California,7,4
39145,39145,"Nov 20, 1965",(2) Arkansas,(9) Texas Tech,2,9
39171,39171,"Nov 20, 1965",(1) Michigan State,(4) Notre Dame,1,4
39190,39190,"Nov 20, 1965",(7) UCLA,(6) Southern California,7,6
39220,39220,"Dec 4, 1965",(7) Tennessee,(5) UCLA,7,5
39226,39226,"Jan 1, 1966",(4) Alabama,(3) Nebraska,4,3
39229,39229,"Jan 1, 1966",(5) UCLA,(1) Michigan State,5,1
39326,39326,"Sep 24, 1966",(8) Notre Dame,(7) Purdue,8,7
39425,39425,"Oct 8, 1966",(9) Georgia Tech,(8) Tennessee,9,8
39558,39558,"Oct 22, 1966",(2) Michigan State,(9) Purdue,2,9
39565,39565,"Oct 22, 1966",(1) Notre Dame,(10) Oklahoma,1,10
39805,39805,"Nov 19, 1966",(1) Notre Dame,(2) Michigan State,1,2
39820,39820,"Nov 19, 1966",(8) UCLA,(7) Southern California,8,7
39843,39843,"Nov 26, 1966",(7) Georgia,(5) Georgia Tech,7,5
39850,39850,"Nov 26, 1966",(1) Notre Dame,(10) Southern California,1,10
39863,39863,"Dec 31, 1966",(4) Georgia,(10) Southern Methodist,4,10
39865,39865,"Jan 2, 1967",(3) Alabama,(6) Nebraska,3,6
39895,39895,"Sep 16, 1967",(8) UCLA,(9) Tennessee,8,9
39948,39948,"Sep 23, 1967",(4) Southern California,(5) Texas,4,5
39997,39997,"Sep 30, 1967",(10) Purdue,(1) Notre Dame,10,1
40122,40122,"Oct 14, 1967",(1) Southern California,(5) Notre Dame,1,5
40189,40189,"Oct 21, 1967",(7) Tennessee,(6) Alabama,7,6
40425,40425,"Nov 18, 1967",(4) Southern California,(1) UCLA,4,1
40501,40501,"Jan 1, 1968",(3) Oklahoma,(2) Tennessee,3,2
40544,40544,"Sep 21, 1968",(11) Houston,(4) Texas,11,4
40550,40550,"Sep 21, 1968",(20) Louisiana State,(13) Texas A&M,20,13
40558,40558,"Sep 21, 1968",(3) Notre Dame,(5) Oklahoma,3,5
40565,40565,"Sep 21, 1968",(2) Southern California,(16) Minnesota,2,16
40600,40600,"Sep 28, 1968",(12) Kansas,(13) Indiana,12,13
40610,40610,"Sep 28, 1968",(9) Nebraska,(17) Minnesota,9,17
40620,40620,"Sep 28, 1968",(1) Purdue,(2) Notre Dame,1,2
40688,40688,"Oct 5, 1968",(2) Southern California,(13) Miami (FL),2,13
40722,40722,"Oct 12, 1968",(17) Georgia,(13) Mississippi,17,13
40727,40727,"Oct 12, 1968",(6) Kansas,(9) Nebraska,6,9
40742,40742,"Oct 12, 1968",(4) Ohio State,(1) Purdue,4,1
40751,40751,"Oct 12, 1968",(2) Southern California,(18) Stanford,2,18
40787,40787,"Oct 19, 1968",(18) Michigan,(19) Indiana,18,19
40790,40790,"Oct 19, 1968",(20) Missouri,(13) Nebraska,20,13
40812,40812,"Oct 19, 1968",(17) Texas,(9) Arkansas,17,9
40832,40832,"Oct 26, 1968",(11) California,(10) Syracuse,11,10
40900,40900,"Nov 2, 1968",(15) Houston,(7) Georgia,15,7
40917,40917,"Nov 2, 1968",(2) Ohio State,(16) Michigan State,2,16
40931,40931,"Nov 2, 1968",(11) Texas,(13) Southern Methodist,11,13
40948,40948,"Nov 9, 1968",(18) Auburn,(5) Tennessee,18,5
40987,40987,"Nov 9, 1968",(1) Southern California,(11) California,1,11
41024,41024,"Nov 16, 1968",(5) Georgia,(12) Auburn,5,12
41048,41048,"Nov 16, 1968",(1) Southern California,(13) Oregon State,1,13
41082,41082,"Nov 23, 1968",(7) Kansas,(13) Missouri,7,13
41090,41090,"Nov 23, 1968",(2) Ohio State,(4) Michigan,2,4
41120,41120,"Nov 30, 1968",(15) Alabama,(18) Auburn,15,18
41121,41121,"Nov 30, 1968",(20) Arizona State,(19) Arizona,20,19
41131,41131,"Nov 30, 1968",(9) Notre Dame,(2) Southern California,9,2
41141,41141,"Dec 28, 1968",(16) Missouri,(12) Alabama,16,12
41143,41143,"Dec 31, 1968",(20) Southern Methodist,(10) Oklahoma,20,10
41144,41144,"Jan 1, 1969",(9) Arkansas,(4) Georgia,9,4
