,date,winner,location,loser
29696,"Oct 3, 2020",(21) Tennessee,,Missouri
29697,"Oct 3, 2020",Texas Christian,@,(9) Texas
29698,"Oct 3, 2020",Tulsa,@,(11) Central Florida
29699,"Oct 3, 2020",Virginia Tech,@,Duke
29700,"Oct 3, 2020",West Virginia,,Baylor
29701,"Oct 3, 2020",Western Kentucky,@,Middle Tennessee State
29702,"Oct 8, 2020",Houston,,Tulane
29703,"Oct 9, 2020",Georgia Tech,,Louisville
29704,"Oct 10, 2020",(2) Alabama,@,Mississippi
29705,"Oct 10, 2020",Arkansas State,,Central Arkansas
29706,"Oct 10, 2020",Army,,Citadel
29707,"Oct 10, 2020",(13) Auburn,,Arkansas
29708,"Oct 10, 2020",Boston College,,Pittsburgh
29709,"Oct 10, 2020",(15) Brigham Young,,Texas-San Antonio
29710,"Oct 10, 2020",Charlotte,@,North Texas
29711,"Oct 10, 2020",(1) Clemson,,(7) Miami (FL)
29712,"Oct 10, 2020",Duke,@,Syracuse
29713,"Oct 10, 2020",East Carolina,@,South Florida
29714,"Oct 10, 2020",(3) Georgia,,(14) Tennessee
29715,"Oct 10, 2020",(24) Iowa State,,Texas Tech
29716,"Oct 10, 2020",Kansas State,@,Texas Christian
29717,"Oct 10, 2020",Kentucky,,Mississippi State
29718,"Oct 10, 2020",Liberty,,Louisiana-Monroe
29719,"Oct 10, 2020",Louisiana Tech,,Texas-El Paso
29720,"Oct 10, 2020",Marshall,@,Western Kentucky
29721,"Oct 10, 2020",Middle Tennessee State,@,Florida International
29722,"Oct 10, 2020",Missouri,,(17) Louisiana State
29723,"Oct 10, 2020",Navy,,Temple
29724,"Oct 10, 2020",(8) North Carolina,,(19) Virginia Tech
29725,"Oct 10, 2020",North Carolina State,@,Virginia
29726,"Oct 10, 2020",(5) Notre Dame,,Florida State
29727,"Oct 10, 2020",Oklahoma,N,(22) Texas
29728,"Oct 10, 2020",South Carolina,@,Vanderbilt
29729,"Oct 10, 2020",(21) Texas A&M,,(4) Florida
29730,"Oct 10, 2020",Troy,,Texas State
29731,"Oct 14, 2020",Coastal Carolina,@,(21) Louisiana
29732,"Oct 15, 2020",Arkansas State,,Georgia State
29733,"Oct 16, 2020",(15) Brigham Young,@,Houston
29734,"Oct 16, 2020",(17) Southern Methodist,@,Tulane
29735,"Oct 17, 2020",(2) Alabama,,(3) Georgia
29736,"Oct 17, 2020",Alabama-Birmingham,,Western Kentucky
29737,"Oct 17, 2020",Arkansas,,Mississippi
29738,"Oct 17, 2020",Army,@,Texas-San Antonio
29739,"Oct 17, 2020",(1) Clemson,@,Georgia Tech
29740,"Oct 17, 2020",Florida State,,(5) North Carolina
29741,"Oct 17, 2020",Georgia Southern,,Massachusetts
29742,"Oct 17, 2020",Kentucky,@,(18) Tennessee
29743,"Oct 17, 2020",Liberty,@,Syracuse
29744,"Oct 17, 2020",Marshall,@,Louisiana Tech
29745,"Oct 17, 2020",Memphis,,Central Florida
29746,"Oct 17, 2020",(13) Miami (FL),,Pittsburgh
29747,"Oct 17, 2020",Navy,@,East Carolina
29748,"Oct 17, 2020",North Carolina State,,Duke
29749,"Oct 17, 2020",North Texas,@,Middle Tennessee State
29750,"Oct 17, 2020",(4) Notre Dame,,Louisville
29751,"Oct 17, 2020",South Alabama,,Texas State
29752,"Oct 17, 2020",South Carolina,,(14) Auburn
29753,"Oct 17, 2020",Temple,,South Florida
29754,"Oct 17, 2020",(11) Texas A&M,@,Mississippi State
29755,"Oct 17, 2020",Troy,,Eastern Kentucky
29756,"Oct 17, 2020",(23) Virginia Tech,,Boston College
29757,"Oct 17, 2020",Wake Forest,,Virginia
29758,"Oct 17, 2020",West Virginia,,Kansas
29759,"Oct 22, 2020",Appalachian State,,Arkansas State
29760,"Oct 23, 2020",Jacksonville State,@,Florida International
29761,"Oct 23, 2020",Louisiana,@,Alabama-Birmingham
29762,"Oct 23, 2020",Tulsa,@,South Florida
29763,"Oct 23, 2020",(14) Wisconsin,,Illinois
29764,"Oct 24, 2020",(2) Alabama,@,Tennessee
29765,"Oct 24, 2020",Army,,Mercer
29766,"Oct 24, 2020",Auburn,@,Mississippi
29767,"Oct 24, 2020",Boise State,,Utah State
29768,"Oct 24, 2020",Boston College,,Georgia Tech
29769,"Oct 24, 2020",(12) Brigham Young,,Texas State
29770,"Oct 24, 2020",Central Florida,,Tulane
29771,"Oct 24, 2020",Charlotte,,Texas-El Paso
29772,"Oct 24, 2020",(9) Cincinnati,@,(16) Southern Methodist
29773,"Oct 24, 2020",(1) Clemson,,Syracuse
29774,"Oct 24, 2020",(25) Coastal Carolina,,Georgia Southern
29775,"Oct 24, 2020",Georgia State,@,Troy
29776,"Oct 24, 2020",Hawaii,@,Fresno State
29777,"Oct 24, 2020",Houston,@,Navy
29778,"Oct 24, 2020",Indiana,,(8) Penn State
29779,"Oct 24, 2020",(20) Kansas State,,Kansas
29780,"Oct 24, 2020",Liberty,,Southern Mississippi
29781,"Oct 24, 2020",Louisiana State,,South Carolina
29782,"Oct 24, 2020",Louisville,,Florida State
29783,"Oct 24, 2020",(22) Marshall,,Florida Atlantic
29784,"Oct 24, 2020",Memphis,,Temple
29785,"Oct 24, 2020",(11) Miami (FL),,Virginia
29786,"Oct 24, 2020",(18) Michigan,@,(21) Minnesota
29787,"Oct 24, 2020",Middle Tennessee State,@,Rice
29788,"Oct 24, 2020",Missouri,,Kentucky
29789,"Oct 24, 2020",Nevada,,Wyoming
29790,"Oct 24, 2020",(14) North Carolina,,(23) North Carolina State
29791,"Oct 24, 2020",Northwestern,,Maryland
29792,"Oct 24, 2020",(3) Notre Dame,@,Pittsburgh
29793,"Oct 24, 2020",(5) Ohio State,,Nebraska
29794,"Oct 24, 2020",Oklahoma,@,Texas Christian
29795,"Oct 24, 2020",(6) Oklahoma State,,(17) Iowa State
29796,"Oct 24, 2020",Purdue,,Iowa
29797,"Oct 24, 2020",Rutgers,@,Michigan State
29798,"Oct 24, 2020",San Diego State,,Nevada-Las Vegas
29799,"Oct 24, 2020",San Jose State,,Air Force
29800,"Oct 24, 2020",South Alabama,,Louisiana-Monroe
29801,"Oct 24, 2020",Texas,,Baylor
29802,"Oct 24, 2020",Texas Tech,,West Virginia
29803,"Oct 24, 2020",Texas-San Antonio,,Louisiana Tech
29804,"Oct 24, 2020",Wake Forest,,(19) Virginia Tech
29805,"Oct 24, 2020",Western Kentucky,,Chattanooga
29806,"Oct 29, 2020",Fresno State,,Colorado State
29807,"Oct 29, 2020",Georgia Southern,,South Alabama
29808,"Oct 30, 2020",Maryland,,Minnesota
29809,"Oct 30, 2020",Tulsa,,East Carolina
29810,"Oct 30, 2020",Wyoming,,Hawaii
29811,"Oct 31, 2020",(2) Alabama,,Mississippi State
29812,"Oct 31, 2020",Appalachian State,@,Louisiana-Monroe
29813,"Oct 31, 2020",Auburn,,Louisiana State
29814,"Oct 31, 2020",(25) Boise State,@,Air Force
29815,"Oct 31, 2020",(11) Brigham Young,,Western Kentucky
29816,"Oct 31, 2020",Central Florida,@,Houston
29817,"Oct 31, 2020",(7) Cincinnati,,Memphis
29818,"Oct 31, 2020",(1) Clemson,,Boston College
29819,"Oct 31, 2020",(20) Coastal Carolina,@,Georgia State
29820,"Oct 31, 2020",Duke,,Charlotte
29821,"Oct 31, 2020",(10) Florida,,Missouri
29822,"Oct 31, 2020",Florida Atlantic,,Texas-San Antonio
29823,"Oct 31, 2020",(5) Georgia,@,Kentucky
29824,"Oct 31, 2020",(17) Indiana,@,Rutgers
29825,"Oct 31, 2020",(23) Iowa State,@,Kansas
29826,"Oct 31, 2020",Louisiana,@,Texas State
29827,"Oct 31, 2020",Louisiana Tech,,Alabama-Birmingham
29828,"Oct 31, 2020",Michigan State,@,(13) Michigan
29829,"Oct 31, 2020",Mississippi,@,Vanderbilt
29830,"Oct 31, 2020",Nevada,@,Nevada-Las Vegas
29831,"Oct 31, 2020",Northwestern,@,Iowa
29832,"Oct 31, 2020",(4) Notre Dame,@,Georgia Tech
29833,"Oct 31, 2020",(3) Ohio State,@,(18) Penn State
29834,"Oct 31, 2020",(24) Oklahoma,@,Texas Tech
29835,"Oct 31, 2020",Purdue,@,Illinois
29836,"Oct 31, 2020",Rice,@,Southern Mississippi
29837,"Oct 31, 2020",San Diego State,@,Utah State
29838,"Oct 31, 2020",San Jose State,,New Mexico
29839,"Oct 31, 2020",(22) Southern Methodist,,Navy
29840,"Oct 31, 2020",Texas,@,(6) Oklahoma State
29841,"Oct 31, 2020",(8) Texas A&M,,Arkansas
29842,"Oct 31, 2020",Texas Christian,@,Baylor
29843,"Oct 31, 2020",Troy,@,Arkansas State
29844,"Oct 31, 2020",Tulane,,Temple
29845,"Oct 31, 2020",Virginia,,(15) North Carolina
29846,"Oct 31, 2020",Virginia Tech,@,Louisville
29847,"Oct 31, 2020",Wake Forest,@,Syracuse
29848,"Oct 31, 2020",West Virginia,,(16) Kansas State
29849,"Nov 4, 2020",Buffalo,@,Northern Illinois
29850,"Nov 4, 2020",Central Michigan,,Ohio
29851,"Nov 4, 2020",Kent State,,Eastern Michigan
29852,"Nov 4, 2020",Miami (OH),,Ball State
29853,"Nov 4, 2020",Toledo,,Bowling Green
29854,"Nov 4, 2020",Western Michigan,@,Akron
29855,"Nov 5, 2020",Colorado State,,Wyoming
29856,"Nov 5, 2020",Nevada,,Utah State
29857,"Nov 6, 2020",(9) Brigham Young,@,(21) Boise State
29858,"Nov 6, 2020",(11) Miami (FL),@,North Carolina State
29859,"Nov 6, 2020",San Jose State,@,San Diego State
29860,"Nov 7, 2020",Appalachian State,@,Texas State
29861,"Nov 7, 2020",Arkansas,,Tennessee
29862,"Nov 7, 2020",Boston College,@,Syracuse
29863,"Nov 7, 2020",(6) Cincinnati,,Houston
29864,"Nov 7, 2020",(15) Coastal Carolina,,South Alabama
29865,"Nov 7, 2020",Colorado,,UCLA
29866,"Nov 7, 2020",(8) Florida,N,(5) Georgia
29867,"Nov 7, 2020",Florida Atlantic,,Western Kentucky
29868,"Nov 7, 2020",Fresno State,@,Nevada-Las Vegas
29869,"Nov 7, 2020",Georgia Southern,,Troy
29870,"Nov 7, 2020",Georgia State,,Louisiana-Monroe
29871,"Nov 7, 2020",Hawaii,,New Mexico
29872,"Nov 7, 2020",(13) Indiana,,(23) Michigan
29873,"Nov 7, 2020",Iowa,,Michigan State
29874,"Nov 7, 2020",(17) Iowa State,,Baylor
29875,"Nov 7, 2020",(25) Liberty,@,Virginia Tech
29876,"Nov 7, 2020",Louisiana,,Arkansas State
29877,"Nov 7, 2020",(16) Marshall,,Massachusetts
29878,"Nov 7, 2020",Maryland,@,Penn State
29879,"Nov 7, 2020",Memphis,,South Florida
29880,"Nov 7, 2020",Minnesota,@,Illinois
29881,"Nov 7, 2020",Mississippi State,,Vanderbilt
29882,"Nov 7, 2020",North Carolina,@,Duke
29883,"Nov 7, 2020",Northwestern,,Nebraska
29884,"Nov 7, 2020",(4) Notre Dame,,(1) Clemson
29885,"Nov 7, 2020",(3) Ohio State,,Rutgers
29886,"Nov 7, 2020",(19) Oklahoma,,Kansas
29887,"Nov 7, 2020",(14) Oklahoma State,@,Kansas State
29888,"Nov 7, 2020",(12) Oregon,,Stanford
29889,"Nov 7, 2020",Pittsburgh,@,Florida State
29890,"Nov 7, 2020",(20) Southern California,,Arizona State
29891,"Nov 7, 2020",(18) Southern Methodist,@,Temple
29892,"Nov 7, 2020",Southern Mississippi,,North Alabama
29893,"Nov 7, 2020",(22) Texas,,West Virginia
29894,"Nov 7, 2020",(7) Texas A&M,@,South Carolina
29895,"Nov 7, 2020",Texas Christian,,Texas Tech
29896,"Nov 7, 2020",Tulane,@,East Carolina
29897,"Nov 7, 2020",Washington State,@,Oregon State
29898,"Nov 10, 2020",Buffalo,,Miami (OH)
29899,"Nov 10, 2020",Kent State,@,Bowling Green
29900,"Nov 10, 2020",Ohio,,Akron
29901,"Nov 11, 2020",Ball State,,Eastern Michigan
29902,"Nov 11, 2020",Central Michigan,@,Northern Illinois
29903,"Nov 11, 2020",Western Michigan,,Toledo
29904,"Nov 12, 2020",Boise State,,Colorado State
29905,"Nov 13, 2020",(7) Cincinnati,,East Carolina
29906,"Nov 13, 2020",Florida Atlantic,@,Florida International
29907,"Nov 13, 2020",Iowa,@,Minnesota
29908,"Nov 14, 2020",Appalachian State,,Georgia State
29909,"Nov 14, 2020",Central Florida,,Temple
29910,"Nov 14, 2020",Colorado,@,Stanford
29911,"Nov 14, 2020",(6) Florida,,Arkansas
29912,"Nov 14, 2020",Fresno State,@,Utah State
29913,"Nov 14, 2020",Georgia Southern,,Texas State
29914,"Nov 14, 2020",Houston,,South Florida
29915,"Nov 14, 2020",Illinois,@,Rutgers
29916,"Nov 14, 2020",(10) Indiana,@,Michigan State
29917,"Nov 14, 2020",Kentucky,,Vanderbilt
29918,"Nov 14, 2020",(22) Liberty,,Western Carolina
29919,"Nov 14, 2020",(25) Louisiana,,South Alabama
29920,"Nov 14, 2020",(16) Marshall,,Middle Tennessee State
29921,"Nov 14, 2020",(9) Miami (FL),@,Virginia Tech
29922,"Nov 14, 2020",Mississippi,,South Carolina
29923,"Nov 14, 2020",Nebraska,,Penn State
29924,"Nov 14, 2020",Nevada,N,New Mexico
29925,"Nov 14, 2020",North Carolina,,Wake Forest
29926,"Nov 14, 2020",North Carolina State,,Florida State
29927,"Nov 14, 2020",(23) Northwestern,@,Purdue
29928,"Nov 14, 2020",(2) Notre Dame,@,Boston College
29929,"Nov 14, 2020",(11) Oregon,@,Washington State
29930,"Nov 14, 2020",San Diego State,,Hawaii
29931,"Nov 14, 2020",San Jose State,,Nevada-Las Vegas
29932,"Nov 14, 2020",(20) Southern California,@,Arizona
29933,"Nov 14, 2020",Texas Tech,,Baylor
29934,"Nov 14, 2020",Texas-San Antonio,,Texas-El Paso
29935,"Nov 14, 2020",Tulane,,Army
29936,"Nov 14, 2020",Tulsa,,(19) Southern Methodist
29937,"Nov 14, 2020",Virginia,,Louisville
29938,"Nov 14, 2020",Washington,,Oregon State
29939,"Nov 14, 2020",West Virginia,,Texas Christian
29940,"Nov 14, 2020",Western Kentucky,,Southern Mississippi
29941,"Nov 14, 2020",(13) Wisconsin,@,Michigan
29942,"Nov 15, 2020",UCLA,,California
29943,"Nov 17, 2020",Buffalo,@,Bowling Green
29944,"Nov 17, 2020",Kent State,,Akron
29945,"Nov 18, 2020",Ball State,,Northern Illinois
29946,"Nov 18, 2020",Toledo,@,Eastern Michigan
29947,"Nov 18, 2020",Western Michigan,@,Central Michigan
29948,"Nov 19, 2020",(25) Tulsa,,Tulane
29949,"Nov 20, 2020",Air Force,,New Mexico
29950,"Nov 20, 2020",Florida Atlantic,,Massachusetts
29951,"Nov 20, 2020",Louisville,,Syracuse
29952,"Nov 20, 2020",Minnesota,,Purdue
29953,"Nov 21, 2020",(1) Alabama,,Kentucky
29954,"Nov 21, 2020",Army,,Georgia Southern
29955,"Nov 21, 2020",(23) Auburn,,Tennessee
29956,"Nov 21, 2020",Boise State,@,Hawaii
29957,"Nov 21, 2020",(8) Brigham Young,,North Alabama
29958,"Nov 21, 2020",(7) Cincinnati,@,Central Florida
29959,"Nov 21, 2020",(15) Coastal Carolina,,Appalachian State
29960,"Nov 21, 2020",East Carolina,@,Temple
29961,"Nov 21, 2020",(6) Florida,@,Vanderbilt
29962,"Nov 21, 2020",(13) Georgia,,Mississippi State
29963,"Nov 21, 2020",Georgia State,@,South Alabama
29964,"Nov 21, 2020",Illinois,@,Nebraska
29965,"Nov 21, 2020",Iowa,@,Penn State
29966,"Nov 21, 2020",(17) Iowa State,,Kansas State
29967,"Nov 21, 2020",Louisiana State,@,Arkansas
29968,"Nov 21, 2020",Memphis,,Stephen F. Austin
29969,"Nov 21, 2020",Michigan,@,Rutgers
29970,"Nov 21, 2020",Middle Tennessee State,@,Troy
29971,"Nov 21, 2020",Missouri,@,South Carolina
29972,"Nov 21, 2020",Nevada,,San Diego State
29973,"Nov 21, 2020",North Carolina State,,(21) Liberty
29974,"Nov 21, 2020",North Texas,,Rice
29975,"Nov 21, 2020",(19) Northwestern,,(10) Wisconsin
29976,"Nov 21, 2020",(3) Ohio State,,(9) Indiana
29977,"Nov 21, 2020",(18) Oklahoma,,(14) Oklahoma State
29978,"Nov 21, 2020",(11) Oregon,,UCLA
29979,"Nov 21, 2020",Oregon State,,California
29980,"Nov 21, 2020",Pittsburgh,,Virginia Tech
29981,"Nov 21, 2020",(20) Southern California,@,Utah
29982,"Nov 21, 2020",Texas State,,Arkansas State
29983,"Nov 21, 2020",Texas-San Antonio,@,Southern Mississippi
29984,"Nov 21, 2020",Virginia,,Abilene Christian
29985,"Nov 21, 2020",Washington,,Arizona
29986,"Nov 21, 2020",Western Kentucky,,Florida International
29987,"Nov 26, 2020",Utah State,,New Mexico
29988,"Nov 27, 2020",Central Florida,@,South Florida
29989,"Nov 27, 2020",Central Michigan,@,Eastern Michigan
29990,"Nov 27, 2020",Iowa,,Nebraska
29991,"Nov 27, 2020",(15) Iowa State,@,(20) Texas
29992,"Nov 27, 2020",Liberty,,Massachusetts
29993,"Nov 27, 2020",(2) Notre Dame,@,(25) North Carolina
29994,"Nov 27, 2020",Oregon State,,(9) Oregon
29995,"Nov 27, 2020",Stanford,@,California
29996,"Nov 27, 2020",Wyoming,@,Nevada-Las Vegas
29997,"Nov 28, 2020",(1) Alabama,,(22) Auburn
29998,"Nov 28, 2020",Appalachian State,,Troy
29999,"Nov 28, 2020",Ball State,@,Toledo
30000,"Nov 28, 2020",Baylor,,Kansas State
30001,"Nov 28, 2020",Boston College,,Louisville
30002,"Nov 28, 2020",Buffalo,,Kent State
30003,"Nov 28, 2020",(4) Clemson,,Pittsburgh
30004,"Nov 28, 2020",(16) Coastal Carolina,@,Texas State
30005,"Nov 28, 2020",Colorado,,San Diego State
30006,"Nov 28, 2020",East Carolina,,Southern Methodist
30007,"Nov 28, 2020",(6) Florida,,Kentucky
30008,"Nov 28, 2020",(13) Georgia,@,South Carolina
30009,"Nov 28, 2020",Georgia State,,Georgia Southern
30010,"Nov 28, 2020",Georgia Tech,,Duke
30011,"Nov 28, 2020",Hawaii,,Nevada
30012,"Nov 28, 2020",(12) Indiana,,Maryland
30013,"Nov 28, 2020",(23) Louisiana,@,Louisiana-Monroe
30014,"Nov 28, 2020",Memphis,@,Navy
30015,"Nov 28, 2020",Miami (OH),@,Akron
30016,"Nov 28, 2020",Michigan State,,(11) Northwestern
30017,"Nov 28, 2020",Mississippi,,Mississippi State
30018,"Nov 28, 2020",Missouri,,Vanderbilt
30019,"Nov 28, 2020",North Carolina State,@,Syracuse
30020,"Nov 28, 2020",Ohio,,Bowling Green
30021,"Nov 28, 2020",(21) Oklahoma State,,Texas Tech
30022,"Nov 28, 2020",Penn State,@,Michigan
30023,"Nov 28, 2020",Rutgers,@,Purdue
30024,"Nov 28, 2020",South Alabama,@,Arkansas State
30025,"Nov 28, 2020",(5) Texas A&M,,Louisiana State
30026,"Nov 28, 2020",Texas Christian,@,Kansas
30027,"Nov 28, 2020",Texas-San Antonio,,North Texas
30028,"Nov 28, 2020",UCLA,,Arizona
30029,"Nov 28, 2020",Washington,,Utah
30030,"Nov 28, 2020",Western Michigan,,Northern Illinois
30031,"Dec 3, 2020",Air Force,@,Utah State
30032,"Dec 3, 2020",Louisiana Tech,@,North Texas
30033,"Dec 4, 2020",(20) Louisiana,@,Appalachian State
30034,"Dec 5, 2020",Akron,,Bowling Green
30035,"Dec 5, 2020",(1) Alabama,@,Louisiana State
30036,"Dec 5, 2020",Arkansas State,,Louisiana-Monroe
30037,"Dec 5, 2020",Ball State,@,Central Michigan
30038,"Dec 5, 2020",California,,(21) Oregon
30039,"Dec 5, 2020",(4) Clemson,@,Virginia Tech
30040,"Dec 5, 2020",(14) Coastal Carolina,,(8) Brigham Young
30041,"Dec 5, 2020",Colorado,@,Arizona
30042,"Dec 5, 2020",Eastern Michigan,@,Western Michigan
30043,"Dec 5, 2020",(6) Florida,@,Tennessee
30044,"Dec 5, 2020",Georgia Southern,,Florida Atlantic
30045,"Dec 5, 2020",(10) Indiana,@,(18) Wisconsin
30046,"Dec 5, 2020",(24) Iowa,@,Illinois
30047,"Dec 5, 2020",(12) Iowa State,,West Virginia
30048,"Dec 5, 2020",Kentucky,,South Carolina
30049,"Dec 5, 2020",(9) Miami (FL),@,Duke
30050,"Dec 5, 2020",Missouri,,Arkansas
30051,"Dec 5, 2020",Nebraska,@,Purdue
30052,"Dec 5, 2020",Nevada,,Fresno State
30053,"Dec 5, 2020",New Mexico,,Wyoming
30054,"Dec 5, 2020",North Carolina,,Western Carolina
30055,"Dec 5, 2020",North Carolina State,,Georgia Tech
30056,"Dec 5, 2020",(2) Notre Dame,,Syracuse
30057,"Dec 5, 2020",(3) Ohio State,@,Michigan State
30058,"Dec 5, 2020",(13) Oklahoma,,Baylor
30059,"Dec 5, 2020",Penn State,@,Rutgers
30060,"Dec 5, 2020",Rice,@,(15) Marshall
30061,"Dec 5, 2020",San Diego State,,Colorado State
30062,"Dec 5, 2020",San Jose State,@,Hawaii
30063,"Dec 5, 2020",Stanford,@,(23) Washington
30064,"Dec 5, 2020",Texas,@,Kansas State
30065,"Dec 5, 2020",(5) Texas A&M,@,Auburn
30066,"Dec 5, 2020",Texas Christian,,(19) Oklahoma State
30067,"Dec 5, 2020",Texas Tech,,Kansas
30068,"Dec 5, 2020",Toledo,@,Northern Illinois
30069,"Dec 5, 2020",Troy,@,South Alabama
30070,"Dec 5, 2020",Tulane,,Memphis
30071,"Dec 5, 2020",(22) Tulsa,@,Navy
30072,"Dec 5, 2020",UCLA,@,Arizona State
30073,"Dec 5, 2020",Utah,,Oregon State
30074,"Dec 5, 2020",Virginia,,Boston College
30075,"Dec 6, 2020",(17) Southern California,,Washington State
30076,"Dec 6, 2020",Western Kentucky,@,Charlotte
30077,"Dec 10, 2020",Pittsburgh,@,Georgia Tech
30078,"Dec 10, 2020",Southern Mississippi,,Florida Atlantic
30079,"Dec 11, 2020",Arizona State,@,Arizona
30080,"Dec 11, 2020",North Texas,@,Texas-El Paso
30081,"Dec 11, 2020",San Jose State,N,Nevada
30082,"Dec 12, 2020",(1) Alabama,@,Arkansas
30083,"Dec 12, 2020",Alabama-Birmingham,@,Rice
30084,"Dec 12, 2020",Appalachian State,@,Georgia Southern
30085,"Dec 12, 2020",Army,,Navy
30086,"Dec 12, 2020",Auburn,@,Mississippi State
30087,"Dec 12, 2020",Ball State,,Western Michigan
30088,"Dec 12, 2020",Boise State,@,Wyoming
30089,"Dec 12, 2020",(14) Brigham Young,,San Diego State
30090,"Dec 12, 2020",(24) Buffalo,,Akron
30091,"Dec 12, 2020",(11) Coastal Carolina,@,Troy
30092,"Dec 12, 2020",Eastern Michigan,,Northern Illinois
30093,"Dec 12, 2020",Florida State,,Duke
30094,"Dec 12, 2020",(12) Georgia,@,Missouri
30095,"Dec 12, 2020",Hawaii,,Nevada-Las Vegas
30096,"Dec 12, 2020",(19) Iowa,,(25) Wisconsin
30097,"Dec 12, 2020",Louisiana State,@,(6) Florida
30098,"Dec 12, 2020",Louisville,,Wake Forest
30099,"Dec 12, 2020",Memphis,,Houston
30100,"Dec 12, 2020",Minnesota,@,Nebraska
30101,"Dec 12, 2020",New Mexico,N,Fresno State
30102,"Dec 12, 2020",(20) North Carolina,@,(9) Miami (FL)
30103,"Dec 12, 2020",(15) Northwestern,,Illinois
30104,"Dec 12, 2020",Oklahoma State,@,Baylor
30105,"Dec 12, 2020",Penn State,,Michigan State
30106,"Dec 12, 2020",Rutgers,@,Maryland
30107,"Dec 12, 2020",(16) Southern California,@,UCLA
30108,"Dec 12, 2020",Stanford,@,Oregon State
30109,"Dec 12, 2020",Tennessee,@,Vanderbilt
30110,"Dec 12, 2020",Texas Christian,,Louisiana Tech
30111,"Dec 12, 2020",Toledo,,Central Michigan
30112,"Dec 12, 2020",Utah,@,(21) Colorado
30113,"Dec 12, 2020",Virginia Tech,,Virginia
30114,"Dec 18, 2020",Alabama-Birmingham,@,Marshall
30115,"Dec 18, 2020",Ball State,N,(23) Buffalo
30116,"Dec 18, 2020",Nebraska,@,Rutgers
30117,"Dec 18, 2020",Oregon,@,(13) Southern California
30118,"Dec 19, 2020",(1) Alabama,N,(11) Florida
30119,"Dec 19, 2020",Arizona State,@,Oregon State
30120,"Dec 19, 2020",Army,,Air Force
30121,"Dec 19, 2020",(6) Cincinnati,,(20) Tulsa
30122,"Dec 19, 2020",(4) Clemson,N,(2) Notre Dame
30123,"Dec 19, 2020",Louisiana State,,Mississippi
30124,"Dec 19, 2020",Mississippi State,,Missouri
30125,"Dec 19, 2020",(3) Ohio State,N,(15) Northwestern
30126,"Dec 19, 2020",(12) Oklahoma,N,(8) Iowa State
30127,"Dec 19, 2020",Penn State,,Illinois
30128,"Dec 19, 2020",(25) San Jose State,N,Boise State
30129,"Dec 19, 2020",Stanford,@,UCLA
30130,"Dec 19, 2020",(5) Texas A&M,@,Tennessee
30131,"Dec 19, 2020",Utah,,Washington State
30132,"Dec 19, 2020",Wisconsin,,Minnesota
30133,"Dec 21, 2020",Appalachian State,N,North Texas
30134,"Dec 22, 2020",(13) Brigham Young,N,Central Florida
30135,"Dec 22, 2020",Nevada,N,Tulane
30136,"Dec 23, 2020",Georgia Southern,N,Louisiana Tech
30137,"Dec 23, 2020",Memphis,N,Florida Atlantic
30138,"Dec 24, 2020",Hawaii,N,Houston
30139,"Dec 25, 2020",Buffalo,N,Marshall
30140,"Dec 26, 2020",Georgia State,N,Western Kentucky
30141,"Dec 26, 2020",(23) Liberty,N,(9) Coastal Carolina
30142,"Dec 26, 2020",(16) Louisiana,N,Texas-San Antonio
30143,"Dec 29, 2020",Oklahoma State,N,(18) Miami (FL)
30144,"Dec 29, 2020",(20) Texas,N,Colorado
30145,"Dec 30, 2020",(8) Oklahoma,N,(10) Florida
30146,"Dec 30, 2020",Wisconsin,N,Wake Forest
30147,"Dec 31, 2020",Ball State,N,(19) San Jose State
30148,"Dec 31, 2020",Mississippi State,N,(22) Tulsa
30149,"Dec 31, 2020",West Virginia,N,Army
30150,"Jan 1, 2021",(1) Alabama,N,(4) Notre Dame
30151,"Jan 1, 2021",(11) Georgia,N,(6) Cincinnati
30152,"Jan 1, 2021",(15) Northwestern,N,Auburn
30153,"Jan 1, 2021",(3) Ohio State,N,(2) Clemson
30154,"Jan 2, 2021",(12) Iowa State,N,(25) Oregon
30155,"Jan 2, 2021",Kentucky,N,(24) North Carolina State
30156,"Jan 2, 2021",Mississippi,N,(7) Indiana
30157,"Jan 2, 2021",(5) Texas A&M,N,(14) North Carolina
30158,"Jan 11, 2021",(1) Alabama,N,(3) Ohio State
30159,"Feb 21, 2021",Tarleton State,@,New Mexico State
30160,"Mar 7, 2021",New Mexico State,N,Dixie State
30161,"Aug 28, 2021",Fresno State,,Connecticut
30162,"Aug 28, 2021",Illinois,,Nebraska
30163,"Aug 28, 2021",San Jose State,,Southern Utah
30164,"Aug 28, 2021",Texas-El Paso,@,New Mexico State
30165,"Aug 28, 2021",UCLA,,Hawaii
30166,"Sep 1, 2021",Alabama-Birmingham,N,Jacksonville State
30167,"Sep 2, 2021",Appalachian State,N,East Carolina
30168,"Sep 2, 2021",(25) Arizona State,,Southern Utah
30169,"Sep 2, 2021",Ball State,,Western Illinois
30170,"Sep 2, 2021",Buffalo,,Wagner
30171,"Sep 2, 2021",California-Davis,@,Tulsa
30172,"Sep 2, 2021",Central Florida,,Boise State
30173,"Sep 2, 2021",(22) Coastal Carolina,,Citadel
30174,"Sep 2, 2021",Eastern Washington,@,Nevada-Las Vegas
30175,"Sep 2, 2021",Florida International,,Long Island
30176,"Sep 2, 2021",New Mexico,,Houston Baptist
