data,season,team1,team2,score1,score2,result,spread,spreadOpen,overUnder,overUnderOpen,homeMoneyLine,awayMoneyLine
2012-08-30,2012,ball state,eastern michigan,37,26,1
2012-08-30,2012,morehead state,southern virginia,55,0,1
2012-08-30,2012,fordham,lock haven,55,0,1
2012-08-30,2012,vanderbilt,south carolina,13,17,0
2012-08-30,2012,western illinois,butler,23,15,1
2012-08-30,2012,campbell,shorter,20,31,0
2012-08-30,2012,kent state,towson,41,21,1
2012-08-30,2012,akron,ucf,14,56,0
2012-08-30,2012,central michigan,southeast missouri state,38,27,1
2012-08-30,2012,utah,northern colorado,41,0,1
2012-08-30,2012,georgia state,south carolina state,6,33,0
2012-08-30,2012,middle tennessee,mcneese,21,27,0
2012-08-30,2012,connecticut,umass,37,0,1
2012-08-30,2012,eastern illinois,southern illinois,49,28,1
2012-08-30,2012,rice,ucla,24,49,0
2012-08-30,2012,holy cross,new hampshire,17,38,0
2012-08-31,2012,new mexico state,sacramento state,49,19,1
2012-08-31,2012,valparaiso,st. joseph's (in),34,36,0
2012-08-31,2012,utah state,southern utah,34,3,1
2012-08-31,2012,tennessee tech,hampton,41,31,1
2012-08-31,2012,drake,grand view,28,8,1
2012-08-31,2012,western carolina,mars hill,42,14,1
2012-08-31,2012,idaho,eastern washington,3,20,0
2012-08-31,2012,byu,washington state,30,6,1
2012-08-31,2012,arizona state,northern arizona,63,6,1
2012-08-31,2012,unlv,minnesota,27,30,0
2012-08-31,2012,temple,villanova,41,10,1
2012-08-31,2012,stephen f. austin,southwestern oklahoma,49,14,1
2012-08-31,2012,tennessee,nc state,35,21,1
2012-09-01,2012,florida atlantic,wagner,7,3,1
2012-09-01,2012,michigan state,boise state,17,13,1
2012-09-01,2012,stanford,san josé state,20,17,1
2012-09-01,2012,navy,notre dame,10,50,0
2012-09-01,2012,east carolina,appalachian state,35,13,1
2012-09-01,2012,uab,troy,29,39,0
2012-09-01,2012,ohio state,miami (oh),56,10,1
2012-09-01,2012,west virginia,marshall,69,34,1
2012-09-01,2012,syracuse,northwestern,41,42,0
2012-09-01,2012,illinois,western michigan,24,7,1
2012-09-01,2012,georgia,buffalo,45,23,1
2012-09-01,2012,penn state,ohio,14,24,0
2012-09-01,2012,lehigh,monmouth,27,17,1
2012-09-01,2012,north carolina,elon,62,0,1
2012-09-01,2012,morgan state,sacred heart,30,27,1
2012-09-01,2012,delaware state,vmi,17,10,1
2012-09-01,2012,illinois state,dayton,56,14,1
2012-09-01,2012,air force,idaho state,49,21,1
2012-09-01,2012,south alabama,ut san antonio,31,33,0
2012-09-01,2012,maryland,william & mary,7,6,1
2012-09-01,2012,california,nevada,24,31,0
2012-09-01,2012,virginia,richmond,43,19,1
2012-09-01,2012,bryant,marist,10,35,0
2012-09-01,2012,northern illinois,iowa,17,18,0
2012-09-01,2012,wisconsin,northern iowa,26,21,1
2012-09-01,2012,howard,morehouse,30,29,1
2012-09-01,2012,iowa state,tulsa,38,23,1
2012-09-01,2012,florida,bowling green,27,14,1
2012-09-01,2012,boston college,miami,32,41,0
2012-09-01,2012,purdue,eastern kentucky,48,6,1
2012-09-01,2012,nebraska,southern mississippi,49,20,1
2012-09-01,2012,montana,south dakota,35,24,1
2012-09-01,2012,colorado,colorado state,17,22,0
2012-09-01,2012,samford,furman,24,21,1
2012-09-01,2012,new mexico,southern,66,21,1
