data,season,team1,team2,score1,score2,result,spread,spreadOpen,overUnder,overUnderOpen,homeMoneyLine,awayMoneyLine
2023-08-26,2023,notre dame,navy,42,3,1,-20.3,-50.75,-20.3,-50.75,-50.75,-50.75
2023-08-26,2023,mercer,north alabama,17,7,1,-23.5,,-23.5,,,
2023-08-26,2023,jacksonville state,utep,17,14,1,1.167,3.5,0.875,1.75,1.75,1.75
2023-08-26,2023,new mexico state,umass,30,41,0,-7.7,-19.25,-7.7,-19.25,-19.25,-19.25
2023-08-26,2023,san diego state,ohio,20,13,1,-2.9,-7.25,-2.9,-7.25,-7.25,-7.25
2023-08-26,2023,albany,fordham,34,13,1,-4.5,,-4.5,,,
2023-08-26,2023,vanderbilt,hawai'i,35,28,1,-17.625,-35.25,-17.625,-35.25,-35.25,-35.25
2023-08-26,2023,jackson state,south carolina state,37,7,1,-9.5,,-9.5,,,
2023-08-27,2023,usc,san josé state,56,28,1,-30.6,-76.5,-30.6,-76.5,-76.5,-76.5
2023-08-27,2023,louisiana tech,florida international,22,17,1,-10.6,-26.5,-10.6,-26.5,-26.5,-26.5
2023-08-31,2023,kennesaw state,tusculum,38,7,1
2023-08-31,2023,lamar,idaho,17,42,0,25.5,,25.5,,,
2023-08-31,2023,texas a&m-commerce,uc davis,10,48,0
2023-08-31,2023,morehead state,west virginia state,37,35,1
2023-08-31,2023,new haven,frostburg state,24,27,0
2023-08-31,2023,hiram,heidelberg,14,68,0
2023-08-31,2023,northwood (mi),glenville state,9,44,0
2023-08-31,2023,alderson-broaddus,california (pa),0,0,0.5
2023-08-31,2023,wingate,albany state (ga),30,7,1
2023-08-31,2023,keiser university,mississippi college,14,17,0
2023-08-31,2023,barton college,chowan,41,0,1
2023-08-31,2023,unc pembroke,fayetteville state,19,17,1
2023-08-31,2023,saginaw valley,winona state,34,24,1
2023-08-31,2023,rowan,stevenson,17,20,0
2023-08-31,2023,charleston southern,north greenville,13,10,1
2023-08-31,2023,indiana state,eastern illinois,0,27,0
2023-08-31,2023,furman,tennessee tech,45,10,1,-27.0,,-27.0,,,
2023-08-31,2023,georgia state,rhode island,42,35,1,-17.333,-26.0,-17.333,-26.0,-26.0,-26.0
2023-08-31,2023,wake forest,elon,37,17,1,-32.167,-48.25,-32.167,-48.25,-48.25,-48.25
2023-08-31,2023,stony brook,delaware,13,37,0,15.0,,15.0,,,
2023-08-31,2023,ucf,kent state,56,6,1,-34.9,-87.25,-34.9,-87.25,,
2023-08-31,2023,samford,shorter,69,14,1
2023-08-31,2023,minot state,southwest minnesota state,23,28,0
2023-08-31,2023,sioux falls,minnesota state,26,54,0
2023-08-31,2023,wheeling jesuit,seton hill college,35,24,1
2023-08-31,2023,quincy,chadron state,34,35,0
