data,season,team1,team2,score1,score2,result,spread,spreadOpen,overUnder,overUnderOpen,homeMoneyLine,awayMoneyLine
2011-09-01,2011,louisville,murray state,21,9,1
2011-09-01,2011,jacksonville state,ut martin,24,23,1
2011-09-01,2011,northwestern state,delta state,24,23,1
2011-09-01,2011,morehead state,kentucky christian,67,0,1
2011-09-01,2011,temple,villanova,42,7,1
2011-09-01,2011,central michigan,south carolina state,21,6,1
2011-09-01,2011,florida international,north texas,41,16,1
2011-09-01,2011,stephen f. austin,mcmurry,82,6,1
2011-09-01,2011,sam houston state,western illinois,20,6,1
2011-09-01,2011,toledo,new hampshire,58,22,1
2011-09-01,2011,rutgers,north carolina central,48,0,1
2011-09-01,2011,georgia tech,western carolina,63,21,1
2011-09-01,2011,eastern illinois,illinois state,33,26,1
2011-09-01,2011,nicholls,evangel,42,0,1
2011-09-02,2011,central arkansas,henderson state,38,14,1
2011-09-02,2011,memphis,mississippi state,14,59,0
2011-09-02,2011,wisconsin,unlv,51,17,1
2011-09-02,2011,holy cross,umass,16,24,0
2011-09-02,2011,syracuse,wake forest,36,29,1
2011-09-02,2011,utah,montana state,27,10,1
2011-09-02,2011,north dakota,drake,16,0,1
2011-09-02,2011,idaho,bowling green,15,32,0
2011-09-02,2011,western kentucky,kentucky,3,14,0
2011-09-02,2011,arizona state,uc davis,48,14,1
2011-09-02,2011,michigan state,youngstown state,28,6,1
2011-09-02,2011,georgia state,clark atlanta,41,7,1
2011-09-03,2011,baylor,tcu,50,48,1
2011-09-03,2011,auburn,utah state,42,38,1
2011-09-03,2011,purdue,middle tennessee,27,24,1
2011-09-03,2011,boston college,northwestern,17,24,0
2011-09-03,2011,penn state,indiana state,41,7,1
2011-09-03,2011,missouri,miami (oh),17,6,1
2011-09-03,2011,ohio state,akron,42,0,1
2011-09-03,2011,robert morris,dayton,13,19,0
2011-09-03,2011,iowa,tennessee tech,34,7,1
2011-09-03,2011,central connecticut,southern connecticut state,35,21,1
2011-09-03,2011,connecticut,fordham,35,3,1
2011-09-03,2011,alabama,kent state,48,7,1
2011-09-03,2011,virginia tech,appalachian state,66,13,1
2011-09-03,2011,monmouth,lehigh,24,49,0
2011-09-03,2011,wagner,st francis (pa),38,28,1
2011-09-03,2011,butler,albion,31,17,1
2011-09-03,2011,tulane,southeastern louisiana,47,33,1
2011-09-03,2011,vmi,delaware state,21,24,0
2011-09-03,2011,presbyterian college,wofford,28,35,0
2011-09-03,2011,air force,south dakota,37,20,1
2011-09-03,2011,ut san antonio,northeastern state,31,3,1
2011-09-03,2011,jackson state,concordia (al),42,2,1
2011-09-03,2011,notre dame,south florida,20,23,0
2011-09-03,2011,navy,delaware,40,17,1
2011-09-03,2011,nebraska,chattanooga,40,7,1
2011-09-03,2011,north carolina,james madison,42,10,1
2011-09-03,2011,usc,minnesota,19,17,1
2011-09-03,2011,florida state,louisiana monroe,34,0,1
2011-09-03,2011,clemson,troy,43,19,1
2011-09-03,2011,houston,ucla,38,34,1
2011-09-03,2011,illinois,arkansas state,33,15,1
2011-09-03,2011,michigan,western michigan,34,10,1
2011-09-03,2011,northern colorado,lindenwood,20,22,0
2011-09-03,2011,oregon state,sacramento state,28,29,0
2011-09-03,2011,north carolina a&t,virginia lynchburg,38,7,1
2011-09-03,2011,portland state,southern oregon,52,0,1
2011-09-03,2011,ole miss,byu,13,14,0
2011-09-03,2011,washington state,idaho state,64,21,1
2011-09-03,2011,stanford,san josé state,57,3,1
2011-09-03,2011,maine,bryant,28,13,1
2011-09-03,2011,hampton,alabama a&m,21,20,1
2011-09-03,2011,albany state (ga),savannah state,37,34,1
2011-09-03,2011,the citadel,jacksonville,31,9,1
2011-09-03,2011,norfolk state,virginia state,37,3,1
2011-09-03,2011,colgate,albany,37,34,1
2011-09-03,2011,bucknell,duquesne,27,26,1
2011-09-03,2011,mississippi valley state,alabama state,9,41,0
2011-09-03,2011,arkansas-pine bluff,langston,12,19,0
2011-09-03,2011,gardner-webb,brevard college,34,17,1
2011-09-03,2011,nc state,liberty,43,21,1
2011-09-03,2011,new mexico,colorado state,10,14,0
2011-09-03,2011,tennessee,montana,42,16,1
2011-09-03,2011,pittsburgh,buffalo,35,16,1
2011-09-03,2011,coastal carolina,furman,30,23,1
2011-09-03,2011,florida a&m,fort valley state,28,22,1
2011-09-03,2011,virginia,william & mary,40,3,1
2011-09-03,2011,georgetown,davidson,40,16,1
2011-09-03,2011,old dominion,campbell,41,14,1
2011-09-03,2011,kansas,mcneese,42,24,1
2011-09-03,2011,texas tech,texas state,50,10,1
2011-09-03,2011,towson,morgan state,42,3,1
2011-09-03,2011,ball state,indiana,27,20,1
2011-09-03,2011,northern illinois,army,49,26,1
2011-09-03,2011,sacred heart,marist,7,20,0
2011-09-03,2011,valparaiso,franklin,35,49,0
2011-09-03,2011,florida,florida atlantic,41,3,1
2011-09-03,2011,arkansas,missouri state,51,7,1
2011-09-03,2011,tennessee state,southern,33,7,1
2011-09-03,2011,southeast missouri state,southern illinois,10,38,0
2011-09-03,2011,california,fresno state,36,21,1
2011-09-03,2011,oklahoma state,louisiana,61,34,1
2011-09-03,2011,samford,georgia southern,17,31,0
2011-09-03,2011,cincinnati,austin peay,72,10,1
2011-09-03,2011,duke,richmond,21,23,0
2011-09-03,2011,washington,eastern washington,30,27,1
2011-09-03,2011,ucf,charleston southern,62,0,1
2011-09-03,2011,south dakota state,southern utah,29,28,1
2011-09-03,2011,alcorn state,grambling,14,21,0
2011-09-03,2011,north dakota state,lafayette,42,6,1
2011-09-03,2011,iowa state,northern iowa,20,19,1
2011-09-03,2011,kansas state,eastern kentucky,10,7,1
2011-09-03,2011,south carolina,east carolina,56,37,1
2011-09-03,2011,vanderbilt,elon,45,14,1
2011-09-04,2011,oklahoma,tulsa,47,14,1
2011-09-04,2011,lsu,oregon,40,27,1
2011-09-04,2011,georgia,boise state,21,35,0
2011-09-04,2011,new mexico state,ohio,24,44,0
2011-09-04,2011,texas,rice,34,9,1
2011-09-04,2011,lamar,texas college,58,0,1
2011-09-04,2011,wyoming,weber state,35,32,1
2011-09-04,2011,utep,stony brook,31,24,1
2011-09-04,2011,azusa pacific,san diego,40,42,0
2011-09-04,2011,southern mississippi,louisiana tech,19,17,1
2011-09-04,2011,arizona,northern arizona,41,10,1
2011-09-04,2011,san diego state,cal poly,49,21,1
2011-09-04,2011,hawai'i,colorado,34,17,1
2011-09-04,2011,eastern michigan,howard,41,9,1
2011-09-04,2011,bethune-cookman,prairie view,63,14,1
2011-09-04,2011,west virginia,marshall,34,13,1
2011-09-04,2011,texas a&m,smu,46,14,1
2011-09-06,2011,maryland,miami,32,24,1
2011-09-08,2011,hampton,florida a&m,23,17,1
2011-09-09,2011,oklahoma state,arizona,37,14,1
2011-09-09,2011,tennessee tech,maryville tn,56,7,1
2011-09-09,2011,louisville,florida international,17,24,0
2011-09-10,2011,arizona state,missouri,37,30,1
2011-09-10,2011,georgia state,old dominion,17,40,0
2011-09-10,2011,north carolina central,central state,42,3,1
2011-09-10,2011,illinois,south dakota state,56,3,1
2011-09-10,2011,army,san diego state,20,23,0
2011-09-10,2011,kentucky,central michigan,27,13,1
2011-09-10,2011,iowa state,iowa,44,41,1
2011-09-10,2011,michigan state,florida atlantic,44,0,1
2011-09-10,2011,ohio state,toledo,27,22,1
2011-09-10,2011,wisconsin,oregon state,35,0,1
2011-09-10,2011,auburn,mississippi state,41,34,1
2011-09-10,2011,north carolina,rutgers,24,22,1
2011-09-10,2011,lehigh,new hampshire,41,48,0
2011-09-10,2011,pittsburgh,maine,35,29,1
2011-09-10,2011,campbell,apprentice school,76,0,1
2011-09-10,2011,eastern michigan,alabama state,14,7,1
2011-09-10,2011,west virginia,norfolk state,55,12,1
2011-09-10,2011,holy cross,colgate,37,7,1
2011-09-10,2011,dayton,duquesne,13,22,0
2011-09-10,2011,bryant,american international,27,16,1
2011-09-10,2011,presbyterian college,north greenville,38,21,1
2011-09-10,2011,vmi,william & mary,7,24,0
2011-09-10,2011,indiana state,butler,48,34,1
2011-09-10,2011,ut san antonio,mcmurry,21,24,0
2011-09-10,2011,colorado state,northern colorado,33,14,1
2011-09-10,2011,montana state,uc davis,38,14,1
2011-09-10,2011,montana,cal poly,37,23,1
2011-09-10,2011,southern utah,sacramento state,35,14,1
2011-09-10,2011,northwestern,eastern illinois,42,21,1
2011-09-10,2011,rice,purdue,24,22,1
2011-09-10,2011,washington,hawai'i,40,32,1
2011-09-10,2011,tennessee,cincinnati,45,23,1
2011-09-10,2011,air force,tcu,19,35,0
2011-09-10,2011,oregon,nevada,69,20,1
2011-09-10,2011,east carolina,virginia tech,10,17,0
2011-09-10,2011,duke,stanford,14,44,0
2011-09-10,2011,penn state,alabama,11,27,0
2011-09-10,2011,morehouse,howard,27,30,0
2011-09-10,2011,clemson,wofford,35,27,1
2011-09-10,2011,appalachian state,north carolina a&t,58,6,1
2011-09-10,2011,tulane,tulsa,3,31,0
2011-09-10,2011,colorado,california,33,36,0
2011-09-10,2011,wake forest,nc state,34,27,1
2011-09-10,2011,minnesota,new mexico state,21,28,0
2011-09-10,2011,marshall,southern mississippi,26,20,1
2011-09-10,2011,bethune-cookman,south carolina state,18,26,0
2011-09-10,2011,western illinois,jacksonville,35,21,1
2011-09-10,2011,youngstown state,valparaiso,77,13,1
2011-09-10,2011,syracuse,rhode island,21,14,1
2011-09-10,2011,georgia,south carolina,42,45,0
2011-09-10,2011,idaho,north dakota,44,14,1
2011-09-10,2011,south alabama,lamar,30,8,1
2011-09-10,2011,south dakota,eastern washington,30,17,1
2011-09-10,2011,washington state,unlv,59,7,1
2011-09-10,2011,mississippi valley state,murray state,0,39,0
2011-09-10,2011,the citadel,furman,6,16,0
2011-09-10,2011,richmond,wagner,21,6,1
2011-09-10,2011,james madison,central connecticut,14,9,1
2011-09-10,2011,akron,temple,3,41,0
2011-09-10,2011,bucknell,marist,28,14,1
2011-09-10,2011,ole miss,southern illinois,42,24,1
2011-09-10,2011,georgetown,lafayette,14,13,1
2011-09-10,2011,delaware,west chester,28,17,1
2011-09-10,2011,coastal carolina,catawba,20,3,1
2011-09-10,2011,florida state,charleston southern,62,10,1
2011-09-10,2011,buffalo,stony brook,35,7,1
2011-09-10,2011,delaware state,shaw,31,27,1
2011-09-10,2011,chattanooga,jacksonville state,38,17,1
2011-09-10,2011,eastern kentucky,missouri state,28,24,1
2011-09-10,2011,wyoming,texas state,45,10,1
2011-09-10,2011,idaho state,western state,44,7,1
2011-09-10,2011,georgia southern,tusculum,62,21,1
2011-09-10,2011,western carolina,mars hill,52,31,1
2011-09-10,2011,northern arizona,fort lewis,58,13,1
2011-09-10,2011,nebraska,fresno state,42,29,1
2011-09-10,2011,jackson state,tennessee state,35,29,1
2011-09-10,2011,north dakota state,st francis (pa),56,3,1
2011-09-10,2011,towson,villanova,31,10,1
2011-09-10,2011,arkansas state,memphis,47,3,1
2011-09-10,2011,florida,uab,39,0,1
2011-09-10,2011,south florida,ball state,37,7,1
2011-09-10,2011,texas,byu,17,16,1
2011-09-10,2011,stephen f. austin,northern iowa,23,34,0
2011-09-10,2011,smu,utep,28,17,1
2011-09-10,2011,liberty,robert morris,38,7,1
2011-09-10,2011,indiana,virginia,31,34,0
2011-09-10,2011,western kentucky,navy,14,40,0
2011-09-10,2011,arkansas,new mexico,52,3,1
2011-09-10,2011,southern,alabama a&m,21,6,1
2011-09-10,2011,arkansas-pine bluff,alcorn state,27,20,1
2011-09-10,2011,samford,stillman,48,6,1
2011-09-10,2011,davidson,lenoir-rhyne,28,10,1
2011-09-10,2011,elon,concord,42,10,1
2011-09-10,2011,north texas,houston,23,48,0
2011-09-10,2011,middle tennessee,georgia tech,21,49,0
2011-09-10,2011,kent state,louisiana,12,20,0
2011-09-10,2011,kansas,northern illinois,45,42,1
2011-09-10,2011,drake,grand view,28,21,1
2011-09-10,2011,ohio,gardner-webb,30,3,1
2011-09-10,2011,bowling green,morgan state,58,13,1
2011-09-10,2011,louisiana monroe,grambling,35,7,1
2011-09-10,2011,western michigan,nicholls,38,7,1
2011-09-10,2011,louisiana tech,central arkansas,48,42,1
2011-09-10,2011,illinois state,morehead state,52,21,1
2011-09-10,2011,usc,utah,23,14,1
2011-09-10,2011,vanderbilt,connecticut,24,21,1
2011-09-11,2011,michigan,notre dame,35,31,1
2011-09-11,2011,ucf,boston college,30,3,1
2011-09-11,2011,southeastern louisiana,savannah state,63,6,1
2011-09-11,2011,lsu,northwestern state,49,3,1
2011-09-11,2011,utah state,weber state,54,17,1
2011-09-11,2011,texas southern,prairie view,34,37,0
2011-09-11,2011,san diego,western new mexico,30,10,1
2011-09-11,2011,ucla,san josé state,27,17,1
2011-09-15,2011,ut martin,union college,63,0,1
2011-09-16,2011,mississippi state,lsu,6,19,0
