data,season,team1,team2,score1,score2,result,spread,spreadOpen,overUnder,overUnderOpen,homeMoneyLine,awayMoneyLine
2020-10-02,2020,wake forest,campbell,66,14,1,-34.5,,-34.5,,,
2020-10-03,2020,byu,louisiana tech,45,14,1,-24.1,,-24.1,,,
2020-10-03,2020,tennessee,missouri,35,12,1,-10.1,,-10.1,,,
2020-10-03,2020,florida,south carolina,38,24,1,-14.6,,-14.6,,,
2020-10-03,2020,georgia state,east carolina,49,29,1,1.2,,1.2,,,
2020-10-03,2020,coastal carolina,arkansas state,52,23,1,3.5,,3.5,,,
2020-10-03,2020,west virginia,baylor,27,21,1,1.4,,1.4,,,
2020-10-03,2020,pittsburgh,nc state,29,30,0,-13.9,,-13.9,,,
2020-10-03,2020,texas,tcu,31,33,0,-10.5,,-10.5,,,
2020-10-03,2020,uab,ut san antonio,21,13,1,-21.625,,-21.625,,,
2020-10-03,2020,liberty,north alabama,28,7,1,-33.0,,-33.0,,,
2020-10-03,2020,army,abilene christian,55,23,1,-31.0,,-31.0,,,
2020-10-03,2020,eastern kentucky,houston christian,30,33,0
2020-10-03,2020,alabama,texas a&m,52,24,1,-18.0,,-18.0,,,
2020-10-03,2020,north dakota state,central arkansas,39,28,1
2020-10-03,2020,cincinnati,south florida,28,7,1,-22.2,,-22.2,,,
2020-10-03,2020,boston college,north carolina,22,26,0,14.7,,14.7,,,
2020-10-03,2020,kansas state,texas tech,31,21,1,-0.2,,-0.2,,,
2020-10-03,2020,smu,memphis,30,27,1,-2.1,,-2.1,,,
2020-10-03,2020,kansas,oklahoma state,7,47,0,21.7,,21.7,,,
2020-10-03,2020,florida atlantic,charlotte,21,17,1,-5.1,,-5.1,,,
2020-10-03,2020,duke,virginia tech,31,38,0,11.6,,11.6,,,
2020-10-03,2020,florida state,jacksonville state,41,24,1,-27.0,,-27.0,,,
2020-10-03,2020,kentucky,ole miss,41,42,0,-6.8,,-6.8,,,
2020-10-03,2020,stephen f. austin,west texas a&m,34,6,1
2020-10-03,2020,middle tennessee,western kentucky,17,20,0,7.1,,7.1,,,
2020-10-03,2020,air force,navy,40,7,1,6.5,,6.5,,,
2020-10-03,2020,louisiana monroe,georgia southern,30,35,0,19.5,,19.5,,,
2020-10-03,2020,mississippi state,arkansas,14,21,0,-16.7,,-16.7,,,
2020-10-03,2020,iowa state,oklahoma,37,30,1,7.8,,7.8,,,
2020-10-03,2020,ucf,tulsa,26,34,0,-20.375,,-20.375,,,
2020-10-03,2020,georgia,auburn,27,6,1,-7.5,,-7.5,,,
2020-10-03,2020,vanderbilt,lsu,7,41,0,21.2,,21.2,,,
2020-10-03,2020,north texas,southern mississippi,31,41,0,-1.7,,-1.7,,,
2020-10-04,2020,clemson,virginia,41,23,1,-28.2,,-28.2,,,
2020-10-08,2020,houston,tulane,49,31,1,-6.417,,-6.417,,,
2020-10-09,2020,georgia tech,louisville,46,27,1,4.583,,4.583,,,
2020-10-10,2020,texas a&m,florida,41,38,1,6.0,,6.0,,,
2020-10-10,2020,virginia,nc state,21,38,0,-7.417,,-7.417,,,
2020-10-10,2020,liberty,louisiana monroe,40,7,1,-17.6,,-17.6,,,
2020-10-10,2020,vanderbilt,south carolina,7,41,0,13.8,,13.8,,,
2020-10-10,2020,lsu,missouri,41,45,0,-11.0,,-11.0,,,
2020-10-10,2020,north carolina,virginia tech,56,45,1,-3.417,,-3.417,,,
2020-10-10,2020,oklahoma,texas,53,45,1,-2.917,,-2.917,,,
2020-10-10,2020,syracuse,duke,24,38,0,2.417,,2.417,,,
2020-10-10,2020,army,the citadel,14,9,1,-30.75,,-30.75,,,
2020-10-10,2020,jacksonville state,mercer,34,28,1
2020-10-10,2020,byu,ut san antonio,27,20,1,-34.125,,-34.125,,,
2020-10-10,2020,iowa state,texas tech,31,15,1,-10.5,,-10.5,,,
2020-10-10,2020,georgia,tennessee,44,21,1,-12.2,,-12.2,,,
2020-10-10,2020,arkansas state,central arkansas,50,27,1,-15.5,,-15.5,,,
2020-10-10,2020,troy,texas state,37,17,1,-7.1,,-7.1,,,
2020-10-10,2020,auburn,arkansas,30,28,1,-13.5,,-13.5,,,
2020-10-10,2020,tcu,kansas state,14,21,0,-10.667,,-10.667,,,
2020-10-10,2020,florida international,middle tennessee,28,31,0,-6.083,,-6.083,,,
2020-10-10,2020,boston college,pittsburgh,31,30,1,6.333,,6.333,,,
2020-10-10,2020,navy,temple,31,29,1,3.875,,3.875,,,
2020-10-10,2020,south florida,east carolina,24,44,0,-5.4,,-5.4,,,
2020-10-10,2020,louisiana tech,utep,21,17,1,-14.417,,-14.417,,,
2020-10-10,2020,clemson,miami,42,17,1,-14.25,,-14.25,,,
2020-10-10,2020,notre dame,florida state,42,26,1,-20.583,,-20.583,,,
2020-10-10,2020,western kentucky,marshall,14,38,0,6.667,,6.667,,,
2020-10-10,2020,kentucky,mississippi state,24,2,1,-3.083,,-3.083,,,
2020-10-10,2020,ole miss,alabama,48,63,0,24.0,,24.0,,,
2020-10-11,2020,north texas,charlotte,21,49,0,2.9,,2.9,,,
2020-10-14,2020,louisiana,coastal carolina,27,30,0,-8.9,,-8.9,,,
2020-10-15,2020,arkansas state,georgia state,59,52,1,-3.5,,-3.5,,,
2020-10-16,2020,tulane,smu,34,37,0,6.5,,6.5,,,
2020-10-17,2020,houston,byu,26,43,0,3.2,,3.2,,,
2020-10-17,2020,syracuse,liberty,21,38,0,2.833,,2.833,,,
2020-10-17,2020,south alabama,texas state,30,20,1,-4.7,,-4.7,,,
2020-10-17,2020,georgia tech,clemson,7,73,0,26.7,,26.7,,,
2020-10-17,2020,south carolina,auburn,30,22,1,2.6,,2.6,,,
2020-10-17,2020,tennessee,kentucky,7,34,0,-6.333,,-6.333,,,
2020-10-17,2020,temple,south florida,39,37,1,-13.833,,-13.833,,,
2020-10-17,2020,east carolina,navy,23,27,0,3.4,,3.4,,,
2020-10-17,2020,west virginia,kansas,38,17,1,-21.0,,-21.0,,,
2020-10-17,2020,miami,pittsburgh,31,19,1,-12.25,,-12.25,,,
2020-10-17,2020,uab,western kentucky,37,14,1,-11.25,,-11.25,,,
2020-10-17,2020,ut san antonio,army,16,28,0,8.625,,8.625,,,
2020-10-17,2020,north alabama,jacksonville state,17,24,0
2020-10-17,2020,notre dame,louisville,12,7,1,-15.9,,-15.9,,,
2020-10-17,2020,troy,eastern kentucky,31,29,1,-29.25,,-58.5,,,
2020-10-17,2020,memphis,ucf,50,49,1,2.917,,2.917,,,
2020-10-17,2020,nc state,duke,31,20,1,-3.7,,-3.7,,,
2020-10-17,2020,arkansas,ole miss,33,21,1,-0.3,,-0.3,,,
2020-10-17,2020,wake forest,virginia,40,23,1,-2.25,,-2.25,,,
2020-10-17,2020,mississippi state,texas a&m,14,28,0,4.25,,4.25,,,
2020-10-17,2020,georgia southern,umass,41,0,1,-30.6,,-30.6,,,
2020-10-17,2020,middle tennessee,north texas,35,52,0,-3.5,,-3.5,,,
2020-10-17,2020,stephen f. austin,angelo state,31,12,1
2020-10-17,2020,louisiana tech,marshall,17,35,0,11.8,,11.8,,,
2020-10-17,2020,florida state,north carolina,31,28,1,13.6,,13.6,,,
2020-10-18,2020,alabama,georgia,41,24,1,-5.833,,-5.833,,,
2020-10-18,2020,missouri state,central arkansas,24,33,0
2020-10-18,2020,virginia tech,boston college,40,14,1,-13.0,,-13.0,,,
2020-10-22,2020,appalachian state,arkansas state,45,17,1,-13.583,,-13.583,,,
2020-10-23,2020,florida international,jacksonville state,10,19,0,-10.5,,-10.5,,,
2020-10-23,2020,south florida,tulsa,13,42,0,11.583,,11.583,,,
2020-10-24,2020,uab,louisiana,20,24,0,2.5,,2.5,,,
2020-10-24,2020,wisconsin,illinois,45,7,1,-20.4,,-20.4,,,
2020-10-24,2020,charlotte,utep,38,28,1,-17.417,,-17.417,,,
2020-10-24,2020,memphis,temple,41,29,1,-14.083,,-14.083,,,
2020-10-24,2020,louisville,florida state,48,16,1,-5.417,,-5.417,,,
2020-10-24,2020,tcu,oklahoma,14,33,0,6.583,,6.583,,,
2020-10-24,2020,ole miss,auburn,28,35,0,3.583,,3.583,,,
2020-10-24,2020,army,mercer,49,3,1
2020-10-24,2020,ohio state,nebraska,52,17,1,-27.833,,-27.833,,,
2020-10-24,2020,north carolina,nc state,48,21,1,-14.917,,-14.917,,,
2020-10-24,2020,clemson,syracuse,47,21,1,-47.667,,-47.667,,,
2020-10-24,2020,michigan state,rutgers,27,38,0,-9.5,,-9.5,,,
2020-10-24,2020,kansas state,kansas,55,14,1,-18.917,,-18.917,,,
2020-10-24,2020,coastal carolina,georgia southern,28,14,1,-1.667,,-1.667,,,
2020-10-24,2020,liberty,southern mississippi,56,35,1,-14.167,,-14.167,,,
2020-10-24,2020,stephen f. austin,abilene christian,35,32,1
2020-10-24,2020,ucf,tulane,51,34,1,-21.1,,-21.1,,,
2020-10-24,2020,marshall,florida atlantic,20,9,1,-19.0,,-19.0,,,
2020-10-24,2020,eastern kentucky,central arkansas,31,28,1
2020-10-24,2020,texas,baylor,27,16,1,-10.833,,-10.833,,,
2020-10-24,2020,oklahoma state,iowa state,24,21,1,-2.75,,-2.75,,,
2020-10-24,2020,indiana,penn state,36,35,1,6.583,,6.583,,,
2020-10-24,2020,tennessee,alabama,17,48,0,21.917,,21.917,,,
2020-10-24,2020,wake forest,virginia tech,23,16,1,10.583,,10.583,,,
2020-10-24,2020,rice,middle tennessee,34,40,0,-3.833,,-3.833,,,
2020-10-24,2020,purdue,iowa,24,20,1,3.417,,3.417,,,
2020-10-24,2020,navy,houston,21,37,0,15.333,,15.333,,,
2020-10-24,2020,pittsburgh,notre dame,3,45,0,9.833,,9.833,,,
2020-10-24,2020,western kentucky,chattanooga,13,10,1,-14.0,,-14.0,,,
2020-10-24,2020,troy,georgia state,34,36,0,-2.333,,-2.333,,,
2020-10-24,2020,missouri,kentucky,20,10,1,3.2,,3.2,,,
2020-10-24,2020,boston college,georgia tech,48,27,1,-3.5,,-3.5,,,
2020-10-24,2020,texas tech,west virginia,34,27,1,2.6,,2.6,,,
2020-10-24,2020,south alabama,louisiana monroe,38,14,1,-14.5,,-14.5,,,
2020-10-24,2020,nevada,wyoming,37,34,1,2.9,,2.9,,,
2020-10-24,2020,lsu,south carolina,52,24,1,-4.5,,-4.5,,,
2020-10-24,2020,boise state,utah state,42,13,1,-17.1,,-17.1,,,
2020-10-24,2020,northwestern,maryland,43,3,1,-13.083,,-13.083,,,
2020-10-24,2020,fresno state,hawai'i,19,34,0,-2.75,,-2.75,,,
2020-10-24,2020,minnesota,michigan,24,49,0,2.917,,2.917,,,
2020-10-25,2020,miami,virginia,19,14,1,-13.7,,-13.7,,,
2020-10-25,2020,ut san antonio,louisiana tech,27,26,1,2.4,,2.4,,,
2020-10-25,2020,smu,cincinnati,13,42,0,-1.0,,-1.0,,,
2020-10-25,2020,byu,texas state,52,14,1,-29.833,,-29.833,,,
2020-10-25,2020,san diego state,unlv,34,6,1,-14.1,,-14.1,,,
2020-10-25,2020,san josé state,air force,17,6,1,7.5,,7.5,,,
2020-10-29,2020,georgia southern,south alabama,24,17,1,-4.1,,-5.125,,,
2020-10-30,2020,fresno state,colorado state,38,17,1,2.3,,2.875,,,
2020-10-30,2020,southern illinois,southeast missouri state,20,17,1
2020-10-30,2020,maryland,minnesota,45,44,1,18.583,,22.3,,,
2020-10-31,2020,tulsa,east carolina,34,30,1,-17.083,,-20.5,,,
2020-10-31,2020,wyoming,hawai'i,31,7,1,2.4,,3.0,,,
2020-10-31,2020,west virginia,kansas state,37,10,1,-4.667,,-5.6,,,
2020-10-31,2020,syracuse,wake forest,14,38,0,13.417,,16.1,,,
2020-10-31,2020,tulane,temple,38,3,1,-6.167,,-7.4,,,
2020-10-31,2020,clemson,boston college,34,28,1,-27.167,,-32.6,,,
2020-10-31,2020,kansas,iowa state,22,52,0,27.667,,33.2,,,
2020-10-31,2020,michigan,michigan state,24,27,0,-22.167,,-26.6,,,
2020-10-31,2020,georgia state,coastal carolina,0,51,0,3.583,,4.3,,,
2020-10-31,2020,florida atlantic,ut san antonio,24,3,1,-4.7,,-4.7,,,
2020-10-31,2020,illinois,purdue,24,31,0,9.25,,11.1,,,
2020-10-31,2020,kentucky,georgia,3,14,0,16.583,,19.9,,,
2020-10-31,2020,cincinnati,memphis,49,10,1,-6.583,,-7.9,,,
2020-10-31,2020,houston,ucf,21,44,0,3.167,,3.8,,,
2020-10-31,2020,mercer,abilene christian,17,20,0
2020-10-31,2020,southern mississippi,rice,6,30,0,0.2,,0.25,,,
2020-10-31,2020,stephen f. austin,western state,64,7,1
2020-10-31,2020,arkansas state,troy,10,38,0,-3.5,,-4.2,,,
2020-10-31,2020,georgia tech,notre dame,13,31,0,20.25,,24.3,,,
2020-10-31,2020,baylor,tcu,23,33,0,2.583,,3.1,,,
2020-10-31,2020,auburn,lsu,48,11,1,-0.1,,-0.125,,,
2020-10-31,2020,iowa,northwestern,20,21,0,0.1,,0.125,,,
2020-10-31,2020,rutgers,indiana,21,37,0,11.625,,15.5,,,
2020-10-31,2020,louisiana tech,uab,37,34,1,12.333,,14.8,,,
2020-10-31,2020,vanderbilt,ole miss,21,54,0,17.1,,21.375,,,
2020-10-31,2020,oklahoma state,texas,34,41,0,-3.5,,-4.2,,,
2020-10-31,2020,louisville,virginia tech,35,42,0,4.1,,5.125,,,
2020-10-31,2020,louisiana monroe,appalachian state,13,31,0,29.4,,36.75,,,
2020-10-31,2020,central arkansas,missouri western,52,10,1
2020-10-31,2020,air force,boise state,30,49,0,13.0,,15.6,,,
2020-10-31,2020,duke,charlotte,53,19,1,-10.917,,-13.1,,,
2020-10-31,2020,alabama,mississippi state,41,0,1,-29.833,,-35.8,,,
2020-10-31,2020,new mexico,san josé state,21,38,0,-9.667,,-11.6,,,
2020-10-31,2020,penn state,ohio state,25,38,0,10.667,,12.8,,,
2020-10-31,2020,florida,missouri,41,17,1,-13.4,,-16.75,,,
2020-10-31,2020,texas a&m,arkansas,42,31,1,-13.6,,-17.0,,,
2020-10-31,2020,smu,navy,51,37,1,-13.417,,-16.1,,,
2020-11-01,2020,texas tech,oklahoma,28,62,0,15.6,,19.5,,,
2020-11-01,2020,texas state,louisiana,34,44,0,16.5,,20.625,,,
2020-11-01,2020,virginia,north carolina,44,41,1,7.4,,9.25,,,
2020-11-01,2020,utah state,san diego state,7,38,0,8.5,,10.2,,,
2020-11-01,2020,byu,western kentucky,41,10,1,-30.333,,-36.4,,,
2020-11-01,2020,unlv,nevada,19,37,0,13.0,,15.6,,,
2020-11-04,2020,akron,western michigan,13,58,0,19.9,,19.9,,,
2020-11-04,2020,kent state,eastern michigan,27,23,1,-5.0,,-5.0,,,
2020-11-05,2020,central michigan,ohio,30,27,1,2.4,,2.4,,,
2020-11-05,2020,miami (oh),ball state,38,31,1,0.3,,0.3,,,
2020-11-05,2020,northern illinois,buffalo,30,49,0,13.7,,13.7,,,
2020-11-05,2020,toledo,bowling green,38,3,1,-23.5,,-23.5,,,
2020-11-06,2020,nevada,utah state,34,9,1,-16.9,,-16.9,,,
2020-11-06,2020,colorado state,wyoming,34,24,1,3.3,,3.3,,,
2020-11-07,2020,nc state,miami,41,44,0,10.1,,10.1,,,
2020-11-07,2020,san diego state,san josé state,17,28,0,-10.1,,-10.1,,,
2020-11-07,2020,boise state,byu,17,51,0,4.2,,4.2,,,
2020-11-07,2020,memphis,south florida,34,33,1,-17.8,,-17.8,,,
2020-11-07,2020,usc,arizona state,28,27,1,-11.4,,-11.4,,,
2020-11-07,2020,east carolina,tulane,21,38,0,3.8,,3.8,,,
2020-11-07,2020,georgia state,louisiana monroe,52,34,1,-18.5,,-18.5,,,
2020-11-07,2020,indiana,michigan,38,21,1,4.1,,4.1,,,
2020-11-07,2020,temple,smu,23,47,0,17.125,,17.125,,,
2020-11-07,2020,louisiana,arkansas state,27,20,1,-14.125,,-14.125,,,
2020-11-07,2020,texas,west virginia,17,13,1,-6.4,,-6.4,,,
2020-11-07,2020,northwestern,nebraska,21,13,1,-4.0,,-4.0,,,
2020-11-07,2020,iowa,michigan state,49,7,1,-5.5,,-5.5,,,
2020-11-07,2020,duke,north carolina,24,56,0,11.3,,11.3,,,
2020-11-07,2020,virginia tech,liberty,35,38,0,-16.5,,-16.5,,,
2020-11-07,2020,georgia southern,troy,20,13,1,3.0,,3.0,,,
2020-11-07,2020,syracuse,boston college,13,16,0,14.4,,14.4,,,
2020-11-07,2020,marshall,umass,51,10,1,-44.5,,-44.5,,,
2020-11-07,2020,southern mississippi,north alabama,24,13,1,-17.5,,-17.5,,,
2020-11-07,2020,texas state,appalachian state,17,38,0,20.7,,20.7,,,
2020-11-07,2020,eastern kentucky,stephen f. austin,6,24,0
2020-11-07,2020,tcu,texas tech,34,18,1,-9.5,,-9.5,,,
2020-11-07,2020,oklahoma,kansas,62,9,1,-38.4,,-38.4,,,
2020-11-07,2020,illinois,minnesota,14,41,0,7.4,,7.4,,,
2020-11-07,2020,georgia,florida,28,44,0,-2.9,,-2.9,,,
2020-11-07,2020,penn state,maryland,19,35,0,-26.9,,-26.9,,,
2020-11-07,2020,unlv,fresno state,27,40,0,11.3,,11.3,,,
2020-11-07,2020,cincinnati,houston,38,10,1,-12.5,,-12.5,,,
2020-11-07,2020,mississippi state,vanderbilt,24,17,1,-18.3,,-18.3,,,
2020-11-07,2020,abilene christian,angelo state,21,34,0
2020-11-07,2020,florida state,pittsburgh,17,41,0,0.8,,0.8,,,
2020-11-07,2020,kansas state,oklahoma state,18,20,0,13.6,,13.6,,,
2020-11-07,2020,florida atlantic,western kentucky,10,6,1,-6.8,,-6.8,,,
2020-11-08,2020,colorado,ucla,48,42,1,6.5,,6.5,,,
2020-11-08,2020,iowa state,baylor,38,31,1,-13.9,,-13.9,,,
2020-11-08,2020,south carolina,texas a&m,3,48,0,9.6,,9.6,,,
2020-11-08,2020,arkansas,tennessee,24,13,1,2.1,,2.1,,,
2020-11-08,2020,ohio state,rutgers,49,27,1,-37.625,,-37.625,,,
2020-11-08,2020,oregon,stanford,35,14,1,-11.3,,-11.3,,,
2020-11-08,2020,notre dame,clemson,47,40,1,5.3,,5.3,,,
2020-11-08,2020,coastal carolina,south alabama,23,6,1,-16.7,,-16.7,,,
2020-11-08,2020,oregon state,washington state,28,38,0,-3.1,,-3.1,,,
2020-11-08,2020,hawai'i,new mexico,39,33,1,-14.6,,-14.6,,,
2020-11-11,2020,ohio,akron,24,10,1,-27.1,,-27.1,,,
2020-11-11,2020,bowling green,kent state,24,62,0,20.7,,20.7,,,
2020-11-11,2020,buffalo,miami (oh),42,10,1,-7.7,,-7.7,,,
2020-11-12,2020,ball state,eastern michigan,38,31,1,-8.3,,-8.3,,,
2020-11-12,2020,western michigan,toledo,41,38,1,-1.5,,-1.5,,,
2020-11-12,2020,northern illinois,central michigan,10,40,0,6.2,,6.2,,,
2020-11-13,2020,boise state,colorado state,52,21,1,-14.0,,-14.0,,,
2020-11-14,2020,florida international,florida atlantic,19,38,0,9.5,,9.5,,,
2020-11-14,2020,minnesota,iowa,7,35,0,3.1,,3.1,,,
2020-11-14,2020,cincinnati,east carolina,55,17,1,-27.5,,-27.5,,,
2020-11-14,2020,liberty,western carolina,58,14,1,-39.0,,-39.0,,,
2020-11-14,2020,michigan state,indiana,0,24,0,7.5,,7.5,,,
2020-11-14,2020,west virginia,tcu,24,6,1,-2.9,,-2.9,,,
2020-11-14,2020,north carolina,wake forest,59,53,1,-12.8,,-12.8,,,
2020-11-14,2020,kentucky,vanderbilt,38,35,1,-17.4,,-17.4,,,
2020-11-14,2020,marshall,middle tennessee,42,14,1,-23.7,,-23.7,,,
2020-11-14,2020,virginia tech,miami,24,25,0,-2.1,,-2.1,,,
2020-11-14,2020,nebraska,penn state,30,23,1,2.5,,2.5,,,
2020-11-14,2020,tulane,army,38,12,1,-3.1,,-3.1,,,
2020-11-14,2020,rutgers,illinois,20,23,0,-5.25,,-5.25,,,
2020-11-14,2020,louisiana,south alabama,38,10,1,-14.1,,-14.1,,,
2020-11-14,2020,appalachian state,georgia state,17,13,1,-17.8,,-17.8,,,
2020-11-14,2020,utah state,fresno state,16,35,0,10.8,,10.8,,,
2020-11-14,2020,ut san antonio,utep,52,21,1,-5.8,,-5.8,,,
2020-11-14,2020,virginia,louisville,31,17,1,-5.75,,-5.75,,,
2020-11-14,2020,boston college,notre dame,31,45,0,12.9,,12.9,,,
2020-11-14,2020,arizona,usc,30,34,0,15.0,,15.0,,,
2020-11-14,2020,stanford,colorado,32,35,0,-9.5,,-9.5,,,
2020-11-14,2020,western kentucky,southern mississippi,10,7,1,-7.7,,-7.7,,,
2020-11-14,2020,houston,south florida,56,21,1,-14.6,,-14.6,,,
2020-11-14,2020,georgia southern,texas state,40,38,1,-11.9,,-11.9,,,
2020-11-14,2020,san diego state,hawai'i,34,10,1,-9.8,,-9.8,,,
2020-11-14,2020,texas tech,baylor,24,23,1,-0.5,,-0.5,,,
2020-11-14,2020,central arkansas,eastern kentucky,37,25,1
2020-11-14,2020,purdue,northwestern,20,27,0,3.5,,3.5,,,
2020-11-14,2020,stephen f. austin,pittsburg state,26,7,1
2020-11-14,2020,new mexico,nevada,20,27,0,17.4,,17.4,,,
2020-11-15,2020,tulsa,smu,28,24,1,1.1,,1.1,,,
