data,season,team1,team2,score1,score2,result,spread,spreadOpen,overUnder,overUnderOpen,homeMoneyLine,awayMoneyLine
2017-08-26,2017,florida a&m,texas southern,29,7,1
2017-08-26,2017,colorado state,oregon state,58,27,1,nan,,nan,,,
2017-08-26,2017,byu,portland state,20,6,1,nan,,nan,,,
2017-08-26,2017,umass,hawai'i,35,38,0,nan,,nan,,,
2017-08-26,2017,jacksonville state,chattanooga,27,13,1
2017-08-26,2017,cal poly,colgate,14,20,0
2017-08-26,2017,san josé state,south florida,22,42,0,nan,,nan,,,
2017-08-27,2017,rice,stanford,7,62,0,31.167,,31.167,,,
2017-08-31,2017,ucf,florida international,61,17,1,-17.333,,-17.333,,,
2017-08-31,2017,wagner,st. anselm,37,7,1
2017-08-31,2017,morehead state,kentucky christian,56,14,1
2017-08-31,2017,wake forest,presbyterian college,51,7,1,-42.5,,-42.5,,,
2017-08-31,2017,georgia state,tennessee state,10,17,0,-15.0,,-15.0,,,
2017-08-31,2017,cincinnati,austin peay,26,14,1,-43.0,,-43.0,,,
2017-08-31,2017,toledo,elon,47,13,1,-44.5,,-44.5,,,
2017-08-31,2017,central michigan,rhode island,30,27,1,-34.5,,-34.5,,,
2017-08-31,2017,minnesota,buffalo,17,7,1,-23.833,,-23.833,,,
2017-08-31,2017,new hampshire,maine,24,23,1
2017-08-31,2017,tennessee tech,western illinois,14,41,0
2017-08-31,2017,indiana state,eastern illinois,20,22,0
2017-08-31,2017,ut martin,clarion,36,0,1
2017-08-31,2017,mercer,jacksonville,48,7,1
2017-08-31,2017,murray state,kentucky wesleyan,67,7,1
2017-08-31,2017,campbell,methodist,70,0,1
2017-08-31,2017,samford,kennesaw state,28,23,1
2017-08-31,2017,delaware,delaware state,22,3,1
2017-08-31,2017,oklahoma state,tulsa,59,24,1,-18.667,,-18.667,,,
2017-08-31,2017,utah,north dakota,37,16,1,-21.0,,-21.0,,,
2017-08-31,2017,connecticut,holy cross,27,20,1,-22.5,,-22.5,,,
2017-09-01,2017,indiana,ohio state,21,49,0,20.5,,20.5,,,
2017-09-01,2017,arkansas,florida a&m,49,7,1,-47.0,,-47.0,,,
2017-09-01,2017,south dakota state,duquesne,51,13,1
2017-09-01,2017,nicholls,mcneese,37,35,1
2017-09-01,2017,idaho state,western oregon,37,6,1
2017-09-01,2017,idaho,sacramento state,28,6,1,-23.5,,-23.5,,,
2017-09-01,2017,memphis,louisiana monroe,37,29,1,-27.167,,-27.167,,,
