data,season,team1,team2,score1,score2,result,spread,spreadOpen,overUnder,overUnderOpen,homeMoneyLine,awayMoneyLine
2014-08-30,2014,kentucky,ut martin,59,14,1,-20.0,,-20.0,,,
2014-08-30,2014,indiana,indiana state,28,10,1,-27.0,,-27.0,,,
2014-08-30,2014,pittsburgh,delaware,62,0,1,-20.0,,-20.0,,,
2014-08-30,2014,georgetown,wagner,3,21,0
2014-08-30,2014,iowa state,north dakota state,14,34,0
2014-08-30,2014,illinois,youngstown state,28,17,1,-9.0,,-9.0,,,
2014-08-30,2014,iowa,northern iowa,31,23,1,-19.0,,-19.0,,,
2014-08-30,2014,georgia tech,wofford,38,19,1,-28.0,,-28.0,,,
2014-08-30,2014,nc state,georgia southern,24,23,1,-21.75,,-21.75,,,
2014-08-30,2014,monmouth,delaware state,52,21,1
2014-08-30,2014,ball state,colgate,30,10,1,-27.0,,-27.0,,,
2014-08-30,2014,air force,nicholls,44,16,1,-14.0,,-14.0,,,
2014-08-30,2014,umass,boston college,7,30,0,15.5,,15.5,,,
2014-08-30,2014,nevada,southern utah,28,19,1,-18.0,,-18.0,,,
2014-08-30,2014,missouri,south dakota state,38,18,1,-14.0,,-14.0,,,
2014-08-30,2014,old dominion,hampton,41,28,1,-22.0,,-22.0,,,
2014-08-30,2014,miami (oh),marshall,27,42,0,24.0,,24.0,,,
2014-08-30,2014,alabama,west virginia,33,23,1,-22.25,,-22.25,,,
2014-08-30,2014,northwestern,california,24,31,0,-8.75,,-8.75,,,
2014-08-30,2014,notre dame,rice,48,17,1,-19.75,,-19.75,,,
2014-08-30,2014,maryland,james madison,52,7,1,-21.5,,-21.5,,,
2014-08-30,2014,buffalo,duquesne,38,28,1,-28.0,,-28.0,,,
2014-08-30,2014,nebraska,florida atlantic,55,7,1,-20.25,,-20.25,,,
2014-08-30,2014,auburn,arkansas,45,21,1,-18.5,,-18.5,,,
2014-08-30,2014,oregon state,portland state,29,14,1,-35.0,,-35.0,,,
2014-08-30,2014,wyoming,montana,17,12,1,-3.5,,-3.5,,,
2014-08-30,2014,stanford,uc davis,45,0,1,-47.0,,-47.0,,,
2014-08-30,2014,virginia tech,william & mary,34,9,1,-23.0,,-23.0,,,
2014-08-30,2014,mississippi valley state,university of faith,32,7,1
2014-08-30,2014,alcorn state,virginia lynchburg,55,7,1
2014-08-30,2014,benedict college,south carolina state,0,63,0
2014-08-30,2014,georgia,clemson,45,21,1,-10.0,,-10.0,,,
2014-08-30,2014,kent state,ohio,14,17,0,-2.5,,-2.5,,,
2014-08-30,2014,the citadel,coastal carolina,16,31,0
2014-08-30,2014,eastern michigan,morgan state,31,28,1,-20.0,,-20.0,,,
2014-08-30,2014,towson,central connecticut,27,31,0
2014-08-30,2014,sacred heart,marist,28,7,1
2014-08-30,2014,fordham,st francis (pa),52,23,1
2014-08-30,2014,bucknell,vmi,42,38,1
2014-08-30,2014,albany,holy cross,14,13,1
2014-08-30,2014,duke,elon,52,13,1,-38.0,,-38.0,,,
2014-08-30,2014,richmond,morehead state,55,10,1
2014-08-30,2014,maine,norfolk state,10,6,1
2014-08-30,2014,north carolina,liberty,56,29,1,-26.0,,-26.0,,,
2014-08-30,2014,texas tech,central arkansas,42,35,1,-28.0,,-28.0,,,
2014-08-30,2014,tcu,samford,48,14,1,-34.5,,-34.5,,,
2014-08-30,2014,florida international,bethune-cookman,12,14,0,-1.0,,-1.0,,,
2014-08-30,2014,middle tennessee,savannah state,61,7,1,-41.0,,-41.0,,,
2014-08-30,2014,toledo,new hampshire,54,20,1,-10.5,,-10.5,,,
2014-08-30,2014,san diego state,northern arizona,38,7,1,-17.5,,-17.5,,,
2014-08-30,2014,arkansas state,montana state,37,10,1,-8.5,,-8.5,,,
2014-08-30,2014,louisiana,southern,45,6,1,-38.0,,-38.0,,,
2014-08-30,2014,texas state,arkansas-pine bluff,65,0,1,-28.0,,-28.0,,,
2014-08-30,2014,jackson state,florida a&m,22,17,1
2014-08-30,2014,furman,gardner-webb,13,3,1
2014-08-30,2014,incarnate word,sacramento state,13,49,0
2014-08-30,2014,south florida,western carolina,36,31,1,-26.0,,-26.0,,,
2014-08-30,2014,memphis,austin peay,63,0,1,-31.0,,-31.0,,,
2014-08-30,2014,davidson,college of faith - charlotte,56,0,1
2014-08-30,2014,tennessee state,edward waters,58,6,1
2014-08-30,2014,warner,stetson,16,35,0
2014-08-30,2014,drake,grand view,22,45,0
2014-08-30,2014,oklahoma,louisiana tech,48,16,1,-35.167,,-35.167,,,
2014-08-30,2014,kansas state,stephen f. austin,55,16,1,-43.0,,-43.0,,,
2014-08-30,2014,mississippi state,southern mississippi,49,0,1,-29.333,,-29.333,,,
2014-08-30,2014,usc,fresno state,52,13,1,-18.5,,-18.5,,,
2014-08-30,2014,sam houston state,alabama state,51,20,1
2014-08-31,2014,new mexico,utep,24,31,0,-8.833,,-8.833,,,
2014-08-31,2014,oklahoma state,florida state,31,37,0,18.0,,18.0,,,
2014-08-31,2014,texas,north texas,38,7,1,-22.667,,-22.667,,,
2014-08-31,2014,lamar,grambling,42,27,1
2014-08-31,2014,southeastern louisiana,jacksonville,44,3,1
2014-08-31,2014,east carolina,north carolina central,52,7,1,-39.0,,-39.0,,,
2014-08-31,2014,lsu,wisconsin,28,24,1,-3.0,,-3.0,,,
2014-08-31,2014,eastern washington,montana-western,41,9,1
2014-08-31,2014,oregon,south dakota,62,13,1,-51.0,,-51.0,,,
2014-08-31,2014,hawai'i,washington,16,17,0,17.25,,17.25,,,
2014-08-31,2014,north carolina a&t,alabama a&m,47,13,1
2014-08-31,2014,prairie view,texas southern,35,37,0
2014-08-31,2014,tennessee,utah state,38,7,1,-3.5,,-3.5,,,
2014-08-31,2014,baylor,smu,45,0,1,-32.5,,-32.5,,,
2014-09-02,2014,louisville,miami,31,13,1,-5.5,,-5.5,,,
2014-09-05,2014,ut san antonio,arizona,23,26,0,7.667,,7.667,,,
2014-09-05,2014,texas southern,texas college,52,14,1
2014-09-05,2014,boston college,pittsburgh,20,30,0,3.0,,3.0,,,
2014-09-06,2014,nevada,washington state,24,13,1,3.0,,3.0,,,
2014-09-06,2014,north texas,smu,43,6,1,-3.0,,-3.0,,,
2014-09-06,2014,connecticut,stony brook,19,16,1,-16.0,,-16.0,,,
2014-09-06,2014,rutgers,howard,38,25,1,-36.5,,-36.5,,,
2014-09-06,2014,toledo,missouri,24,49,0,4.167,,4.167,,,
2014-09-06,2014,iowa state,kansas state,28,32,0,13.167,,13.167,,,
2014-09-06,2014,alabama,florida atlantic,41,0,1,-41.0,,-41.0,,,
2014-09-06,2014,tulsa,oklahoma,7,52,0,23.667,,23.667,,,
2014-09-06,2014,army,buffalo,47,39,1,-1.667,,-1.667,,,
2014-09-06,2014,wisconsin,western illinois,37,3,1,-38.5,,-38.5,,,
2014-09-06,2014,penn state,akron,21,3,1,-15.5,,-15.5,,,
2014-09-06,2014,nebraska,mcneese,31,24,1,-25.0,,-25.0,,,
2014-09-06,2014,purdue,central michigan,17,38,0,-2.833,,-2.833,,,
2014-09-06,2014,charlotte,johnson c smith,56,0,1
2014-09-06,2014,tennessee,arkansas state,34,19,1,-15.5,,-15.5,,,
2014-09-06,2014,illinois,western kentucky,42,34,1,-2.833,,-2.833,,,
2014-09-06,2014,clemson,south carolina state,73,7,1,-29.5,,-29.5,,,
2014-09-06,2014,lehigh,james madison,28,31,0
2014-09-06,2014,dayton,georgetown,23,14,1
2014-09-06,2014,st francis (pa),clarion,27,13,1
2014-09-06,2014,bryant,merrimack,40,14,1
2014-09-06,2014,temple,navy,24,31,0,3.333,,3.333,,,
2014-09-06,2014,holy cross,morgan state,29,26,1
2014-09-06,2014,tuskegee,alabama a&m,17,30,0
2014-09-06,2014,mississippi state,uab,47,34,1,-28.833,,-28.833,,,
2014-09-06,2014,georgia state,new mexico state,31,34,0,-3.0,,-3.0,,,
2014-09-06,2014,kent state,south alabama,13,23,0,1.5,,1.5,,,
2014-09-06,2014,indiana state,tennessee tech,49,14,1
2014-09-06,2014,california,sacramento state,55,14,1,-25.5,,-25.5,,,
2014-09-06,2014,umass,colorado,38,41,0,17.333,,17.333,,,
2014-09-06,2014,utah,fresno state,59,27,1,-11.167,,-11.167,,,
2014-09-06,2014,south dakota,william penn,41,16,1
2014-09-06,2014,washington,eastern washington,59,52,1,-14.0,,-14.0,,,
2014-09-06,2014,minnesota,middle tennessee,35,24,1,-13.833,,-13.833,,,
2014-09-06,2014,iowa,ball state,17,13,1,-17.5,,-17.5,,,
2014-09-06,2014,south florida,maryland,17,24,0,10.5,,10.5,,,
2014-09-06,2014,stanford,usc,10,13,0,-3.333,,-3.333,,,
2014-09-06,2014,virginia,richmond,45,13,1,-18.5,,-18.5,,,
2014-09-06,2014,bowling green,vmi,48,7,1,-38.0,,-38.0,,,
2014-09-06,2014,oklahoma state,missouri state,40,23,1,-32.5,,-32.5,,,
2014-09-06,2014,kentucky,ohio,20,3,1,-10.833,,-10.833,,,
2014-09-06,2014,northwestern,northern illinois,15,23,0,-5.5,,-5.5,,,
2014-09-06,2014,miami (oh),eastern kentucky,10,17,0,-3.0,,-3.0,,,
2014-09-06,2014,western carolina,brevard college,45,21,1
2014-09-06,2014,villanova,fordham,50,6,1
2014-09-06,2014,florida,eastern michigan,65,0,1,-39.667,,-39.667,,,
2014-09-06,2014,arkansas,nicholls,73,7,1,-40.5,,-40.5,,,
2014-09-06,2014,norfolk state,liberty,0,17,0
2014-09-06,2014,tulane,georgia tech,21,38,0,8.5,,8.5,,,
2014-09-06,2014,youngstown state,duquesne,34,23,1
2014-09-06,2014,vanderbilt,ole miss,3,41,0,16.333,,16.333,,,
2014-09-06,2014,alabama state,tennessee state,27,21,1
2014-09-06,2014,north carolina central,elizabeth city state,34,7,1
2014-09-06,2014,montana,central washington,48,14,1
2014-09-06,2014,florida international,wagner,34,3,1,-11.0,,-11.0,,,
2014-09-06,2014,georgia southern,savannah state,83,9,1,-42.0,,-42.0,,,
2014-09-06,2014,morehead state,pikeville,49,36,1
2014-09-06,2014,sacred heart,lafayette,27,14,1
2014-09-06,2014,marist,bucknell,0,22,0
2014-09-06,2014,charleston southern,newberry,16,10,1
2014-09-06,2014,appalachian state,campbell,66,0,1,-37.0,,-37.0,,,
2014-09-06,2014,nc state,old dominion,46,34,1,-16.25,,-16.25,,,
2014-09-06,2014,north carolina a&t,coastal carolina,30,31,0
2014-09-06,2014,hampton,william & mary,14,42,0
2014-09-06,2014,central connecticut,albany,0,19,0
2014-09-06,2014,mercer,furman,20,25,0
2014-09-06,2014,chattanooga,jacksonville state,23,26,0
2014-09-06,2014,wake forest,gardner-webb,23,7,1,-21.5,,-21.5,,,
2014-09-06,2014,oregon,michigan state,46,27,1,-12.833,,-12.833,,,
2014-09-06,2014,miami,florida a&m,41,7,1,-46.5,,-46.5,,,
2014-09-06,2014,eastern illinois,southern illinois,21,38,0
2014-09-06,2014,southern mississippi,alcorn state,26,20,1,-18.0,,-18.0,,,
2014-09-06,2014,kansas,southeast missouri state,34,28,1,-25.0,,-25.0,,,
2014-09-06,2014,wittenberg,butler,16,22,0
2014-09-06,2014,stephen f. austin,incarnate word,38,3,1
2014-09-06,2014,south dakota state,cal poly,44,18,1
2014-09-06,2014,north dakota,robert morris,16,13,1
2014-09-06,2014,abilene christian,northern arizona,21,27,0
2014-09-06,2014,stetson,florida tech,12,54,0
2014-09-06,2014,drake,truman state,13,7,1
2014-09-06,2014,davidson,catawba,7,35,0
2014-09-06,2014,louisville,murray state,66,21,1,-37.5,,-37.5,,,
2014-09-06,2014,central arkansas,ut martin,26,24,1
2014-09-06,2014,auburn,san josé state,59,13,1,-31.667,,-31.667,,,
2014-09-06,2014,arkansas-pine bluff,concordia (al),31,0,1
2014-09-06,2014,southern,central methodist,56,14,1
2014-09-06,2014,jackson state,virginia lynchburg,59,0,1
2014-09-06,2014,new mexico,arizona state,23,58,0,25.0,,25.0,,,
2014-09-06,2014,south carolina,east carolina,33,23,1,-14.5,,-14.5,,,
2014-09-06,2014,troy,duke,17,34,0,17.667,,17.667,,,
2014-09-06,2014,louisiana,louisiana tech,20,48,0,-16.0,,-16.0,,,
2014-09-06,2014,louisiana monroe,idaho,38,31,1,-12.0,,-12.0,,,
2014-09-06,2014,presbyterian college,bluefield college,69,14,1
2014-09-06,2014,marshall,rhode island,48,7,1,-41.0,,-41.0,,,
2014-09-06,2014,texas,byu,7,41,0,-2.167,,-2.167,,,
2014-09-06,2014,illinois state,mississippi valley state,62,0,1
2014-09-06,2014,notre dame,michigan,31,0,1,-4.667,,-4.667,,,
2014-09-06,2014,west virginia,towson,54,0,1,-28.5,,-28.5,,,
2014-09-06,2014,lsu,sam houston state,56,0,1,-33.0,,-33.0,,,
2014-09-06,2014,florida state,the citadel,37,12,1,-58.5,,-58.5,,,
2014-09-06,2014,baylor,northwestern state,70,6,1,-47.5,,-47.5,,,
2014-09-06,2014,texas a&m,lamar,73,3,1,-44.5,,-44.5,,,
2014-09-07,2014,weber state,north dakota state,7,24,0
2014-09-07,2014,valparaiso,st. joseph's (in),10,31,0
2014-09-07,2014,houston christian,mcmurry,17,26,0
2014-09-07,2014,southeastern louisiana,southern utah,41,14,1
2014-09-07,2014,ohio state,virginia tech,21,35,0,-10.667,,-10.667,,,
2014-09-07,2014,houston,grambling,47,0,1,-47.5,,-47.5,,,
2014-09-07,2014,utah state,idaho state,40,20,1,-35.0,,-35.0,,,
2014-09-07,2014,north carolina,san diego state,31,27,1,-14.167,,-14.167,,,
2014-09-07,2014,uc davis,fort lewis,52,17,1
2014-09-07,2014,san diego,western new mexico,23,17,1
2014-09-07,2014,montana state,black hills state,57,10,1
2014-09-07,2014,unlv,northern colorado,13,12,1,-28.0,,-28.0,,,
2014-09-07,2014,ucla,memphis,42,35,1,-22.333,,-22.333,,,
2014-09-07,2014,portland state,western oregon,45,38,1
2014-09-07,2014,boise state,colorado state,37,24,1,-7.667,,-7.667,,,
2014-09-07,2014,wyoming,air force,17,13,1,0.333,,0.333,,,
2014-09-07,2014,hawai'i,oregon state,30,38,0,9.667,,9.667,,,
2014-09-07,2014,utep,texas tech,26,30,0,20.0,,20.0,,,
2014-09-07,2014,delaware,delaware state,27,9,1
2014-09-11,2014,charleston southern,campbell,34,10,1
2014-09-11,2014,samford,stillman,52,0,1
2014-09-11,2014,ut martin,cumberland,63,7,1
2014-09-12,2014,north texas,louisiana tech,21,42,0,-3.333,,-3.333,,,
2014-09-12,2014,byu,houston,33,25,1,-16.0,,-16.0,,,
2014-09-12,2014,cincinnati,toledo,58,34,1,-10.333,,-10.333,,,
2014-09-13,2014,buffalo,baylor,21,63,0,31.333,,31.333,,,
2014-09-13,2014,vanderbilt,umass,34,31,1,-16.5,,-16.5,,,
2014-09-13,2014,florida international,pittsburgh,25,42,0,25.667,,25.667,,,
2014-09-13,2014,marshall,ohio,44,14,1,-20.167,,-20.167,,,
2014-09-13,2014,bowling green,indiana,45,42,1,4.333,,4.333,,,
2014-09-13,2014,maryland,west virginia,37,40,0,-3.5,,-3.5,,,
2014-09-13,2014,central michigan,syracuse,3,40,0,5.333,,5.333,,,
2014-09-13,2014,georgia tech,georgia southern,42,38,1,-19.75,,-19.75,,,
2014-09-13,2014,connecticut,boise state,21,38,0,15.667,,15.667,,,
2014-09-13,2014,ohio state,kent state,66,0,1,-30.0,,-30.0,,,
2014-09-13,2014,duquesne,dayton,33,13,1
2014-09-13,2014,missouri,ucf,38,10,1,-10.0,,-10.0,,,
2014-09-13,2014,virginia tech,east carolina,21,28,0,-10.167,,-10.167,,,
2014-09-13,2014,virginia,louisville,23,21,1,6.833,,6.833,,,
2014-09-13,2014,illinois state,eastern illinois,34,15,1
2014-09-13,2014,fordham,rhode island,54,7,1
2014-09-13,2014,bryant,maine,13,10,1
2014-09-13,2014,monmouth,wagner,21,16,1
2014-09-13,2014,morgan state,bowie state,28,3,1
2014-09-13,2014,jacksonville,san diego,35,18,1
2014-09-13,2014,holy cross,central connecticut,20,7,1
2014-09-13,2014,vmi,davidson,52,24,1
2014-09-13,2014,oregon,wyoming,48,14,1,-42.667,,-42.667,,,
2014-09-13,2014,georgia state,air force,38,48,0,11.167,,11.167,,,
2014-09-13,2014,delaware state,towson,7,21,0
2014-09-13,2014,colorado state,uc davis,49,21,1,-27.5,,-27.5,,,
2014-09-13,2014,alcorn state,louisiana college,52,10,1
2014-09-13,2014,ball state,indiana state,20,27,0,-20.0,,-20.0,,,
2014-09-13,2014,new hampshire,lehigh,45,27,1
2014-09-13,2014,northern colorado,houston christian,28,20,1
2014-09-13,2014,michigan,miami (oh),34,10,1,-32.333,,-32.333,,,
2014-09-13,2014,uab,alabama a&m,41,14,1,-39.5,,-39.5,,,
2014-09-13,2014,howard,morehouse,35,17,1
2014-09-13,2014,south carolina,georgia,38,35,1,5.333,,5.333,,,
2014-09-13,2014,south florida,nc state,17,49,0,1.833,,1.833,,,
2014-09-13,2014,duke,kansas,41,3,1,-15.0,,-15.0,,,
2014-09-13,2014,miami,arkansas state,41,20,1,-15.833,,-15.833,,,
2014-09-13,2014,texas tech,arkansas,28,49,0,nan,,nan,,,
2014-09-13,2014,western carolina,catawba,35,17,1
2014-09-13,2014,iowa,iowa state,17,20,0,-13.667,,-13.667,,,
2014-09-13,2014,north dakota state,incarnate word,58,0,1
2014-09-13,2014,bethune-cookman,grambling,36,23,1
2014-09-13,2014,james madison,st francis (pa),38,22,1
2014-09-13,2014,south alabama,mississippi state,3,35,0,13.333,,13.333,,,
2014-09-13,2014,washington,illinois,44,19,1,-13.667,,-13.667,,,
2014-09-13,2014,youngstown state,butler,44,13,1
2014-09-13,2014,tcu,minnesota,30,7,1,-13.833,,-13.833,,,
2014-09-13,2014,western illinois,drake,38,13,1
2014-09-13,2014,ole miss,louisiana,56,15,1,-27.0,,-27.0,,,
2014-09-13,2014,idaho state,chadron state,39,34,1
2014-09-13,2014,stanford,army,35,0,1,-28.0,,-28.0,,,
2014-09-13,2014,austin peay,chattanooga,6,42,0
2014-09-13,2014,idaho,western michigan,33,45,0,-2.833,,-2.833,,,
2014-09-13,2014,north carolina central,charlotte,28,40,0
2014-09-13,2014,montana state,central arkansas,43,33,1
2014-09-13,2014,eastern kentucky,morehead state,55,13,1
2014-09-13,2014,savannah state,fort valley state,28,42,0
2014-09-13,2014,stetson,mercer,0,49,0
2014-09-13,2014,alabama,southern mississippi,52,12,1,-47.667,,-47.667,,,
2014-09-13,2014,delaware,colgate,28,25,1
2014-09-13,2014,lafayette,robert morris,50,3,1
2014-09-13,2014,marist,georgetown,7,27,0
2014-09-13,2014,elon,north carolina a&t,12,17,0
2014-09-13,2014,richmond,hampton,42,17,1
2014-09-13,2014,stony brook,american international,20,3,1
2014-09-13,2014,old dominion,eastern michigan,17,3,1,-16.0,,-16.0,,,
2014-09-13,2014,sacred heart,assumption,44,14,1
2014-09-13,2014,texas southern,central state,30,16,1
2014-09-13,2014,alabama state,mississippi valley state,47,22,1
2014-09-13,2014,coastal carolina,south carolina state,30,3,1
2014-09-13,2014,gardner-webb,virginia lynchburg,34,0,1
2014-09-13,2014,william & mary,norfolk state,29,14,1
2014-09-13,2014,missouri state,north dakota,38,0,1
2014-09-13,2014,northern arizona,new mexico highlands,62,23,1
2014-09-13,2014,liberty,brevard college,56,31,1
2014-09-13,2014,unlv,northern illinois,34,48,0,10.667,,10.667,,,
2014-09-13,2014,middle tennessee,western kentucky,50,47,1,-1.75,,-1.75,,,
2014-09-13,2014,mcneese,prairie view,48,16,1
2014-09-13,2014,lsu,louisiana monroe,31,0,1,-29.833,,-29.833,,,
2014-09-13,2014,southern illinois,southeast missouri state,50,23,1
2014-09-13,2014,tennessee state,jackson state,35,7,1
2014-09-13,2014,florida atlantic,tulsa,50,21,1,1.333,,1.333,,,
2014-09-13,2014,utah state,wake forest,36,24,1,-14.667,,-14.667,,,
2014-09-13,2014,oklahoma state,ut san antonio,43,13,1,-13.0,,-13.0,,,
2014-09-13,2014,troy,abilene christian,35,38,0,-14.0,,-14.0,,,
2014-09-13,2014,presbyterian college,furman,10,7,1
2014-09-13,2014,wofford,north greenville,42,27,1
2014-09-13,2014,southern,northwestern state,27,51,0
2014-09-13,2014,notre dame,purdue,30,14,1,-29.333,,-29.333,,,
2014-09-13,2014,florida,kentucky,36,30,1,-17.667,,-17.667,,,
2014-09-14,2014,oklahoma,tennessee,34,10,1,-21.0,,-21.0,,,
2014-09-14,2014,boston college,usc,37,31,1,17.833,,17.833,,,
2014-09-14,2014,tulane,southeastern louisiana,35,20,1,-4.5,,-4.5,,,
2014-09-14,2014,rutgers,penn state,10,13,0,3.667,,3.667,,,
2014-09-14,2014,utep,new mexico state,42,24,1,-10.5,,-10.5,,,
2014-09-14,2014,washington state,portland state,59,21,1,-23.5,,-23.5,,,
2014-09-14,2014,texas state,navy,21,35,0,9.5,,9.5,,,
2014-09-14,2014,southern utah,south dakota state,6,26,0
2014-09-14,2014,texas,ucla,17,20,0,7.333,,7.333,,,
2014-09-14,2014,montana,south dakota,28,20,1
2014-09-14,2014,sacramento state,weber state,42,31,1
2014-09-14,2014,texas a&m,rice,38,10,1,-30.833,,-30.833,,,
2014-09-14,2014,colorado,arizona state,24,38,0,14.667,,14.667,,,
2014-09-14,2014,fresno state,nebraska,19,55,0,11.5,,11.5,,,
2014-09-14,2014,arizona,nevada,35,28,1,-18.0,,-18.0,,,
2014-09-14,2014,hawai'i,northern iowa,27,24,1,-1.0,,-1.0,,,
2014-09-18,2014,alabama state,arkansas-pine bluff,42,7,1
2014-09-18,2014,kansas state,auburn,14,20,0,6.833,,6.833,,,
2014-09-19,2014,harvard,holy cross,41,18,1
2014-09-20,2014,south florida,connecticut,17,14,1,-1.833,,-1.833,,,
2014-09-20,2014,duquesne,monmouth,30,21,1
2014-09-20,2014,wisconsin,bowling green,68,17,1,-23.167,,-23.167,,,
2014-09-20,2014,purdue,southern illinois,35,13,1,-1.5,,-1.5,,,
2014-09-20,2014,northwestern,western illinois,24,7,1,-23.0,,-23.0,,,
2014-09-20,2014,georgetown,brown,17,3,1
2014-09-20,2014,rice,old dominion,42,45,0,-8.25,,-8.25,,,
2014-09-20,2014,pittsburgh,iowa,20,24,0,-5.833,,-5.833,,,
2014-09-20,2014,virginia tech,georgia tech,24,27,0,-7.0,,-7.0,,,
2014-09-20,2014,michigan state,eastern michigan,73,14,1,-44.5,,-44.5,,,
2014-09-20,2014,georgia,troy,66,0,1,-39.333,,-39.333,,,
2014-09-20,2014,duke,tulane,47,13,1,-16.833,,-16.833,,,
2014-09-20,2014,villanova,james madison,49,31,1
2014-09-20,2014,columbia,fordham,7,49,0
2014-09-20,2014,syracuse,maryland,20,34,0,-1.833,,-1.833,,,
2014-09-20,2014,boston college,maine,40,10,1,-24.0,,-24.0,,,
2014-09-20,2014,rhode island,albany,20,37,0
2014-09-20,2014,yale,lehigh,54,43,1
2014-09-20,2014,colgate,cornell,27,12,1
2014-09-20,2014,davidson,morehead state,32,40,0
2014-09-20,2014,dayton,robert morris,31,7,1
2014-09-20,2014,jacksonville,pennsylvania,34,31,1
2014-09-20,2014,ut martin,eastern kentucky,24,49,0
2014-09-20,2014,sacred heart,bucknell,20,36,0
2014-09-20,2014,temple,delaware state,59,0,1,-39.5,,-39.5,,,
2014-09-20,2014,birmingham-southern,stetson,19,37,0
2014-09-20,2014,drake,marist,21,6,1
2014-09-20,2014,colorado,hawai'i,21,12,1,-7.833,,-7.833,,,
2014-09-20,2014,william jewell college,valparaiso,30,39,0
2014-09-20,2014,akron,marshall,17,48,0,11.0,,11.0,,,
2014-09-20,2014,eastern illinois,austin peay,63,7,1
2014-09-20,2014,tennessee state,tennessee tech,10,7,1
2014-09-20,2014,south dakota,northern arizona,28,21,1
2014-09-20,2014,samford,vmi,63,21,1
2014-09-20,2014,montana state,eastern washington,51,52,0
2014-09-20,2014,north dakota state,montana,22,10,1
2014-09-20,2014,wake forest,army,24,21,1,0.667,,0.667,,,
2014-09-20,2014,florida international,louisville,3,34,0,26.0,,26.0,,,
2014-09-20,2014,east carolina,north carolina,70,41,1,0.667,,0.667,,,
2014-09-20,2014,smu,texas a&m,6,58,0,31.833,,31.833,,,
2014-09-20,2014,morgan state,howard,38,35,1
2014-09-20,2014,buffalo,norfolk state,36,7,1,-26.0,,-26.0,,,
2014-09-20,2014,north texas,nicholls,77,3,1,-38.5,,-38.5,,,
2014-09-20,2014,navy,rutgers,24,31,0,-6.0,,-6.0,,,
2014-09-20,2014,michigan,utah,10,26,0,-4.333,,-4.333,,,
2014-09-20,2014,kansas,central michigan,24,10,1,-3.833,,-3.833,,,
2014-09-20,2014,byu,virginia,41,33,1,-14.167,,-14.167,,,
2014-09-20,2014,alabama,florida,42,21,1,-14.667,,-14.667,,,
2014-09-20,2014,wyoming,florida atlantic,20,19,1,-3.167,,-3.167,,,
