data,season,team1,team2,score1,score2,result,spread,spreadOpen,overUnder,overUnderOpen,homeMoneyLine,awayMoneyLine
2021-08-28,2021,illinois,nebraska,30,22,1,6.6,33.0,6.6,33.0,33.0,33.0
2021-08-28,2021,fresno state,connecticut,45,0,1,-27.7,-138.5,-27.7,-138.5,-138.5,-138.5
2021-08-28,2021,central state,kentucky state,6,20,0
2021-08-28,2021,ucla,hawai'i,44,10,1,-17.6,-88.0,-17.6,-88.0,-88.0,-88.0
2021-08-28,2021,indiana state,eastern illinois,26,21,1
2021-08-28,2021,north carolina central,alcorn state,23,14,1
2021-08-29,2021,new mexico state,utep,3,30,0,9.6,48.0,9.6,48.0,48.0,48.0
2021-08-29,2021,san josé state,southern utah,45,14,1,-28.167,-84.5,-28.167,-84.5,,
2021-09-01,2021,jacksonville state,uab,0,31,0,16.167,48.5,16.167,48.5,48.5,48.5
2021-09-02,2021,stony brook,new hampshire,21,27,0
2021-09-02,2021,wayne state (mi),slippery rock,21,24,0
2021-09-02,2021,wingate,shaw,30,7,1
2021-09-02,2021,arkansas-monticello,southern nazarene,30,23,1
2021-09-02,2021,arkansas tech,southeastern oklahoma,20,38,0
2021-09-02,2021,delta state,bethel (tn),48,14,1
2021-09-02,2021,mississippi college,albany state (ga),0,24,0
2021-09-02,2021,carson-newman,west georgia,7,45,0
2021-09-02,2021,seton hill college,wheeling jesuit,16,14,1
2021-09-02,2021,ohio dominican,shepherd,30,35,0
2021-09-02,2021,millersville,american international,9,14,0
2021-09-02,2021,lincoln (mo),washburn,12,76,0
2021-09-02,2021,minnesota state,northern state,40,34,1
2021-09-02,2021,sioux falls,bemidji state,16,24,0
2021-09-02,2021,mars hill,chowan,24,30,0
2021-09-02,2021,upper iowa,minnesota-duluth,14,41,0
2021-09-02,2021,kentucky wesleyan,frostburg state,13,20,0
2021-09-02,2021,wayne state (ne),university of mary,34,27,1
2021-09-02,2021,fairmont state,california (pa),14,23,0
2021-09-02,2021,west liberty,walsh,6,27,0
2021-09-02,2021,southwestern oklahoma,henderson state,13,31,0
