,Date,Rank,Team,TeamID,StandardID,Points
7738,1970-10-12,NR,North Carolina,40,153,0.0
7739,1970-10-19,1,Ohio State ,31,194,668.0
7740,1970-10-19,2,Texas ,66,251,630.0
7741,1970-10-19,3,Notre Dame ,7,87,585.0
7742,1970-10-19,4,Nebraska ,15,158,477.0
7743,1970-10-19,5,Michigan ,48,130,387.0
7744,1970-10-19,6,Auburn ,21,2,355.0
7745,1970-10-19,7,Air Force ,133,2005,354.0
7746,1970-10-19,8,Stanford,46,24,316.0
7747,1970-10-19,9,Arkansas,32,8,224.0
7748,1970-10-19,10,USC,6,30,184.0
7749,1970-10-19,11,Tennessee,28,2633,153.0
7750,1970-10-19,12,Arizona State,132,9,147.0
7751,1970-10-19,13,Mississippi,55,145,140.0
7752,1970-10-19,14,LSU,13,99,73.0
7753,1970-10-19,15,Houston,124,248,48.0
7754,1970-10-19,16,UCLA,59,26,26.0
7755,1970-10-19,17,San Diego State,143,21,16.0
7756,1970-10-19,18,Pittsburgh,9,221,10.0
7757,1970-10-19,19,Colorado,44,38,8.0
7758,1970-10-19,19,Toledo,142,2649,8.0
7759,1970-10-19,NR,Georgia Tech,63,59,0.0
7760,1970-10-19,NR,Texas Tech,52,2641,0.0
7761,1970-10-19,NR,Missouri,60,142,0.0
7762,1970-10-26,1,Texas ,66,251,670.0
7763,1970-10-26,2,Ohio State ,31,194,664.0
7764,1970-10-26,3,Notre Dame ,7,87,619.0
7765,1970-10-26,4,Nebraska ,15,158,514.0
7766,1970-10-26,5,Michigan ,48,130,434.0
7767,1970-10-26,6,Stanford,46,24,380.0
7768,1970-10-26,7,Air Force ,133,2005,359.0
7769,1970-10-26,8,Arkansas,32,8,285.0
7770,1970-10-26,9,Tennessee,28,2633,238.0
7771,1970-10-26,10,LSU,13,99,207.0
7772,1970-10-26,11,Arizona State,132,9,190.0
7773,1970-10-26,12,Auburn,21,2,167.0
7774,1970-10-26,13,Mississippi,55,145,145.0
7775,1970-10-26,14,San Diego State,143,21,43.0
7776,1970-10-26,15,Pittsburgh,9,221,42.0
7777,1970-10-26,16,Oregon,54,2483,29.0
7778,1970-10-26,17,Missouri,60,142,26.0
7779,1970-10-26,18,USC,6,30,22.0
7780,1970-10-26,19,UCLA,59,26,20.0
7781,1970-10-26,20,Northwestern,4,77,18.0
7782,1970-10-26,NR,Houston,124,248,0.0
7783,1970-10-26,NR,Colorado,44,38,0.0
7784,1970-10-26,NR,Toledo,142,2649,0.0
7785,1970-11-02,1,Texas ,66,251,701.0
7786,1970-11-02,2,Notre Dame ,7,87,684.0
7787,1970-11-02,3,Ohio State ,31,194,617.0
7788,1970-11-02,4,Nebraska,15,158,506.0
7789,1970-11-02,5,Michigan ,48,130,476.0
7790,1970-11-02,6,Stanford ,46,24,418.0
7791,1970-11-02,7,Arkansas,32,8,315.0
7792,1970-11-02,8,Tennessee,28,2633,282.0
7793,1970-11-02,9,Air Force,133,2005,279.0
7794,1970-11-02,10,Auburn,21,2,241.0
7795,1970-11-02,11,LSU,13,99,232.0
7796,1970-11-02,12,Arizona State,132,9,160.0
7797,1970-11-02,13,Mississippi,55,145,120.0
7798,1970-11-02,14,San Diego State,143,21,67.0
7799,1970-11-02,15,Toledo,142,2649,26.0
7800,1970-11-02,16,UCLA,59,26,21.0
7801,1970-11-02,17,Dartmouth,27,159,13.0
7802,1970-11-02,18,Houston,124,248,11.0
7803,1970-11-02,19,Alabama,25,333,10.0
7804,1970-11-02,20,Syracuse,37,183,9.0
7805,1970-11-02,NR,Pittsburgh,9,221,0.0
7806,1970-11-02,NR,Oregon,54,2483,0.0
7807,1970-11-02,NR,Missouri,60,142,0.0
7808,1970-11-02,NR,USC,6,30,0.0
7809,1970-11-02,NR,Northwestern,4,77,0.0
7810,1970-11-09,1,Notre Dame ,7,87,822.0
7811,1970-11-09,2,Texas ,66,251,783.0
7812,1970-11-09,3,Ohio State ,31,194,728.0
7813,1970-11-09,4,Nebraska ,15,158,638.0
7814,1970-11-09,5,Michigan ,48,130,607.0
7815,1970-11-09,6,Stanford,46,24,482.0
7816,1970-11-09,7,Arkansas,32,8,375.0
7817,1970-11-09,8,Auburn,21,2,350.0
7818,1970-11-09,9,LSU,13,99,306.0
7819,1970-11-09,10,Tennessee,28,2633,280.0
7820,1970-11-09,11,Arizona State ,132,9,204.0
7821,1970-11-09,12,Mississippi,55,145,197.0
7822,1970-11-09,13,Air Force,133,2005,140.0
7823,1970-11-09,14,San Diego State,143,21,76.0
7824,1970-11-09,15,Dartmouth,27,159,45.0
7825,1970-11-09,16,Toledo,142,2649,38.0
7826,1970-11-09,17,UCLA,59,26,26.0
7827,1970-11-09,18,USC,6,30,20.0
7828,1970-11-09,19,Oregon,54,2483,19.0
7829,1970-11-09,20,Kansas State,141,2306,17.0
7830,1970-11-09,NR,Houston,124,248,0.0
7831,1970-11-09,NR,Alabama,25,333,0.0
7832,1970-11-09,NR,Syracuse,37,183,0.0
7833,1970-11-16,1,Texas ,66,251,816.0
7834,1970-11-16,2,Notre Dame ,7,87,705.0
7835,1970-11-16,3,Nebraska ,15,158,694.0
7836,1970-11-16,4,Michigan ,48,130,682.0
7837,1970-11-16,5,Ohio State ,31,194,643.0
7838,1970-11-16,6,Arkansas,32,8,413.0
7839,1970-11-16,7,LSU,13,99,399.0
7840,1970-11-16,8,Tennessee,28,2633,324.0
7841,1970-11-16,9,Arizona State ,132,9,231.0
7842,1970-11-16,10,Air Force,133,2005,209.0
7843,1970-11-16,11,Stanford,46,24,206.0
7844,1970-11-16,12,Mississippi,55,145,186.0
7845,1970-11-16,13,Auburn,21,2,119.0
7846,1970-11-16,14,San Diego State,143,21,73.0
7847,1970-11-16,15,Toledo,142,2649,71.0
7848,1970-11-16,16,Dartmouth,27,159,68.0
7849,1970-11-16,17,Georgia Tech,63,59,39.0
7850,1970-11-16,18,Northwestern,4,77,20.0
7851,1970-11-16,19,Texas Tech,52,2641,19.0
7852,1970-11-16,20,Penn State,68,213,16.0
7853,1970-11-16,NR,UCLA,59,26,0.0
7854,1970-11-16,NR,USC,6,30,0.0
7855,1970-11-16,NR,Oregon,54,2483,0.0
7856,1970-11-16,NR,Kansas State,141,2306,0.0
7857,1970-11-23,1,Texas ,66,251,812.0
7858,1970-11-23,2,Ohio State ,31,194,760.0
7859,1970-11-23,3,Nebraska ,15,158,718.0
7860,1970-11-23,4,Notre Dame ,7,87,676.0
7861,1970-11-23,5,Arkansas,32,8,482.0
7862,1970-11-23,6,LSU,13,99,414.0
7863,1970-11-23,7,Tennessee,28,2633,413.0
7864,1970-11-23,8,Michigan,48,130,385.0
7865,1970-11-23,9,Arizona State ,132,9,311.0
7866,1970-11-23,10,Mississippi,55,145,246.0
7867,1970-11-23,11,Auburn,21,2,202.0
7868,1970-11-23,12,Air Force,133,2005,124.0
7869,1970-11-23,13,Stanford,46,24,90.0
7870,1970-11-23,14,Dartmouth,27,159,86.0
7871,1970-11-23,15,Toledo,142,2649,68.0
7872,1970-11-23,16,Georgia Tech,63,59,49.0
7873,1970-11-23,17,Penn State,68,213,40.0
7874,1970-11-23,18,Northwestern,4,77,33.0
7875,1970-11-23,19,Colorado,44,38,24.0
7876,1970-11-23,20,Washington,8,264,19.0
7877,1970-11-23,NR,San Diego State,143,21,0.0
7878,1970-11-23,NR,Texas Tech,52,2641,0.0
7879,1970-11-30,1,Texas ,66,251,788.0
7880,1970-11-30,2,Ohio State ,31,194,752.0
7881,1970-11-30,3,Nebraska ,15,158,702.0
7882,1970-11-30,4,Arkansas,32,8,495.0
7883,1970-11-30,5,Tennessee,28,2633,438.0
7884,1970-11-30,6,Notre Dame,7,87,415.0
7885,1970-11-30,7,Michigan,48,130,372.0
7886,1970-11-30,8,LSU,13,99,367.0
7887,1970-11-30,9,Arizona State ,132,9,287.0
7888,1970-11-30,10,Auburn,21,2,237.0
7889,1970-11-30,11,Air Force,133,2005,155.0
7890,1970-11-30,12,Stanford,46,24,95.0
7891,1970-11-30,13,Georgia Tech,63,59,95.0
7892,1970-11-30,14,Toledo,142,2649,67.0
7893,1970-11-30,15,Dartmouth,27,159,62.0
7894,1970-11-30,16,Mississippi,55,145,49.0
7895,1970-11-30,17,USC,6,30,38.5
7896,1970-11-30,18,Penn State,68,213,32.0
7897,1970-11-30,19,Northwestern,4,77,24.0
7898,1970-11-30,20,Oklahoma,50,201,23.0
7899,1970-11-30,NR,Colorado,44,38,0.0
7900,1970-11-30,NR,Washington,8,264,0.0
7901,1970-12-07,1,Texas ,66,251,850.0
7902,1970-12-07,2,Ohio State ,31,194,772.0
7903,1970-12-07,3,Nebraska ,15,158,724.0
7904,1970-12-07,4,Tennessee,28,2633,514.0
7905,1970-12-07,5,LSU,13,99,494.0
7906,1970-12-07,6,Notre Dame,7,87,471.0
7907,1970-12-07,7,Michigan,48,130,403.0
7908,1970-12-07,8,Arizona State ,132,9,330.0
7909,1970-12-07,9,Arkansas,32,8,241.0
7910,1970-12-07,10,Auburn,21,2,235.0
7911,1970-12-07,11,Air Force,133,2005,218.0
7912,1970-12-07,12,Stanford,46,24,173.0
7913,1970-12-07,13,Georgia Tech,63,59,93.0
7914,1970-12-07,14,Dartmouth,27,159,74.0
7915,1970-12-07,15,Toledo,142,2649,61.0
7916,1970-12-07,16,USC,6,30,36.0
7917,1970-12-07,17,Houston,124,248,35.0
7918,1970-12-07,18,Penn State,68,213,30.0
7919,1970-12-07,19,Texas Tech,52,2641,29.0
7920,1970-12-07,20,Oklahoma,50,201,25.0
7921,1970-12-07,NR,Mississippi,55,145,0.0
7922,1970-12-07,NR,Northwestern,4,77,0.0
7923,1970 Final,1,Nebraska ,15,158,946.0
7924,1970 Final,2,Notre Dame ,7,87,814.0
7925,1970 Final,3,Texas ,66,251,721.0
7926,1970 Final,4,Tennessee,28,2633,683.0
7927,1970 Final,5,Ohio State,31,194,588.0
7928,1970 Final,6,Arizona State ,132,9,472.0
7929,1970 Final,7,LSU,13,99,464.0
7930,1970 Final,8,Stanford,46,24,440.0
7931,1970 Final,9,Michigan,48,130,346.0
7932,1970 Final,10,Auburn,21,2,289.0
7933,1970 Final,11,Arkansas,32,8,199.0
7934,1970 Final,12,Toledo,142,2649,157.0
7935,1970 Final,13,Georgia Tech,63,59,124.0
7936,1970 Final,14,Dartmouth,27,159,90.0
7937,1970 Final,15,USC,6,30,85.0
7938,1970 Final,16,Air Force,133,2005,67.0
7939,1970 Final,17,Tulane,18,2655,31.0
7940,1970 Final,18,Penn State,68,213,17.0
7941,1970 Final,19,Houston,124,248,14.0
7942,1970 Final,20,Oklahoma,50,201,12.0
7943,1970 Final,20,Mississippi,55,145,12.0
7944,1970 Final,NR,Texas Tech,52,2641,0.0
7945,1971 Preseason,1,Notre Dame ,7,87,885.0
7946,1971 Preseason,2,Nebraska ,15,158,870.0
7947,1971 Preseason,3,Texas ,66,251,662.0
7948,1971 Preseason,4,Michigan ,48,130,593.0
7949,1971 Preseason,5,USC ,6,30,525.0
7950,1971 Preseason,6,Auburn ,21,2,434.0
7951,1971 Preseason,7,Arkansas,32,8,332.0
7952,1971 Preseason,8,Tennessee,28,2633,323.0
7953,1971 Preseason,9,LSU,13,99,302.0
7954,1971 Preseason,10,Oklahoma,50,201,242.0
7955,1971 Preseason,11,Ohio State,31,194,237.0
7956,1971 Preseason,12,Penn State,68,213,190.0
7957,1971 Preseason,13,Syracuse,37,183,165.0
7958,1971 Preseason,14,Arizona State,132,9,154.0
7959,1971 Preseason,15,UCLA,59,26,122.0
7960,1971 Preseason,16,Alabama,25,333,88.0
7961,1971 Preseason,17,Georgia Tech,63,59,76.0
7962,1971 Preseason,18,Georgia,73,61,71.0
7963,1971 Preseason,19,Stanford,46,24,62.0
7964,1971 Preseason,20,Northwestern ,4,77,58.0
7965,1971 Preseason,RV,Toledo,142,2649,0.0
7966,1971 Preseason,RV,Air Force,133,2005,0.0
7967,1971 Preseason,RV,Houston,124,248,0.0
7968,1971 Preseason,RV,Mississippi,55,145,0.0
7969,1971 Preseason,RV,California,34,25,0.0
7970,1971-09-13,1,Nebraska ,15,158,931.0
7971,1971-09-13,2,Notre Dame ,7,87,829.0
7972,1971-09-13,3,Texas ,66,251,672.0
7973,1971-09-13,4,Michigan ,48,130,630.0
7974,1971-09-13,5,Ohio State,31,194,546.0
7975,1971-09-13,6,Arkansas,32,8,541.0
7976,1971-09-13,7,Auburn ,21,2,437.0
7977,1971-09-13,8,Tennessee,28,2633,364.0
7978,1971-09-13,9,Alabama,25,333,314.0
7979,1971-09-13,10,Oklahoma,50,201,265.0
7980,1971-09-13,11,Georgia,73,61,229.0
7981,1971-09-13,12,Colorado,44,38,194.0
7982,1971-09-13,13,Stanford,46,24,167.0
7983,1971-09-13,14,Penn State,68,213,123.0
7984,1971-09-13,15,Syracuse,37,183,99.0
7985,1971-09-13,16,Arizona State,132,9,95.0
7986,1971-09-13,17,USC,6,30,70.0
7987,1971-09-13,18,Michigan State,113,127,60.0
7988,1971-09-13,19,South Carolina,127,2579,58.0
7989,1971-09-13,20,Houston,124,248,46.0
7990,1971-09-13,NR,LSU,13,99,0.0
7991,1971-09-13,NR,UCLA,59,26,0.0
7992,1971-09-13,NR,Georgia Tech,63,59,0.0
7993,1971-09-13,NR,Northwestern,4,77,0.0
7994,1971-09-20,1,Nebraska ,15,158,1044.0
7995,1971-09-20,2,Notre Dame ,7,87,1002.0
7996,1971-09-20,3,Texas ,66,251,799.0
7997,1971-09-20,4,Michigan,48,130,750.0
7998,1971-09-20,5,Auburn ,21,2,498.0
7999,1971-09-20,6,Ohio State,31,194,483.0
8000,1971-09-20,7,Arkansas,32,8,480.0
8001,1971-09-20,8,Alabama,25,333,406.0
8002,1971-09-20,9,Tennessee,28,2633,400.0
8003,1971-09-20,10,Colorado,44,38,331.0
8004,1971-09-20,11,Oklahoma,50,201,290.0
8005,1971-09-20,12,Penn State,68,213,230.0
8006,1971-09-20,13,Stanford,46,24,212.0
8007,1971-09-20,14,Georgia,73,61,199.0
8008,1971-09-20,15,Arizona State,132,9,116.0
8009,1971-09-20,16,USC,6,30,49.0
8010,1971-09-20,17,Washington,8,264,48.0
8011,1971-09-20,18,LSU,13,99,35.0
8012,1971-09-20,19,Toledo,142,2649,27.0
8013,1971-09-20,20,Duke,2,150,26.0
8014,1971-09-20,NR,Syracuse,37,183,0.0
8015,1971-09-20,NR,Michigan State,113,127,0.0
8016,1971-09-20,NR,South Carolina,127,2579,0.0
8017,1971-09-20,NR,Houston,124,248,0.0
8018,1971-09-27,1,Nebraska ,15,158,1064.0
8019,1971-09-27,2,Michigan ,48,130,840.0
8020,1971-09-27,3,Texas ,66,251,835.0
8021,1971-09-27,4,Notre Dame ,7,87,710.0
8022,1971-09-27,5,Auburn ,21,2,649.0
8023,1971-09-27,6,Colorado ,44,38,638.0
8024,1971-09-27,7,Alabama,25,333,542.0
8025,1971-09-27,8,Oklahoma,50,201,411.0
8026,1971-09-27,9,Penn State,68,213,316.0
8027,1971-09-27,10,Stanford,46,24,303.0
8028,1971-09-27,11,Georgia,73,61,249.0
8029,1971-09-27,12,Tennessee,28,2633,193.0
8030,1971-09-27,13,Arizona State,132,9,155.0
8031,1971-09-27,14,Ohio State,31,194,120.0
8032,1971-09-27,15,Washington,8,264,98.0
8033,1971-09-27,16,LSU,13,99,70.0
8034,1971-09-27,17,USC,6,30,62.0
8035,1971-09-27,18,Arkansas,32,8,52.0
8036,1971-09-27,19,Duke,2,150,31.0
8037,1971-09-27,20,North Carolina,40,153,22.0
8038,1971-09-27,NR,Toledo,142,2649,0.0
8039,1971-10-04,1,Nebraska ,15,158,1058.0
8040,1971-10-04,2,Michigan ,48,130,886.0
8041,1971-10-04,3,Texas ,66,251,818.0
8042,1971-10-04,4,Auburn ,21,2,654.0
8043,1971-10-04,5,Colorado ,44,38,616.0
8044,1971-10-04,6,Alabama,25,333,607.0
8045,1971-10-04,7,Notre Dame,7,87,606.0
8046,1971-10-04,8,Oklahoma,50,201,592.0
8047,1971-10-04,9,Penn State,68,213,289.0
8048,1971-10-04,10,Georgia,73,61,280.0
8049,1971-10-04,11,Washington,8,264,241.0
8050,1971-10-04,12,Arizona State,132,9,148.0
8051,1971-10-04,13,Tennessee,28,2633,140.0
8052,1971-10-04,14,Duke,2,150,139.0
8053,1971-10-04,15,Ohio State,31,194,125.0
8054,1971-10-04,16,LSU,13,99,92.0
8055,1971-10-04,17,Arkansas,32,8,53.0
8056,1971-10-04,18,North Carolina,40,153,38.0
8057,1971-10-04,19,Stanford,46,24,30.0
8058,1971-10-04,20,Toledo,142,2649,25.0
8059,1971-10-04,NR,USC,6,30,0.0
8060,1971-10-11,1,Nebraska ,15,158,1056.0
8061,1971-10-11,2,Oklahoma ,50,201,888.0
8062,1971-10-11,3,Michigan ,48,130,880.0
8063,1971-10-11,4,Alabama,25,333,668.0
8064,1971-10-11,5,Auburn ,21,2,620.0
8065,1971-10-11,6,Colorado ,44,38,619.0
8066,1971-10-11,7,Notre Dame,7,87,575.0
8067,1971-10-11,8,Georgia,73,61,404.0
8068,1971-10-11,9,Penn State,68,213,387.0
8069,1971-10-11,10,Texas,66,251,314.0
8070,1971-10-11,11,Arizona State,132,9,208.0
8071,1971-10-11,12,LSU,13,99,163.0
8072,1971-10-11,13,Ohio State,31,194,159.0
8073,1971-10-11,14,Tennessee,28,2633,151.0
8074,1971-10-11,15,Stanford,46,24,141.0
8075,1971-10-11,16,Arkansas,32,8,86.0
8076,1971-10-11,17,Toledo,142,2649,29.0
8077,1971-10-11,18,Washington,8,264,28.0
8078,1971-10-11,19,Florida State,139,52,26.0
8079,1971-10-11,20,Purdue,5,2509,17.0
8080,1971-10-11,NR,Duke,2,150,0.0
8081,1971-10-11,NR,North Carolina,40,153,0.0
8082,1971-10-18,1,Nebraska ,15,158,1046.0
8083,1971-10-18,2,Oklahoma ,50,201,1008.0
8084,1971-10-18,3,Michigan ,48,130,837.0
8085,1971-10-18,4,Alabama,25,333,765.0
8086,1971-10-18,5,Auburn ,21,2,585.0
8087,1971-10-18,6,Notre Dame,7,87,578.0
8088,1971-10-18,7,Penn State,68,213,479.0
8089,1971-10-18,8,Georgia,73,61,460.0
8090,1971-10-18,9,Arkansas,32,8,331.0
8091,1971-10-18,10,Stanford,46,24,280.0
8092,1971-10-18,11,Colorado,44,38,267.0
8093,1971-10-18,12,Ohio State,31,194,230.0
8094,1971-10-18,13,LSU,13,99,209.0
8095,1971-10-18,14,Arizona State,132,9,62.0
8096,1971-10-18,14,Toledo,142,2649,62.0
8097,1971-10-18,16,Texas,66,251,60.0
8098,1971-10-18,17,Purdue,5,2509,40.0
8099,1971-10-18,18,Tennessee,28,2633,37.0
8100,1971-10-18,19,Duke,2,150,34.0
8101,1971-10-18,20,Air Force,133,2005,23.0
8102,1971-10-18,NR,Washington,8,264,0.0
8103,1971-10-18,NR,Florida State,139,52,0.0
8104,1971-10-25,1,Nebraska ,15,158,1044.0
8105,1971-10-25,2,Oklahoma ,50,201,1020.0
8106,1971-10-25,3,Michigan ,48,130,833.0
8107,1971-10-25,4,Alabama ,25,333,788.0
8108,1971-10-25,5,Auburn ,21,2,637.0
8109,1971-10-25,6,Penn State,68,213,557.0
8110,1971-10-25,7,Georgia,73,61,503.0
8111,1971-10-25,8,Arkansas,32,8,403.0
8112,1971-10-25,9,Colorado,44,38,331.0
8113,1971-10-25,10,Ohio State,31,194,305.0
8114,1971-10-25,11,LSU,13,99,273.0
8115,1971-10-25,12,Notre Dame,7,87,235.0
8116,1971-10-25,13,Arizona State,132,9,110.0
8117,1971-10-25,14,Texas,66,251,94.0
8118,1971-10-25,15,Toledo,142,2649,80.0
8119,1971-10-25,16,Tennessee,28,2633,67.0
8120,1971-10-25,17,Stanford,46,24,57.0
8121,1971-10-25,18,Air Force,133,2005,44.0
8122,1971-10-25,19,Florida State,139,52,16.0
8123,1971-10-25,20,USC,6,30,13.0
8124,1971-10-25,NR,Purdue,5,2509,0.0
8125,1971-10-25,NR,Duke,2,150,0.0
8126,1971-11-01,1,Nebraska ,15,158,1050.0
8127,1971-11-01,2,Oklahoma ,50,201,1010.0
8128,1971-11-01,3,Michigan ,48,130,840.0
8129,1971-11-01,4,Alabama,25,333,782.0
8130,1971-11-01,5,Auburn ,21,2,617.0
8131,1971-11-01,6,Penn State ,68,213,595.0
8132,1971-11-01,7,Georgia,73,61,517.0
8133,1971-11-01,8,Notre Dame,7,87,374.0
8134,1971-11-01,9,Ohio State,31,194,354.0
8135,1971-11-01,10,Arizona State,132,9,251.0
8136,1971-11-01,11,Tennessee,28,2633,164.0
8137,1971-11-01,12,Stanford,46,24,158.0
8138,1971-11-01,13,Colorado,44,38,130.0
8139,1971-11-01,14,Toledo,142,2649,129.0
8140,1971-11-01,15,Texas,66,251,126.0
8141,1971-11-01,16,Arkansas,32,8,115.0
8142,1971-11-01,17,USC,6,30,54.0
8143,1971-11-01,18,LSU,13,99,49.0
8144,1971-11-01,19,Houston,124,248,36.0
8145,1971-11-01,20,Washington,8,264,17.0
8146,1971-11-01,NR,Air Force,133,2005,0.0
8147,1971-11-01,NR,Florida State,139,52,0.0
8148,1971-11-08,1,Nebraska ,15,158,1060.0
8149,1971-11-08,2,Oklahoma ,50,201,968.0
8150,1971-11-08,3,Michigan ,48,130,876.0
8151,1971-11-08,4,Alabama,25,333,738.0
8152,1971-11-08,5,Penn State ,68,213,618.0
8153,1971-11-08,6,Auburn ,21,2,601.0
8154,1971-11-08,7,Georgia,73,61,551.0
8155,1971-11-08,8,Notre Dame,7,87,446.0
8156,1971-11-08,9,Arizona State,132,9,283.0
8157,1971-11-08,10,Stanford,46,24,255.0
8158,1971-11-08,11,Tennessee,28,2633,226.0
8159,1971-11-08,12,Colorado,44,38,215.0
8160,1971-11-08,13,Texas,66,251,138.0
8161,1971-11-08,14,Toledo,142,2649,121.0
8162,1971-11-08,15,USC,6,30,59.0
8163,1971-11-08,16,Ohio State,31,194,56.0
8164,1971-11-08,17,Arkansas,32,8,50.0
8165,1971-11-08,18,Houston,124,248,47.0
8166,1971-11-08,19,Washington,8,264,36.0
8167,1971-11-08,20,LSU,13,99,29.0
8168,1971-11-15,1,Nebraska ,15,158,1066.0
8169,1971-11-15,2,Oklahoma ,50,201,986.0
8170,1971-11-15,3,Michigan ,48,130,788.0
8171,1971-11-15,4,Alabama ,25,333,775.0
8172,1971-11-15,5,Auburn ,21,2,686.0
8173,1971-11-15,6,Penn State ,68,213,635.0
8174,1971-11-15,7,Notre Dame,7,87,446.0
8175,1971-11-15,8,Georgia,73,61,373.0
8176,1971-11-15,9,Arizona State,132,9,353.0
8177,1971-11-15,10,Colorado,44,38,313.0
8178,1971-11-15,11,Tennessee,28,2633,250.0
8179,1971-11-15,12,Texas,66,251,234.5
8180,1971-11-15,13,Toledo,142,2649,143.0
8181,1971-11-15,14,LSU,13,99,95.5
8182,1971-11-15,15,USC,6,30,79.0
8183,1971-11-15,16,Houston,124,248,78.0
8184,1971-11-15,17,Arkansas,32,8,51.0
8185,1971-11-15,18,Stanford,46,24,29.0
8186,1971-11-15,19,Michigan State,113,127,22.0
8187,1971-11-15,20,Mississippi,55,145,7.0
8188,1971-11-15,NR,Ohio State,31,194,0.0
8189,1971-11-15,NR,Washington,8,264,0.0
8190,1971-11-22,1,Nebraska ,15,158,1024.0
8191,1971-11-22,2,Oklahoma ,50,201,976.0
8192,1971-11-22,3,Alabama ,25,333,740.0
8193,1971-11-22,4,Michigan ,48,130,695.0
8194,1971-11-22,5,Auburn ,21,2,653.0
8195,1971-11-22,6,Penn State ,68,213,625.0
8196,1971-11-22,7,Georgia,73,61,445.0
8197,1971-11-22,8,Colorado,44,38,356.0
8198,1971-11-22,9,Arizona State,132,9,338.0
8199,1971-11-22,10,LSU,13,99,273.0
8200,1971-11-22,11,Tennessee,28,2633,236.0
8201,1971-11-22,12,Texas,66,251,229.0
8202,1971-11-22,13,Notre Dame,7,87,116.0
8203,1971-11-22,14,Toledo,142,2649,106.5
8204,1971-11-22,15,Houston,124,248,82.0
8205,1971-11-22,16,Stanford,46,24,73.0
8206,1971-11-22,17,Arkansas,32,8,71.0
8207,1971-11-22,18,Mississippi,55,145,56.0
8208,1971-11-22,19,North Carolina,40,153,53.0
8209,1971-11-22,20,Washington,8,264,50.0
8210,1971-11-22,NR,USC,6,30,0.0
8211,1971-11-22,NR,Michigan State,113,127,0.0
8212,1971-11-29,1,Nebraska ,15,158,1086.0
8213,1971-11-29,2,Alabama ,25,333,938.0
8214,1971-11-29,3,Oklahoma,50,201,851.0
8215,1971-11-29,4,Michigan ,48,130,764.0
8216,1971-11-29,5,Penn State ,68,213,740.0
8217,1971-11-29,6,Auburn,21,2,478.0
8218,1971-11-29,7,Georgia,73,61,458.0
8219,1971-11-29,8,Colorado,44,38,397.0
8220,1971-11-29,9,Arizona State,132,9,380.0
8221,1971-11-29,10,LSU,13,99,319.0
8222,1971-11-29,11,Texas,66,251,245.0
8223,1971-11-29,12,Tennessee,28,2633,220.0
8224,1971-11-29,13,Toledo,142,2649,128.0
8225,1971-11-29,14,Notre Dame,7,87,122.0
8226,1971-11-29,15,Houston,124,248,104.0
8227,1971-11-29,16,Stanford,46,24,46.0
8228,1971-11-29,16,Arkansas,32,8,46.0
8229,1971-11-29,18,Mississippi,55,145,24.0
8230,1971-11-29,18,North Carolina,40,153,24.0
8231,1971-11-29,20,Washington,8,264,19.0
8232,1971-12-06,1,Nebraska ,15,158,1086.0
8233,1971-12-06,2,Alabama ,25,333,954.0
8234,1971-12-06,3,Oklahoma,50,201,880.0
8235,1971-12-06,4,Michigan ,48,130,797.0
8236,1971-12-06,5,Auburn,21,2,581.0
8237,1971-12-06,6,Georgia,73,61,480.0
8238,1971-12-06,7,Colorado,44,38,432.0
8239,1971-12-06,8,Arizona State,132,9,394.0
8240,1971-12-06,9,Tennessee,28,2633,385.0
8241,1971-12-06,10,Penn State,68,213,334.0
8242,1971-12-06,11,LSU,13,99,307.0
8243,1971-12-06,12,Texas,66,251,262.0
8244,1971-12-06,13,Notre Dame,7,87,142.0
8245,1971-12-06,14,Toledo,142,2649,129.0
8246,1971-12-06,15,Houston,124,248,81.0
8247,1971-12-06,16,Stanford,46,24,40.0
8248,1971-12-06,17,Mississippi,55,145,34.0
8249,1971-12-06,18,Arkansas,32,8,28.0
8250,1971-12-06,19,Northwestern,4,77,16.0
8251,1971-12-06,20,Washington,8,264,15.0
8252,1971-12-06,NR,North Carolina,40,153,0.0
8253,1971 Final,1,Nebraska ,15,158,1100.0
8254,1971 Final,2,Oklahoma,50,201,990.0
8255,1971 Final,3,Colorado,44,38,746.0
8256,1971 Final,4,Alabama,25,333,674.0
8257,1971 Final,5,Penn State,68,213,666.0
8258,1971 Final,6,Michigan,48,130,479.0
8259,1971 Final,7,Georgia,73,61,471.0
8260,1971 Final,8,Arizona State,132,9,414.0
8261,1971 Final,9,Tennessee,28,2633,379.0
8262,1971 Final,10,Stanford,46,24,347.0
8263,1971 Final,11,LSU,13,99,324.0
8264,1971 Final,12,Auburn,21,2,282.0
8265,1971 Final,13,Notre Dame,7,87,164.0
8266,1971 Final,14,Toledo,142,2649,126.0
8267,1971 Final,15,Mississippi,55,145,104.0
8268,1971 Final,16,Arkansas,32,8,39.0
8269,1971 Final,17,Houston,124,248,37.0
8270,1971 Final,18,Texas,66,251,31.0
8271,1971 Final,19,Washington,8,264,15.0
8272,1971 Final,20,USC,6,30,9.0
8273,1971 Final,RV,Northwestern,4,77,0.0
8274,1971 Final,RV,Boston College,65,103,0.0
8275,1971 Final,RV,Florida State,139,52,0.0
8276,1971 Final,RV,Iowa State,51,66,0.0
8277,1971 Final,RV,North Carolina,40,153,0.0
8278,1972 Preseason,1,Nebraska ,15,158,920.0
