,Date,Rank,Team,TeamID,StandardID,Points
0,1936-10-19,1,Minnesota ,1,135,345.0
1,1936-10-19,2,Duke ,2,150,187.0
2,1936-10-19,3,Army ,3,349,178.0
3,1936-10-19,4,Northwestern,4,77,145.0
4,1936-10-19,5,Purdue,5,2509,120.0
5,1936-10-19,6,USC ,6,30,114.0
6,1936-10-19,7,Notre Dame,7,87,98.0
7,1936-10-19,8,Washington,8,264,90.0
8,1936-10-19,9,Pittsburgh,9,221,76.0
9,1936-10-19,10,Yale,10,43,61.0
10,1936-10-19,11,Duquesne,11,2184,55.0
11,1936-10-19,12,St. Mary's,12,,52.0
12,1936-10-19,13,LSU,13,99,43.0
13,1936-10-19,14,Texas A&M,14,245,42.0
14,1936-10-19,15,Nebraska,15,158,36.0
15,1936-10-19,16,Fordham,16,2230,34.0
16,1936-10-19,17,Holy Cross,17,107,29.0
17,1936-10-19,18,Tulane,18,2655,27.0
18,1936-10-19,19,SMU,19,2567,26.0
19,1936-10-19,20,Marquette,20,,21.0
20,1936-10-26,1,Minnesota ,1,135,440.0
21,1936-10-26,2,Pittsburgh,9,221,296.0
22,1936-10-26,3,Northwestern,4,77,258.0
23,1936-10-26,4,Washington,8,264,236.0
24,1936-10-26,5,Fordham,16,2230,201.0
25,1936-10-26,6,Army,3,349,152.0
26,1936-10-26,7,USC,6,30,149.0
27,1936-10-26,8,LSU,13,99,106.0
28,1936-10-26,9,Tulane,18,2655,103.0
29,1936-10-26,10,Marquette,20,,92.0
30,1936-10-26,11,Nebraska,15,158,82.0
31,1936-10-26,12,Yale,10,43,54.0
32,1936-10-26,13,Duke,2,150,43.0
33,1936-10-26,13,Holy Cross,17,107,43.0
34,1936-10-26,15,SMU,19,2567,34.0
35,1936-10-26,16,Auburn,21,2,30.0
36,1936-10-26,17,Purdue,5,2509,15.0
37,1936-10-26,17,Princeton,22,163,15.0
38,1936-10-26,19,Santa Clara,23,,14.0
39,1936-10-26,20,St. Mary's,12,,11.0
40,1936-10-26,20,Penn,24,219,11.0
41,1936-10-26,NR,Notre Dame,7,87,0.0
42,1936-10-26,NR,Duquesne,11,2184,0.0
43,1936-10-26,NR,Texas A&M,14,245,0.0
44,1936-11-02,1,Northwestern ,4,77,412.0
45,1936-11-02,2,Minnesota ,1,135,371.0
46,1936-11-02,3,Fordham ,16,2230,227.0
47,1936-11-02,4,Marquette,20,,212.0
48,1936-11-02,5,Pittsburgh,9,221,191.0
49,1936-11-02,6,Washington,8,264,181.0
50,1936-11-02,7,LSU,13,99,168.0
51,1936-11-02,8,Nebraska,15,158,165.0
52,1936-11-02,9,Santa Clara,23,,145.0
53,1936-11-02,10,Tulane,18,2655,93.0
54,1936-11-02,11,USC,6,30,76.0
55,1936-11-02,12,SMU,19,2567,40.0
56,1936-11-02,13,Notre Dame,7,87,17.0
57,1936-11-02,14,Alabama,25,333,16.0
58,1936-11-02,15,Duke,2,150,10.0
59,1936-11-02,15,Penn,24,219,10.0
60,1936-11-02,17,Washington State,26,265,8.0
61,1936-11-02,18,Dartmouth,27,159,4.0
62,1936-11-02,18,Tennessee,28,2633,4.0
63,1936-11-02,20,Auburn,21,2,3.0
64,1936-11-02,NR,Army,3,349,0.0
65,1936-11-02,NR,Yale,10,43,0.0
66,1936-11-02,NR,Holy Cross,17,107,0.0
67,1936-11-02,NR,Princeton,22,163,0.0
68,1936-11-02,NR,Purdue,5,2509,0.0
69,1936-11-09,1,Northwestern ,4,77,435.0
70,1936-11-09,2,Minnesota ,1,135,419.0
71,1936-11-09,3,Fordham ,16,2230,348.0
72,1936-11-09,4,Alabama ,25,333,252.0
73,1936-11-09,5,Pittsburgh,9,221,203.0
74,1936-11-09,6,Nebraska,15,158,201.0
75,1936-11-09,7,LSU,13,99,184.0
76,1936-11-09,8,Marquette,20,,145.0
77,1936-11-09,9,Santa Clara,23,,118.0
78,1936-11-09,10,Washington,8,264,117.0
79,1936-11-09,11,Penn,24,219,38.0
80,1936-11-09,12,Dartmouth,27,159,24.0
81,1936-11-09,13,Duke,2,150,13.0
82,1936-11-09,14,Washington State,26,265,10.0
83,1936-11-09,15,USC,6,30,9.0
84,1936-11-09,15,Texas A&M,14,245,9.0
85,1936-11-09,17,Holy Cross,17,107,8.0
86,1936-11-09,18,TCU,29,2628,4.0
87,1936-11-09,19,SMU,19,2567,3.0
88,1936-11-09,19,Temple,30,218,3.0
89,1936-11-09,NR,Tulane,18,2655,0.0
90,1936-11-09,NR,Notre Dame,7,87,0.0
91,1936-11-09,NR,Tennessee,28,2633,0.0
92,1936-11-09,NR,Auburn,21,2,0.0
93,1936-11-16,1,Northwestern ,4,77,337.0
94,1936-11-16,2,Minnesota ,1,135,331.0
95,1936-11-16,3,Fordham ,16,2230,257.0
96,1936-11-16,4,Pittsburgh,9,221,240.0
97,1936-11-16,5,LSU ,13,99,166.0
98,1936-11-16,6,Washington ,8,264,165.0
99,1936-11-16,7,Marquette,20,,154.0
100,1936-11-16,8,Alabama,25,333,150.0
101,1936-11-16,9,Santa Clara,23,,143.0
102,1936-11-16,10,Penn,24,219,25.0
103,1936-11-16,11,Notre Dame,7,87,19.0
104,1936-11-16,12,Dartmouth,27,159,10.0
105,1936-11-16,13,Nebraska,15,158,9.0
106,1936-11-16,14,Texas A&M,14,245,8.0
107,1936-11-16,15,Washington State,26,265,7.0
108,1936-11-16,16,Duke,2,150,6.0
109,1936-11-16,17,Holy Cross,17,107,5.0
110,1936-11-16,18,Ohio State,31,194,4.0
111,1936-11-16,19,Tennessee,28,2633,3.0
112,1936-11-16,20,Temple,30,218,2.0
113,1936-11-16,20,Duquesne,11,2184,2.0
114,1936-11-16,NR,USC,6,30,0.0
115,1936-11-16,NR,TCU,29,2628,0.0
116,1936-11-16,NR,SMU,19,2567,0.0
117,1936-11-23,1,Minnesota ,1,135,391.0
118,1936-11-23,2,LSU ,13,99,338.0
119,1936-11-23,3,Alabama,25,333,281.0
120,1936-11-23,4,Pittsburgh,9,221,275.0
121,1936-11-23,5,Santa Clara ,23,,201.0
122,1936-11-23,6,Washington,8,264,191.0
123,1936-11-23,7,Northwestern,4,77,151.0
124,1936-11-23,8,Fordham,16,2230,129.0
125,1936-11-23,9,Notre Dame ,7,87,128.0
126,1936-11-23,10,Nebraska,15,158,50.0
127,1936-11-23,11,Duke,2,150,44.0
128,1936-11-23,12,Duquesne,11,2184,31.0
129,1936-11-23,13,Penn,24,219,24.0
130,1936-11-23,14,Dartmouth,27,159,19.0
131,1936-11-23,15,Marquette,20,,15.0
132,1936-11-23,16,Yale,10,43,14.0
133,1936-11-23,17,Tennessee,28,2633,10.0
134,1936-11-23,18,TCU,29,2628,9.0
135,1936-11-23,19,Tulane,18,2655,7.0
136,1936-11-23,20,Washington State,26,265,6.0
137,1936-11-23,NR,Texas A&M,14,245,0.0
138,1936-11-23,NR,Holy Cross,17,107,0.0
139,1936-11-23,NR,Ohio State,31,194,0.0
140,1936-11-23,NR,Temple,30,218,0.0
141,1936 Final,1,Minnesota ,1,135,332.0
142,1936 Final,2,LSU ,13,99,309.0
143,1936 Final,3,Pittsburgh,9,221,227.0
144,1936 Final,4,Alabama,25,333,218.0
145,1936 Final,5,Washington,8,264,216.0
146,1936 Final,6,Santa Clara ,23,,155.0
147,1936 Final,7,Northwestern,4,77,130.0
148,1936 Final,8,Notre Dame,7,87,107.0
149,1936 Final,9,Nebraska,15,158,69.0
150,1936 Final,10,Penn,24,219,34.0
151,1936 Final,11,Duke,2,150,33.0
152,1936 Final,12,Yale,10,43,22.0
153,1936 Final,13,Dartmouth,27,159,13.0
154,1936 Final,14,Duquesne,11,2184,12.0
155,1936 Final,15,Fordham,16,2230,11.0
156,1936 Final,16,TCU,29,2628,10.0
157,1936 Final,17,Tennessee,28,2633,8.0
158,1936 Final,18,Arkansas,32,8,6.0
159,1936 Final,18,Navy,33,2426,6.0
160,1936 Final,20,Marquette,20,,4.0
161,1936 Final,NR,Tulane,18,2655,0.0
162,1936 Final,NR,Washington State,26,265,0.0
163,1937-10-18,1,California ,34,25,432.0
164,1937-10-18,2,Alabama ,25,333,355.0
165,1937-10-18,3,Pittsburgh ,9,221,347.0
166,1937-10-18,4,Minnesota ,1,135,291.0
167,1937-10-18,5,Yale ,10,43,256.0
168,1937-10-18,6,LSU ,13,99,244.0
169,1937-10-18,7,Northwestern,4,77,165.0
170,1937-10-18,8,Nebraska,15,158,153.0
171,1937-10-18,9,Fordham,16,2230,103.0
172,1937-10-18,10,Duke,2,150,94.0
173,1937-10-18,11,USC,6,30,84.0
174,1937-10-18,12,Ohio State,31,194,63.0
175,1937-10-18,13,Texas A&M,14,245,51.0
176,1937-10-18,14,Santa Clara,23,,45.0
177,1937-10-18,15,Baylor,35,239,41.0
178,1937-10-18,16,Wisconsin,36,275,36.0
179,1937-10-18,17,Syracuse,37,183,35.0
180,1937-10-18,18,Dartmouth,27,159,34.0
181,1937-10-18,19,Cornell,38,172,17.0
182,1937-10-18,20,Auburn,21,2,13.0
183,1937-10-18,20,Holy Cross,17,107,13.0
184,1937-10-18,20,Vanderbilt,39,238,13.0
185,1937-10-25,1,California ,34,25,556.0
186,1937-10-25,2,Pittsburgh ,9,221,408.0
187,1937-10-25,3,Alabama,25,333,337.0
188,1937-10-25,4,Minnesota ,1,135,321.0
189,1937-10-25,5,Yale ,10,43,278.0
190,1937-10-25,6,Baylor ,35,239,226.0
191,1937-10-25,7,Vanderbilt ,39,238,167.0
192,1937-10-25,8,Ohio State,31,194,146.0
193,1937-10-25,9,Dartmouth,27,159,130.0
194,1937-10-25,10,Fordham,16,2230,122.0
195,1937-10-25,11,Nebraska,15,158,121.0
196,1937-10-25,12,Auburn,21,2,85.0
197,1937-10-25,13,Duke,2,150,84.0
198,1937-10-25,14,Santa Clara,23,,33.0
199,1937-10-25,15,North Carolina,40,153,16.0
200,1937-10-25,16,Villanova,41,222,13.0
201,1937-10-25,17,LSU,13,99,12.0
202,1937-10-25,18,Holy Cross,17,107,9.0
203,1937-10-25,18,Detroit,42,,9.0
204,1937-10-25,20,Arkansas,32,8,8.0
205,1937-10-25,NR,Northwestern,4,77,0.0
206,1937-10-25,NR,USC,6,30,0.0
207,1937-10-25,NR,Texas A&M,14,245,0.0
208,1937-10-25,NR,Wisconsin,36,275,0.0
209,1937-10-25,NR,Syracuse,37,183,0.0
210,1937-11-01,1,California ,34,25,600.0
211,1937-11-01,2,Alabama ,25,333,503.0
212,1937-11-01,3,Pittsburgh ,9,221,482.0
213,1937-11-01,4,Baylor ,35,239,331.0
214,1937-11-01,5,Fordham,16,2230,281.0
215,1937-11-01,6,Nebraska,15,158,191.0
216,1937-11-01,7,Yale,10,43,181.0
217,1937-11-01,8,Ohio State,31,194,178.0
218,1937-11-01,9,Dartmouth,27,159,146.0
219,1937-11-01,10,Santa Clara,23,,113.0
220,1937-11-01,11,Duke,2,150,107.0
221,1937-11-01,12,Notre Dame,7,87,75.0
222,1937-11-01,13,Villanova,41,222,62.0
223,1937-11-01,14,Minnesota,1,135,55.0
224,1937-11-01,15,Tennessee,28,2633,24.0
225,1937-11-01,16,Arkansas,32,8,10.0
226,1937-11-01,16,Duquesne,11,2184,10.0
227,1937-11-01,18,LSU,13,99,8.0
228,1937-11-01,19,Northwestern,4,77,6.0
229,1937-11-01,19,Tulane,18,2655,6.0
230,1937-11-01,NR,Vanderbilt,39,238,0.0
231,1937-11-01,NR,Auburn,21,2,0.0
232,1937-11-01,NR,North Carolina,40,153,0.0
233,1937-11-01,NR,Detroit,42,,0.0
234,1937-11-01,NR,Holy Cross,17,107,0.0
235,1937-11-08,1,Pittsburgh ,9,221,510.0
236,1937-11-08,2,California ,34,25,449.0
237,1937-11-08,3,Alabama ,25,333,422.0
238,1937-11-08,4,Fordham ,16,2230,388.0
239,1937-11-08,5,Dartmouth,27,159,253.0
240,1937-11-08,6,Yale,10,43,215.0
241,1937-11-08,7,Santa Clara,23,,166.0
242,1937-11-08,8,Duke,2,150,159.0
243,1937-11-08,9,Villanova,41,222,62.0
244,1937-11-08,10,Minnesota,1,135,61.0
245,1937-11-08,11,Nebraska,15,158,55.0
246,1937-11-08,12,LSU,13,99,52.0
247,1937-11-08,13,Baylor,35,239,43.0
248,1937-11-08,14,Auburn,21,2,30.0
249,1937-11-08,15,Rice,43,242,29.0
250,1937-11-08,16,Colorado,44,38,23.0
251,1937-11-08,17,Indiana,45,84,13.0
252,1937-11-08,18,Notre Dame,7,87,12.0
253,1937-11-08,19,Holy Cross,17,107,7.0
254,1937-11-08,20,Arkansas,32,8,6.0
255,1937-11-08,NR,Ohio State,31,194,0.0
256,1937-11-08,NR,Tennessee,28,2633,0.0
257,1937-11-08,NR,Duquesne,11,2184,0.0
258,1937-11-08,NR,Northwestern,4,77,0.0
259,1937-11-08,NR,Tulane,18,2655,0.0
260,1937-11-15,1,Pittsburgh ,9,221,517.0
261,1937-11-15,2,California ,34,25,434.0
262,1937-11-15,3,Alabama ,25,333,393.0
263,1937-11-15,4,Fordham ,16,2230,378.0
264,1937-11-15,5,Yale,10,43,260.0
265,1937-11-15,6,Santa Clara,23,,172.0
266,1937-11-15,7,Minnesota,1,135,143.0
267,1937-11-15,8,LSU,13,99,121.0
268,1937-11-15,9,Dartmouth,27,159,104.0
269,1937-11-15,10,Villanova,41,222,78.0
270,1937-11-15,11,Nebraska,15,158,55.0
271,1937-11-15,12,Notre Dame,7,87,35.0
272,1937-11-15,13,Stanford,46,24,32.0
273,1937-11-15,14,Holy Cross,17,107,26.0
274,1937-11-15,15,Rice,43,242,24.0
275,1937-11-15,16,Colorado,44,38,21.0
276,1937-11-15,17,North Carolina,40,153,19.0
277,1937-11-15,18,Vanderbilt,39,238,18.0
278,1937-11-15,19,Ohio State,31,194,16.0
279,1937-11-15,20,Indiana,45,84,15.0
280,1937-11-15,NR,Duke,2,150,0.0
281,1937-11-15,NR,Baylor,35,239,0.0
282,1937-11-15,NR,Auburn,21,2,0.0
283,1937-11-15,NR,Arkansas,32,8,0.0
284,1937-11-22,1,Pittsburgh ,9,221,468.0
285,1937-11-22,2,California ,34,25,425.0
286,1937-11-22,3,Fordham,16,2230,336.0
287,1937-11-22,4,Alabama,25,333,320.0
288,1937-11-22,5,Minnesota,1,135,202.0
289,1937-11-22,6,Dartmouth,27,159,186.0
290,1937-11-22,7,Villanova,41,222,141.0
291,1937-11-22,8,Santa Clara,23,,126.0
292,1937-11-22,9,Notre Dame,7,87,101.0
293,1937-11-22,10,LSU,13,99,100.0
294,1937-11-22,11,Nebraska,15,158,70.0
295,1937-11-22,12,Vanderbilt,39,238,27.0
296,1937-11-22,13,Washington,8,264,20.0
297,1937-11-22,14,Yale,10,43,16.0
298,1937-11-22,14,TCU,29,2628,16.0
299,1937-11-22,16,Colorado,44,38,14.0
300,1937-11-22,17,Holy Cross,17,107,12.0
301,1937-11-22,18,North Carolina,40,153,11.0
302,1937-11-22,18,Duke,2,150,11.0
303,1937-11-22,20,Tulsa,47,202,8.0
304,1937-11-22,NR,Stanford,46,24,0.0
305,1937-11-22,NR,Rice,43,242,0.0
306,1937-11-22,NR,Ohio State,31,194,0.0
307,1937-11-22,NR,Indiana,45,84,0.0
308,1937 Final,1,Pittsburgh ,9,221,327.0
309,1937 Final,2,California,34,25,277.0
310,1937 Final,3,Fordham ,16,2230,253.0
311,1937 Final,4,Alabama ,25,333,246.0
312,1937 Final,5,Minnesota,1,135,104.0
313,1937 Final,6,Villanova,41,222,103.0
314,1937 Final,7,Dartmouth,27,159,102.0
315,1937 Final,8,LSU,13,99,97.0
316,1937 Final,9,Santa Clara,23,,90.0
317,1937 Final,9,Notre Dame,7,87,90.0
318,1937 Final,11,Nebraska,15,158,35.0
319,1937 Final,12,Yale,10,43,18.0
320,1937 Final,13,Ohio State,31,194,14.0
321,1937 Final,14,Holy Cross,17,107,9.0
322,1937 Final,14,Arkansas,32,8,9.0
323,1937 Final,16,TCU,29,2628,8.0
324,1937 Final,17,Colorado,44,38,7.0
325,1937 Final,18,Rice,43,242,6.0
326,1937 Final,19,North Carolina,40,153,5.0
327,1937 Final,20,Duke,2,150,4.0
328,1937 Final,NR,Vanderbilt,39,238,0.0
329,1937 Final,NR,Washington,8,264,0.0
330,1937 Final,NR,Tulsa,47,202,0.0
331,1938-10-17,1,Pittsburgh ,9,221,926.0
332,1938-10-17,2,Minnesota ,1,135,691.0
333,1938-10-17,3,California ,34,25,517.0
334,1938-10-17,4,Dartmouth ,27,159,515.0
335,1938-10-17,5,Notre Dame,7,87,500.0
336,1938-10-17,6,Santa Clara,23,,496.0
337,1938-10-17,7,TCU ,29,2628,453.0
338,1938-10-17,8,Tennessee,28,2633,419.0
339,1938-10-17,9,Duke,2,150,128.0
340,1938-10-17,10,Syracuse,37,183,82.0
341,1938-10-17,11,Fordham,16,2230,77.0
342,1938-10-17,12,Michigan,48,130,48.0
343,1938-10-17,13,Carnegie Mellon,49,,45.0
344,1938-10-17,14,Oklahoma,50,201,40.0
345,1938-10-17,15,Alabama,25,333,34.0
346,1938-10-17,16,Vanderbilt,39,238,32.0
347,1938-10-17,17,Baylor,35,239,31.0
348,1938-10-17,18,Northwestern,4,77,23.0
349,1938-10-17,19,North Carolina,40,153,18.0
350,1938-10-17,20,Villanova,41,222,9.0
351,1938-10-24,1,Pittsburgh ,9,221,989.0
352,1938-10-24,2,Minnesota ,1,135,681.0
353,1938-10-24,3,California ,34,25,620.0
354,1938-10-24,4,TCU ,29,2628,572.0
355,1938-10-24,5,Santa Clara ,23,,571.0
356,1938-10-24,6,Dartmouth,27,159,443.0
357,1938-10-24,7,Notre Dame ,7,87,437.0
358,1938-10-24,8,Tennessee,28,2633,413.0
359,1938-10-24,9,Fordham ,16,2230,370.0
360,1938-10-24,10,Oklahoma,50,201,116.0
361,1938-10-24,11,Duke,2,150,114.0
362,1938-10-24,12,Northwestern,4,77,55.0
363,1938-10-24,13,Michigan,48,130,36.0
364,1938-10-24,14,Holy Cross,17,107,15.0
365,1938-10-24,15,Villanova,41,222,14.0
366,1938-10-24,16,Carnegie Mellon,49,,13.0
367,1938-10-24,17,Cornell,38,172,12.0
368,1938-10-24,18,Alabama,25,333,11.0
369,1938-10-24,19,USC,6,30,10.0
370,1938-10-24,20,Ohio State,31,194,7.0
371,1938-10-24,NR,Syracuse,37,183,0.0
372,1938-10-24,NR,Vanderbilt,39,238,0.0
373,1938-10-24,NR,Baylor,35,239,0.0
374,1938-10-24,NR,North Carolina,40,153,0.0
375,1938-10-31,1,Pittsburgh ,9,221,1139.0
376,1938-10-31,2,TCU ,29,2628,901.0
377,1938-10-31,3,California,34,25,692.0
378,1938-10-31,4,Notre Dame,7,87,670.0
379,1938-10-31,5,Dartmouth,27,159,624.0
380,1938-10-31,6,Tennessee ,28,2633,610.0
381,1938-10-31,7,Northwestern,4,77,406.0
382,1938-10-31,8,Santa Clara,23,,390.0
383,1938-10-31,9,Duke,2,150,274.0
384,1938-10-31,10,Fordham,16,2230,149.0
385,1938-10-31,11,Oklahoma,50,201,139.0
386,1938-10-31,12,Minnesota,1,135,125.0
387,1938-10-31,13,Holy Cross,17,107,42.0
388,1938-10-31,13,USC,6,30,42.0
389,1938-10-31,15,Alabama,25,333,13.0
390,1938-10-31,16,Michigan,48,130,12.0
391,1938-10-31,16,Cornell,38,172,12.0
392,1938-10-31,18,Iowa State,51,66,11.0
393,1938-10-31,19,Carnegie Mellon,49,,7.0
394,1938-10-31,19,Texas A&M,14,245,7.0
395,1938-10-31,NR,Villanova,41,222,0.0
396,1938-10-31,NR,Ohio State,31,194,0.0
397,1938-11-07,1,TCU ,29,2628,986.0
398,1938-11-07,2,Notre Dame ,7,87,970.0
399,1938-11-07,3,Pittsburgh ,9,221,790.0
400,1938-11-07,4,Tennessee ,28,2633,667.0
401,1938-11-07,5,Dartmouth,27,159,648.0
402,1938-11-07,6,Carnegie Mellon,49,,510.0
403,1938-11-07,7,Duke,2,150,389.0
404,1938-11-07,8,Santa Clara ,23,,379.0
405,1938-11-07,9,USC ,6,30,289.0
406,1938-11-07,10,Oklahoma ,50,201,194.0
407,1938-11-07,11,Holy Cross,17,107,166.0
408,1938-11-07,12,Minnesota,1,135,163.0
409,1938-11-07,13,Fordham,16,2230,86.0
410,1938-11-07,14,California,34,25,62.0
411,1938-11-07,15,Wisconsin,36,275,32.0
412,1938-11-07,16,Alabama,25,333,31.0
413,1938-11-07,17,Northwestern,4,77,29.0
414,1938-11-07,18,Michigan ,48,130,18.0
415,1938-11-07,19,Villanova,41,222,17.0
416,1938-11-07,20,Cornell,38,172,16.0
417,1938-11-07,NR,Iowa State,51,66,0.0
418,1938-11-07,NR,Texas A&M,14,245,0.0
419,1938-11-14,1,Notre Dame ,7,87,887.0
420,1938-11-14,2,TCU ,29,2628,786.0
421,1938-11-14,3,Tennessee ,28,2633,639.0
422,1938-11-14,4,Duke ,2,150,586.0
423,1938-11-14,5,Pittsburgh ,9,221,532.0
424,1938-11-14,6,Carnegie Mellon,49,,407.0
425,1938-11-14,7,Oklahoma ,50,201,315.0
426,1938-11-14,8,Cornell,38,172,194.0
427,1938-11-14,9,California,34,25,138.0
428,1938-11-14,10,Holy Cross,17,107,130.0
429,1938-11-14,11,Santa Clara,23,,79.0
430,1938-11-14,12,Wisconsin,36,275,52.0
431,1938-11-14,13,USC,6,30,40.0
432,1938-11-14,14,Dartmouth,27,159,38.0
433,1938-11-14,15,Villanova,41,222,26.0
434,1938-11-14,16,Northwestern,4,77,23.0
435,1938-11-14,17,Michigan,48,130,19.0
436,1938-11-14,18,Fordham,16,2230,18.0
437,1938-11-14,19,Texas Tech,52,2641,17.0
438,1938-11-14,20,Alabama,25,333,16.0
439,1938-11-14,NR,Minnesota,1,135,0.0
440,1938-11-21,1,Notre Dame ,7,87,807.0
441,1938-11-21,2,TCU ,29,2628,746.0
442,1938-11-21,3,Duke ,2,150,553.0
443,1938-11-21,4,Tennessee ,28,2633,523.0
444,1938-11-21,4,Pittsburgh ,9,221,523.0
445,1938-11-21,6,Oklahoma,50,201,351.0
446,1938-11-21,7,Carnegie Mellon,49,,336.0
447,1938-11-21,8,Minnesota,1,135,152.0
448,1938-11-21,9,California,34,25,151.0
449,1938-11-21,10,Cornell,38,172,147.0
450,1938-11-21,11,Holy Cross,17,107,79.0
451,1938-11-21,12,Michigan,48,130,52.0
452,1938-11-21,13,Dartmouth,27,159,38.0
453,1938-11-21,14,USC,6,30,36.0
454,1938-11-21,15,Northwestern,4,77,35.0
455,1938-11-21,16,Villanova,41,222,33.0
456,1938-11-21,17,Texas Tech,52,2641,25.0
457,1938-11-21,18,Fordham,16,2230,21.0
458,1938-11-21,19,Santa Clara,23,,13.0
459,1938-11-21,20,Georgetown,53,46,11.0
460,1938-11-21,NR,Wisconsin,36,275,0.0
461,1938-11-21,NR,Alabama,25,333,0.0
462,1938-11-28,1,Notre Dame ,7,87,823.0
463,1938-11-28,2,TCU ,29,2628,782.0
464,1938-11-28,3,Duke ,2,150,733.0
465,1938-11-28,4,Tennessee ,28,2633,607.0
466,1938-11-28,5,Oklahoma,50,201,363.0
467,1938-11-28,6,Carnegie Mellon,49,,345.0
468,1938-11-28,7,Pittsburgh,9,221,251.0
469,1938-11-28,8,USC,6,30,194.0
470,1938-11-28,9,Holy Cross,17,107,189.0
471,1938-11-28,10,Minnesota,1,135,177.0
472,1938-11-28,11,Cornell,38,172,52.0
473,1938-11-28,12,California,34,25,51.0
474,1938-11-28,13,Fordham,16,2230,41.0
475,1938-11-28,14,Texas Tech,52,2641,39.0
476,1938-11-28,15,Villanova,41,222,38.0
477,1938-11-28,16,Michigan,48,130,37.0
478,1938-11-28,17,Alabama,25,333,23.0
479,1938-11-28,18,Tulane,18,2655,17.0
480,1938-11-28,19,Northwestern,4,77,15.0
481,1938-11-28,20,Dartmouth,27,159,14.0
482,1938-11-28,NR,Santa Clara,23,,0.0
483,1938-11-28,NR,Georgetown,53,46,0.0
484,1938 Final,1,TCU ,29,2628,868.0
485,1938 Final,2,Tennessee ,28,2633,706.0
486,1938 Final,3,Duke ,2,150,679.0
487,1938 Final,4,Oklahoma,50,201,524.0
488,1938 Final,5,Notre Dame ,7,87,490.0
489,1938 Final,6,Carnegie Mellon,49,,412.0
490,1938 Final,7,USC ,6,30,406.0
491,1938 Final,8,Pittsburgh,9,221,290.0
492,1938 Final,9,Holy Cross,17,107,149.0
493,1938 Final,10,Minnesota,1,135,111.0
494,1938 Final,11,Texas Tech,52,2641,42.0
495,1938 Final,12,Cornell,38,172,27.0
496,1938 Final,13,Alabama,25,333,25.0
497,1938 Final,14,California,34,25,20.0
498,1938 Final,15,Fordham,16,2230,19.0
499,1938 Final,16,Michigan,48,130,16.0
500,1938 Final,17,Northwestern,4,77,15.0
501,1938 Final,18,Villanova,41,222,13.0
502,1938 Final,19,Tulane,18,2655,11.0
503,1938 Final,20,Dartmouth,27,159,10.0
504,1939-10-16,1,Pittsburgh ,9,221,793.0
505,1939-10-16,2,Notre Dame ,7,87,694.0
506,1939-10-16,3,Oklahoma ,50,201,607.0
507,1939-10-16,4,Tulane ,18,2655,560.0
508,1939-10-16,5,Tennessee ,28,2633,556.0
509,1939-10-16,6,Michigan ,48,130,512.0
510,1939-10-16,7,USC,6,30,442.14
511,1939-10-16,8,Alabama ,25,333,402.64
512,1939-10-16,9,Texas A&M ,14,245,383.14
513,1939-10-16,10,Ohio State ,31,194,352.0
514,1939-10-16,11,Oregon ,54,2483,209.14
515,1939-10-16,12,Cornell ,38,172,186.0
516,1939-10-16,13,Duke,2,150,131.14
517,1939-10-16,14,North Carolina,40,153,92.0
518,1939-10-16,15,Carnegie Mellon,49,,79.0
519,1939-10-16,16,Nebraska,15,158,65.0
520,1939-10-16,17,Mississippi,55,145,36.0
521,1939-10-16,18,SMU,19,2567,33.0
522,1939-10-16,19,Baylor,35,239,30.0
523,1939-10-16,20,St. Mary's,12,,29.0
524,1939-10-23,1,Tennessee ,28,2633,1077.0
525,1939-10-23,2,Notre Dame ,7,87,841.0
526,1939-10-23,3,Michigan ,48,130,721.0
527,1939-10-23,4,Ohio State ,31,194,712.0
528,1939-10-23,5,Texas A&M ,14,245,658.0
529,1939-10-23,6,Oklahoma ,50,201,493.0
530,1939-10-23,7,Cornell ,38,172,438.0
531,1939-10-23,8,USC,6,30,319.0
532,1939-10-23,9,Tulane ,18,2655,241.0
533,1939-10-23,10,Nebraska,15,158,160.0
534,1939-10-23,11,Duquesne,11,2184,117.0
535,1939-10-23,12,Duke,2,150,114.0
536,1939-10-23,13,North Carolina,40,153,111.0
537,1939-10-23,14,Mississippi,55,145,84.0
538,1939-10-23,15,Oregon State,56,204,67.0
539,1939-10-23,16,Penn,24,219,63.0
540,1939-10-23,17,SMU,19,2567,49.0
541,1939-10-23,18,Pittsburgh,9,221,33.0
542,1939-10-23,19,New York,57,,25.0
543,1939-10-23,20,Alabama,25,333,17.0
544,1939-10-23,NR,Oregon,54,2483,0.0
545,1939-10-23,NR,Carnegie Mellon,49,,0.0
546,1939-10-23,NR,Baylor,35,239,0.0
547,1939-10-23,NR,St. Mary's,12,,0.0
548,1939-10-30,1,Tennessee ,28,2633,1120.0
549,1939-10-30,2,Michigan ,48,130,1005.0
550,1939-10-30,3,Cornell ,38,172,933.0
551,1939-10-30,4,Notre Dame ,7,87,858.0
552,1939-10-30,5,Texas A&M ,14,245,714.0
553,1939-10-30,6,Oklahoma ,50,201,605.5
554,1939-10-30,7,USC ,6,30,598.0
555,1939-10-30,8,Tulane ,18,2655,419.0
556,1939-10-30,9,North Carolina ,40,153,314.0
557,1939-10-30,10,Nebraska,15,158,180.5
558,1939-10-30,11,Oregon State,56,204,76.0
559,1939-10-30,12,Duke,2,150,46.0
560,1939-10-30,13,Duquesne,11,2184,44.0
