date,season,neutral,homeTeam,awayTeam,homeScore,awayScore,result,spreadOpen,spreadClose,spreadH2,overUnderOpen,overUnderClose,overUnderH2,homeMoneyline,awayMoneyline
2015-12-26,2015,True,ucla,nebraska,29,37,0,6.0,5.0,3.0,60.0,62.0,34.0,-200.0,175.0
2015-12-28,2015,True,minnesotau,centralmichigan,21,14,1,5.5,6.0,3.0,49.5,50.0,24.5,-240.0,200.0
2015-12-29,2015,True,california,airforce,55,36,1,6.0,5.5,3.0,63.0,71.5,36.0,-220.0,190.0
2015-12-29,2015,True,northcarolina,baylor,38,49,0,69.5,3.0,1.5,2.0,74.0,38.5,-145.0,125.0
2015-12-29,2015,True,coloradostate,nevada,23,28,0,3.0,4.5,5.0,56.0,56.0,28.0,-215.0,185.0
2015-12-29,2015,True,lsu,texastech,56,27,1,7.5,7.0,3.5,71.0,74.0,35.5,-280.0,240.0
2015-12-30,2015,True,auburn,memphis,31,10,1,3.0,3.0,3.0,61.5,64.5,28.5,-150.0,130.0
2015-12-30,2015,True,mississippist,ncstate,51,28,1,5.0,6.0,3.0,57.5,61.5,30.5,-240.0,200.0
2015-12-30,2015,True,texasa&m,louisville,21,27,0,51.5,3.0,3.0,3.0,49.5,27.0,145.0,-165.0
2015-12-30,2015,True,usc,wisconsin,21,23,0,3.0,4.0,3.0,51.0,51.0,24.5,-190.0,170.0
2015-12-31,2015,True,floridastate,houstonu,24,38,0,6.5,7.5,3.0,54.5,57.0,26.0,-300.0,250.0
2015-12-31,2015,True,alabama,michiganstate,38,0,1,9.5,10.0,4.5,49.0,46.0,21.5,-370.0,310.0
2015-12-31,2015,True,clemson,oklahoma,37,17,1,4.0,3.5,1.5,65.0,64.0,34.0,155.0,-175.0
2016-01-01,2015,True,northwestern,tennesseeu,6,45,0,8.0,9.5,4.5,45.5,49.0,24.0,300.0,-360.0
2016-01-01,2015,True,michigan,florida,41,7,1,4.0,3.5,0.0,41.5,40.0,21.5,-165.0,145.0
2016-01-01,2015,True,ohiostate,notredame,44,28,1,6.5,4.0,1.0,54.0,58.5,31.0,-180.0,160.0
2016-01-01,2015,True,stanford,iowa,45,16,1,7.0,6.0,2.5,49.5,51.5,23.5,-240.0,200.0
2016-01-01,2015,True,oklahomastate,mississippi,20,48,0,6.5,7.5,2.5,66.0,72.0,34.5,260.0,-310.0
2016-01-02,2015,True,georgia,pennstate,24,17,1,7.0,6.0,6.0,43.0,44.0,20.5,-240.0,200.0
2016-01-02,2015,True,arkansas,kansasstate,45,23,1,12.0,13.0,7.0,60.0,56.0,28.0,-525.0,405.0
2016-01-02,2015,True,oregon,tcu,41,47,0,76.5,7.0,31.0,1.5,73.5,0.5,-310.0,250.0
2016-01-11,2015,True,clemson,alabama,40,45,0,6.5,6.5,3.5,53.0,50.5,25.5,220.0,-260.0
2016-08-26,2016,True,hawaii,california,31,51,0,22.0,21.5,8.5,63.0,66.0,32.0,1000.0,-2000.0
2016-09-02,2016,True,colorado,coloradostate,44,7,1,7.0,7.5,3.0,55.5,56.5,24.5,-255.0,215.0
2016-09-03,2016,True,bostoncollege,georgiatech,14,17,0,3.0,3.5,0.5,47.0,43.0,17.5,145.0,-165.0
2016-09-03,2016,True,wisconsin,lsu,16,14,1,8.5,12.5,7.0,48.5,43.5,20.0,475.0,-650.0
2016-09-03,2016,True,georgia,northcarolina,33,24,1,3.0,3.5,1.0,56.0,60.0,27.5,-175.0,155.0
2016-09-03,2016,True,houstonu,oklahoma,33,23,1,10.0,13.5,6.5,66.0,67.0,36.0,450.0,-600.0
2016-09-03,2016,True,alabama,usc,52,6,1,10.0,13.0,7.5,54.5,52.0,22.5,-550.0,425.0
2016-09-03,2016,True,arizonau,byu,16,18,0,63.0,1.0,27.5,0.0,64.0,0.5,100.0,-120.0
2016-09-05,2016,True,floridastate,mississippi,45,34,1,5.5,4.0,3.5,57.5,57.5,31.5,-190.0,165.0
2016-09-10,2016,True,tennesseeu,virginiatech,45,24,1,10.0,11.0,4.5,54.0,52.0,24.5,-450.0,360.0
2016-12-02,2016,True,westernmichigan,ohio,29,23,1,19.0,16.5,7.5,57.0,58.0,27.0,-900.0,600.0
2016-12-02,2016,True,washingtonu,colorado,41,10,1,7.5,8.5,3.5,60.0,55.5,24.5,-330.0,270.0
2016-12-03,2016,True,alabama,florida,54,16,1,21.5,23.5,11.0,41.0,40.5,21.5,-3000.0,1200.0
2016-12-03,2016,True,clemson,virginiatech,42,35,1,9.5,11.0,4.5,58.0,59.0,28.0,-450.0,375.0
2016-12-03,2016,True,wisconsin,pennstate,31,38,0,3.0,3.0,24.0,47.5,44.5,0.0,-145.0,125.0
2016-12-10,2016,True,navy,army,17,21,0,10.0,6.0,2.5,54.0,47.5,21.5,-245.0,205.0
2016-12-17,2016,True,newmexico,texsanantonio,23,20,1,7.0,9.0,4.5,64.0,54.0,24.5,-400.0,330.0
2016-12-17,2016,True,sandiegostate,houstonu,34,10,1,3.5,4.5,1.5,60.0,50.0,23.5,170.0,-190.0
2016-12-17,2016,True,centralflorida,arkansasstate,13,31,0,6.5,3.5,3.0,49.5,51.0,24.0,-175.0,155.0
2016-12-17,2016,True,toledo,appalachianst,28,31,0,56.0,1.0,2.5,1.5,60.0,29.0,100.0,-120.0
2016-12-17,2016,True,ullafayette,southernmiss,21,28,0,2.0,6.0,3.5,57.0,55.5,28.0,200.0,-240.0
2016-12-19,2016,True,tulsa,centralmichigan,55,10,1,12.0,11.5,5.0,67.5,65.0,31.5,-550.0,430.0
2016-12-20,2016,True,westernkentucky,memphis,51,31,1,5.0,7.0,3.0,77.0,79.5,39.5,-260.0,220.0
2016-12-21,2016,True,wyoming,byu,21,24,0,8.0,10.0,3.5,59.0,56.0,23.5,325.0,-400.0
2016-12-22,2016,True,idaho,coloradostate,61,50,1,13.0,15.5,9.0,64.0,64.5,31.5,500.0,-700.0
2016-12-23,2016,True,olddominion,easternmichigan,24,20,1,3.5,5.0,28.0,64.0,62.5,0.5,-210.0,180.0
2016-12-23,2016,True,navy,louisianatech,45,48,0,3.0,8.0,2.5,68.0,67.0,38.0,230.0,-280.0
2016-12-23,2016,True,troy,ohio,28,23,1,4.0,6.0,3.0,49.0,49.0,24.5,-260.0,210.0
2016-12-26,2016,True,mississippist,miamiohio,17,16,1,13.5,15.0,7.0,58.0,58.5,27.5,-600.0,450.0
2016-12-26,2016,True,bostoncollege,maryland,36,30,1,45.0,1.0,2.5,0.0,44.0,23.0,100.0,-120.0
2016-12-26,2016,True,ncstate,vanderbilt,41,17,1,3.5,6.0,2.0,42.5,46.0,23.0,-240.0,200.0
2016-12-27,2016,True,northtexas,army,31,38,0,10.0,10.5,4.5,49.0,47.0,27.5,340.0,-420.0
2016-12-27,2016,True,temple,wakeforest,26,34,0,13.0,10.5,7.0,41.0,41.5,22.5,-389.0,314.0
2016-12-27,2016,True,minnesotau,washingtonstate,17,12,1,5.5,8.0,3.5,60.0,60.0,26.5,270.0,-335.0
2016-12-27,2016,True,boisestate,baylor,12,31,0,8.0,7.5,7.5,68.0,71.0,36.0,-305.0,245.0
2016-12-28,2016,True,pittsburghu,northwestern,24,31,0,4.0,4.0,3.5,68.0,64.0,34.0,-175.0,155.0
2016-12-28,2016,True,miamiflorida,westvirginia,31,14,1,1.5,3.0,0.0,56.5,58.0,28.0,-165.0,145.0
2016-12-28,2016,True,utah,indiana,26,24,1,8.0,3.5,2.5,54.0,54.5,27.5,-170.0,150.0
2016-12-28,2016,True,texasa&m,kansasstate,28,33,0,2.5,4.0,4.5,58.0,57.0,28.5,-185.0,165.0
2016-12-29,2016,True,southcarolina,southflorida,39,46,0,11.0,10.0,1.5,63.0,58.5,31.0,330.0,-400.0
2016-12-29,2016,True,virginiatech,arkansas,35,24,1,6.5,7.5,6.5,62.0,61.0,28.5,-310.0,260.0
2016-12-29,2016,True,colorado,oklahomastate,8,38,0,2.5,3.0,2.5,64.0,64.5,29.5,-160.0,140.0
2016-12-30,2016,True,georgia,tcu,31,23,1,49.0,3.0,2.5,0.0,48.5,24.0,135.0,-155.0
2016-12-30,2016,True,stanford,northcarolina,25,23,1,3.0,2.5,24.0,54.0,55.5,3.5,-140.0,120.0
2016-12-30,2016,True,airforce,southalabama,45,21,1,12.5,15.0,7.5,57.5,54.5,28.5,-700.0,500.0
2016-12-30,2016,True,tennesseeu,nebraska,38,24,1,3.5,9.5,4.0,61.0,58.5,28.0,-400.0,330.0
2016-12-30,2016,True,michigan,floridastate,32,33,0,7.0,6.5,5.5,58.0,50.5,24.5,-260.0,220.0
2016-12-31,2016,True,louisville,lsu,9,29,0,2.5,3.0,0.5,59.5,59.5,27.0,125.0,-145.0
2016-12-31,2016,True,georgiatech,kentucky,33,18,1,4.5,3.0,28.0,60.0,62.0,0.5,-160.0,140.0
2016-12-31,2016,True,alabama,washingtonu,24,7,1,14.5,13.0,7.0,58.0,50.5,24.0,-500.0,400.0
2016-12-31,2016,True,clemson,ohiostate,31,0,1,61.5,1.0,27.0,3.5,56.5,0.5,-115.0,-105.0
2017-01-02,2016,True,florida,iowa,30,3,1,2.0,1.5,20.0,40.5,40.5,0.5,-125.0,105.0
2017-01-02,2016,True,wisconsin,westernmichigan,24,16,1,7.5,8.0,4.0,54.0,54.0,25.5,-280.0,240.0
2017-01-02,2016,True,pennstate,usc,49,52,0,6.5,7.0,3.0,60.0,59.5,31.5,240.0,-280.0
2017-01-02,2016,True,oklahoma,auburn,35,19,1,6.0,2.5,3.0,64.0,67.0,31.0,-140.0,120.0
2017-01-09,2016,True,alabama,clemson,31,35,0,6.0,6.0,2.5,54.0,51.0,24.0,-210.0,180.0
2017-08-26,2017,True,coloradostate,oregonstate,58,27,1,3.5,3.0,32.5,62.0,60.0,0.5,-160.0,140.0
2017-12-02,2017,True,floridaatlantic,northtexas,41,17,1,10.0,12.0,4.5,74.5,71.5,31.5,-400.0,300.0
2017-12-02,2017,True,toledo,akron,45,28,1,18.5,20.5,9.5,54.0,62.0,27.0,-1600.0,900.0
2017-12-02,2017,True,clemson,miamiflorida,38,3,1,7.5,12.0,6.5,48.0,48.0,21.5,-550.0,400.0
2017-12-02,2017,True,wisconsin,ohiostate,21,27,0,5.5,3.5,0.5,53.5,50.5,24.5,145.0,-170.0
2017-12-02,2017,True,oklahoma,tcu,41,17,1,7.0,7.5,2.0,61.5,64.0,31.5,-330.0,260.0
2017-12-09,2017,True,navy,army,13,14,0,3.5,2.0,0.5,51.0,44.0,21.0,-130.0,110.0
2017-12-16,2017,True,grambling,n.carolinaa&t,14,21,0,7.0,5.5,3.0,51.0,49.5,21.5,180.0,-220.0
2017-12-16,2017,True,troy,northtexas,50,30,1,5.5,4.5,1.5,60.5,62.5,30.0,-180.0,150.0
2017-12-16,2017,True,westernkentucky,georgiastate,17,27,0,5.0,5.5,2.5,50.5,55.0,27.0,-210.0,175.0
2017-12-16,2017,True,boisestate,oregon,38,28,1,5.0,7.0,3.5,58.5,63.0,29.0,210.0,-260.0
2017-12-16,2017,True,coloradostate,marshall,28,31,0,5.5,3.0,3.0,54.5,58.5,28.5,-160.0,140.0
2017-12-16,2017,True,arkansasstate,middletennst,30,35,0,3.5,4.0,4.0,57.5,61.0,28.5,-190.0,160.0
2017-12-20,2017,True,smu,louisianatech,10,51,0,5.0,4.0,6.5,70.0,70.5,31.0,-185.0,155.0
2017-12-21,2017,True,floridaintl,temple,3,28,0,7.0,7.0,3.5,53.5,57.5,23.5,230.0,-280.0
2017-12-22,2017,True,ohio,uab,41,6,1,7.5,6.5,1.0,57.0,54.5,24.5,-250.0,200.0
2017-12-22,2017,True,wyoming,centralmichigan,37,14,1,0.0,2.5,23.0,45.5,46.0,1.5,-135.0,115.0
2017-12-23,2017,True,southflorida,texastech,38,34,1,2.0,2.5,2.5,64.5,66.0,31.0,-135.0,115.0
2017-12-23,2017,True,sandiegostate,army,35,42,0,6.5,6.5,3.0,46.0,46.5,24.5,-240.0,190.0
2017-12-23,2017,True,toledo,appalachianst,0,34,0,8.0,6.0,4.5,62.5,61.5,28.0,-240.0,190.0
2017-12-24,2017,True,fresnostate,houston,33,27,1,2.0,2.5,0.0,46.0,52.0,25.5,125.0,-145.0
2017-12-26,2017,True,westvirginia,utah,14,30,0,4.5,6.5,4.0,54.0,56.0,26.0,200.0,-250.0
2017-12-26,2017,True,duke,noillinois,36,14,1,4.5,5.0,2.0,47.5,48.5,24.0,-220.0,180.0
2017-12-26,2017,True,ucla,kansasstate,17,35,0,63.5,6.0,3.5,0.0,58.5,27.5,200.0,-250.0
2017-12-27,2017,True,floridastate,southernmiss,42,13,1,14.0,12.5,7.0,49.0,48.5,23.5,-475.0,367.0
2017-12-27,2017,True,iowa,bostoncollege,27,20,1,3.0,2.0,0.5,45.0,46.5,21.5,-130.0,110.0
2017-12-27,2017,True,texas,missouri,33,16,1,1.5,3.0,4.5,60.5,61.5,31.5,135.0,-155.0
2017-12-27,2017,True,arizona,purdue,35,38,0,3.5,2.5,3.0,66.5,64.0,33.5,-140.0,120.0
2017-12-28,2017,True,navy,virginia,49,7,1,0.0,3.0,1.0,54.0,50.5,21.5,-145.0,125.0
2017-12-28,2017,True,oklahomastate,virginiatech,30,21,1,6.5,6.0,1.0,63.0,61.0,28.5,-220.0,180.0
2017-12-28,2017,True,tcu,stanford,39,37,1,2.5,3.5,4.5,47.5,50.0,24.0,-170.0,145.0
2017-12-28,2017,True,washingtonstate,michiganstate,17,42,0,44.5,3.0,1.5,3.5,47.5,21.5,130.0,-150.0
2017-12-29,2017,True,wakeforest,texasa&m,55,52,1,3.0,3.5,1.5,64.0,62.5,35.0,-170.0,145.0
2017-12-29,2017,True,arizonastate,ncstate,31,52,0,6.0,5.5,1.0,59.5,62.5,30.0,180.0,-220.0
2017-12-29,2017,True,northwestern,kentucky,24,23,1,7.0,7.5,2.0,51.0,50.5,22.5,-310.0,250.0
2017-12-29,2017,True,newmexicostate,utahstate,26,20,1,3.0,5.0,3.5,61.0,63.5,30.0,180.0,-220.0
2017-12-29,2017,True,ohiostate,usc,24,7,1,7.0,10.0,4.5,64.0,66.0,29.0,-420.0,320.0
2017-12-30,2017,True,mississippistate,louisville,31,27,1,5.0,7.0,1.0,61.5,62.0,31.0,220.0,-270.0
2017-12-30,2017,True,memphis,iowastate,20,21,0,3.0,3.5,3.0,65.5,68.5,31.5,-170.0,145.0
2017-12-30,2017,True,pennstate,washington,35,28,1,1.5,3.0,0.5,55.0,56.5,27.0,-155.0,135.0
2017-12-30,2017,True,miamiflorida,wisconsin,24,34,0,6.5,6.5,2.5,45.0,46.0,22.0,200.0,-250.0
2018-01-01,2017,True,michigan,southcarolina,19,26,0,8.5,8.5,3.0,43.0,41.0,18.5,-400.0,300.0
2018-01-01,2017,True,auburn,centralflorida,27,34,0,9.5,10.5,7.5,63.0,67.0,30.5,-450.0,350.0
2018-01-01,2017,True,notredame,lsu,21,17,1,2.0,2.0,1.5,50.0,52.5,23.5,105.0,-125.0
2018-01-01,2017,True,oklahoma,georgia,48,54,0,59.0,2.5,3.0,1.0,62.5,34.0,120.0,-140.0
2018-01-01,2017,True,clemson,alabama,6,24,0,47.0,3.5,2.5,1.0,47.0,21.0,150.0,-180.0
2018-01-08,2017,True,georgia,alabama,23,26,0,4.5,3.5,6.0,45.0,45.0,22.5,155.0,-180.0
2018-09-01,2018,True,auburn,washington,21,16,1,2.5,1.5,1.0,54.0,50.5,NaN,-119.0,-101.0
2018-09-01,2018,True,alabama,louisville,51,14,1,25.5,22.5,10.0,53.5,60.0,24.0,-2000.0,1041.0
2018-11-30,2018,True,buffalou,noillinois,29,30,0,4.0,3.0,0.0,49.0,51.5,26.5,-160.0,140.0
2018-11-30,2018,True,washington,utah,10,3,1,4.0,4.5,1.5,44.5,45.0,20.5,-200.0,170.0
2018-12-01,2018,True,oklahoma,texas,39,27,1,7.5,9.5,5.0,78.0,80.0,39.5,-400.0,300.0
2018-12-01,2018,True,alabama,georgia,35,28,1,13.0,11.5,9.5,63.0,62.0,31.0,-460.0,355.0
2018-12-01,2018,True,clemson,pittsburghu,42,10,1,24.5,28.0,11.5,57.5,53.5,24.0,-4500.0,2250.0
2018-12-01,2018,True,ohiostate,northwestern,45,24,1,12.5,16.5,7.0,60.0,63.5,28.0,-800.0,550.0
2018-12-15,2018,True,n.carolinaa&t,alcornst,24,22,1,9.0,7.0,0.0,48.0,46.5,22.5,-300.0,240.0
2018-12-15,2018,True,utahstate,northtexas,52,13,1,10.0,7.0,5.5,64.5,68.0,27.0,-270.0,220.0
2018-12-15,2018,True,ullafayette,tulane,24,41,0,3.5,3.0,1.5,59.0,60.5,27.5,135.0,-155.0
2018-12-15,2018,True,fresnostate,arizonastate,31,20,1,3.5,6.0,3.0,52.5,54.5,27.0,-250.0,200.0
2018-12-15,2018,True,georgiasouthern,easternmichigan,23,21,1,0.0,2.5,0.0,48.0,45.5,21.5,-140.0,120.0
2018-12-15,2018,True,appalachianst,middletennst,45,13,1,7.0,6.5,2.5,50.5,48.0,23.5,-260.0,210.0
2018-12-18,2018,True,uab,noillinois,37,13,1,1.0,1.0,21.0,44.0,41.5,2.5,-120.0,100.0
2018-12-19,2018,True,sandiegostate,ohio,0,27,0,3.0,2.0,0.5,55.0,48.5,21.0,125.0,-145.0
2018-12-20,2018,True,southflorida,marshall,20,38,0,2.0,3.0,24.0,54.5,50.0,0.0,150.0,-180.0
2018-12-21,2018,True,toledo,floridaintl,32,35,0,6.5,7.0,5.0,66.5,57.0,27.0,-300.0,240.0
2018-12-21,2018,True,westernmichigan,byu,18,49,0,12.5,10.5,6.5,48.0,52.0,24.0,290.0,-380.0
2018-12-22,2018,True,memphis,wakeforest,34,37,0,4.0,1.5,37.0,73.0,71.0,0.0,-130.0,110.0
2018-12-22,2018,True,army,houston,70,14,1,3.0,6.5,3.0,64.5,56.5,25.5,-250.0,200.0
2018-12-22,2018,True,troy,buffalou,42,32,1,3.0,2.5,0.5,53.5,51.5,26.5,115.0,-135.0
2018-12-22,2018,True,hawaii,louisianatech,14,31,0,58.5,1.0,4.0,2.0,61.5,28.0,100.0,-120.0
2018-12-26,2018,True,georgiatech,minnesotau,10,34,0,4.0,6.0,3.0,61.0,56.5,24.5,-240.0,190.0
2018-12-26,2018,True,california,tcu,7,10,0,41.0,1.5,0.0,0.0,38.5,17.0,115.0,-135.0
2018-12-27,2018,True,temple,duke,27,56,0,3.0,3.5,0.0,56.5,56.5,30.0,-180.0,150.0
2018-12-27,2018,True,wisconsin,miamiflorida,35,3,1,4.0,3.0,2.5,47.0,45.0,20.0,135.0,-155.0
2018-12-27,2018,True,baylor,vanderbilt,45,38,1,4.5,4.5,28.5,55.0,57.5,0.0,175.0,-210.0
2018-12-28,2018,True,purdue,auburn,14,63,0,4.0,3.5,0.0,54.5,57.5,24.0,150.0,-180.0
2018-12-28,2018,True,westvirginia,syracuse,18,34,0,74.0,3.0,0.5,7.5,67.5,28.5,130.0,-150.0
2018-12-28,2018,True,washingtonstate,iowastate,28,26,1,5.0,2.5,27.5,54.5,57.0,1.0,-145.0,125.0
2018-12-29,2018,True,nevada,arkansasstate,16,13,1,0.0,1.5,0.5,58.5,57.5,24.5,-125.0,105.0
2018-12-29,2018,True,michigan,florida,15,41,0,6.0,4.5,0.5,50.5,51.0,24.5,-200.0,170.0
2018-12-29,2018,True,virginia,southcarolina,28,0,1,6.0,3.5,3.0,55.0,54.0,24.5,145.0,-170.0
2018-12-29,2018,True,alabama,oklahoma,45,34,1,13.5,15.0,6.5,79.0,81.0,37.5,-650.0,450.0
2018-12-29,2018,True,clemson,notredame,30,3,1,11.0,10.5,6.0,56.0,58.0,27.0,-400.0,300.0
2018-12-31,2018,True,cincinnatiu,virginiatech,35,31,1,5.5,5.0,2.0,53.5,48.5,23.5,-200.0,170.0
2018-12-31,2018,True,stanford,pittsburghu,14,13,1,6.5,3.0,24.5,52.0,52.5,0.0,-165.0,142.0
2018-12-31,2018,True,oregon,michiganstate,7,6,1,48.0,1.0,2.0,1.5,47.0,20.5,100.0,-120.0
2018-12-31,2018,True,oklahomastate,missouri,38,33,1,9.5,9.0,6.0,71.0,73.5,35.5,275.0,-350.0
2018-12-31,2018,True,utah,northwestern,20,31,0,6.5,6.5,3.5,45.0,43.5,21.5,-270.0,220.0
2018-12-31,2018,True,texasa&m,ncstate,52,13,1,4.5,7.5,3.5,58.5,57.5,28.0,-380.0,290.0
2019-01-01,2018,True,mississippistate,iowa,22,27,0,6.0,7.0,4.0,44.5,39.5,19.5,-300.0,240.0
2019-01-01,2018,True,pennstate,kentucky,24,27,0,5.5,4.5,4.0,48.0,47.5,21.5,-190.0,160.0
2019-01-01,2018,True,centralflorida,lsu,32,40,0,8.0,7.5,2.5,54.5,58.5,31.0,250.0,-310.0
2019-01-01,2018,True,ohiostate,washington,28,23,1,5.0,6.0,0.5,58.5,55.5,27.0,-250.0,200.0
2019-01-01,2018,True,georgia,texas,21,28,0,10.5,13.5,10.0,58.0,60.5,30.5,-600.0,425.0
2019-01-07,2018,True,alabama,clemson,16,44,0,7.0,5.5,7.5,62.5,57.5,31.0,-240.0,190.0
2019-08-31,2019,True,auburn,oregon,27,21,1,2.5,3.5,3.5,57.5,55.5,27.0,-170.0,145.0
2019-12-07,2019,True,oklahoma,baylor,30,23,1,9.5,9.5,7.0,61.0,66.5,27.5,-380.0,290.0
2019-12-07,2019,True,lsu,georgia,37,10,1,7.0,7.0,3.5,55.5,57.0,26.5,-270.0,220.0
2019-12-07,2019,True,ohiostate,wisconsin,34,21,1,16.5,16.5,11.0,52.5,58.0,30.5,-800.0,550.0
2019-12-07,2019,True,clemson,virginia,62,17,1,28.0,29.5,13.5,53.0,57.0,27.0,-7000.0,1700.0
2019-12-20,2019,True,charlotte,buffalou,9,31,0,4.5,7.0,3.0,56.5,51.5,22.5,220.0,-270.0
2019-12-20,2019,True,utahstate,kentstate,41,51,0,8.0,7.0,5.0,66.0,71.5,35.0,-275.0,225.0
2019-12-20,2019,True,northcentralillinois,uw-whitewater,41,14,1,13.5,13.5,1.0,68.5,69.5,29.5,-550.0,400.0
2019-12-21,2019,True,alcornst,n.carolinaa&t,44,64,0,2.5,3.0,0.5,51.5,51.5,23.5,135.0,-155.0
2019-12-21,2019,True,sandiegostate,centralmichigan,48,11,1,4.5,3.5,1.0,41.5,41.0,20.0,-190.0,160.0
2019-12-21,2019,True,georgiasouthern,liberty,16,23,0,6.0,4.5,2.5,55.5,58.5,26.5,-200.0,170.0
2019-12-21,2019,True,arkansasstate,floridaintl,34,26,1,63.0,1.0,0.5,3.0,59.5,30.0,100.0,-120.0
2019-12-21,2019,True,boisestate,washington,7,38,0,3.0,3.5,1.0,50.0,48.0,21.0,145.0,-170.0
2019-12-21,2019,True,appalachianst,uab,31,17,1,17.5,17.0,9.5,48.0,47.5,24.5,-900.0,600.0
2019-12-23,2019,True,centralflorida,marshall,48,25,1,17.5,15.0,7.0,61.0,59.5,26.5,-650.0,450.0
2019-12-26,2019,True,louisianatech,miamiflorida,14,0,1,7.5,6.5,3.0,50.5,50.0,21.5,190.0,-240.0
2019-12-26,2019,True,easternmichigan,pittsburghu,30,34,0,9.5,12.5,7.0,48.5,51.0,27.0,375.0,-500.0
2019-12-27,2019,True,temple,northcarolina,13,55,0,6.0,6.0,2.5,52.5,57.0,27.5,190.0,-240.0
2019-12-27,2019,True,wakeforest,michiganstate,21,27,0,3.5,4.0,2.5,48.5,52.0,26.5,155.0,-185.0
2019-12-27,2019,True,texasa&m,oklahomastate,24,21,1,4.0,4.5,3.5,54.0,56.0,27.0,-200.0,170.0
2019-12-27,2019,True,iowa,usc,49,24,1,51.5,1.0,3.5,2.5,54.5,28.0,-105.0,-115.0
2019-12-27,2019,True,airforce,washingtonstate,31,21,1,3.0,2.5,0.5,67.0,71.5,35.0,-140.0,120.0
2019-12-28,2019,True,notredame,iowastate,33,9,1,3.5,3.5,25.5,57.5,55.0,1.0,-180.0,150.0
2019-12-28,2019,True,pennstate,memphis,53,39,1,7.5,7.0,2.5,61.0,60.5,31.5,-275.0,225.0
2019-12-28,2019,True,lsu,oklahoma,63,28,1,10.0,12.5,7.0,77.0,75.0,33.0,-500.0,375.0
2019-12-28,2019,True,ohiostate,clemson,23,29,0,61.5,2.5,3.0,0.0,62.5,31.5,125.0,-145.0
2019-12-30,2019,True,westernkentucky,westernmichigan,23,20,1,2.0,3.0,4.0,52.5,56.0,27.0,-145.0,125.0
2019-12-30,2019,True,louisville,mississippistate,38,28,1,3.5,4.5,31.0,62.0,63.0,0.5,160.0,-190.0
2019-12-30,2019,True,california,illinois,35,20,1,4.0,6.5,0.5,42.0,48.0,24.5,-265.0,215.0
2019-12-30,2019,True,florida,virginia,36,28,1,13.5,16.0,7.0,54.0,55.0,27.5,-700.0,500.0
2019-12-31,2019,True,virginiatech,kentucky,30,37,0,2.5,2.0,23.5,46.5,46.5,0.5,-130.0,110.0
2019-12-31,2019,True,arizonastate,floridastate,20,14,1,4.5,3.0,0.0,56.0,52.0,21.5,-160.0,140.0
2019-12-31,2019,True,navy,kansasstate,20,17,1,52.0,2.5,2.5,2.0,53.5,24.5,-135.0,115.0
2019-12-31,2019,True,wyoming,georgiastate,38,17,1,7.0,7.0,2.5,49.0,50.0,23.0,-280.0,230.0
2019-12-31,2019,True,utah,texas,10,38,0,6.5,7.0,4.5,55.0,57.0,25.0,-260.0,210.0
2020-01-01,2019,True,alabama,michigan,35,16,1,7.0,7.5,3.5,56.0,60.0,31.0,-330.0,260.0
2020-01-01,2019,True,auburn,minnesotau,24,31,0,8.0,7.0,3.5,51.0,53.0,27.5,-275.0,225.0
2020-01-01,2019,True,oregon,wisconsin,28,27,1,3.0,3.0,0.5,49.5,52.5,24.0,140.0,-160.0
2020-01-01,2019,True,georgia,baylor,26,14,1,8.5,4.0,1.5,42.5,44.0,20.0,-190.0,160.0
2020-01-02,2019,True,cincinnatiu,bostoncollege,38,6,1,6.5,7.5,4.0,54.5,54.0,22.0,-300.0,240.0
2020-01-02,2019,True,indiana,tennesseeu,22,23,0,1.0,3.5,3.0,49.0,55.0,24.5,145.0,-170.0
2020-01-03,2019,True,nevada,ohio,21,30,0,6.5,10.0,6.0,56.5,62.5,30.0,300.0,-400.0
2020-01-04,2019,True,southernmiss,tulane,13,30,0,7.0,7.0,4.0,57.5,57.5,27.5,220.0,-270.0
2020-01-06,2019,True,ullafayette,miamiohio,27,17,1,14.0,15.0,8.5,55.5,55.5,27.5,-700.0,500.0
2020-01-11,2019,True,nodakotastate,jamesmadison,28,20,1,1.0,2.0,0.5,52.5,45.0,22.5,105.0,-125.0
2020-01-13,2019,True,lsu,clemson,42,25,1,3.0,4.5,0.5,68.5,66.5,34.0,-185.0,165.0
2020-08-29,2020,True,centralarkansas,austinpeay,24,17,1,6.0,5.0,4.0,40.5,46.5,22.5,-210.0,180.0
2021-09-04,2021,True,clemson,georgia,3,10,0,3.5,2.5,0.5,52.5,51.5,22.5,-140.0,120.0
2021-09-04,2021,True,arizona,byu,16,24,0,9.5,13.5,4.5,56.5,54.0,24.0,425.0,-550.0
2021-10-09,2021,True,texas,oklahoma,48,55,0,3.5,4.0,6.5,64.5,65.5,33.0,150.0,-170.0
2021-12-04,2021,True,oklahomastate,baylor,16,21,0,6.5,7.0,6.0,48.5,45.5,21.5,-265.0,225.0
2021-12-04,2021,True,noillinois,kentstate,41,23,1,2.0,3.5,6.5,72.5,75.5,33.5,145.0,-165.0
2021-12-04,2021,True,alabama,georgia,41,24,1,4.0,6.0,4.0,53.0,48.5,27.5,190.0,-220.0
2021-12-04,2021,True,pittsburghu,wakeforest,45,21,1,2.5,2.5,0.5,71.5,74.0,35.5,-160.0,140.0
2021-12-04,2021,True,michigan,iowa,42,3,1,10.5,12.0,4.0,44.5,44.0,20.5,-500.0,400.0
