date,season,neutral,homeTeam,awayTeam,homeScore,awayScore,result,spreadOpen,spreadClose,spreadH2,overUnderOpen,overUnderClose,overUnderH2,homeMoneyline,awayMoneyline
2021-12-17,2021,True,middletennst,toledo,31,24,1,7.0,10.5,3.5,54.5,50.0,24.5,320.0,-380.0
2021-12-17,2021,True,noillinois,coastalcarolina,41,47,0,7.5,12.5,7.5,65.0,63.5,34.5,375.0,-450.0
2021-12-18,2021,True,westernkentucky,appalachianst,59,38,1,66.0,1.0,37.0,3.0,68.5,1.5,-110.0,-110.0
2021-12-18,2021,True,jacksonst,socarolinast,10,31,0,12.5,10.5,6.0,40.5,42.5,19.5,-410.0,340.0
2021-12-18,2021,True,fresnostate,utep,31,24,1,17.5,13.5,4.0,51.5,54.5,27.5,-550.0,425.0
2021-12-18,2021,True,byu,uab,28,31,0,8.5,5.5,4.0,55.5,54.5,27.5,-240.0,200.0
2021-12-18,2021,True,liberty,easternmichigan,56,20,1,7.0,10.0,4.5,58.5,58.0,27.5,-350.0,290.0
2021-12-18,2021,True,utahstate,oregonstate,24,13,1,6.5,6.5,3.0,65.0,68.5,33.5,210.0,-250.0
2021-12-18,2021,True,ullafayette,marshall,36,21,1,6.0,3.5,0.5,49.5,56.0,27.5,-190.0,170.0
2021-12-21,2021,True,kentstate,wyoming,38,52,0,4.0,3.0,1.0,58.5,60.5,35.0,130.0,-150.0
2021-12-21,2021,True,texsanantonio,sandiegostate,24,38,0,50.0,3.0,0.5,3.5,48.5,24.5,120.0,-140.0
2021-12-22,2021,True,army,missouri,24,22,1,3.0,7.0,5.0,65.0,54.0,26.5,-255.0,215.0
2021-12-23,2021,True,florida,centralflorida,17,29,0,6.5,7.0,3.5,57.5,56.0,26.0,-250.0,210.0
2021-12-23,2021,True,northtexas,miamiohio,14,27,0,4.5,2.0,0.5,52.5,57.0,28.5,110.0,-130.0
2021-12-25,2021,True,georgiastate,ballstate,51,20,1,1.5,6.5,1.5,48.5,53.0,24.0,-220.0,190.0
2021-12-27,2021,True,nevada,westernmichigan,24,52,0,65.5,6.5,4.0,7.5,57.5,24.5,210.0,-250.0
2021-12-28,2021,True,auburn,houston,13,17,0,51.5,1.0,22.5,2.5,49.5,0.5,105.0,-125.0
2021-12-28,2021,True,airforce,louisville,31,28,1,0.0,1.5,27.5,55.5,54.5,0.5,-115.0,-105.0
2021-12-28,2021,True,mississippistate,texastech,7,34,0,9.5,10.0,7.0,59.5,58.0,28.0,-350.0,290.0
2021-12-28,2021,True,minnesotau,westvirginia,18,6,1,7.0,6.0,4.5,44.5,45.0,21.5,-240.0,200.0
2021-12-29,2021,True,virginiatech,maryland,10,54,0,53.5,4.5,1.5,2.5,55.5,27.0,170.0,-190.0
2021-12-29,2021,True,clemson,iowastate,20,13,1,0.0,2.0,0.5,44.5,45.0,21.0,-125.0,105.0
2021-12-29,2021,True,oklahoma,oregon,47,32,1,4.0,7.5,2.0,63.0,64.0,27.5,-270.0,230.0
2021-12-30,2021,True,northcarolina,southcarolina,21,38,0,5.0,13.0,7.0,58.5,57.5,30.5,-450.0,375.0
2021-12-30,2021,True,tennesseeu,purdue,45,48,0,59.0,7.5,5.0,3.0,67.0,35.5,-275.0,235.0
2021-12-30,2021,True,michiganstate,pittsburghu,31,21,1,63.0,3.5,4.0,4.5,55.0,24.0,-155.0,135.0
2021-12-30,2021,True,wisconsin,arizonastate,20,13,1,7.0,8.0,5.5,43.0,42.5,20.0,-320.0,265.0
2021-12-31,2021,True,wakeforest,rutgers,38,10,1,11.5,16.5,4.5,61.5,63.0,28.5,-110.0,-110.0
2021-12-31,2021,True,washingtonstate,centralmichigan,21,24,0,54.5,56.0,23.0,4.5,5.5,3.0,265.0,-320.0
2021-12-31,2021,True,michigan,georgia,11,34,0,59.0,7.5,2.5,13.5,46.0,20.5,210.0,-250.0
2021-12-31,2021,True,alabama,cincinnatiu,27,6,1,43.5,13.0,5.0,7.0,57.0,24.5,-900.0,600.0
2022-01-01,2021,True,pennstate,arkansas,10,24,0,45.0,3.0,2.0,4.5,51.0,24.0,145.0,-165.0
2022-01-01,2021,True,notredame,oklahomastate,35,37,0,44.5,1.0,2.5,2.5,45.0,24.0,100.0,-120.0
2022-01-01,2021,True,iowa,kentucky,17,20,0,45.5,3.0,0.5,1.0,44.0,20.5,125.0,-145.0
2022-01-01,2021,True,ohiostate,utah,48,45,1,9.5,4.0,7.0,65.5,64.5,35.5,-175.0,155.0
2022-01-01,2021,True,mississippi,baylor,7,21,0,2.5,1.0,21.0,50.5,60.5,1.5,-120.0,100.0
2022-01-04,2021,True,kansasstate,lsu,42,20,1,46.5,10.0,3.0,2.5,47.0,20.5,-400.0,330.0
2022-01-08,2021,True,nodakotastate,montanast,38,10,1,9.0,7.0,4.0,45.0,41.5,16.5,-300.0,250.0
2022-01-10,2021,True,alabama,georgia,18,33,0,2.5,3.0,1.5,52.5,53.0,24.0,138.0,-148.0
2022-08-27,2022,True,nebraska,northwestern,28,31,0,55.0,52.0,28.0,10.0,11.5,7.0,500.0,395.0
2022-10-08,2022,True,notredame,byu,28,20,1,52.0,51.5,23.0,3.0,3.5,3.0,170.0,150.0
2022-11-05,2022,True,army,airforce,7,13,0,7.0,7.0,2.0,42.5,40.5,19.5,225.0,-265.0
2022-11-12,2022,True,navy,notredame,32,35,0,19.5,16.5,6.5,42.5,40.5,21.0,600.0,-900.0
