season,date,regular,team1,team2,score1,score2,moneyline1,moneyline2,rank1,rank2,points1,points2
2007,2007-11-05,False,Maine,Richmond,42.0,44.0,200,-240,,,,
2007,2007-11-05,True,MemphisU,TennMartin,102.0,71.0,-39000,13000,,,,
2007,2007-11-06,False,GardnerWebb,AlabamaA&M,69.0,55.0,-160,140,,,,
2007,2007-11-06,True,Kentucky,CentralArkansas,67.0,40.0,-7000,3000,20,,,
2007,2007-11-06,False,Maine,TennMartin,62.0,66.0,105,-125,,,,
2007,2007-11-06,True,MemphisU,Richmond,80.0,63.0,-10000,4000,,,,
2007,2007-11-07,False,OhioValley,Buffalo,82.0,89.0,3000,-7000,,,,
2007,2007-11-07,True,Connecticut,MorganState,69.0,65.0,NL,NL,,,,
2007,2007-11-07,False,AlabamaA&M,CentralArkansas,59.0,69.0,140,-160,,,,
2007,2007-11-07,True,Kentucky,GardnerWebb,68.0,84.0,-7000,3000,20,,,
2007,2007-11-08,False,OhioValley,MorganState,66.0,77.0,600,-900,,,,
2007,2007-11-08,True,Connecticut,Buffalo,82.0,57.0,-3000,1500,,,,
2007,2007-11-08,False,ECentralOklahoma,DenverU,75.0,76.0,325,-400,,,,
2007,2007-11-08,True,Oklahoma,SanFrancisco,71.0,55.0,-2600,1420,,,,
2007,2007-11-09,True,Ohio,NewMexicoState,80.0,72.0,-180,158,,,,
2007,2007-11-09,True,Columbia,Fordham,61.0,79.0,190,-230,,,,
2007,2007-11-09,True,Pennsylvania,Drexel,59.0,67.0,130,-150,,,,
2007,2007-11-09,True,BallState,Butler,45.0,61.0,460,-620,,,,
2007,2007-11-09,True,RhodeIsland,FlaAtlantic,90.0,63.0,-1300,850,,,,
2007,2007-11-09,True,SouthFlorida,ClevelandState,70.0,73.0,-340,280,,,,
2007,2007-11-09,True,EasternMichigan,Brown,55.0,74.0,-235,195,,,,
2007,2007-11-09,True,Tennessee,Temple,80.0,63.0,-2200,1315,,,,
2007,2007-11-09,True,Creighton,Depaul,74.0,62.0,-155,135,,,,
2007,2007-11-09,True,Alabama,Troy,84.0,72.0,-2000,1250,,,,
2007,2007-11-09,True,Kansas,ULMonroe,107.0,78.0,NL,NL,4,,,
2007,2007-11-09,True,Colorado,NewMexico,47.0,54.0,100,-120,,,,
2007,2007-11-09,True,Tulane,Auburn,77.0,62.0,-145,125,,,,
2007,2007-11-09,True,CalIrvine,LoyolaMarymount,74.0,61.0,-500,400,,,,
2007,2007-11-09,True,Hawaii,SanDiego,72.0,73.0,-415,333,,,,
2007,2007-11-09,False,Massachusetts,CalPolySLO,90.0,64.0,-240,200,,,,
2007,2007-11-09,True,NorthernIowa,NoIllinois,75.0,45.0,-1250,800,,,,
2007,2007-11-09,False,WesternCarolina,BowlingGreen,63.0,60.0,-125,105,,,,
2007,2007-11-09,True,Cincinnati,Belmont,75.0,86.0,-410,330,,,,
2007,2007-11-09,False,VMI,NorthernColorado,97.0,104.0,-165,145,,,,
2007,2007-11-09,True,AirForce,Dartmouth,67.0,38.0,-1550,1025,,,,
2007,2007-11-09,False,NorthwesternSt,CalSantaBarb,71.0,92.0,173,-205,,,,
2007,2007-11-09,True,Stanford,Harvard,111.0,56.0,-4000,2000,23,,,
2007,2007-11-09,False,Liberty,SanDiegoState,50.0,62.0,300,-360,,,,
2007,2007-11-09,True,FresnoState,PortlandU,75.0,68.0,-1300,850,,,,
2007,2007-11-09,False,ECentralOklahoma,SanFrancisco,70.0,87.0,700,-1100,,,,
2007,2007-11-09,True,Oklahoma,DenverU,80.0,50.0,NL,NL,,,,
2007,2007-11-09,True,GeorgiaTech,NCGreensboro,74.0,83.0,-2000,1250,,,,
2007,2007-11-09,True,Rutgers,TennesseeTech,70.0,64.0,-360,300,,,,
2007,2007-11-09,True,VirginiaTech,Elon,69.0,64.0,-2000,1250,,,,
2007,2007-11-09,True,JamesMadison,Siena,100.0,88.0,140,-160,,,,
2007,2007-11-09,True,WakeForest,Fairfield,85.0,60.0,-900,600,,,,
2007,2007-11-09,True,TowsonState,LoyolaMaryland,83.0,69.0,120,-140,,,,
2007,2007-11-09,True,KansasState,SacramentoState,94.0,63.0,-5500,2625,25,,,
2007,2007-11-09,True,Arkansas,Wofford,67.0,45.0,-6000,2750,19,,,
2007,2007-11-09,True,HoustonU,MoreheadState,83.0,54.0,-5000,2500,,,,
2007,2007-11-09,True,Montana,ColoradoState,75.0,39.0,-420,335,,,,
2007,2007-11-09,True,Iowa,IdahoState,58.0,43.0,-1100,700,,,,
2007,2007-11-09,True,Georgia,JacksonvilleSt,107.0,65.0,-2500,1400,,,,
2007,2007-11-09,True,WashingtonState,E.Washington,68.0,41.0,-7000,3000,10,,,
2007,2007-11-09,True,UNLV,MontanaState,76.0,65.0,-1800,1150,,,,
2007,2007-11-09,True,UCLA,PortlandState,69.0,48.0,-4000,2000,2,,,
2007,2007-11-10,True,Georgetown,William&Mary,68.0,53.0,-4000,2000,5,,,
2007,2007-11-10,True,TexasTech,CalRiverside,68.0,56.0,-3500,1750,,,,
2007,2007-11-10,True,LongBeachState,BYU,34.0,74.0,370,-450,,,,
2007,2007-11-10,True,Toledo,MissouriSt,57.0,53.0,130,-150,,,,
2007,2007-11-10,True,GeorgiaState,UAB,63.0,86.0,425,-525,,,,
2007,2007-11-10,True,DetroitU,KentState,61.0,60.0,165,-195,,,,
2007,2007-11-10,True,IllinoisChicago,Bradley,84.0,75.0,215,-255,,,,
2007,2007-11-10,True,MississippiSt,LouisianaTech,75.0,45.0,-4000,2000,,,,
2007,2007-11-10,True,SaintMarysCA,Drake,72.0,66.0,-670,545,,,,
2007,2007-11-10,False,Belmont,BowlingGreen,67.0,78.0,-260,220,,,,
2007,2007-11-10,True,Cincinnati,WesternCarolina,66.0,64.0,-405,335,,,,
2007,2007-11-10,False,NoIllinois,Massachusetts,87.0,102.0,900,-1400,,,,
2007,2007-11-10,True,NorthernIowa,CalPolySLO,62.0,55.0,-1300,850,,,,
2007,2007-11-10,False,Dartmouth,VaMilitary,98.0,87.0,190,-230,,,,
2007,2007-11-10,True,AirForce,NorthernColorado,71.0,62.0,-1300,850,,,,
2007,2007-11-10,False,WesternMichigan,Pacific,76.0,90.0,-140,120,,,,
2007,2007-11-10,True,Oregon,Pepperdine,100.0,70.0,-5000,2500,12,,,
2007,2007-11-10,False,Harvard,CalSantaBarb,61.0,79.0,1050,-1700,,,,
2007,2007-11-10,True,Stanford,NorthwesternSt,97.0,58.0,-3500,1750,23,,,
2007,2007-11-10,True,FresnoState,Liberty,71.0,62.0,-1000,700,,,,
2007,2007-11-10,False,PortlandU,SanDiegoState,64.0,78.0,450,-550,,,,
2007,2007-11-10,True,NCWilmington,CollCharleston,98.0,91.0,-315,265,,,,
2007,2007-11-10,True,Xavier,SEMissouriSt,90.0,59.0,-3500,1500,,,,
2007,2007-11-10,True,Vanderbilt,AustinPeay,81.0,67.0,-725,575,,,,
2007,2007-11-10,True,MurrayState,Rider,66.0,65.0,-325,275,,,,
2007,2007-11-10,True,WeberState,UtahState,78.0,71.0,115,-135,,,,
2007,2007-11-11,True,Michigan,Brown,72.0,57.0,-1300,850,,,,
2007,2007-11-11,True,CentralFlorida,Nevada,63.0,60.0,-165,145,,,,
2007,2007-11-11,True,Illinois,Northeastern,63.0,55.0,-2500,1450,,,,
2007,2007-11-11,True,Pittsburgh,SaintLouis,69.0,58.0,-1000,700,22,,,
2007,2007-11-11,False,CalPolySLO,NoIllinois,88.0,78.0,-300,250,,,,
2007,2007-11-11,True,NorthernIowa,Massachusetts,75.0,68.0,-175,155,,,,
2007,2007-11-11,False,Liberty,PortlandU,62.0,73.0,100,-120,,,,
2007,2007-11-11,True,FresnoState,SanDiegoState,72.0,89.0,-150,130,,,,
2007,2007-11-11,False,NorthwesternSt,Harvard,60.0,90.0,-235,195,,,,
2007,2007-11-11,True,Stanford,CalSantaBarb,67.0,48.0,-1600,1000,23,,,
2007,2007-11-11,False,WesternMichigan,Pepperdine,70.0,65.0,-425,355,,,,
2007,2007-11-11,True,Oregon,Pacific,80.0,64.0,-1800,1100,12,,,
2007,2007-11-11,False,Belmont,WesternCarolina,79.0,70.0,-130,110,,,,
2007,2007-11-11,True,Cincinnati,BowlingGreen,67.0,69.0,-335,285,,,,
2007,2007-11-11,False,Hampton,Tulsa,72.0,55.0,400,-500,,,,
2007,2007-11-11,True,Maryland,NorthFlorida,79.0,50.0,-10000,5000,,,,
2007,2007-11-11,True,LoyolaMaryland,Pennsylvania,89.0,68.0,-210,180,,,,
2007,2007-11-11,True,Florida,TennesseeTech,93.0,65.0,-1400,900,,,,
2007,2007-11-11,True,Evansville,Samford,49.0,50.0,-600,475,,,,
2007,2007-11-11,True,Gonzaga,Montana,77.0,54.0,-800,600,14,,,
2007,2007-11-11,True,Marist,Delaware,89.0,78.0,-500,400,,,,
2007,2007-11-11,True,TennesseeState,GeorgiaTech,85.0,99.0,300,-360,,,,
2007,2007-11-12,True,BostonCollege,FlaAtlantic,68.0,62.0,-1500,1000,,,,
2007,2007-11-12,True,Duke,NewMexicoState,86.0,61.0,-4500,2250,13,,,
2007,2007-11-12,True,LoyolaMarymount,ArkansasLR,40.0,71.0,115,-135,,,,
2007,2007-11-12,False,NorthFlorida,Tulsa,66.0,83.0,1000,-1500,,,,
2007,2007-11-12,True,Maryland,Hampton,70.0,64.0,-1800,1150,,,,
2007,2007-11-12,False,DelawareState,Columbia,41.0,47.0,135,-155,,,,
2007,2007-11-12,True,OhioState,WiscGreenBay,91.0,68.0,-1500,1000,,,,
2007,2007-11-12,True,Syracuse,Siena,97.0,89.0,-1100,700,,,,
2007,2007-11-12,False,FairDickinson,St.Josephs,66.0,86.0,1150,-1800,,,,
2007,2007-11-12,False,Pacific,Pepperdine,84.0,76.0,-480,383,,,,
2007,2007-11-12,True,Oregon,WesternMichigan,97.0,88.0,-1300,850,12,,,
2007,2007-11-12,False,CentralMissouriSt,Fordham,66.0,76.0,1000,-1500,,,,
2007,2007-11-12,True,Missouri,CentralMichigan,87.0,76.0,-2000,1250,,,,
2007,2007-11-12,False,CSSanBernardino,WeberState,71.0,59.0,360,-450,,,,
2007,2007-11-12,True,UCLA,YoungstownState,83.0,52.0,-8500,3500,2,,,
2007,2007-11-12,True,FloridaState,GeorgiaSouthern,92.0,67.0,-2200,1315,,,,
2007,2007-11-12,True,IndianaU,TennesseeChat,99.0,79.0,-4000,2000,,,,
2007,2007-11-12,True,NCCharlotte,AppalachianSt,84.0,78.0,-165,145,,,,
2007,2007-11-12,True,SouthCarolina,TheCitadel,103.0,42.0,-5000,2500,,,,
2007,2007-11-12,True,Clemson,Furman,91.0,46.0,-5000,2500,,,,
2007,2007-11-12,True,NewMexico,E.Washington,92.0,57.0,-3750,1850,,,,
2007,2007-11-13,True,Toledo,Vanderbilt,70.0,77.0,190,-230,,,,
2007,2007-11-13,True,GeorgeMason,ClevelandState,56.0,47.0,-1100,700,,,,
2007,2007-11-13,True,Buffalo,SouthFlorida,76.0,69.0,105,-125,,,,
2007,2007-11-13,True,Mississippi,SouthAlabama,81.0,78.0,-1000,650,,,,
2007,2007-11-13,True,TCU,Rice,76.0,49.0,-900,600,,,,
2007,2007-11-13,True,Gonzaga,IdahoU,80.0,43.0,NL,NL,14,,,
2007,2007-11-13,True,EastCarolina,Richmond,65.0,67.0,-165,145,,,,
2007,2007-11-13,True,BoiseState,WashingtonState,74.0,86.0,260,-320,,9,,
2007,2007-11-13,True,DenverU,Wyoming,76.0,65.0,325,-400,,,,
2007,2007-11-13,True,CalIrvine,Nevada,68.0,77.0,105,-125,,,,
2007,2007-11-13,False,ULMonroe,NorthMichigan,60.0,53.0,NL,NL,,,,
2007,2007-11-13,True,MichiganState,ChicagoSt.,86.0,53.0,-7000,3000,12,,,
2007,2007-11-13,False,UTEP,TexasA&MCorpus,77.0,62.0,-650,475,,,,
2007,2007-11-13,True,TexasA&M,OralRoberts,67.0,53.0,-2000,1250,15,,,
2007,2007-11-13,False,DelawareState,Wisc-GreenBay,50.0,70.0,235,-275,,,,
2007,2007-11-13,True,OhioSt.,Columbia,68.0,54.0,-4500,2250,,,,
2007,2007-11-13,True,Syracuse,St.Josephs,72.0,69.0,-240,200,,,,
2007,2007-11-13,False,FairDickinson,Siena,66.0,88.0,500,-700,,,,
2007,2007-11-13,False,CentralMissouriSt,CentralMich,75.0,70.0,245,-290,,,,
2007,2007-11-13,True,Missouri,Fordham,79.0,55.0,-450,360,,,,
2007,2007-11-13,False,YoungstownSt.,WeberSt.,69.0,66.0,160,-185,,,,
2007,2007-11-13,True,UCLA,CSSanBernardino,76.0,41.0,-18500,7000,2,,,
2007,2007-11-13,False,HighPoint,UtahU,64.0,77.0,243,-285,,,,
2007,2007-11-13,True,WashingtonU,NJTech,88.0,47.0,NL,NL,,,,
2007,2007-11-13,False,LoyolaChicago,EasternIllinois,72.0,65.0,-140,120,,,,
2007,2007-11-13,False,NorthernArizona,Arizona,69.0,76.0,2500,-5000,,17,,
2007,2007-11-13,False,LongBeachState,MontanaState,56.0,74.0,425,-550,,,,
2007,2007-11-13,True,MiamiOhio,Xavier,59.0,57.0,180,-220,,,,
2007,2007-11-14,True,Brown,RhodeIsland,61.0,75.0,190,-230,,,,
2007,2007-11-14,True,BallState,WiscMilwaukee,74.0,81.0,115,-135,,,,
2007,2007-11-14,True,Butler,IndianaState,76.0,48.0,-1100,700,25,,,
2007,2007-11-14,True,SaintLouis,DetroitU,66.0,58.0,-700,500,,,,
2007,2007-11-14,True,Massachusetts,Yale,89.0,80.0,-700,500,,,,
2007,2007-11-14,True,NorthTexas,OklahomaState,82.0,73.0,235,-275,,,,
2007,2007-11-14,True,Bradley,IowaState,65.0,56.0,-650,475,,,,
2007,2007-11-14,True,NewMexicoState,UCDavis,75.0,65.0,-2000,1250,,,,
2007,2007-11-14,True,California,SoMississippi,67.0,59.0,-330,270,,,,
2007,2007-11-14,False,NorthMichigan,ChicagoSt.,50.0,89.0,170,-200,,,,
2007,2007-11-14,True,MichiganSt.,ULMonroe,83.0,65.0,-4500,2250,,,,
2007,2007-11-14,False,OralRoberts,TexasA&MCorpus,81.0,86.0,-480,383,,,,
2007,2007-11-14,True,TexasA&M,UTEP,81.0,76.0,-1200,775,15,,,
2007,2007-11-14,False,NJTech,HighPoint,53.0,76.0,NL,NL,,,,
2007,2007-11-14,True,Washington,Utah,83.0,77.0,NL,NL,,,,
2007,2007-11-14,True,Davidson,NorthCarolina,68.0,72.0,525,-750,,1,,
2007,2007-11-14,True,Princeton,Iona,66.0,58.0,-280,240,,,,
2007,2007-11-14,True,IllinoisState,SEMissouriSt,90.0,71.0,-2000,1250,,,,
2007,2007-11-14,True,Iowa,NorthernColorado,59.0,47.0,-1700,1100,,,,
2007,2007-11-14,True,BYU,IdahoState,90.0,69.0,-2000,1250,,,,
2007,2007-11-15,True,NCState,William&Mary,66.0,47.0,-1500,1000,21,,,
2007,2007-11-15,True,Georgetown,Michigan,74.0,52.0,-900,650,5,,,
2007,2007-11-15,True,Northwestern,Stanford,60.0,71.0,310,-370,,20,,
2007,2007-11-15,True,MississippiSt,Clemson,82.0,84.0,-190,165,,,,
2007,2007-11-15,True,Maryland,Northeastern,74.0,72.0,-2000,1250,,,,
2007,2007-11-15,True,CalPolySLO,UtahState,83.0,69.0,-155,135,,,,
2007,2007-11-15,True,VaCommonwealth,HoustonU,73.0,72.0,115,-135,,,,
2007,2007-11-15,True,MiamiFlorida,Marist,85.0,61.0,-365,305,,,,
2007,2007-11-15,True,Providence,Temple,66.0,64.0,-230,190,,,,
2007,2007-11-15,True,Arkansas,CollCharleston,75.0,49.0,-1300,850,18,,,
2007,2007-11-15,False,Lipscomb,AppalachianSt,58.0,81.0,285,-345,,,,
2007,2007-11-15,True,MiddleTennSt,SanJoseState,77.0,78.0,-600,450,,,,
2007,2007-11-15,False,GardnerWebb,Connecticut,66.0,78.0,700,-1100,,,,
2007,2007-11-15,False,Oklahoma,MemphisU,53.0,63.0,240,-280,,,,
2007,2007-11-15,True,AlaskaFairbanks,TennesseeState,64.0,78.0,170,-200,,,,
2007,2007-11-15,False,ColoradoState,OregonState,69.0,56.0,235,-275,,,,
2007,2007-11-15,True,TheCitadel,USC,47.0,74.0,1400,-2500,,,,
2007,2007-11-15,True,E.Washington,CalRiverside,59.0,51.0,-150,130,,,,
2007,2007-11-16,True,Syracuse,Fordham,80.0,63.0,-600,475,,,,
2007,2007-11-16,True,OldDominion,Toledo,66.0,35.0,-435,365,,,,
2007,2007-11-16,True,LoyolaChicago,WesternMichigan,61.0,63.0,-125,105,,,,
2007,2007-11-16,True,Tulsa,ArkansasState,75.0,59.0,-475,395,,,,
2007,2007-11-16,True,Texas,UCDavis,73.0,42.0,-4000,2000,16,,,
2007,2007-11-16,True,LouisianaTech,ULLafayette,64.0,56.0,-170,150,,,,
2007,2007-11-16,True,WashingtonState,IdahoU,74.0,43.0,-5000,2500,9,,,
2007,2007-11-16,True,Hawaii,Illinois,77.0,79.0,145,-165,,,,
2007,2007-11-16,False,Marist,HoustonU,58.0,64.0,550,-700,,,,
2007,2007-11-16,False,MiamiFlorida,VaCommonwealth,69.0,63.0,-160,140,,,,
2007,2007-11-16,False,Providence,Arkansas,67.0,51.0,235,-275,,18,,
2007,2007-11-16,False,CollCharleston,Temple,79.0,76.0,190,-230,,,,
2007,2007-11-16,False,ClevelandState,GeorgiaSouthern,70.0,72.0,-130,110,,,,
2007,2007-11-16,False,RhodeIsland,SouthFlorida,74.0,67.0,-275,235,,,,
2007,2007-11-16,False,FlaAtlantic,Stetson,68.0,62.0,-450,370,,,,
2007,2007-11-16,False,FloridaState,UAB,78.0,70.0,-145,125,,,,
2007,2007-11-16,False,NCCharlotte,GeorgiaTech,77.0,82.0,370,-450,,,,
2007,2007-11-16,False,IllinoisChicago,Winthrop,58.0,72.0,155,-175,,,,
2007,2007-11-16,False,Baylor,WichitaState,64.0,55.0,-230,190,,,,
2007,2007-11-16,False,Monmouth,NotreDame,33.0,76.0,1150,-1800,,,,
2007,2007-11-16,False,AppalachianSt,SanJoseState,62.0,64.0,-275,235,,,,
2007,2007-11-16,True,MiddleTennSt,Lipscomb,68.0,62.0,-500,400,,,,
2007,2007-11-16,False,GardnerWebb,Oklahoma,55.0,69.0,600,-800,,,,
2007,2007-11-16,False,Connecticut,MemphisU,70.0,81.0,315,-375,,,,
2007,2007-11-16,False,St.Bonaventure,LoyolaMarymount,61.0,50.0,-170,150,,,,
2007,2007-11-16,True,NewMexico,Presbyterian,88.0,57.0,-10000,4000,,,,
2007,2007-11-16,False,SCarUpstate,Akron,60.0,64.0,2500,-5000,,,,
2007,2007-11-16,False,PortlandState,IUPUI,75.0,73.0,125,-145,,,,
2007,2007-11-16,True,PennState,Canisius,93.0,40.0,-2200,1315,,,,
2007,2007-11-16,True,Niagara,CentralMichigan,79.0,73.0,-140,120,,,,
2007,2007-11-16,True,MontanaState,BoiseState,86.0,84.0,100,-120,,,,
2007,2007-11-17,True,Depaul,Northwestern,54.0,53.0,-650,475,,,,
2007,2007-11-17,True,NorthTexas,IndianaState,78.0,69.0,-230,190,,,,
2007,2007-11-17,True,Ohio,Cornell,102.0,89.0,-560,430,,,,
2007,2007-11-17,True,Dartmouth,JamesMadison,57.0,72.0,135,-155,,,,
2007,2007-11-17,True,Florida,Rutgers,88.0,63.0,-1700,1100,,,,
2007,2007-11-17,True,GeorgeMason,Dayton,67.0,56.0,-450,360,,,,
2007,2007-11-17,True,Massachusetts,WiscGreenBay,93.0,78.0,-540,422,,,,
2007,2007-11-17,True,SouthCarolina,USC,75.0,85.0,-185,160,,,,
2007,2007-11-17,True,Evansville,Butler,47.0,60.0,425,-550,,25,,
2007,2007-11-17,True,SoIllinois,NoIllinois,88.0,68.0,-3800,1900,,,,
2007,2007-11-17,True,Wisconsin,Colorado,78.0,52.0,-2700,1440,,,,
2007,2007-11-17,True,Gonzaga,CalRiverside,84.0,48.0,-5500,2625,14,,,
2007,2007-11-17,True,Rice,Duquesne,59.0,86.0,365,-460,,,,
2007,2007-11-17,True,Arizona,Virginia,72.0,75.0,-320,260,17,,,
2007,2007-11-17,True,SanDiego,UNLV,55.0,66.0,-130,110,,,,
2007,2007-11-17,True,Pepperdine,CSNorthridge,89.0,97.0,-125,105,,,,
2007,2007-11-17,True,CalIrvine,UtahState,70.0,51.0,-165,145,,,,
2007,2007-11-17,True,PortlandU,Oregon,61.0,85.0,775,-1200,,11,,
2007,2007-11-17,True,Nevada,SantaClara,67.0,54.0,-475,380,,,,
2007,2007-11-17,False,SouthFlorida,FlaAtlantic,100.0,69.0,-170,150,,,,
2007,2007-11-17,False,GeorgiaSouthern,UAB,59.0,57.0,525,-750,,,,
2007,2007-11-17,False,FloridaState,ClevelandState,66.0,69.0,-1100,700,,,,
2007,2007-11-17,False,RhodeIsland,Stetson,80.0,65.0,-3000,1500,,,,
2007,2007-11-17,False,IllinoisChicago,NCCharlotte,63.0,64.0,165,-190,,,,
2007,2007-11-17,False,Monmouth,WichitaState,59.0,50.0,400,-500,,,,
2007,2007-11-17,False,TennesseeState,ColoradoState,68.0,87.0,-120,100,,,,
2007,2007-11-17,False,SCarUpstate,IUPUI,54.0,80.0,1200,-1900,,,,
2007,2007-11-17,True,AlaskaFairbanks,OregonState,62.0,60.0,NL,NL,,,,
2007,2007-11-17,False,PortlandState,Akron,66.0,63.0,235,-275,,,,
2007,2007-11-17,False,Lipscomb,SanJoseState,79.0,72.0,175,-210,,,,
2007,2007-11-17,True,MiddleTennSt,AppalachianSt,79.0,84.0,-135,115,,,,
2007,2007-11-17,False,Presbyterian,LoyolaMarymount,76.0,83.0,270,-330,,,,
2007,2007-11-17,True,NewMexico,St.Bonaventure,81.0,54.0,-3000,1500,,,,
2007,2007-11-17,True,Siena,Stanford,79.0,67.0,290,-350,,20,,
2007,2007-11-17,True,BowlingGreen,MoreheadState,86.0,70.0,-800,550,,,,
2007,2007-11-17,True,Rider,Delaware,76.0,71.0,-330,270,,,,
2007,2007-11-17,True,Hofstra,Manhattan,73.0,71.0,-240,200,,,,
2007,2007-11-17,True,LongBeachState,IdahoState,66.0,61.0,105,-125,,,,
2007,2007-11-17,True,Elon,GeorgiaState,71.0,49.0,-210,175,,,,
2007,2007-11-17,True,MississippiSt,TennMartin,86.0,70.0,-4500,2250,,,,
2007,2007-11-17,True,WesternKentucky,MurrayState,87.0,63.0,-850,575,,,,
2007,2007-11-17,True,SaintLouis,Furman,83.0,69.0,-2500,1400,,,,
2007,2007-11-17,True,MissouriSt,NCGreensboro,79.0,52.0,-380,315,,,,
2007,2007-11-17,True,NorthernColorado,DenverU,64.0,46.0,-275,235,,,,
2007,2007-11-17,True,SanFrancisco,SacramentoState,93.0,63.0,-800,550,,,,
2007,2007-11-18,True,Clemson,OldDominion,66.0,53.0,-1200,775,,,,
2007,2007-11-18,True,IllinoisState,NCWilmington,89.0,73.0,-700,500,,,,
2007,2007-11-18,True,WiscMilwaukee,NorthernIowa,66.0,73.0,120,-140,,,,
2007,2007-11-18,True,NCState,NewOrleansU,63.0,65.0,-2800,1460,21,,,
2007,2007-11-18,False,Marist,Temple,69.0,73.0,210,-250,,,,
2007,2007-11-18,False,CollCharleston,HoustonU,69.0,84.0,315,-380,,,,
2007,2007-11-18,False,VaCommonwealth,Arkansas,60.0,70.0,255,-310,,18,,
2007,2007-11-18,False,MiamiFlorida,Providence,64.0,58.0,-102,-118,,,,
2007,2007-11-18,False,ClevelandState,FlaAtlantic,76.0,66.0,-300,250,,,,
2007,2007-11-18,False,UAB,RhodeIsland,69.0,74.0,100,-120,,,,
2007,2007-11-18,False,Stetson,GeorgiaSouthern,55.0,68.0,415,-525,,,,
2007,2007-11-18,False,FloridaState,SouthFlorida,67.0,68.0,-320,260,,,,
2007,2007-11-18,False,SCarUpstate,OregonSt.,46.0,65.0,500,-700,,,,
2007,2007-11-18,False,TennesseeSt.,Akron,72.0,74.0,425,-550,,,,
2007,2007-11-18,True,Alaska-Fairbanks,IUPUI,47.0,82.0,500,-700,,,,
2007,2007-11-18,False,PortlandState,ColoradoSt.,63.0,64.0,-145,125,,,,
2007,2007-11-18,False,Presbyterian,St.Bonaventure,72.0,79.0,385,-485,,,,
2007,2007-11-18,True,NewMexico,LoyolaMarymount,86.0,58.0,-4500,2250,,,,
2007,2007-11-18,False,Winthrop,GeorgiaTech,79.0,73.0,158,-180,,,,
2007,2007-11-18,False,Baylor,NotreDame,68.0,64.0,240,-280,,,,
2007,2007-11-18,True,NorthCarolina,Iona,107.0,72.0,-20000,7500,1,,,
2007,2007-11-18,True,WashingtonU,E.Washington,82.0,68.0,-5000,2500,,,,
2007,2007-11-19,True,DetroitU,WesternMichigan,59.0,60.0,-105,-115,,,,
2007,2007-11-19,True,UtahU,SantaClara,57.0,72.0,-600,475,,,,
2007,2007-11-19,True,SanDiego,SanDiegoState,64.0,69.0,150,-170,,,,
2007,2007-11-19,False,IllinoisChicago,WichitaState,60.0,67.0,105,-125,,,,
2007,2007-11-19,False,Monmouth,NCCharlotte,58.0,56.0,280,-330,,,,
2007,2007-11-19,False,NotreDame,GeorgiaTech,69.0,70.0,-210,180,,,,
2007,2007-11-19,False,Winthrop,Baylor,54.0,62.0,110,-130,,,,
2007,2007-11-19,True,Chaminade,Marquette,63.0,74.0,1500,-3000,,10,,
2007,2007-11-19,False,LSU,OklahomaState,77.0,83.0,135,-155,,,,
2007,2007-11-19,False,Princeton,Duke,61.0,83.0,2000,-4000,,13,,
2007,2007-11-19,False,ArizonaState,Illinois,54.0,77.0,175,-205,,,,
2007,2007-11-19,False,Maryland,UCLA,59.0,71.0,475,-600,,2,,
2007,2007-11-19,False,Missouri,MichiganState,83.0,86.0,105,-125,,12,,
2007,2007-11-20,True,FloridaState,GeorgiaState,78.0,48.0,-3700,1850,,,,
2007,2007-11-20,True,IndianaU,NCWilmington,95.0,71.0,-3000,1500,,,,
2007,2007-11-20,True,IndianaState,NoIllinois,75.0,65.0,-900,650,,,,
2007,2007-11-20,True,Tennessee,MiddleTennSt,109.0,40.0,NL,NL,,,,
2007,2007-11-20,True,Rutgers,Dartmouth,55.0,50.0,NL,NL,,,,
2007,2007-11-20,True,Virginia,Drexel,72.0,58.0,-550,450,23,,,
2007,2007-11-20,True,Vanderbilt,Valparaiso,87.0,78.0,NL,NL,,,,
2007,2007-11-20,True,IowaState,MinnesotaU,58.0,68.0,-110,-110,,,,
2007,2007-11-20,True,Rice,Richmond,55.0,61.0,100,-120,,,,
2007,2007-11-20,True,MemphisU,ArkansasState,84.0,63.0,NL,NL,,,,
2007,2007-11-20,True,CalSantaBarb,SanFrancisco,74.0,69.0,-355,295,,,,
2007,2007-11-20,True,SaintMarysCA,Oregon,99.0,87.0,115,-135,,12,,
2007,2007-11-20,True,Stanford,Yale,72.0,61.0,-3000,1500,,,,
2007,2007-11-20,True,Chaminade,LSU,72.0,78.0,730,-1140,,,,
2007,2007-11-20,False,Princeton,ArizonaState,42.0,61.0,290,-350,,,,
2007,2007-11-20,False,OklahomaState,Marquette,61.0,91.0,140,-160,,11,,
2007,2007-11-20,False,Illinois,Duke,66.0,79.0,275,-325,,13,,
2007,2007-11-20,False,Maryland,Missouri,70.0,84.0,195,-235,,,,
2007,2007-11-20,False,MichiganState,UCLA,63.0,68.0,190,-230,10,2,,
2007,2007-11-20,True,SetonHall,LoyolaMaryland,94.0,80.0,-360,300,,,,
2007,2007-11-20,True,OldDominion,Iona,74.0,63.0,NL,NL,,,,
2007,2007-11-20,True,Niagara,Buffalo,80.0,63.0,-270,230,,,,
2007,2007-11-20,True,Georgia,Elon,76.0,65.0,-2600,1420,,,,
2007,2007-11-20,True,Pennsylvania,TheCitadel,93.0,77.0,NL,NL,,,,
