date,season,regular,homeTeam,awayTeam,homeScore,awayScore,result,spreadOpen,spreadClose,spreadH2,overUnderOpen,overUnderClose,overUnderH2,homeMoneyline,awayMoneyline
2018-11-30,2018,False,Washington,Utah,10,3,1,4.0,4.5,1.5,44.5,45.0,20.5,-200.0,170.0
2018-12-01,2018,False,Oklahoma,Texas,39,27,1,7.5,9.5,5.0,78.0,80.0,39.5,-400.0,300.0
2018-12-01,2018,False,Alabama,Georgia,35,28,1,13.0,11.5,9.5,63.0,62.0,31.0,-460.0,355.0
2018-12-01,2018,False,Clemson,PittsburghU,42,10,1,24.5,28.0,11.5,57.5,53.5,24.0,-4500.0,2250.0
2018-12-01,2018,False,OhioState,Northwestern,45,24,1,12.5,16.5,7.0,60.0,63.5,28.0,-800.0,550.0
2018-12-15,2018,False,N.CarolinaA&T,AlcornSt,24,22,1,9.0,7.0,0.0,48.0,46.5,22.5,-300.0,240.0
2018-12-15,2018,False,UtahState,NorthTexas,52,13,1,10.0,7.0,5.5,64.5,68.0,27.0,-270.0,220.0
2018-12-15,2018,False,ULLafayette,Tulane,24,41,0,3.5,3.0,1.5,59.0,60.5,27.5,135.0,-155.0
2018-12-15,2018,False,FresnoState,ArizonaState,31,20,1,3.5,6.0,3.0,52.5,54.5,27.0,-250.0,200.0
2018-12-15,2018,False,GeorgiaSouthern,EasternMichigan,23,21,1,0.0,2.5,0.0,48.0,45.5,21.5,-140.0,120.0
2018-12-15,2018,False,AppalachianSt,MiddleTennSt,45,13,1,7.0,6.5,2.5,50.5,48.0,23.5,-260.0,210.0
2018-12-18,2018,False,UAB,NoIllinois,37,13,1,1.0,1.0,21.0,44.0,41.5,2.5,-120.0,100.0
2018-12-19,2018,False,SanDiegoState,Ohio,0,27,0,3.0,2.0,0.5,55.0,48.5,21.0,125.0,-145.0
2018-12-20,2018,False,SouthFlorida,Marshall,20,38,0,2.0,3.0,24.0,54.5,50.0,0.0,150.0,-180.0
2018-12-21,2018,False,Toledo,FloridaIntl,32,35,0,6.5,7.0,5.0,66.5,57.0,27.0,-300.0,240.0
2018-12-21,2018,False,WesternMichigan,BYU,18,49,0,12.5,10.5,6.5,48.0,52.0,24.0,290.0,-380.0
2018-12-22,2018,False,Memphis,WakeForest,34,37,0,4.0,1.5,37.0,73.0,71.0,0.0,-130.0,110.0
2018-12-22,2018,False,Army,Houston,70,14,1,3.0,6.5,3.0,64.5,56.5,25.5,-250.0,200.0
2018-12-22,2018,False,Troy,BuffaloU,42,32,1,3.0,2.5,0.5,53.5,51.5,26.5,115.0,-135.0
2018-12-22,2018,False,Hawaii,LouisianaTech,14,31,0,58.5,1.0,4.0,2.0,61.5,28.0,100.0,-120.0
2018-12-26,2018,False,GeorgiaTech,MinnesotaU,10,34,0,4.0,6.0,3.0,61.0,56.5,24.5,-240.0,190.0
2018-12-26,2018,False,California,TCU,7,10,0,41.0,1.5,0.0,0.0,38.5,17.0,115.0,-135.0
2018-12-27,2018,False,Temple,Duke,27,56,0,3.0,3.5,0.0,56.5,56.5,30.0,-180.0,150.0
2018-12-27,2018,False,Wisconsin,MiamiFlorida,35,3,1,4.0,3.0,2.5,47.0,45.0,20.0,135.0,-155.0
2018-12-27,2018,False,Baylor,Vanderbilt,45,38,1,4.5,4.5,28.5,55.0,57.5,0.0,175.0,-210.0
2018-12-28,2018,False,Purdue,Auburn,14,63,0,4.0,3.5,0.0,54.5,57.5,24.0,150.0,-180.0
2018-12-28,2018,False,WestVirginia,Syracuse,18,34,0,74.0,3.0,0.5,7.5,67.5,28.5,130.0,-150.0
2018-12-28,2018,False,WashingtonState,IowaState,28,26,1,5.0,2.5,27.5,54.5,57.0,1.0,-145.0,125.0
2018-12-29,2018,False,Nevada,ArkansasState,16,13,1,0.0,1.5,0.5,58.5,57.5,24.5,-125.0,105.0
2018-12-29,2018,False,Michigan,Florida,15,41,0,6.0,4.5,0.5,50.5,51.0,24.5,-200.0,170.0
2018-12-29,2018,False,Virginia,SouthCarolina,28,0,1,6.0,3.5,3.0,55.0,54.0,24.5,145.0,-170.0
2018-12-29,2018,False,Alabama,Oklahoma,45,34,1,13.5,15.0,6.5,79.0,81.0,37.5,-650.0,450.0
2018-12-29,2018,False,Clemson,NotreDame,30,3,1,11.0,10.5,6.0,56.0,58.0,27.0,-400.0,300.0
2018-12-31,2018,False,CincinnatiU,VirginiaTech,35,31,1,5.5,5.0,2.0,53.5,48.5,23.5,-200.0,170.0
2018-12-31,2018,False,Stanford,PittsburghU,14,13,1,6.5,3.0,24.5,52.0,52.5,0.0,-165.0,142.0
2018-12-31,2018,False,Oregon,MichiganState,7,6,1,48.0,1.0,2.0,1.5,47.0,20.5,100.0,-120.0
2018-12-31,2018,False,OklahomaState,Missouri,38,33,1,9.5,9.0,6.0,71.0,73.5,35.5,275.0,-350.0
2018-12-31,2018,False,Utah,Northwestern,20,31,0,6.5,6.5,3.5,45.0,43.5,21.5,-270.0,220.0
2018-12-31,2018,False,TexasA&M,NCState,52,13,1,4.5,7.5,3.5,58.5,57.5,28.0,-380.0,290.0
2019-01-01,2018,False,MississippiState,Iowa,22,27,0,6.0,7.0,4.0,44.5,39.5,19.5,-300.0,240.0
2019-01-01,2018,False,PennState,Kentucky,24,27,0,5.5,4.5,4.0,48.0,47.5,21.5,-190.0,160.0
2019-01-01,2018,False,CentralFlorida,LSU,32,40,0,8.0,7.5,2.5,54.5,58.5,31.0,250.0,-310.0
2019-01-01,2018,False,OhioState,Washington,28,23,1,5.0,6.0,0.5,58.5,55.5,27.0,-250.0,200.0
2019-01-01,2018,False,Georgia,Texas,21,28,0,10.5,13.5,10.0,58.0,60.5,30.5,-600.0,425.0
2019-01-07,2018,False,Alabama,Clemson,16,44,0,7.0,5.5,7.5,62.5,57.5,31.0,-240.0,190.0
2019-08-31,2019,False,Auburn,Oregon,27,21,1,2.5,3.5,3.5,57.5,55.5,27.0,-170.0,145.0
2019-12-07,2019,False,Oklahoma,Baylor,30,23,1,9.5,9.5,7.0,61.0,66.5,27.5,-380.0,290.0
2019-12-07,2019,False,LSU,Georgia,37,10,1,7.0,7.0,3.5,55.5,57.0,26.5,-270.0,220.0
2019-12-07,2019,False,OhioState,Wisconsin,34,21,1,16.5,16.5,11.0,52.5,58.0,30.5,-800.0,550.0
2019-12-07,2019,False,Clemson,Virginia,62,17,1,28.0,29.5,13.5,53.0,57.0,27.0,-7000.0,1700.0
2019-12-20,2019,False,Charlotte,BuffaloU,9,31,0,4.5,7.0,3.0,56.5,51.5,22.5,220.0,-270.0
2019-12-20,2019,False,UtahState,KentState,41,51,0,8.0,7.0,5.0,66.0,71.5,35.0,-275.0,225.0
2019-12-20,2019,False,NorthCentralIllinois,UW-Whitewater,41,14,1,13.5,13.5,1.0,68.5,69.5,29.5,-550.0,400.0
2019-12-21,2019,False,AlcornSt,N.CarolinaA&T,44,64,0,2.5,3.0,0.5,51.5,51.5,23.5,135.0,-155.0
2019-12-21,2019,False,SanDiegoState,CentralMichigan,48,11,1,4.5,3.5,1.0,41.5,41.0,20.0,-190.0,160.0
2019-12-21,2019,False,GeorgiaSouthern,Liberty,16,23,0,6.0,4.5,2.5,55.5,58.5,26.5,-200.0,170.0
2019-12-21,2019,False,ArkansasState,FloridaIntl,34,26,1,63.0,1.0,0.5,3.0,59.5,30.0,100.0,-120.0
2019-12-21,2019,False,BoiseState,Washington,7,38,0,3.0,3.5,1.0,50.0,48.0,21.0,145.0,-170.0
2019-12-21,2019,False,AppalachianSt,UAB,31,17,1,17.5,17.0,9.5,48.0,47.5,24.5,-900.0,600.0
2019-12-23,2019,False,CentralFlorida,Marshall,48,25,1,17.5,15.0,7.0,61.0,59.5,26.5,-650.0,450.0
2019-12-26,2019,False,LouisianaTech,MiamiFlorida,14,0,1,7.5,6.5,3.0,50.5,50.0,21.5,190.0,-240.0
2019-12-26,2019,False,EasternMichigan,PittsburghU,30,34,0,9.5,12.5,7.0,48.5,51.0,27.0,375.0,-500.0
2019-12-27,2019,False,Temple,NorthCarolina,13,55,0,6.0,6.0,2.5,52.5,57.0,27.5,190.0,-240.0
2019-12-27,2019,False,WakeForest,MichiganState,21,27,0,3.5,4.0,2.5,48.5,52.0,26.5,155.0,-185.0
2019-12-27,2019,False,TexasA&M,OklahomaState,24,21,1,4.0,4.5,3.5,54.0,56.0,27.0,-200.0,170.0
2019-12-27,2019,False,Iowa,USC,49,24,1,51.5,1.0,3.5,2.5,54.5,28.0,-105.0,-115.0
2019-12-27,2019,False,AirForce,WashingtonState,31,21,1,3.0,2.5,0.5,67.0,71.5,35.0,-140.0,120.0
2019-12-28,2019,False,NotreDame,IowaState,33,9,1,3.5,3.5,25.5,57.5,55.0,1.0,-180.0,150.0
2019-12-28,2019,False,PennState,Memphis,53,39,1,7.5,7.0,2.5,61.0,60.5,31.5,-275.0,225.0
2019-12-28,2019,False,LSU,Oklahoma,63,28,1,10.0,12.5,7.0,77.0,75.0,33.0,-500.0,375.0
2019-12-28,2019,False,OhioState,Clemson,23,29,0,61.5,2.5,3.0,0.0,62.5,31.5,125.0,-145.0
2019-12-30,2019,False,WesternKentucky,WesternMichigan,23,20,1,2.0,3.0,4.0,52.5,56.0,27.0,-145.0,125.0
2019-12-30,2019,False,Louisville,MississippiState,38,28,1,3.5,4.5,31.0,62.0,63.0,0.5,160.0,-190.0
2019-12-30,2019,False,California,Illinois,35,20,1,4.0,6.5,0.5,42.0,48.0,24.5,-265.0,215.0
2019-12-30,2019,False,Florida,Virginia,36,28,1,13.5,16.0,7.0,54.0,55.0,27.5,-700.0,500.0
2019-12-31,2019,False,VirginiaTech,Kentucky,30,37,0,2.5,2.0,23.5,46.5,46.5,0.5,-130.0,110.0
2019-12-31,2019,False,ArizonaState,FloridaState,20,14,1,4.5,3.0,0.0,56.0,52.0,21.5,-160.0,140.0
2019-12-31,2019,False,Navy,KansasState,20,17,1,52.0,2.5,2.5,2.0,53.5,24.5,-135.0,115.0
2019-12-31,2019,False,Wyoming,GeorgiaState,38,17,1,7.0,7.0,2.5,49.0,50.0,23.0,-280.0,230.0
2019-12-31,2019,False,Utah,Texas,10,38,0,6.5,7.0,4.5,55.0,57.0,25.0,-260.0,210.0
2020-01-01,2019,False,Alabama,Michigan,35,16,1,7.0,7.5,3.5,56.0,60.0,31.0,-330.0,260.0
2020-01-01,2019,False,Auburn,MinnesotaU,24,31,0,8.0,7.0,3.5,51.0,53.0,27.5,-275.0,225.0
2020-01-01,2019,False,Oregon,Wisconsin,28,27,1,3.0,3.0,0.5,49.5,52.5,24.0,140.0,-160.0
2020-01-01,2019,False,Georgia,Baylor,26,14,1,8.5,4.0,1.5,42.5,44.0,20.0,-190.0,160.0
2020-01-02,2019,False,CincinnatiU,BostonCollege,38,6,1,6.5,7.5,4.0,54.5,54.0,22.0,-300.0,240.0
2020-01-02,2019,False,Indiana,TennesseeU,22,23,0,1.0,3.5,3.0,49.0,55.0,24.5,145.0,-170.0
2020-01-03,2019,False,Nevada,Ohio,21,30,0,6.5,10.0,6.0,56.5,62.5,30.0,300.0,-400.0
2020-01-04,2019,False,SouthernMiss,Tulane,13,30,0,7.0,7.0,4.0,57.5,57.5,27.5,220.0,-270.0
2020-01-06,2019,False,ULLafayette,MiamiOhio,27,17,1,14.0,15.0,8.5,55.5,55.5,27.5,-700.0,500.0
2020-01-11,2019,False,NoDakotaState,JamesMadison,28,20,1,1.0,2.0,0.5,52.5,45.0,22.5,105.0,-125.0
2020-01-13,2019,False,LSU,Clemson,42,25,1,3.0,4.5,0.5,68.5,66.5,34.0,-185.0,165.0
2020-08-29,2020,False,CentralArkansas,AustinPeay,24,17,1,6.0,5.0,4.0,40.5,46.5,22.5,-210.0,180.0
2021-09-04,2021,False,Clemson,Georgia,3,10,0,3.5,2.5,0.5,52.5,51.5,22.5,-140.0,120.0
2021-09-04,2021,False,Arizona,BYU,16,24,0,9.5,13.5,4.5,56.5,54.0,24.0,425.0,-550.0
2021-10-09,2021,False,Texas,Oklahoma,48,55,0,3.5,4.0,6.5,64.5,65.5,33.0,150.0,-170.0
2021-12-04,2021,False,OklahomaState,Baylor,16,21,0,6.5,7.0,6.0,48.5,45.5,21.5,-265.0,225.0
2021-12-04,2021,False,NoIllinois,KentState,41,23,1,2.0,3.5,6.5,72.5,75.5,33.5,145.0,-165.0
2021-12-04,2021,False,Alabama,Georgia,41,24,1,4.0,6.0,4.0,53.0,48.5,27.5,190.0,-220.0
2021-12-04,2021,False,PittsburghU,WakeForest,45,21,1,2.5,2.5,0.5,71.5,74.0,35.5,-160.0,140.0
2021-12-04,2021,False,Michigan,Iowa,42,3,1,10.5,12.0,4.0,44.5,44.0,20.5,-500.0,400.0
2021-12-17,2021,False,MiddleTennSt,Toledo,31,24,1,7.0,10.5,3.5,54.5,50.0,24.5,320.0,-380.0
2021-12-17,2021,False,NoIllinois,CoastalCarolina,41,47,0,7.5,12.5,7.5,65.0,63.5,34.5,375.0,-450.0
2021-12-18,2021,False,WesternKentucky,AppalachianSt,59,38,1,66.0,1.0,37.0,3.0,68.5,1.5,-110.0,-110.0
2021-12-18,2021,False,JacksonSt,SoCarolinaSt,10,31,0,12.5,10.5,6.0,40.5,42.5,19.5,-410.0,340.0
2021-12-18,2021,False,FresnoState,UTEP,31,24,1,17.5,13.5,4.0,51.5,54.5,27.5,-550.0,425.0
2021-12-18,2021,False,BYU,UAB,28,31,0,8.5,5.5,4.0,55.5,54.5,27.5,-240.0,200.0
2021-12-18,2021,False,Liberty,EasternMichigan,56,20,1,7.0,10.0,4.5,58.5,58.0,27.5,-350.0,290.0
2021-12-18,2021,False,UtahState,OregonState,24,13,1,6.5,6.5,3.0,65.0,68.5,33.5,210.0,-250.0
2021-12-18,2021,False,ULLafayette,Marshall,36,21,1,6.0,3.5,0.5,49.5,56.0,27.5,-190.0,170.0
2021-12-21,2021,False,KentState,Wyoming,38,52,0,4.0,3.0,1.0,58.5,60.5,35.0,130.0,-150.0
2021-12-21,2021,False,TexSanAntonio,SanDiegoState,24,38,0,50.0,3.0,0.5,3.5,48.5,24.5,120.0,-140.0
2021-12-22,2021,False,Army,Missouri,24,22,1,3.0,7.0,5.0,65.0,54.0,26.5,-255.0,215.0
2021-12-23,2021,False,Florida,CentralFlorida,17,29,0,6.5,7.0,3.5,57.5,56.0,26.0,-250.0,210.0
2021-12-23,2021,False,NorthTexas,MiamiOhio,14,27,0,4.5,2.0,0.5,52.5,57.0,28.5,110.0,-130.0
2021-12-25,2021,False,GeorgiaState,BallState,51,20,1,1.5,6.5,1.5,48.5,53.0,24.0,-220.0,190.0
2021-12-27,2021,False,Nevada,WesternMichigan,24,52,0,65.5,6.5,4.0,7.5,57.5,24.5,210.0,-250.0
2021-12-28,2021,False,Auburn,Houston,13,17,0,51.5,1.0,22.5,2.5,49.5,0.5,105.0,-125.0
2021-12-28,2021,False,AirForce,Louisville,31,28,1,0.0,1.5,27.5,55.5,54.5,0.5,-115.0,-105.0
2021-12-28,2021,False,MississippiState,TexasTech,7,34,0,9.5,10.0,7.0,59.5,58.0,28.0,-350.0,290.0
2021-12-28,2021,False,MinnesotaU,WestVirginia,18,6,1,7.0,6.0,4.5,44.5,45.0,21.5,-240.0,200.0
2021-12-29,2021,False,VirginiaTech,Maryland,10,54,0,53.5,4.5,1.5,2.5,55.5,27.0,170.0,-190.0
2021-12-29,2021,False,Clemson,IowaState,20,13,1,0.0,2.0,0.5,44.5,45.0,21.0,-125.0,105.0
2021-12-29,2021,False,Oklahoma,Oregon,47,32,1,4.0,7.5,2.0,63.0,64.0,27.5,-270.0,230.0
2021-12-30,2021,False,NorthCarolina,SouthCarolina,21,38,0,5.0,13.0,7.0,58.5,57.5,30.5,-450.0,375.0
2021-12-30,2021,False,TennesseeU,Purdue,45,48,0,59.0,7.5,5.0,3.0,67.0,35.5,-275.0,235.0
2021-12-30,2021,False,MichiganState,PittsburghU,31,21,1,63.0,3.5,4.0,4.5,55.0,24.0,-155.0,135.0
2021-12-30,2021,False,Wisconsin,ArizonaState,20,13,1,7.0,8.0,5.5,43.0,42.5,20.0,-320.0,265.0
2021-12-31,2021,False,WakeForest,Rutgers,38,10,1,11.5,16.5,4.5,61.5,63.0,28.5,-110.0,-110.0
2021-12-31,2021,False,WashingtonState,CentralMichigan,21,24,0,54.5,56.0,23.0,4.5,5.5,3.0,265.0,-320.0
2021-12-31,2021,False,Michigan,Georgia,11,34,0,59.0,7.5,2.5,13.5,46.0,20.5,210.0,-250.0
2021-12-31,2021,False,Alabama,CincinnatiU,27,6,1,43.5,13.0,5.0,7.0,57.0,24.5,-900.0,600.0
2022-01-01,2021,False,PennState,Arkansas,10,24,0,45.0,3.0,2.0,4.5,51.0,24.0,145.0,-165.0
2022-01-01,2021,False,NotreDame,OklahomaState,35,37,0,44.5,1.0,2.5,2.5,45.0,24.0,100.0,-120.0
2022-01-01,2021,False,Iowa,Kentucky,17,20,0,45.5,3.0,0.5,1.0,44.0,20.5,125.0,-145.0
2022-01-01,2021,False,OhioState,Utah,48,45,1,9.5,4.0,7.0,65.5,64.5,35.5,-175.0,155.0
2022-01-01,2021,False,Mississippi,Baylor,7,21,0,2.5,1.0,21.0,50.5,60.5,1.5,-120.0,100.0
2022-01-04,2021,False,KansasState,LSU,42,20,1,46.5,10.0,3.0,2.5,47.0,20.5,-400.0,330.0
2022-01-08,2021,False,NoDakotaState,MontanaSt,38,10,1,9.0,7.0,4.0,45.0,41.5,16.5,-300.0,250.0
2022-01-10,2021,False,Alabama,Georgia,18,33,0,2.5,3.0,1.5,52.5,53.0,24.0,138.0,-148.0
2022-08-27,2022,False,Nebraska,Northwestern,28,31,0,55.0,52.0,28.0,10.0,11.5,7.0,500.0,395.0
2022-10-08,2022,False,NotreDame,BYU,28,20,1,52.0,51.5,23.0,3.0,3.5,3.0,170.0,150.0
2022-11-05,2022,False,Army,AirForce,7,13,0,7.0,7.0,2.0,42.5,40.5,19.5,225.0,-265.0
2022-11-12,2022,False,Navy,NotreDame,32,35,0,19.5,16.5,6.5,42.5,40.5,21.0,600.0,-900.0
