date,season,team1,team2,score1,score2,open1,open2,close1,close2,moneyline1,moneyline2,2H1,2H2
2020-11-09,2020,california,ucsandiego,67,80,15.0,141.5,14.5,140.0,-1100.0,700.0,7.5,74.0
2020-11-09,2020,arkansaslr,soillinois,69,66,139.0,7.0,137.5,6.5,235.0,-275.0,73.5,3.0
2020-11-09,2020,ohiostate,akron,67,66,16.5,146.5,16.5,140.5,-1300.0,775.0,7.5,73.0
2020-11-09,2020,vacommonwealth,st.peter's,57,54,9.5,133.5,9.0,129.0,-420.0,350.0,3.5,70.0
2020-11-09,2020,indianau,easternmichigan,68,62,22.0,139.0,24.5,144.5,-3000.0,1200.0,10.0,75.5
2020-11-09,2020,butler,iupui,56,47,26.5,142.5,25.0,141.0,-3000.0,1200.0,11.5,72.0
2020-11-09,2020,pittsburgh,thecitadel,63,78,9.0,155.0,10.5,154.5,-490.0,395.0,8.0,80.0
2020-11-09,2020,iona,appalachianst,65,53,5.5,138.0,6.5,136.5,-265.0,225.0,5.0,71.0
2020-11-09,2020,dayton,illinoischicago,64,54,15.0,139.5,14.0,135.5,-1000.0,650.0,10.5,70.5
2020-11-09,2020,georgia,floridaintl,58,51,12.0,154.0,7.0,152.0,-370.0,310.0,6.0,76.0
2020-11-09,2020,ohio,belmont,92,80,156.5,1.0,156.0,4.0,150.0,-170.0,83.0,3.0
2020-11-09,2020,charlotteu,monmouth,68,66,5.0,139.5,5.5,135.5,-200.0,175.0,0.5,70.5
2020-11-09,2020,michiganstate,kansas,74,87,145.5,4.5,141.0,4.5,175.0,-200.0,75.5,0.5
2020-11-09,2020,valparaiso,toledo,61,69,146.5,4.0,143.0,5.0,175.0,-200.0,76.0,2.5
2020-11-09,2020,arizonastate,portlandu,76,60,25.0,155.5,22.5,157.0,-1800.0,950.0,10.5,79.5
2020-11-09,2020,westvirginia,oakland,60,53,16.5,151.5,17.5,151.0,-1600.0,900.0,8.5,79.0
2020-11-09,2020,tennessee,tennmartin,90,62,35.0,147.0,35.0,148.0,-7500.0,2500.0,15.5,78.0
2020-11-09,2020,duquesne,rider,73,61,7.5,146.5,7.5,149.5,-320.0,265.0,5.5,77.0
2020-11-09,2020,cincinnati,evansville,65,43,8.0,135.5,11.5,135.0,-550.0,425.0,4.5,71.5
2020-11-09,2020,providence,fairfield,80,73,14.0,134.0,15.5,132.5,-1200.0,750.0,7.0,73.0
2020-11-09,2020,st.bonaventure,siena,75,47,20.5,137.0,19.0,133.5,-2000.0,1000.0,10.0,71.0
2020-11-09,2020,maryland,quinnipiac,83,69,22.0,142.0,23.0,141.5,-3000.0,1200.0,9.5,75.0
2020-11-09,2020,davidson,delaware,93,71,7.0,138.0,7.0,137.0,-280.0,240.0,74.5,0.5
2020-11-09,2020,georgiasouthern,ballstate,82,71,3.0,141.0,2.5,137.0,-145.0,125.0,1.5,76.0
2020-11-09,2020,georgiatech,miamiohio,69,72,10.5,144.5,9.5,140.5,-450.0,375.0,6.0,76.0
2020-11-09,2020,westerncarolina,bowlinggreen,79,71,151.0,9.0,154.5,9.0,330.0,-400.0,80.5,6.5
2020-11-09,2020,miamiflorida,canisius,77,67,15.0,147.5,15.5,151.0,-1400.0,800.0,7.5,79.5
2020-11-09,2020,xavier,niagara,63,60,21.0,142.5,17.0,139.5,-1500.0,850.0,7.5,72.0
2020-11-09,2020,fordham,columbia,77,67,11.0,135.0,9.5,137.0,-500.0,400.0,1.5,73.0
2020-11-09,2020,northwestern,easternillinois,80,56,25.0,142.0,23.0,138.5,-2500.0,1100.0,9.5,73.0
2020-11-09,2020,houstonu,hofstra,83,75,19.0,143.0,19.0,141.5,-2000.0,1000.0,12.0,75.0
2020-11-09,2020,florida,elon,74,61,19.5,142.0,18.5,137.5,-1800.0,950.0,6.5,73.5
2020-11-09,2020,illinoisstate,ncwilmington,68,63,7.0,149.0,5.0,147.5,-200.0,175.0,4.5,75.0
2020-11-09,2020,memphisu,tennesseetech,89,65,28.0,149.0,28.5,150.0,-5000.0,1500.0,13.0,80.5
2020-11-09,2020,missouri,centralmichigan,78,68,18.0,148.0,16.0,138.5,-1200.0,750.0,5.5,73.5
2020-11-09,2020,oklahomastate,utarlington,88,45,21.5,144.0,18.0,148.5,-1600.0,900.0,5.5,76.5
2020-11-09,2020,arkansas,mercer,74,61,19.5,151.5,19.0,150.5,-2000.0,1000.0,12.0,78.5
2020-11-09,2020,wichitastate,jacksonvillest,60,57,9.5,143.5,8.5,141.0,-350.0,290.0,6.5,71.5
2020-11-09,2020,auburn,moreheadstate,77,54,15.5,146.0,15.0,144.5,-1200.0,750.0,5.0,76.5
2020-11-09,2020,nebraska,westernillinois,74,75,16.0,154.0,17.0,155.0,-1600.0,900.0,9.5,80.0
2020-11-09,2020,minnesota,umkc,71,56,10.5,135.5,6.5,131.0,-340.0,280.0,2.0,67.5
2020-11-09,2020,northdakota,wiscmilwaukee,60,75,148.0,9.0,151.0,7.5,245.0,-285.0,78.5,2.5
2020-11-09,2020,lsu,ulmonroe,101,39,19.5,146.5,20.0,147.0,-2500.0,1100.0,7.0,77.0
2020-11-09,2020,utahu,abilenechristian,70,56,10.0,141.0,10.0,135.5,-500.0,400.0,4.5,71.5
2020-11-09,2020,rice,pepperdine,82,63,4.5,160.0,7.5,157.5,-290.0,245.0,4.5,83.5
2020-11-09,2020,wiscgreenbay,indianastate,77,81,142.0,3.5,140.0,2.5,120.0,-140.0,76.5,2.5
2020-11-09,2020,bostoncollege,dartmouth,73,57,12.0,135.5,12.0,133.0,-800.0,550.0,2.5,70.0
2020-11-09,2020,missourist,semissourist,94,99,17.0,148.0,16.0,146.0,-1400.0,800.0,10.5,80.5
2020-11-09,2020,chicagost,stthomas,77,72,145.5,5.5,149.0,7.5,240.0,-280.0,79.0,5.0
2020-11-09,2020,marquette,siuedwardsville,88,77,20.5,140.5,20.5,138.5,-2500.0,1100.0,11.0,76.5
2020-11-09,2020,boisestate,utahvalley,76,56,15.0,147.0,14.5,143.5,-1200.0,750.0,5.0,77.0
2020-11-09,2020,alabama,louisianatech,93,64,12.0,153.5,11.5,153.5,-700.0,500.0,3.0,79.5
2020-11-09,2020,usc,csnorthridge,89,49,24.5,147.0,24.0,144.5,-2500.0,1100.0,7.5,75.5
2020-11-09,2020,newmexicostate,calirvine,62,51,4.0,138.0,5.5,134.5,-220.0,190.0,2.0,70.5
2020-11-09,2020,gonzaga,dixiestate,97,63,40.5,164.5,40.0,168.0,-15000.0,5000.0,17.5,81.0
2020-11-09,2020,santaclara,csfullerton,84,77,9.0,152.5,7.0,152.5,-330.0,270.0,4.0,79.5
2020-11-09,2020,southdakotastate,bradley,81,65,10.0,150.0,9.0,149.0,-440.0,370.0,0.5,77.0
2020-11-09,2020,utahstate,ucdavis,69,72,13.0,143.0,11.5,142.5,-750.0,525.0,8.5,77.0
2020-11-09,2020,duke,kentucky,79,71,1.0,147.5,2.5,148.5,-140.0,120.0,NaN,NaN
2020-11-09,2020,coloradostate,oralroberts,109,80,12.5,154.5,12.5,155.0,-700.0,500.0,5.5,85.5
2020-11-09,2020,byu,clevelandstate,69,59,14.0,146.0,14.5,144.5,-1100.0,700.0,6.5,74.0
2020-11-09,2020,nevada,e.washington,91,76,20.0,154.5,21.0,154.0,-2500.0,1100.0,9.5,81.0
2020-11-09,2020,stanford,tarletonst,62,50,15.5,136.5,16.0,133.0,-1400.0,800.0,10.0,68.0
2020-11-09,2020,sandiegostate,calriverside,66,53,14.5,133.0,13.0,131.5,-900.0,600.0,4.5,71.5
2020-11-09,2020,colorado,montanastate,94,90,15.5,142.0,12.0,140.0,-700.0,500.0,7.5,74.5
2020-11-09,2020,oregonstate,portlandstate,73,64,15.0,144.0,13.5,141.0,-1000.0,650.0,8.5,73.5
2020-11-09,2020,washingtonu,noillinois,64,71,19.0,143.5,19.5,145.5,-2500.0,1100.0,12.5,75.5
2020-11-09,2020,loyolamarymount,chattanooga,64,75,10.5,143.0,7.5,141.5,-350.0,290.0,4.0,75.5
2020-11-09,2020,arizona,northernarizona,81,52,24.5,139.5,26.5,145.5,-3000.0,1200.0,10.0,76.0
2020-11-09,2020,ucla,csbakersfield,95,58,20.0,135.0,23.0,134.5,-3000.0,1200.0,8.5,72.0
2020-11-09,2020,washingtonstate,alcornstate,85,67,23.5,141.5,28.5,141.0,-5000.0,1500.0,11.5,74.5
2020-11-09,2020,villanova,mountstmarys,91,51,25.0,132.5,26.0,129.5,-3000.0,1200.0,9.5,67.5
2020-11-09,2020,southflorida,bethunecookman,75,54,18.5,141.0,20.5,138.0,-2000.0,1000.0,11.5,72.0
2020-11-09,2020,connecticut,centralconn,99,48,32.0,142.0,34.0,146.0,-4000.0,1700.0,12.5,77.5
2020-11-09,2020,syracuse,lafayette,97,63,22.5,153.5,25.5,153.0,-5000.0,1500.0,11.5,81.0
2020-11-09,2020,rhodeisland,bostonu,71,62,11.0,141.0,8.5,144.5,-450.0,375.0,2.5,74.5
2020-11-09,2020,albanyny,towson,56,77,4.5,140.0,142.0,3.0,135.0,-155.0,0.5,77.5
2020-11-09,2020,ncgreensboro,n.carolinaa&t,57,53,13.5,141.5,7.5,142.5,-360.0,300.0,5.5,75.0
2020-11-09,2020,southcarolina,uscupstate,78,60,23.5,148.5,23.0,149.0,-2500.0,1100.0,10.5,78.5
2020-11-09,2020,northcarolina,loyolamaryland,83,67,22.0,150.5,25.5,152.5,-4000.0,1400.0,11.5,80.5
2020-11-09,2020,clemson,presbyterian,64,53,18.0,134.5,19.0,131.0,-1600.0,900.0,11.5,68.5
2020-11-09,2020,eastcarolina,socarolinast,70,62,20.0,141.5,21.0,144.5,-2500.0,1100.0,9.0,77.0
2020-11-09,2020,georgemason,stonybrook,74,52,2.0,142.0,4.0,143.5,-180.0,160.0,0.5,75.5
2020-11-09,2020,wagner,hartford,77,59,5.0,135.5,4.5,137.0,-200.0,175.0,73.5,2.5
2020-11-09,2020,oregon,texassouthern,83,66,21.5,147.5,21.0,150.0,-4000.0,1400.0,9.5,78.5
2020-11-09,2020,colgate,northeastern,65,58,8.5,146.0,7.0,148.0,-350.0,290.0,5.0,75.5
2020-11-09,2020,richmond,nccentral,70,60,27.0,137.0,27.0,137.0,-4000.0,1400.0,14.5,72.5
2020-11-09,2020,massachusetts,mdbaltimoreco,77,60,12.0,146.0,10.5,151.5,-600.0,450.0,7.5,80.5
2020-11-09,2020,uab,ncasheville,102,77,17.5,145.0,17.0,149.0,-1600.0,900.0,8.5,82.5
2020-11-09,2020,mississippi,neworleansu,82,61,24.0,142.0,23.5,142.0,-2500.0,1100.0,10.5,74.5
2020-11-09,2020,binghamton,cornell,69,76,NaN,NaN,3.0,136.0,-155.0,135.0,5.0,72.5
2020-11-09,2020,incarnateword,texasstate,57,75,136.5,13.0,130.5,9.5,425.0,-550.0,69.5,2.5
2020-11-09,2020,st.johns,missvalleyst,119,61,42.5,154.0,45.0,162.5,-10000.0,3300.0,18.5,85.5
2020-11-09,2020,alabamaa&m,tennesseestate,82,73,1.0,137.5,137.0,3.0,135.0,-155.0,74.5,5.0
2020-11-09,2020,westernkentucky,alabamastate,79,74,26.0,138.0,26.0,140.0,-3500.0,1300.0,15.5,74.5
2020-11-09,2020,wisconsin,st.francisny,81,58,25.0,142.5,24.5,136.0,-3500.0,1300.0,10.0,71.5
2020-11-09,2020,saintlouis,centralarkansas,96,61,21.5,148.0,21.5,147.5,-2500.0,1100.0,10.5,78.5
2020-11-09,2020,st.josephs,mdeasternshore,69,67,21.5,141.0,24.5,142.0,-4000.0,1400.0,10.5,74.5
2020-11-09,2020,northerniowa,nichollsstate,58,62,11.0,149.0,14.0,148.5,-900.0,600.0,7.5,74.5
2020-11-09,2020,loyolachicago,coppinstate,103,45,34.0,146.5,31.5,144.5,-3000.0,1300.0,16.5,77.5
2020-11-09,2020,geowashington,st.francispa,75,72,5.0,140.0,6.5,143.0,-250.0,210.0,1.5,73.5
2020-11-09,2020,smu,mcneesestate,86,62,25.0,145.0,28.5,145.5,-4000.0,1400.0,14.5,77.5
2020-11-09,2020,virginiatech,maine,82,47,26.0,132.0,27.0,131.5,-4000.0,1400.0,8.5,70.5
2020-11-09,2020,creighton,arkpinebluff,90,77,34.0,137.5,34.0,142.5,-4000.0,1700.0,19.5,78.5
2020-11-09,2020,texastech,northflorida,89,74,23.0,143.0,21.5,148.0,-2500.0,1100.0,8.5,79.5
2020-11-09,2020,iowastate,kennesawst,84,73,15.0,141.0,15.5,141.0,-1200.0,750.0,5.5,75.5
2020-11-09,2020,oklahoma,northwesternst,77,59,26.0,142.0,27.5,143.0,-4000.0,1400.0,16.5,72.5
2020-11-09,2020,ncstate,bucknell,88,70,23.0,149.0,24.0,153.5,-3000.0,1200.0,12.5,80.5
2020-11-09,2020,lasalle,sacredheart,81,86,7.0,147.0,7.5,147.0,-380.0,320.0,4.5,75.0
2020-11-09,2020,american,marist,77,73,3.0,131.0,2.5,129.5,-140.0,120.0,3.0,67.5
2020-11-09,2020,tulane,selouisiana,70,67,17.0,141.0,15.0,142.5,-1200.0,750.0,8.0,76.0
2020-11-09,2020,illinois,jacksonstate,71,47,30.0,135.5,24.5,135.5,-3000.0,1200.0,10.0,68.5
2020-11-09,2020,texas,houstonbaptist,92,48,34.5,152.0,37.5,153.0,-4500.0,1800.0,17.5,79.0
2020-11-09,2020,virginia,navy,58,66,14.0,125.5,15.5,121.5,-1200.0,750.0,8.0,66.5
2020-11-09,2020,purdue,bellarmine,96,67,21.0,146.5,24.0,143.5,-3500.0,1300.0,11.5,78.5
2020-11-09,2020,louisville,southern,72,60,25.5,137.5,26.5,139.0,-4000.0,1400.0,13.0,72.0
2020-11-09,2020,grandcanyon,grambling,74,53,15.0,136.5,15.0,136.0,-1200.0,750.0,7.5,69.5
2020-11-09,2020,iowa,longwood,106,73,21.5,145.5,19.5,143.5,-2000.0,1000.0,7.5,77.5
2020-11-09,2020,saintmarysca,prairieviewa&m,87,68,18.0,135.5,18.0,135.0,-1600.0,900.0,10.5,74.0
2020-11-09,2020,sanfrancisco,longisland,98,64,21.5,147.5,20.5,151.5,-2000.0,1000.0,6.5,77.5
2020-11-10,2020,michigan,buffalo,88,76,17.5,150.0,13.0,153.5,-1000.0,650.0,4.5,82.5
2020-11-10,2020,wakeforest,william&mary,77,59,14.5,139.0,15.0,139.0,-1200.0,750.0,3.5,74.0
2020-11-10,2020,centralflorida,robertmorris,69,59,20.5,142.5,16.0,140.0,-1500.0,850.0,5.5,73.0
2020-11-10,2020,pennstate,youngstownstate,75,59,19.5,146.0,17.5,146.5,-1800.0,950.0,7.5,75.5
2020-11-10,2020,newmexico,flaatlantic,99,92,141.0,3.0,NaN,NaN,-110.0,-110.0,77.0,0.505
2020-11-10,2020,wyoming,detroitu,85,47,5.0,154.5,5.0,152.0,-190.0,170.0,76.5,2.5
2020-11-10,2020,floridastate,pennsylvania,105,70,20.0,148.5,19.5,145.5,-2000.0,1000.0,8.0,78.5
2020-11-10,2020,idahou,longbeachstate,89,95,147.0,6.0,148.5,7.5,250.0,-300.0,81.0,5.5
2020-11-10,2020,no.colorado,pacific,67,65,140.5,5.5,141.0,1.0,-110.0,-110.0,75.5,2.5
2020-11-10,2020,rutgers,lehigh,73,70,21.5,138.5,20.5,139.5,-5000.0,1500.0,9.5,74.0
2020-11-10,2020,temple,mdeasternshore,72,49,27.0,133.5,26.5,135.0,-3800.0,1600.0,13.5,70.5
2020-11-10,2020,setonhall,fairdickinson,93,49,23.0,149.5,27.0,148.0,-8000.0,1800.0,11.5,76.5
2020-11-10,2020,kansasstate,floridaa&m,67,57,17.0,132.5,16.0,129.5,-1400.0,800.0,9.0,68.0
2020-11-10,2020,texasa&m,northflorida,64,46,14.5,140.5,18.0,140.0,-2000.0,1000.0,9.5,75.5
2020-11-10,2020,vanderbilt,alabamastate,91,72,26.0,140.5,25.5,144.5,-3300.0,1400.0,10.5,76.5
2020-11-10,2020,mississippist,northalabama,75,49,20.5,140.5,21.0,141.0,-4000.0,1400.0,10.5,71.5
2020-11-10,2020,tulsa,northwesternst,82,75,17.0,142.5,20.0,143.5,-2500.0,1100.0,9.5,78.5
2020-11-10,2020,depaul,coppinstate,97,72,17.5,145.0,23.0,148.0,-8000.0,1800.0,11.5,79.5
2020-11-10,2020,unlv,gardnerwebb,64,58,7.5,138.5,9.5,145.0,-500.0,400.0,5.5,73.5
2020-11-10,2020,seattleu,alcornstate,69,66,14.0,141.5,16.5,144.5,-1500.0,850.0,7.5,74.5
2020-11-11,2020,southdakota,airforce,59,53,9.5,137.0,7.0,129.5,-360.0,300.0,1.5,68.5
2020-11-11,2020,maryland,geowashington,71,64,17.5,137.0,17.5,142.0,-1500.0,850.0,10.0,75.0
2020-11-11,2020,evansville,iupui,60,40,12.0,131.5,11.0,130.0,-600.0,450.0,5.5,66.5
2020-11-11,2020,arizonastate,calriverside,65,66,10.5,141.5,8.5,138.5,-430.0,360.0,6.0,73.0
2020-11-11,2020,sanjosestate,csfullerton,78,76,149.5,5.5,143.0,6.0,200.0,-240.0,76.5,5.5
2020-11-11,2020,washingtonu,northernarizona,73,62,15.5,138.0,15.5,137.5,-1200.0,750.0,9.0,73.0
2020-11-11,2020,hawaii,no.colorado,78,81,136.5,1.0,138.0,2.0,110.0,-130.0,3.5,72.5
2020-11-11,2020,northerniowa,vermont,57,71,3.0,135.0,7.0,131.0,-260.0,220.0,5.5,70.5
2020-11-11,2020,providence,sacredheart,92,64,15.5,142.0,16.5,141.5,-1500.0,850.0,8.0,75.5
2020-11-11,2020,collcharleston,socarolinast,106,74,17.0,143.5,18.5,151.0,-2000.0,1000.0,4.0,82.5
2020-11-11,2020,njit,merrimack,54,61,131.0,2.5,130.5,3.5,145.0,-165.0,69.0,0.5
2020-11-11,2020,tcu,mcneesestate,77,61,24.5,142.0,22.0,138.0,-2500.0,1100.0,10.0,72.5
2020-11-11,2020,creighton,kennesawst,51,44,20.5,148.5,19.0,148.5,-1600.0,900.0,11.0,75.0
2020-11-11,2020,sanfrancisco,prairieviewa&m,92,76,17.5,145.5,18.0,147.0,-1600.0,900.0,8.5,78.5
2020-11-12,2020,georgiastate,northeastern,83,64,7.5,142.5,7.0,139.0,-280.0,240.0,4.5,74.5
2020-11-12,2020,ucdavis,e.washington,84,76,6.0,149.0,7.0,149.0,-280.0,240.0,1.5,79.0
2020-11-12,2020,calpolyslo,northdakotastate,57,60,135.5,9.0,134.5,7.5,270.0,-330.0,70.5,1.5
2020-11-12,2020,richmond,utahstate,74,85,3.5,139.0,6.5,141.0,-260.0,220.0,2.0,76.0
2020-11-12,2020,easternmichigan,illinoisstate,103,98,NaN,NaN,1.5,139.0,-130.0,110.0,3.5,75.5
2020-11-12,2020,michiganstate,westernmichigan,90,46,25.5,139.5,24.5,143.0,-2500.0,1100.0,9.5,76.0
2020-11-12,2020,appalachianst,etennesseest,69,67,1.5,135.5,2.5,133.5,-140.0,120.0,2.5,70.0
2020-11-12,2020,xavier,kentstate,73,59,11.0,143.5,8.5,143.0,-420.0,350.0,7.0,76.5
2020-11-12,2020,marshall,wrightstate,96,88,3.5,159.0,1.5,159.5,-125.0,105.0,2.0,87.0
2020-11-12,2020,ohiostate,niagara,84,74,21.0,133.5,20.0,133.0,-2000.0,1000.0,11.0,73.0
2020-11-12,2020,northernkentucky,ncgreensboro,69,70,5.0,132.0,6.5,128.0,-260.0,220.0,6.0,68.5
2020-11-12,2020,columbia,marist,67,82,132.5,3.0,131.5,6.0,200.0,-240.0,71.5,2.5
2020-11-12,2020,indianau,noillinois,85,49,23.0,137.0,25.5,143.5,-3000.0,1200.0,10.0,75.0
2020-11-12,2020,eastcarolina,canisius,83,71,5.0,142.0,4.5,142.0,-220.0,190.0,76.0,1.5
2020-11-12,2020,louisville,furman,72,80,10.0,140.5,9.0,145.5,-450.0,375.0,5.0,77.5
2020-11-12,2020,manhattan,fordham,66,60,3.0,124.5,4.0,133.5,-175.0,155.0,2.0,71.0
2020-11-12,2020,clemson,wofford,76,68,9.0,129.0,7.0,130.5,-330.0,270.0,2.5,70.5
2020-11-12,2020,kentucky,robertmorris,100,60,25.0,143.5,23.0,144.5,-2500.0,1100.0,9.5,76.5
2020-11-12,2020,georgemason,pennsylvania,87,66,6.0,144.5,8.0,148.0,-350.0,290.0,1.5,77.5
2020-11-12,2020,uab,moreheadstate,85,71,12.5,136.5,13.0,136.5,-800.0,550.0,3.0,72.5
2020-11-12,2020,wakeforest,westerncarolina,87,75,17.0,142.0,18.5,146.0,-2000.0,1000.0,9.5,77.5
2020-11-12,2020,iowa,umkc,89,57,20.5,140.0,19.5,138.0,-2000.0,1000.0,6.5,71.5
2020-11-12,2020,saintlouis,easternillinois,86,44,21.5,141.5,21.0,139.5,-2000.0,1000.0,6.5,72.5
2020-11-12,2020,texasa&m,abilenechristian,81,80,11.0,131.0,10.5,127.0,-600.0,450.0,4.0,67.0
2020-11-12,2020,southernmiss,ullafayette,45,66,2.0,140.5,140.5,3.5,140.0,-160.0,73.5,0.5
2020-11-12,2020,alabama,southdakotastate,104,88,12.0,162.5,12.5,164.0,-700.0,500.0,6.5,87.0
2020-11-12,2020,wisconsin,wiscgreenbay,72,34,21.5,134.0,21.5,132.5,-2000.0,1000.0,7.5,68.0
2020-11-12,2020,auburn,ulmonroe,93,65,24.5,141.5,26.0,143.0,-2500.0,1100.0,13.0,76.0
2020-11-12,2020,kansas,tarletonst,88,62,25.0,136.5,26.5,133.5,-4500.0,1500.0,12.5,71.0
2020-11-12,2020,houstonu,rice,79,46,14.5,141.5,13.5,140.5,-900.0,600.0,2.5,74.0
2020-11-12,2020,oklahomastate,oakland,55,56,17.5,145.5,16.5,144.5,-1500.0,850.0,12.0,74.5
2020-11-12,2020,iowastate,oregonstate,60,50,139.5,3.0,1.0,143.0,-115.0,-105.0,75.0,0.5
2020-11-12,2020,oklahoma,texsanantonio,96,44,18.5,140.5,19.0,137.5,-1600.0,900.0,6.0,70.0
2020-11-12,2020,yale,massachusetts,91,71,145.5,1.0,145.0,1.5,-105.0,-115.0,78.5,2.5
2020-11-12,2020,lsu,texasstate,84,59,15.0,139.5,13.5,137.5,-1000.0,650.0,9.5,72.5
2020-11-12,2020,chicagost,siuedwardsville,67,56,140.0,10.5,143.0,11.0,475.0,-650.0,74.5,6.5
2020-11-12,2020,soillinois,austinpeay,73,55,14.5,139.5,13.5,140.5,-1000.0,650.0,8.5,72.5
2020-11-12,2020,purdue,indianastate,92,67,23.0,143.5,26.5,146.0,-2500.0,1100.0,10.5,78.0
2020-11-12,2020,westvirginia,pittsburgh,74,59,12.5,138.0,17.0,134.0,-1400.0,800.0,6.5,70.0
2020-11-12,2020,nebraska,samhoustonst,74,65,11.5,147.0,11.5,150.5,-600.0,450.0,8.0,78.5
2020-11-12,2020,illinois,arkansasstate,92,53,20.5,140.0,16.5,140.0,-1400.0,800.0,4.5,75.0
2020-11-12,2020,dixiestate,southernutah,83,76,154.5,10.5,157.5,10.5,425.0,-550.0,82.5,8.5
2020-11-12,2020,byu,sandiegostate,66,60,2.5,135.5,3.0,135.5,-150.0,130.0,1.5,72.0
2020-11-12,2020,northcarolina,brown,94,87,20.5,145.5,24.0,147.0,-3000.0,1200.0,12.5,78.5
2020-11-12,2020,arizona,utriograndevalley,104,50,24.5,136.0,24.5,142.5,-2500.0,1100.0,9.0,75.0
2020-11-12,2020,pepperdine,idahostate,65,60,5.0,140.5,4.5,140.0,-185.0,165.0,1.0,73.0
2020-11-12,2020,nevada,sandiego,68,75,16.5,153.5,14.0,152.0,-1000.0,650.0,10.0,81.0
2020-11-12,2020,washingtonstate,seattleu,79,61,15.0,140.0,13.5,140.0,-1000.0,650.0,7.5,74.0
2020-11-12,2020,santaclara,stanford,88,72,137.0,3.0,137.0,3.5,135.0,-155.0,74.5,4.5
2020-11-12,2020,oregon,smu,86,63,6.5,146.5,7.5,143.5,-300.0,250.0,0.503,76.5
2020-11-12,2020,ucla,villanova,86,77,3.5,138.5,3.0,140.5,-145.0,125.0,1.0,74.0
2020-11-12,2020,campbell,hartford,68,67,4.0,134.5,6.52,134.0,-220.0,190.0,4.0,72.5
2020-11-12,2020,rhodeisland,bryant,83,64,12.0,149.5,9.0,154.5,-550.0,425.0,4.5,81.5
2020-11-12,2020,butler,centralarkansas,85,53,22.5,138.5,22.5,138.5,-2500.0,1100.0,10.0,72.5
2020-11-12,2020,charlotteu,uscupstate,76,64,13.0,130.5,14.5,130.5,-900.0,600.0,4.0,70.5
2020-11-12,2020,william&mary,american,62,74,2.5,137.0,2.5,137.0,-135.0,115.0,3.0,71.5
2020-11-12,2020,presbyterian,vmi,73,72,2.0,143.5,NaN,NaN,-110.0,-110.0,73.5,1.5
2020-11-12,2020,virginia,radford,73,52,17.5,126.0,17.5,123.0,-1500.0,850.0,5.5,65.5
2020-11-12,2020,duke,army,82,56,24.0,143.5,25.5,148.5,-3000.0,1200.0,12.0,78.5
2020-11-12,2020,rider,coppinstate,81,69,16.5,150.5,15.0,157.5,-1200.0,750.0,8.5,82.0
2020-11-12,2020,middletennst,bethunecookman,71,51,13.0,139.0,12.5,134.0,-800.0,550.0,4.5,70.5
2020-11-12,2020,mississippi,charlestonsou,93,68,25.5,135.0,23.5,135.5,-3000.0,1200.0,10.0,70.5
2020-11-12,2020,bostoncollege,holycross,85,55,14.5,141.5,16.5,138.0,-1400.0,800.0,5.0,73.0
2020-11-12,2020,louisianatech,jacksonstate,70,68,15.5,130.5,17.5,129.5,-1500.0,850.0,8.0,68.5
2020-11-12,2020,collcharleston,lipscomb,86,77,5.5,147.0,5.0,154.0,-200.0,175.0,1.5,84.0
2020-11-12,2020,georgiatech,stetson,77,52,13.5,141.0,12.5,140.5,-900.0,600.0,4.5,73.5
2020-11-12,2020,lafayette,cornell,85,90,1.5,147.0,3.5,146.5,-160.0,140.0,4.0,78.0
2020-11-12,2020,northwestern,highpoint,95,60,18.0,138.0,19.0,135.5,-2000.0,1000.0,9.5,71.5
2020-11-12,2020,texastech,grambling,88,62,28.0,136.0,25.5,140.0,-4500.0,1500.0,12.5,76.0
2020-11-12,2020,marquette,newhampshire,75,70,13.5,139.0,13.0,139.5,-850.0,575.0,5.5,74.0
2020-11-12,2020,baylor,incarnateword,87,60,35.5,139.5,33.5,138.5,-4500.0,1500.0,15.5,74.5
2020-11-12,2020,navy,virginiatech,57,77,136.5,9.5,134.5,10.5,425.0,-550.0,73.0,2.5
2020-11-12,2020,grandcanyon,northflorida,65,51,9.0,140.0,12.0,140.0,-550.0,425.0,3.5,72.5
2020-11-12,2020,coloradostate,arkpinebluff,91,71,32.0,143.0,33.0,146.5,-6000.0,2000.0,16.5,76.5
2020-11-12,2020,fresnostate,longisland,84,60,12.5,141.0,11.0,141.5,-650.0,475.0,4.0,75.5
2020-11-12,2020,saintmarysca,texassouthern,67,58,18.5,136.5,17.0,135.5,-1400.0,800.0,9.5,70.5
2020-11-12,2020,socarolinast,loyolamaryland,65,75,146.0,9.5,146.5,10.0,375.0,-450.0,75.5,5.5
2020-11-13,2020,notredame,csnorthridge,68,52,23.0,149.5,25.0,146.5,NaN,NaN,12.0,75.0
2020-11-13,2020,ballstate,nebraskaomaha,73,69,8.0,148.0,10.5,146.0,-500.0,400.0,1.5,74.0
2020-11-13,2020,southflorida,georgiasouthern,41,53,7.0,131.5,5.5,131.5,-240.0,200.0,4.5,68.0
2020-11-13,2020,iona,harvard,90,87,5.0,136.5,9.5,138.0,-380.0,320.0,6.5,77.0
2020-11-13,2020,valparaiso,illinoischicago,70,74,3.5,130.0,3.0,130.0,-150.0,130.0,2.0,71.0
2020-11-13,2020,tulsa,airforce,58,59,12.5,129.5,15.0,124.0,-1200.0,750.0,10.5,66.0
