,Date,Rank,TeamID,Points,Team
471,1938-11-28,10,1,177.0,Minnesota
472,1938-11-28,11,38,52.0,Cornell
473,1938-11-28,12,34,51.0,California
474,1938-11-28,13,16,41.0,Fordham
475,1938-11-28,14,52,39.0,Texas Tech
476,1938-11-28,15,41,38.0,Villanova
477,1938-11-28,16,48,37.0,Michigan
478,1938-11-28,17,25,23.0,Alabama
479,1938-11-28,18,18,17.0,Tulane
480,1938-11-28,19,4,15.0,Northwestern
481,1938-11-28,20,27,14.0,Dartmouth
482,1938-11-28,NR,23,0.0,Santa Clara
483,1938-11-28,NR,53,0.0,Georgetown
484,1938 Final,1,29,868.0,TCU 
485,1938 Final,2,28,706.0,Tennessee 
486,1938 Final,3,2,679.0,Duke 
487,1938 Final,4,50,524.0,Oklahoma
488,1938 Final,5,7,490.0,Notre Dame 
489,1938 Final,6,49,412.0,Carnegie Mellon
490,1938 Final,7,6,406.0,USC 
491,1938 Final,8,9,290.0,Pittsburgh
492,1938 Final,9,17,149.0,Holy Cross
493,1938 Final,10,1,111.0,Minnesota
494,1938 Final,11,52,42.0,Texas Tech
495,1938 Final,12,38,27.0,Cornell
496,1938 Final,13,25,25.0,Alabama
497,1938 Final,14,34,20.0,California
498,1938 Final,15,16,19.0,Fordham
499,1938 Final,16,48,16.0,Michigan
500,1938 Final,17,4,15.0,Northwestern
501,1938 Final,18,41,13.0,Villanova
502,1938 Final,19,18,11.0,Tulane
503,1938 Final,20,27,10.0,Dartmouth
504,1939-10-16,1,9,793.0,Pittsburgh 
505,1939-10-16,2,7,694.0,Notre Dame 
506,1939-10-16,3,50,607.0,Oklahoma 
507,1939-10-16,4,18,560.0,Tulane 
508,1939-10-16,5,28,556.0,Tennessee 
509,1939-10-16,6,48,512.0,Michigan 
510,1939-10-16,7,6,442.14,USC
511,1939-10-16,8,25,402.64,Alabama 
512,1939-10-16,9,14,383.14,Texas A&M 
513,1939-10-16,10,31,352.0,Ohio State 
514,1939-10-16,11,54,209.14,Oregon 
515,1939-10-16,12,38,186.0,Cornell 
516,1939-10-16,13,2,131.14,Duke
517,1939-10-16,14,40,92.0,North Carolina
518,1939-10-16,15,49,79.0,Carnegie Mellon
519,1939-10-16,16,15,65.0,Nebraska
520,1939-10-16,17,55,36.0,Mississippi
521,1939-10-16,18,19,33.0,SMU
522,1939-10-16,19,35,30.0,Baylor
523,1939-10-16,20,12,29.0,St. Mary's
524,1939-10-23,1,28,1077.0,Tennessee 
525,1939-10-23,2,7,841.0,Notre Dame 
526,1939-10-23,3,48,721.0,Michigan 
527,1939-10-23,4,31,712.0,Ohio State 
528,1939-10-23,5,14,658.0,Texas A&M 
529,1939-10-23,6,50,493.0,Oklahoma 
530,1939-10-23,7,38,438.0,Cornell 
531,1939-10-23,8,6,319.0,USC
532,1939-10-23,9,18,241.0,Tulane 
533,1939-10-23,10,15,160.0,Nebraska
534,1939-10-23,11,11,117.0,Duquesne
535,1939-10-23,12,2,114.0,Duke
536,1939-10-23,13,40,111.0,North Carolina
537,1939-10-23,14,55,84.0,Mississippi
538,1939-10-23,15,56,67.0,Oregon State
539,1939-10-23,16,24,63.0,Penn
540,1939-10-23,17,19,49.0,SMU
541,1939-10-23,18,9,33.0,Pittsburgh
542,1939-10-23,19,57,25.0,New York
543,1939-10-23,20,25,17.0,Alabama
544,1939-10-23,NR,54,0.0,Oregon
545,1939-10-23,NR,49,0.0,Carnegie Mellon
546,1939-10-23,NR,35,0.0,Baylor
547,1939-10-23,NR,12,0.0,St. Mary's
548,1939-10-30,1,28,1120.0,Tennessee 
549,1939-10-30,2,48,1005.0,Michigan 
550,1939-10-30,3,38,933.0,Cornell 
551,1939-10-30,4,7,858.0,Notre Dame 
552,1939-10-30,5,14,714.0,Texas A&M 
553,1939-10-30,6,50,605.5,Oklahoma 
554,1939-10-30,7,6,598.0,USC 
555,1939-10-30,8,18,419.0,Tulane 
556,1939-10-30,9,40,314.0,North Carolina 
557,1939-10-30,10,15,180.5,Nebraska
558,1939-10-30,11,56,76.0,Oregon State
559,1939-10-30,12,2,46.0,Duke
560,1939-10-30,13,11,44.0,Duquesne
561,1939-10-30,14,31,25.0,Ohio State
562,1939-10-30,15,58,22.0,Kentucky
563,1939-10-30,16,19,21.0,SMU
564,1939-10-30,17,57,20.0,New York
565,1939-10-30,18,13,17.0,LSU
566,1939-10-30,19,25,14.0,Alabama
567,1939-10-30,19,59,14.0,UCLA
568,1939-10-30,NR,55,0.0,Mississippi
569,1939-10-30,NR,24,0.0,Penn
570,1939-10-30,NR,9,0.0,Pittsburgh
571,1939-11-06,1,28,1017.0,Tennessee 
572,1939-11-06,2,14,787.0,Texas A&M 
573,1939-11-06,3,7,785.0,Notre Dame 
574,1939-11-06,4,6,718.0,USC 
575,1939-11-06,5,38,655.0,Cornell 
576,1939-11-06,6,50,582.0,Oklahoma 
577,1939-11-06,7,18,378.5,Tulane
578,1939-11-06,8,40,360.5,North Carolina 
579,1939-11-06,9,31,96.0,Ohio State
580,1939-11-06,10,48,94.0,Michigan
581,1939-11-06,11,59,91.0,UCLA
582,1939-11-06,12,11,74.0,Duquesne
583,1939-11-06,13,19,69.0,SMU
584,1939-11-06,14,27,62.0,Dartmouth
585,1939-11-06,15,2,46.0,Duke
586,1939-11-06,16,23,29.0,Santa Clara
587,1939-11-06,17,57,24.0,New York
588,1939-11-06,18,58,23.0,Kentucky
589,1939-11-06,19,55,9.0,Mississippi
590,1939-11-06,20,25,8.0,Alabama
591,1939-11-06,NR,15,0.0,Nebraska
592,1939-11-06,NR,56,0.0,Oregon State
593,1939-11-06,NR,13,0.0,LSU
594,1939-11-13,1,28,1014.0,Tennessee 
595,1939-11-13,2,14,877.0,Texas A&M
