Season,Date,Team1,Team1 Location,Team2,Team2 Location,Open1,Open2,Close1,Close2,MoneyLine1,MoneyLine2,Team1 Score,Team2 Score,Result of Home Team
2008,2007-11-05,Richmond,N,Maine,N,8.5,127,5.5,127.5,-240,200,44,42,N/A
2008,2007-11-05,MemphisU,H,TennMartin,V,35,140,35.5,144,-39000,13000,102,71,1
2008,2007-11-06,AlabamaA&M,N,GardnerWebb,N,132.5,4,139.5,3,140,-160,55,69,N/A
2008,2007-11-06,Kentucky,H,CentralArkansas,V,28,138,26.5,134,-7000,3000,67,40,1
2008,2007-11-06,TennMartin,N,Maine,N,3,131,1.5,128,-125,105,66,62,N/A
2008,2007-11-06,MemphisU,H,Richmond,V,29,138,29.5,140.5,-10000,4000,80,63,1
2008,2007-11-07,Buffalo,N,OhioValley,N,25,166,25,166,-7000,3000,89,82,N/A
2008,2007-11-07,Connecticut,H,MorganState,V,26,134,26,138.5,NL,NL,69,65,1
2008,2007-11-07,CentralArkansas,N,AlabamaA&M,N,4,128,3.5,129,-160,140,69,59,N/A
2008,2007-11-07,Kentucky,H,GardnerWebb,V,25.5,137,26.5,132.5,-7000,3000,68,84,0
2008,2007-11-08,MorganState,N,OhioValley,N,11,163,11.5,163,-900,600,77,66,N/A
2008,2007-11-08,Connecticut,H,Buffalo,V,17.5,137.5,19,143,-3000,1500,82,57,1
2008,2007-11-08,DenverU,N,ECentralOklahoma,N,11,135,8.5,133.5,-400,325,76,75,N/A
2008,2007-11-08,Oklahoma,H,SanFrancisco,V,17,132,17.5,131,-2600,1420,71,55,1
2008,2007-11-09,Ohio,H,NewMexicoState,V,3.5,151.5,3.5,151.5,-180,158,80,72,1
2008,2007-11-09,Columbia,H,Fordham,V,124.5,4,124.5,5,190,-230,61,79,0
2008,2007-11-09,Pennsylvania,H,Drexel,V,133.5,1.5,133.5,3,130,-150,59,67,0
2008,2007-11-09,BallState,H,Butler,V,113.5,10.5,113.5,10.5,460,-620,45,61,0
2008,2007-11-09,RhodeIsland,H,FlaAtlantic,V,14,163.5,13,163.5,-1300,850,90,63,1
2008,2007-11-09,SouthFlorida,H,ClevelandState,V,9.5,129,7.5,129,-340,280,70,73,0
2008,2007-11-09,EasternMichigan,H,Brown,V,5.5,127.5,5.5,129,-235,195,55,74,0
2008,2007-11-09,Tennessee,H,Temple,V,17.5,165,17.5,165,-2200,1315,80,63,1
2008,2007-11-09,Creighton,H,Depaul,V,4,124,3,124,-155,135,74,62,1
2008,2007-11-09,Alabama,H,Troy,V,18.5,153.5,17,153.5,-2000,1250,84,72,1
2008,2007-11-09,Kansas,H,ULMonroe,V,27,146.5,27,146.5,NL,NL,107,78,1
2008,2007-11-09,Colorado,H,NewMexico,V,158,2,158,1,100,-120,47,54,0
2008,2007-11-09,Tulane,H,Auburn,V,pk,148.5,2.5,148.5,-145,125,77,62,1
2008,2007-11-09,CalIrvine,H,LoyolaMarymount,V,9.5,131,9.5,130,-500,400,74,61,1
2008,2007-11-09,Hawaii,H,SanDiego,V,10,145,8.5,147,-415,333,72,73,0
2008,2007-11-09,CalPolySLO,N,Massachusetts,N,NL,5.5,156.5,5.5,200,-240,64,90,N/A
2008,2007-11-09,NorthernIowa,H,NoIllinois,V,14,NL,14,130,-1250,800,75,45,1
2008,2007-11-09,BowlingGreen,N,WesternCarolina,N,1.5,NL,144,1,105,-125,60,63,N/A
2008,2007-11-09,Cincinnati,H,Belmont,V,8,NL,8,137.5,-410,330,75,86,0
2008,2007-11-09,NorthernColorado,N,VMI,N,NL,8,180,5,145,-165,104,97,N/A
2008,2007-11-09,AirForce,H,Dartmouth,V,16,114.5,15,114.5,-1550,1025,67,38,1
2008,2007-11-09,CalSantaBarb,N,NorthwesternSt,N,4,NL,4,147,-205,173,92,71,N/A
2008,2007-11-09,Stanford,H,Harvard,V,23,148,24,148,-4000,2000,111,56,1
2008,2007-11-09,SanDiegoState,N,Liberty,N,7,NL,7.5,143.5,-360,300,62,50,N/A
2008,2007-11-09,FresnoState,H,PortlandU,V,12,130.5,14,130.5,-1300,850,75,68,1
2008,2007-11-09,SanFrancisco,N,ECentralOklahoma,N,15,NL,14.5,138.5,-1100,700,87,70,N/A
2008,2007-11-09,Oklahoma,H,DenverU,V,25,NL,25.5,125.5,NL,NL,80,50,1
2008,2007-11-09,GeorgiaTech,H,NCGreensboro,V,17,NL,16,142.5,-2000,1250,74,83,0
2008,2007-11-09,Rutgers,H,TennesseeTech,V,7.5,NL,8,134,-360,300,70,64,1
2008,2007-11-09,VirginiaTech,H,Elon,V,17,NL,18.5,129.5,-2000,1250,69,64,1
2008,2007-11-09,JamesMadison,H,Siena,V,NL,4,146.5,2.5,140,-160,100,88,1
2008,2007-11-09,WakeForest,H,Fairfield,V,12,NL,12.5,138.5,-900,600,85,60,1
2008,2007-11-09,TowsonState,H,LoyolaMaryland,V,1.5,NL,143,3,120,-140,83,69,1
2008,2007-11-09,KansasState,H,SacramentoState,V,22,NL,22,151.5,-5500,2625,94,63,1
2008,2007-11-09,Arkansas,H,Wofford,V,23.5,NL,23,146,-6000,2750,67,45,1
2008,2007-11-09,HoustonU,H,MoreheadState,V,21,NL,24,134,-5000,2500,83,54,1
2008,2007-11-09,Montana,H,ColoradoState,V,4,NL,9,142.5,-420,335,75,39,1
2008,2007-11-09,Iowa,H,IdahoState,V,15,NL,13.5,120,-1100,700,58,43,1
2008,2007-11-09,Georgia,H,JacksonvilleSt,V,21,NL,20.5,145.5,-2500,1400,107,65,1
2008,2007-11-09,WashingtonState,H,E.Washington,V,23,NL,26.5,141,-7000,3000,68,41,1
2008,2007-11-09,UNLV,H,MontanaState,V,18.5,139,16,139,-1800,1150,76,65,1
2008,2007-11-09,UCLA,H,PortlandState,V,23.5,142,22,142,-4000,2000,69,48,1
2008,2007-11-10,Georgetown,H,William&Mary,V,23,122,22.5,122,-4000,2000,68,53,1
2008,2007-11-10,TexasTech,H,CalRiverside,V,19.5,136,21,135.5,-3500,1750,68,56,1
2008,2007-11-10,LongBeachState,H,BYU,V,154.5,8,148,9,370,-450,34,74,0
2008,2007-11-10,Toledo,H,MissouriSt,V,138.5,2.5,138.5,3,130,-150,57,53,1
2008,2007-11-10,GeorgiaState,H,UAB,V,129,8.5,128.5,11,425,-525,63,86,0
2008,2007-11-10,DetroitU,H,KentState,V,126,5.5,126,4,165,-195,61,60,1
2008,2007-11-10,IllinoisChicago,H,Bradley,V,146.5,5,146.5,6,215,-255,84,75,1
2008,2007-11-10,MississippiSt,H,LouisianaTech,V,22.5,143,22.5,143,-4000,2000,75,45,1
2008,2007-11-10,SaintMarysCA,H,Drake,V,10,145,11.5,143,-670,545,72,66,1
2008,2007-11-10,BowlingGreen,N,Belmont,N,139.5,8,139,6,220,-260,78,67,N/A
2008,2007-11-10,Cincinnati,H,WesternCarolina,V,8,135,8.5,135,-405,335,66,64,1
2008,2007-11-10,Massachusetts,N,NoIllinois,N,15,146,14,149,-1400,900,102,87,N/A
2008,2007-11-10,NorthernIowa,H,CalPolySLO,V,13,137,14,137,-1300,850,62,55,1
2008,2007-11-10,VaMilitary,N,Dartmouth,N,6,171,5,168,-230,190,87,98,N/A
2008,2007-11-10,AirForce,H,NorthernColorado,V,16,127.5,14,124.5,-1300,850,71,62,1
2008,2007-11-10,Pacific,N,WesternMichigan,N,135.5,4.5,135.5,2.5,120,-140,90,76,N/A
2008,2007-11-10,Oregon,H,Pepperdine,V,26,156,23.5,162.5,-5000,2500,100,70,1
2008,2007-11-10,CalSantaBarb,N,Harvard,N,16.5,148.5,17,148.5,-1700,1050,79,61,N/A
2008,2007-11-10,Stanford,H,NorthwesternSt,V,20,155,21,155,-3500,1750,97,58,1
2008,2007-11-10,FresnoState,H,Liberty,V,9.5,144,13,142.5,-1000,700,71,62,1
2008,2007-11-10,SanDiegoState,N,PortlandU,N,11.5,130,10.5,126.5,-550,450,78,64,N/A
2008,2007-11-10,NCWilmington,H,CollCharleston,V,6,131,7.5,135,-315,265,98,91,1
2008,2007-11-10,Xavier,H,SEMissouriSt,V,24,152,23.5,152,-3500,1500,90,59,1
2008,2007-11-10,Vanderbilt,H,AustinPeay,V,12,141,11.5,141,-725,575,81,67,1
2008,2007-11-10,MurrayState,H,Rider,V,6,139,7.5,138,-325,275,66,65,1
2008,2007-11-10,WeberState,H,UtahState,V,140.5,3,140.5,2,115,-135,78,71,1
2008,2007-11-11,Michigan,H,Brown,V,13.5,122,14.5,122,-1300,850,72,57,1
2008,2007-11-11,CentralFlorida,H,Nevada,V,1,139,3.5,139,-165,145,63,60,1
2008,2007-11-11,Illinois,H,Northeastern,V,19,113,18.5,117,-2500,1450,63,55,1
2008,2007-11-11,Pittsburgh,H,SaintLouis,V,13,123.5,13,126.5,-1000,700,69,58,1
2008,2007-11-11,NoIllinois,N,CalPolySLO,N,149,7,147,6.5,250,-300,78,88,N/A
2008,2007-11-11,NorthernIowa,H,Massachusetts,V,3,136,4,139,-175,155,75,68,1
2008,2007-11-11,PortlandU,N,Liberty,N,145,1,1,141,-120,100,73,62,N/A
2008,2007-11-11,FresnoState,H,SanDiegoState,V,2,134,3,135.5,-150,130,72,89,0
2008,2007-11-11,Harvard,N,NorthwesternSt,N,163,6,161,5.5,195,-235,90,60,N/A
2008,2007-11-11,Stanford,H,CalSantaBarb,V,14.5,135.5,15.5,139.5,-1600,1000,67,48,1
2008,2007-11-11,Pepperdine,N,WesternMichigan,N,156.5,9,166.5,9,355,-425,65,70,N/A
2008,2007-11-11,Oregon,H,Pacific,V,16,144,15.5,148.5,-1800,1100,80,64,1
2008,2007-11-11,WesternCarolina,N,Belmont,N,140.5,3,142.5,2,110,-130,70,79,N/A
2008,2007-11-11,Cincinnati,H,BowlingGreen,V,7.5,137,8,137,-335,285,67,69,0
2008,2007-11-11,Tulsa,N,Hampton,N,10,124.5,9.5,126.5,-500,400,55,72,N/A
2008,2007-11-11,Maryland,H,NorthFlorida,V,32.5,128,33,133,-10000,5000,79,50,1
2008,2007-11-11,LoyolaMaryland,H,Pennsylvania,V,5,145,5,145,-210,180,89,68,1
2008,2007-11-11,Florida,H,TennesseeTech,V,18.5,146,17,146,-1400,900,93,65,1
2008,2007-11-11,Evansville,H,Samford,V,13,123,10,124,-600,475,49,50,0
2008,2007-11-11,Gonzaga,H,Montana,V,13.5,137.5,12,142.5,-800,600,77,54,1
2008,2007-11-11,Marist,H,Delaware,V,12,141,10,141,-500,400,89,78,1
2008,2007-11-11,TennesseeState,H,GeorgiaTech,V,139,8.5,144,8,300,-360,85,99,0
2008,2007-11-12,BostonCollege,H,FlaAtlantic,V,16,147.5,16,146.5,-1500,1000,68,62,1
2008,2007-11-12,Duke,H,NewMexicoState,V,16.5,142,20.5,155,-4500,2250,86,61,1
2008,2007-11-12,LoyolaMarymount,H,ArkansasLR,V,1,128.5,131,2.5,115,-135,40,71,0
2008,2007-11-12,Tulsa,N,NorthFlorida,N,15,116,17,118.5,-1500,1000,83,66,N/A
2008,2007-11-12,Maryland,H,Hampton,V,16.5,140,16,146.5,-1800,1150,70,64,1
2008,2007-11-12,Columbia,N,DelawareState,N,3.5,115,3,121.5,-155,135,47,41,N/A
2008,2007-11-12,OhioState,H,WiscGreenBay,V,15.5,135.5,14.5,140,-1500,1000,91,68,1
2008,2007-11-12,Syracuse,H,Siena,V,15,152,13.5,157.5,-1100,700,97,89,1
2008,2007-11-12,St.Josephs,N,FairDickinson,N,18,141,17.5,139,-1800,1150,86,66,N/A
2008,2007-11-12,Pepperdine,N,Pacific,N,153.5,9.5,152,9,383,-480,76,84,N/A
2008,2007-11-12,Oregon,H,WesternMichigan,V,16,146.5,15,156,-1300,850,97,88,1
2008,2007-11-12,Fordham,N,CentralMissouriSt,N,15,128.5,15,128.5,-1500,1000,76,66,N/A
2008,2007-11-12,Missouri,H,CentralMichigan,V,15,150,15.5,150,-2000,1250,87,76,1
2008,2007-11-12,WeberState,N,CSSanBernardino,N,8.5,141,8.5,141,-450,360,59,71,N/A
2008,2007-11-12,UCLA,H,YoungstownState,V,28.5,124.5,28.5,123.5,-8500,3500,83,52,1
2008,2007-11-12,FloridaState,H,GeorgiaSouthern,V,16,137,17.5,143,-2200,1315,92,67,1
2008,2007-11-12,IndianaU,H,TennesseeChat,V,24,132,22.5,138,-4000,2000,99,79,1
2008,2007-11-12,NCCharlotte,H,AppalachianSt,V,2.5,141,3.5,140,-165,145,84,78,1
2008,2007-11-12,SouthCarolina,H,TheCitadel,V,22,123.5,23.5,135.5,-5000,2500,103,42,1
2008,2007-11-12,Clemson,H,Furman,V,23.5,131.5,24.5,134,-5000,2500,91,46,1
2008,2007-11-12,NewMexico,H,E.Washington,V,18,158.5,21,138.5,-3750,1850,92,57,1
2008,2007-11-13,Toledo,H,Vanderbilt,V,136.5,5,135.5,5,190,-230,70,77,0
2008,2007-11-13,GeorgeMason,H,ClevelandState,V,15.5,121.5,13,130,-1100,700,56,47,1
2008,2007-11-13,Buffalo,H,SouthFlorida,V,143,2.5,149.5,2,105,-125,76,69,1
2008,2007-11-13,Mississippi,H,SouthAlabama,V,9,136.5,13,150.5,-1000,650,81,78,1
2008,2007-11-13,TCU,H,Rice,V,10,136,13,141.5,-900,600,76,49,1
2008,2007-11-13,Gonzaga,H,IdahoU,V,28,140.5,23.5,142.5,NL,NL,80,43,1
2008,2007-11-13,EastCarolina,H,Richmond,V,2.5,120,4,131,-165,145,65,67,0
2008,2007-11-13,BoiseState,H,WashingtonState,V,134,9,132,7.5,260,-320,74,86,0
2008,2007-11-13,DenverU,H,Wyoming,V,144.5,9,134.5,8,325,-400,76,65,1
2008,2007-11-13,CalIrvine,H,Nevada,V,140.5,2,133,1.5,105,-125,68,77,0
2008,2007-11-13,NorthMichigan,N,ULMonroe,N,NL,NL,NL,NL,NL,NL,53,60,N/A
2008,2007-11-13,MichiganState,H,ChicagoSt.,V,25,138.5,26,145.5,-7000,3000,86,53,1
2008,2007-11-13,TexasA&MCorpus,N,UTEP,N,154,10.5,150.5,11,475,-650,62,77,N/A
2008,2007-11-13,TexasA&M,H,OralRoberts,V,15.5,134,17,130,-2000,1250,67,53,1
2008,2007-11-13,Wisc-GreenBay,N,DelawareState,N,7,118,7,121.5,-275,235,70,50,N/A
2008,2007-11-13,OhioSt.,H,Columbia,V,25,141,24.5,138.5,-4500,2250,68,54,1
2008,2007-11-13,Syracuse,H,St.Josephs,V,7.5,158,5.5,150,-240,200,72,69,1
2008,2007-11-13,Siena,N,FairDickinson,N,13.5,156.5,11,160.5,-700,500,88,66,N/A
2008,2007-11-13,CentralMich,N,CentralMissouriSt,N,5,140,7,140,-290,245,70,75,N/A
2008,2007-11-13,Missouri,H,Fordham,V,8,149.5,9,152.5,-450,360,79,55,1
2008,2007-11-13,WeberSt.,N,YoungstownSt.,N,4,141,3.5,137.5,-185,160,66,69,N/A
2008,2007-11-13,UCLA,H,CSSanBernardino,V,32,134,31,135,-18500,7000,76,41,1
2008,2007-11-13,UtahU,N,HighPoint,N,5.5,137,6.5,137,-285,243,77,64,N/A
2008,2007-11-13,WashingtonU,H,NJTech,V,NL,NL,NL,NL,NL,NL,88,47,1
2008,2007-11-13,EasternIllinois,N,LoyolaChicago,N,131.5,4,132,1.5,120,-140,65,72,N/A
2008,2007-11-13,Arizona,N,NorthernArizona,N,20,162,21.5,153,-5000,2500,76,69,N/A
2008,2007-11-13,MontanaState,N,LongBeachState,N,6.5,144.5,10,134,-550,425,74,56,N/A
2008,2007-11-13,MiamiOhio,H,Xavier,V,126.5,4.5,127.5,4.5,180,-220,59,57,1
2008,2007-11-14,Brown,H,RhodeIsland,V,137,6,140.5,5,190,-230,61,75,0
2008,2007-11-14,BallState,H,WiscMilwaukee,V,2,125,127.5,2,115,-135,74,81,0
2008,2007-11-14,Butler,H,IndianaState,V,15,115,12,120.5,-1100,700,76,48,1
2008,2007-11-14,SaintLouis,H,DetroitU,V,10,124,11,121.5,-700,500,66,58,1
2008,2007-11-14,Massachusetts,H,Yale,V,12.5,148.5,10,153,-700,500,89,80,1
2008,2007-11-14,NorthTexas,H,OklahomaState,V,141.5,6,147.5,6,235,-275,82,73,1
2008,2007-11-14,Bradley,H,IowaState,V,9.5,130,10,133.5,-650,475,65,56,1
2008,2007-11-14,NewMexicoState,H,UCDavis,V,17.5,150,17,149,-2000,1250,75,65,1
2008,2007-11-14,California,H,SoMississippi,V,7.5,131,7,132.5,-330,270,67,59,1
2008,2007-11-14,ChicagoSt.,N,NorthMichigan,N,5,115,4.5,120,-200,170,89,50,N/A
2008,2007-11-14,MichiganSt.,H,ULMonroe,V,22.5,144,23.5,142.5,-4500,2250,83,65,1
2008,2007-11-14,TexasA&MCorpus,N,OralRoberts,N,136,9.5,132.5,8.5,383,-480,86,81,N/A
2008,2007-11-14,TexasA&M,H,UTEP,V,14,129,13.5,131,-1200,775,81,76,1
2008,2007-11-14,HighPoint,N,NJTech,N,NL,NL,NL,NL,NL,NL,76,53,N/A
2008,2007-11-14,Washington,H,Utah,V,7,139,9,149.5,NL,NL,83,77,1
2008,2007-11-14,Davidson,H,NorthCarolina,V,164,10.5,165,10.5,525,-750,68,72,0
2008,2007-11-14,Princeton,H,Iona,V,5.5,112.5,6,120,-280,240,66,58,1
2008,2007-11-14,IllinoisState,H,SEMissouriSt,V,17,130,17,134,-2000,1250,90,71,1
2008,2007-11-14,Iowa,H,NorthernColorado,V,14.5,131,15,127.5,-1700,1100,59,47,1
2008,2007-11-14,BYU,H,IdahoState,V,20,133,17,126,-2000,1250,90,69,1
2008,2007-11-15,NCState,H,William&Mary,V,17.5,131.5,15,134,-1500,1000,66,47,1
2008,2007-11-15,Georgetown,H,Michigan,V,15,121,13,124,-900,650,74,52,1
2008,2007-11-15,Northwestern,H,Stanford,V,122,10,127.5,8,310,-370,60,71,0
2008,2007-11-15,MississippiSt,H,Clemson,V,4.5,143,4,144,-190,165,82,84,0
2008,2007-11-15,Maryland,H,Northeastern,V,18,135,16.5,141,-2000,1250,74,72,1
2008,2007-11-15,CalPolySLO,H,UtahState,V,pk,142,3,142,-155,135,83,69,1
2008,2007-11-15,VaCommonwealth,H,HoustonU,V,pk,132.5,pk,143,115,-135,73,72,1
2008,2007-11-15,MiamiFlorida,H,Marist,V,7,142.5,8,146,-365,305,85,61,1
2008,2007-11-15,Providence,H,Temple,V,6,149.5,4.5,150.5,-230,190,66,64,1
2008,2007-11-15,Arkansas,H,CollCharleston,V,14,137,15,143,-1300,850,75,49,1
2008,2007-11-15,AppalachianSt,N,Lipscomb,N,8,140,7.5,138.5,-345,285,81,58,N/A
2008,2007-11-15,MiddleTennSt,H,SanJoseState,V,11,116,10.5,126,-600,450,77,78,0
2008,2007-11-15,Connecticut,N,GardnerWebb,N,12.5,141,14.5,143.5,-1100,700,78,66,N/A
2008,2007-11-15,MemphisU,N,Oklahoma,N,8.5,142,7,148.5,-280,240,63,53,N/A
2008,2007-11-15,AlaskaFairbanks,H,TennesseeState,V,NL,4,NL,4.5,170,-200,64,78,0
2008,2007-11-15,OregonState,N,ColoradoState,N,4,131,6.5,121.5,-275,235,56,69,N/A
2008,2007-11-15,TheCitadel,H,USC,V,145,23,143,20.5,1400,-2500,47,74,0
2008,2007-11-15,E.Washington,H,CalRiverside,V,pk,138,2.5,132.5,-150,130,59,51,1
2008,2007-11-16,Syracuse,H,Fordham,V,9.5,152.5,10,152,-600,475,80,63,1
2008,2007-11-16,OldDominion,H,Toledo,V,8.5,122.5,9,126,-435,365,66,35,1
2008,2007-11-16,LoyolaChicago,H,WesternMichigan,V,1.5,148,1.5,148,-125,105,61,63,0
2008,2007-11-16,Tulsa,H,ArkansasState,V,9.5,132.5,9.5,133.5,-475,395,75,59,1
2008,2007-11-16,Texas,H,UCDavis,V,24.5,140,26,140,-4000,2000,73,42,1
2008,2007-11-16,LouisianaTech,H,ULLafayette,V,4,135,3.5,135,-170,150,64,56,1
2008,2007-11-16,WashingtonState,H,IdahoU,V,28.5,130,26,128.5,-5000,2500,74,43,1
2008,2007-11-16,Hawaii,H,Illinois,V,125,3,126,3.5,145,-165,77,79,0
2008,2007-11-16,HoustonU,N,Marist,N,12,148,10.5,147,-700,550,64,58,N/A
2008,2007-11-16,VaCommonwealth,N,MiamiFlorida,N,1,143.5,141.5,3,140,-160,63,69,N/A
2008,2007-11-16,Arkansas,N,Providence,N,6.5,135,6.5,137.5,-275,235,51,67,N/A
2008,2007-11-16,Temple,N,CollCharleston,N,5,148.5,5,143.5,-230,190,76,79,N/A
2008,2007-11-16,GeorgiaSouthern,N,ClevelandState,N,130,2,133.5,2,110,-130,72,70,N/A
2008,2007-11-16,SouthFlorida,N,RhodeIsland,N,149.5,7,151.5,6.5,235,-275,67,74,N/A
2008,2007-11-16,Stetson,N,FlaAtlantic,N,140,10,133.5,9,370,-450,62,68,N/A
2008,2007-11-16,UAB,N,FloridaState,N,143,3,144.5,2.5,125,-145,70,78,N/A
2008,2007-11-16,GeorgiaTech,N,NCCharlotte,N,9,152.5,9,156.5,-450,370,82,77,N/A
2008,2007-11-16,Winthrop,N,IllinoisChicago,N,5.5,140,4,139.5,-175,155,72,58,N/A
2008,2007-11-16,WichitaState,N,Baylor,N,149.5,4,147,5,190,-230,55,64,N/A
2008,2007-11-16,NotreDame,N,Monmouth,N,18,145.5,16.5,145.5,-1800,1150,76,33,N/A
2008,2007-11-16,SanJoseState,N,AppalachianSt,N,140,7,141,6.5,235,-275,64,62,N/A
2008,2007-11-16,MiddleTennSt,H,Lipscomb,V,10,139,10,140,-500,400,68,62,1
2008,2007-11-16,Oklahoma,N,GardnerWebb,N,13.5,132,12.5,131.5,-800,600,69,55,N/A
2008,2007-11-16,MemphisU,N,Connecticut,N,9.5,141,8,144.5,-375,315,81,70,N/A
2008,2007-11-16,LoyolaMarymount,N,St.Bonaventure,N,138,1.5,136.5,3.5,150,-170,50,61,N/A
2008,2007-11-16,NewMexico,H,Presbyterian,V,30,125,31,127,-10000,4000,88,57,1
2008,2007-11-16,Akron,N,SCarUpstate,N,25,130,26,133,-5000,2500,64,60,N/A
2008,2007-11-16,IUPUI,N,PortlandState,N,1.5,138,2.5,144.5,-145,125,73,75,N/A
2008,2007-11-16,PennState,H,Canisius,V,16,129,17.5,131,-2200,1315,93,40,1
2008,2007-11-16,Niagara,H,CentralMichigan,V,3,154,2.5,153,-140,120,79,73,1
2008,2007-11-16,MontanaState,H,BoiseState,V,148,2.5,148.5,1,100,-120,86,84,1
2008,2007-11-17,Depaul,H,Northwestern,V,12,122,11,122,-650,475,54,53,1
2008,2007-11-17,NorthTexas,H,IndianaState,V,6,136,5,136,-230,190,78,69,1
2008,2007-11-17,Ohio,H,Cornell,V,11,152,10,152.5,-560,430,102,89,1
2008,2007-11-17,Dartmouth,H,JamesMadison,V,141,3.5,141,3,135,-155,57,72,0
2008,2007-11-17,Florida,H,Rutgers,V,16,143,14.5,145,-1700,1100,88,63,1
2008,2007-11-17,GeorgeMason,H,Dayton,V,7.5,124,8.5,124,-450,360,67,56,1
2008,2007-11-17,Massachusetts,H,WiscGreenBay,V,10.5,158,9.5,159,-540,422,93,78,1
2008,2007-11-17,SouthCarolina,H,USC,V,1,152,4,152,-185,160,75,85,0
2008,2007-11-17,Evansville,H,Butler,V,116,9.5,116,9,425,-550,47,60,0
2008,2007-11-17,SoIllinois,H,NoIllinois,V,22.5,133,21,127,-3800,1900,88,68,1
2008,2007-11-17,Wisconsin,H,Colorado,V,18.5,131.5,20.5,127.5,-2700,1440,78,52,1
2008,2007-11-17,Gonzaga,H,CalRiverside,V,24.5,123,25.5,124.5,-5500,2625,84,48,1
2008,2007-11-17,Rice,H,Duquesne,V,171.5,4.5,171,9.5,365,-460,59,86,0
2008,2007-11-17,Arizona,H,Virginia,V,6,153.5,7,153.5,-320,260,72,75,0
2008,2007-11-17,SanDiego,H,UNLV,V,155,1,2,154,-130,110,55,66,0
2008,2007-11-17,Pepperdine,H,CSNorthridge,V,1.5,174.5,1.5,175,-125,105,89,97,0
2008,2007-11-17,CalIrvine,H,UtahState,V,3,143,3.5,142.5,-165,145,70,51,1
2008,2007-11-17,PortlandU,H,Oregon,V,152,14,152,14,775,-1200,61,85,0
2008,2007-11-17,Nevada,H,SantaClara,V,6.5,131,9.5,131,-475,380,67,54,1
2008,2007-11-17,FlaAtlantic,N,SouthFlorida,N,143,3.5,143,3.5,150,-170,69,100,N/A
2008,2007-11-17,UAB,N,GeorgiaSouthern,N,11,145.5,11,145.5,-750,525,57,59,N/A
2008,2007-11-17,ClevelandState,N,FloridaState,N,142,12,143.5,12.5,700,-1100,69,66,N/A
2008,2007-11-17,Stetson,N,RhodeIsland,N,138,20.5,138,19.5,1500,-3000,65,80,N/A
2008,2007-11-17,NCCharlotte,N,IllinoisChicago,N,4,145.5,4,145.5,-190,165,64,63,N/A
2008,2007-11-17,WichitaState,N,Monmouth,N,10,124,10,123,-500,400,50,59,N/A
2008,2007-11-17,ColoradoState,N,TennesseeState,N,143,2.5,142.5,1,100,-120,87,68,N/A
2008,2007-11-17,IUPUI,N,SCarUpstate,N,15.5,139,15.5,139,-1900,1200,80,54,N/A
2008,2007-11-17,AlaskaFairbanks,H,OregonState,V,122,9,131,9.5,NL,NL,62,60,1
2008,2007-11-17,Akron,N,PortlandState,N,6.5,141,6.5,140.5,-275,235,63,66,N/A
2008,2007-11-17,SanJoseState,N,Lipscomb,N,4.5,135,4.5,134,-210,175,72,79,N/A
2008,2007-11-17,MiddleTennSt,H,AppalachianSt,V,1,NL,1.5,NL,-135,115,79,84,0
2008,2007-11-17,LoyolaMarymount,N,Presbyterian,N,9.5,NL,7.5,NL,-330,270,83,76,N/A
2008,2007-11-17,NewMexico,H,St.Bonaventure,V,19.5,NL,21,NL,-3000,1500,81,54,1
2008,2007-11-17,Siena,H,Stanford,V,NL,8.5,NL,8.5,290,-350,79,67,1
2008,2007-11-17,BowlingGreen,H,MoreheadState,V,12.5,127,12,127,-800,550,86,70,1
2008,2007-11-17,Rider,H,Delaware,V,7,150,7,150,-330,270,76,71,1
2008,2007-11-17,Hofstra,H,Manhattan,V,8,125,5.5,125,-240,200,73,71,1
2008,2007-11-17,LongBeachState,H,IdahoState,V,pk,117.5,117.5,1.5,105,-125,66,61,1
2008,2007-11-17,Elon,H,GeorgiaState,V,5.5,138,4.5,138,-210,175,71,49,1
2008,2007-11-17,MississippiSt,H,TennMartin,V,26,156,25.5,156,-4500,2250,86,70,1
2008,2007-11-17,WesternKentucky,H,MurrayState,V,11.5,NL,11.5,146,-850,575,87,63,1
2008,2007-11-17,SaintLouis,H,Furman,V,17,126,19,126,-2500,1400,83,69,1
2008,2007-11-17,MissouriSt,H,NCGreensboro,V,6.5,138,8,138,-380,315,79,52,1
2008,2007-11-17,NorthernColorado,H,DenverU,V,6,135,5.5,133,-275,235,64,46,1
2008,2007-11-17,SanFrancisco,H,SacramentoState,V,12.5,152,11.5,152,-800,550,93,63,1
2008,2007-11-18,Clemson,H,OldDominion,V,13,128,14,130,-1200,775,66,53,1
2008,2007-11-18,IllinoisState,H,NCWilmington,V,12,145,10.5,150,-700,500,89,73,1
2008,2007-11-18,WiscMilwaukee,H,NorthernIowa,V,135,1,135,2.5,120,-140,66,73,0
2008,2007-11-18,NCState,H,NewOrleansU,V,18,134.5,17.5,134.5,-2800,1460,63,65,0
2008,2007-11-18,Temple,N,Marist,N,5,151.5,5.5,145.5,-250,210,73,69,N/A
2008,2007-11-18,HoustonU,N,CollCharleston,N,8,140,8.5,141,-380,315,84,69,N/A
2008,2007-11-18,Arkansas,N,VaCommonwealth,N,7.5,128,7.5,134,-310,255,70,60,N/A
2008,2007-11-18,Providence,N,MiamiFlorida,N,137,1,pk,137,-118,-102,58,64,N/A
