Season,Date,Team1,Team1 Location,Team2,Team2 Location,Open1,Open2,Close1,Close2,MoneyLine1,MoneyLine2,Team1 Score,Team2 Score,Result of Home Team
2008,2007-12-22,IndianaState,H,BowlingGreen,V,9,129,7,130,-330,280,62,57,1
2008,2007-12-22,BallState,H,IllinoisState,V,118.5,8,117.5,9,400,-500,49,65,0
2008,2007-12-22,Xavier,H,Tennessee,V,4,157.5,4,157,-200,170,75,82,0
2008,2007-12-22,Michigan,H,UCLA,V,135.5,15,133.5,12.5,600,-800,54,69,0
2008,2007-12-22,RhodeIsland,H,Hofstra,V,15.5,152,17,152,-2100,1250,88,69,1
2008,2007-12-22,TexasA&M,H,CalIrvine,V,20,132.5,20,130,-3000,1500,88,66,1
2008,2007-12-22,NorthernIowa,H,Nevada,V,3.5,131,5,130,-215,185,52,55,0
2008,2007-12-22,Louisville,H,NewMexicoState,V,14.5,143,13.5,144.5,-1100,750,70,65,1
2008,2007-12-22,Creighton,H,ArkansasLR,V,13.5,127.5,13,130.5,-1000,700,80,61,1
2008,2007-12-22,SoIllinois,H,WesternKentucky,V,5,128.5,5,126.5,-215,185,88,78,1
2008,2007-12-22,Marshall,H,Princeton,V,13,121,12,120.5,-900,650,66,60,1
2008,2007-12-22,LSU,H,OregonState,V,15,127.5,13,130.5,-1300,850,67,61,1
2008,2007-12-22,Arizona,H,SanDiegoState,V,11.5,139,11.5,137.5,-800,600,74,58,1
2008,2007-12-22,WiscGreenBay,H,NoIllinois,V,13,143,13,146.5,-1100,750,86,75,1
2008,2007-12-22,OhioState,H,Florida,V,5.5,138,5.5,133,-245,205,62,49,1
2008,2007-12-22,ArizonaState,H,IdahoU,V,24,116.5,22.5,119.5,-4000,2000,76,65,1
2008,2007-12-22,BostonCollege,H,Northeastern,V,13,139,10,136,-600,475,57,55,1
2008,2007-12-22,Providence,H,FloridaState,V,3,142,4.5,142.5,-205,175,101,95,1
2008,2007-12-22,NotreDame,H,SanFrancisco,V,21,152,24,153,-4000,2000,84,76,1
2008,2007-12-22,TexasTech,H,Stanford,V,130,4.5,130,5,190,-230,61,62,0
2008,2007-12-22,California,H,UtahU,V,6,146,7.5,143.5,-350,290,65,67,0
2008,2007-12-22,WashingtonU,H,CSNorthridge,V,13.5,154.5,13,157,-1100,750,80,66,1
2008,2007-12-22,CSFullerton,H,WrightState,V,7,144,6.5,142,-305,255,80,84,0
2008,2007-12-22,DenverU,H,NorthTexas,V,131,8,126.5,6,225,-265,63,59,1
2008,2007-12-22,MichiganState,H,Texas,V,3,147,5,141,-215,185,78,72,1
2008,2007-12-22,Syracuse,H,Cornell,V,16,173.5,18,168.5,-3000,1500,80,64,1
2008,2007-12-22,Villanova,H,Columbia,V,22.5,143.5,21,142,-3000,1500,72,56,1
2008,2007-12-22,EastCarolina,H,NCWilmington,V,pk,145.5,1,146.5,-120,100,67,71,0
2008,2007-12-22,MinnesotaU,H,SantaClara,V,11.5,129.5,12.5,130.5,-1100,750,68,50,1
2008,2007-12-22,SouthAlabama,H,MiddleTennSt,V,15,146,14.5,143,-1600,1000,75,61,1
2008,2007-12-22,Bradley,H,VaCommonwealth,V,5.5,144,4.5,144.5,-205,175,64,79,0
2008,2007-12-22,WichitaState,H,UAB,V,2.5,128.5,2.5,127.5,-140,120,61,52,1
2008,2007-12-22,USC,H,CalPolySLO,V,21.5,131.5,20,136,-2400,1400,78,55,1
2008,2007-12-22,NewOrleansU,H,ArkansasState,V,10,145.5,10,144.5,-550,450,84,78,1
2008,2007-12-22,Wisconsin,H,Valparaiso,V,13,130.5,12.5,130,-1100,750,68,58,1
2008,2007-12-22,Illinois,H,Missouri,V,142,3,141,3,135,-155,59,58,1
2008,2007-12-22,ColoradoState,H,Colorado,V,2.5,122.5,2,124.5,-130,110,70,73,0
2008,2007-12-22,FresnoState,H,Pacific,V,pk,141,1,138,-120,100,75,58,1
2008,2007-12-22,Depaul,N,LaSalle,N,5,151.5,6,149,-255,215,93,88,N/A
2008,2007-12-22,Clemson,N,Mississippi,N,2.5,156,3,155,-155,135,82,85,N/A
2008,2007-12-22,Wofford,N,TexasSouthern,N,13.5,128.5,10,130.5,-550,450,63,56,N/A
2008,2007-12-22,Texas-PanAmerican,N,BethuneCookman,N,8,125.5,6.5,123.5,-260,220,54,56,N/A
2008,2007-12-22,Alabama,N,MissouriSt,N,1,137,1.5,137,-125,105,81,73,N/A
2008,2007-12-22,Purdue,N,IowaState,N,8,120.5,7,120.5,-300,250,80,83,N/A
2008,2007-12-22,Hawaii,H,Georgia,V,135.5,3.5,139,2.5,125,-145,59,67,0
2008,2007-12-22,Tulane,N,St.Johns,N,133.5,1,130,1,100,-120,79,71,N/A
2008,2007-12-22,ULLafayette,N,ETennesseeSt,N,153,5,151,2.5,120,-140,82,80,N/A
2008,2007-12-22,SaintMarysCA,N,Ohio,N,7.5,147,6.5,145,-300,250,70,63,N/A
2008,2007-12-22,Buffalo,N,SCarUpstate,N,7,136,7.5,134.5,-335,285,80,66,N/A
2008,2007-12-22,UTEP,H,Wyoming,V,11,137,11,145.5,-650,525,79,73,1
2008,2007-12-22,Fordham,H,NCGreensboro,V,6.5,134.5,7.5,134.5,-335,285,54,58,0
2008,2007-12-22,Niagara,H,Marist,V,3.5,147,3.5,145.5,-165,145,76,67,1
2008,2007-12-22,Kentucky,H,TennesseeTech,V,13,145,15,144,-1400,900,69,47,1
2008,2007-12-22,Iona,H,WesternMichigan,V,144,4,142,3,130,-150,67,62,1
2008,2007-12-22,Virginia,H,Elon,V,22,137,20,135,-3000,1500,91,61,1
2008,2007-12-22,SouthCarolina,H,CollCharleston,V,9.5,150,11.5,149.5,-745,595,85,82,1
2008,2007-12-22,Arkansas,H,AppalachianSt,V,16.5,137,16.5,138,-1800,1100,67,74,0
2008,2007-12-22,Canisius,H,WestVirginia,V,142.5,27.5,142.5,28.5,5000,-10000,54,77,0
2008,2007-12-22,Tulsa,H,SEMissouriSt,V,11,152.5,12.5,152,-900,650,89,51,1
2008,2007-12-22,UNLV,H,TennMartin,V,19,146.5,20,146.5,-4000,2000,74,48,1
2008,2007-12-22,Dayton,H,LoyolaMaryland,V,14,135,14,138,-1500,950,91,74,1
2008,2007-12-22,AustinPeay,H,EasternKentucky,V,9.5,130.5,9,129,-450,370,75,67,1
2008,2007-12-22,Vanderbilt,H,TennesseeState,V,20.5,168,20.5,167,-3000,1500,83,74,1
2008,2007-12-22,E.Washington,H,PortlandState,V,134,5,134.5,4.5,170,-200,58,57,1
2008,2007-12-23,WakeForest,H,VirginiaTech,V,3,127,3,130,-155,135,77,75,1
2008,2007-12-23,NCState,H,Cincinnati,V,11,130,11,130,-650,525,85,77,1
2008,2007-12-23,TexasSouthern,N,Texas-PanAmerican,N,137,5.5,137,4.5,170,-200,60,78,N/A
2008,2007-12-23,Wofford,N,BethuneCookman,N,9,114,9.5,116.5,-500,400,70,59,N/A
2008,2007-12-23,Purdue,N,MissouriSt,N,3,129.5,2.5,129,-145,125,72,70,N/A
2008,2007-12-23,Alabama,N,IowaState,N,5.5,135.5,5.5,139,-250,210,83,68,N/A
2008,2007-12-23,NewMexico,H,WeberState,V,17,134,15,132.5,-1400,900,62,32,1
2008,2007-12-23,IdahoState,H,WashingtonState,V,118,21,120,19,1500,-3000,45,75,0
2008,2007-12-26,Louisville,H,MoreheadState,V,23,130,24.5,133,-6000,3000,73,49,1
2008,2007-12-27,NorthCarolina,H,Nevada,V,20.5,160,23,162,NL,NL,106,70,1
2008,2007-12-27,SetonHall,H,NCState,V,3,155.5,3,152,-145,125,73,79,0
2008,2007-12-27,Hawaii,H,NewMexico,V,134,5.5,133.5,5,NL,NL,69,79,0
2008,2007-12-27,GeorgiaTech,H,TennesseeTech,V,17,154,16.5,151.5,NL,NL,83,63,1
2008,2007-12-27,Drexel,H,Rider,V,2,126.5,2,129.5,-145,125,73,66,1
2008,2007-12-27,UtahU,H,IdahoState,V,22,128,21.5,128,NL,NL,68,51,1
2008,2007-12-28,SouthCarolina,H,CalIrvine,V,12,145.5,12.5,143,-1000,650,67,65,1
2008,2007-12-28,Mississippi,H,SoMississippi,V,7.5,154,6.5,151.5,-320,260,78,58,1
2008,2007-12-28,Maryland,H,Delaware,V,15,135,14.5,135,-1150,738,76,46,1
2008,2007-12-28,CentralFlorida,H,Connecticut,V,140.5,4,140,5.5,220,-260,82,85,0
2008,2007-12-28,SoIllinois,H,Butler,V,pk,117,1.5,118,-125,105,55,57,0
2008,2007-12-28,Bucknell,N,NDakotaSt,N,142,3.5,142,4,180,-220,60,68,N/A
2008,2007-12-28,California,H,LongBeachState,V,19,142.5,20.5,138.5,-3600,1800,102,65,1
2008,2007-12-28,VirginiaTech,N,Hofstra,N,9.5,135,10.5,135,-725,525,84,59,N/A
2008,2007-12-28,St.Johns,N,Marist,N,4.5,133,5,131,-225,185,62,59,N/A
2008,2007-12-28,RhodeIsland,N,EasternMichigan,N,13.5,144.5,13.5,146,-750,525,92,75,N/A
2008,2007-12-28,TexasA&MCorpus,H,GeorgiaSouthern,V,134.5,3.5,134.5,2,110,-130,69,78,0
2008,2007-12-28,CSFullerton,N,Furman,N,13,153,13.5,153,-1100,700,103,72,N/A
2008,2007-12-28,SaintMarysCA,H,Howard,V,34,136.5,34,136.5,-25000,9000,97,48,1
2008,2007-12-28,SantaClara,H,DenverU,V,14.5,114,14.5,110.5,-1300,850,74,65,1
2008,2007-12-28,Niagara,N,MorganState,N,2,152,1,149,-125,105,73,53,N/A
2008,2007-12-28,St.Peter's,H,Fairfield,V,1,131,pk,129,100,-120,78,89,0
2008,2007-12-28,Siena,H,St.Josephs,V,154.5,2,151.5,1,105,-125,68,74,0
2008,2007-12-28,NorthernColorado,H,SacramentoState,V,9.5,136,11,140,-750,525,74,60,1
2008,2007-12-28,Illinois,H,LoyolaMaryland,V,17.5,133,18.5,135.5,-4000,2000,77,43,1
2008,2007-12-28,WeberState,H,SanFrancisco,V,3.5,139,5,137,-225,185,62,54,1
2008,2007-12-28,PortlandState,H,SanJoseState,V,9.5,128.5,9.5,134,-480,383,73,76,0
2008,2007-12-29,Texas,H,Wisconsin,V,7.5,138,6.5,134.5,-290,240,66,67,0
2008,2007-12-29,Purdue,H,FloridaIntl,V,19,140,20,141,-4000,2000,59,44,1
2008,2007-12-29,NoIllinois,H,ArkansasLR,V,135.5,4.5,137.5,3,140,-160,59,55,1
2008,2007-12-29,Kentucky,H,SanDiego,V,12,130,13.5,128.5,-1200,800,72,81,0
2008,2007-12-29,Auburn,H,TowsonState,V,14,134,12.5,132,-1000,700,79,59,1
2008,2007-12-29,Rice,H,TCU,V,134,6,134,6,235,-275,70,65,1
2008,2007-12-29,LSU,H,WashingtonU,V,4.5,147,4.5,148,-215,185,65,73,0
2008,2007-12-29,Arkansas,H,ULMonroe,V,19.5,144,18.5,147.5,-3000,1500,85,60,1
2008,2007-12-29,Bradley,H,NorthernIowa,V,6,133,4.5,129,-200,170,46,59,0
2008,2007-12-29,Wyoming,H,WiscMilwaukee,V,10,148,12,149.5,-800,600,66,80,0
2008,2007-12-29,Gonzaga,H,Tennessee,V,1,154,pk,155.5,-110,-110,72,82,0
2008,2007-12-29,DetroitU,H,Depaul,V,143,2.5,138.5,2.5,120,-140,64,70,0
2008,2007-12-29,MichiganState,H,WiscGreenBay,V,20.5,145,21,139.5,-4000,2000,93,75,1
2008,2007-12-29,Stanford,H,FresnoState,V,21,136,20,134.5,-4000,2000,55,48,1
2008,2007-12-29,WestVirginia,H,Oklahoma,V,7,140.5,8,136.5,-360,300,82,88,0
2008,2007-12-29,Alabama,H,GeoWashington,V,12,142.5,12.5,142,-1000,700,93,57,1
2008,2007-12-29,Florida,H,Temple,V,8.5,143.5,9,140,-425,355,86,69,1
2008,2007-12-29,Villanova,H,LaSalle,V,18,155.5,17.5,157.5,-3000,1500,71,58,1
2008,2007-12-29,KentState,H,ClevelandState,V,12,133,11.5,132.5,-725,575,84,69,1
2008,2007-12-29,Akron,H,IllinoisChicago,V,9.5,138.5,9.5,139.5,-500,400,79,73,1
2008,2007-12-29,NotreDame,H,Brown,V,18.5,143.5,17.5,140.5,-3000,1500,87,54,1
2008,2007-12-29,UCLA,H,UCDavis,V,34,129,34.5,130,-12000,6000,76,48,1
2008,2007-12-29,Dayton,H,Pittsburgh,V,133,4,132,2.5,125,-145,80,55,1
2008,2007-12-29,Troy,H,WesternKentucky,V,163.5,8.5,164,7,300,-360,90,94,0
2008,2007-12-29,Kansas,H,Yale,V,32.5,141,32,142.5,-10000,5000,86,53,1
2008,2007-12-29,UAB,H,OldDominion,V,6.5,127.5,7,127,-300,250,73,57,1
2008,2007-12-29,USC,H,CalRiverside,V,28.5,122.5,27.5,123.5,-6000,3000,70,57,1
2008,2007-12-29,Creighton,H,IllinoisState,V,7,133,6.5,133.5,-290,240,67,80,0
2008,2007-12-29,WichitaState,H,Drake,V,3.5,128,2,124,-130,110,54,62,0
2008,2007-12-29,Evansville,H,IndianaState,V,3,124,1.5,127,-125,105,56,70,0
2008,2007-12-29,Cincinnati,H,MiamiOhio,V,122.5,3.5,123,3,135,-155,56,50,1
2008,2007-12-29,ULLafayette,H,FlaAtlantic,V,8.5,137.5,8,137.5,-350,290,71,52,1
2008,2007-12-29,BoiseState,H,BYU,V,156,5,154,4.5,175,-205,73,70,1
2008,2007-12-29,MemphisU,H,Arizona,V,8.5,146,10,142.5,-550,450,76,63,1
2008,2007-12-29,Bucknell,N,LongBeachState,N,2.5,128,4,126,-190,160,61,57,N/A
2008,2007-12-29,California,H,NDakotaSt,V,14.5,156,14,157.5,-1300,850,86,72,1
2008,2007-12-29,Marist,N,Hofstra,N,6.5,136,7.5,132,-360,300,73,67,N/A
2008,2007-12-29,St.Johns,N,VirginiaTech,N,128,2.5,129.5,2,115,-135,48,54,N/A
2008,2007-12-29,RhodeIsland,N,GeorgiaSouthern,N,9.5,148,9,149,-450,370,85,80,N/A
2008,2007-12-29,TexasA&MCorpus,H,EasternMich,V,pk,141,pk,138,-110,-110,75,72,1
2008,2007-12-29,Furman,N,Howard,N,4.5,133,5.5,133,-230,190,67,62,N/A
2008,2007-12-29,StMarys-CA,H,FullertonSt.,V,13.5,159.5,12.5,162,-925,675,69,59,1
2008,2007-12-29,Denver,N,morganstate,N,122.5,3.5,119,4.5,170,-200,54,44,N/A
2008,2007-12-29,SantaClara,H,Niagara,V,4,140,4.5,138,-200,170,53,56,0
2008,2007-12-29,Vanderbilt,H,TennMartin,V,24.5,160,23.5,159,-5000,2500,92,85,1
2008,2007-12-29,Rutgers,H,Manhattan,V,5,128,5,130.5,-215,185,73,67,1
2008,2007-12-29,NCState,H,WesternCarolina,V,18.5,136.5,19.5,134,-4000,2000,74,62,1
2008,2007-12-29,Louisville,H,Iona,V,19,138,19,138,-3000,1500,67,36,1
2008,2007-12-29,Clemson,H,Samford,V,24.5,132.5,22.5,129.5,-4000,2000,78,45,1
2008,2007-12-29,NCWilmington,H,NCGreensboro,V,4,145,4.5,143.5,-200,170,55,72,0
2008,2007-12-29,BowlingGreen,H,EasternIllinois,V,12.5,130,13,131.5,-1000,700,52,48,1
2008,2007-12-29,MiddleTennSt,H,AustinPeay,V,pk,143,138,2.5,130,-150,75,78,0
2008,2007-12-29,E.Washington,H,CalSantaBarb,V,128,8.5,130,6.5,225,-265,51,58,0
2008,2007-12-29,JamesMadison,N,SoCarolinaSt,N,11,159,11,154,-725,575,84,75,N/A
2008,2007-12-29,CollCharleston,N,Mercer,N,9.5,160,10.5,157,-650,525,84,74,N/A
2008,2007-12-29,WrightState,N,Belmont,N,1,139.5,2,138,-130,110,78,74,N/A
2008,2007-12-29,TennesseeChat,N,MurrayState,N,4.5,142,5,140.5,-230,190,74,50,N/A
2008,2007-12-30,Syracuse,H,Northeastern,V,14,151,14.5,144.5,-1500,950,95,74,1
2008,2007-12-30,Harvard,H,CalIrvine,V,144,3,142,2,115,-135,77,80,0
2008,2007-12-30,WakeForest,H,AirForce,V,11,118.5,11,122,-800,600,78,67,1
2008,2007-12-30,SoIllinois,H,MissouriSt,V,6,121,6.5,121.5,-275,235,79,71,1
2008,2007-12-30,GeorgiaTech,H,FloridaState,V,4,150,4,147,-175,155,64,66,0
2008,2007-12-30,NorthCarolina,H,Valparaiso,V,24.5,161,22.5,162.5,-5000,2500,90,58,1
2008,2007-12-30,UNLV,H,MinnesotaU,V,2,132,1.5,131,-125,105,81,64,1
2008,2007-12-30,Illinois,H,TennesseeState,V,20.5,141,22,138.5,-5000,2500,58,60,0
2008,2007-12-30,NorthernArizona,H,NorthernColorado,V,8.5,133.5,8.5,135.5,-425,355,86,70,1
2008,2007-12-30,OregonState,H,MontanaState,V,5,137,7,134,-300,250,59,60,0
2008,2007-12-30,Mercer,N,SoCarolinaSt,N,4,160,4,157,-190,160,76,73,N/A
2008,2007-12-30,CollCharleston,H,JamesMadison,V,2,166,2.5,162.5,-140,120,76,53,1
2008,2007-12-30,MurrayState,N,Belmont,N,144,1.5,143.5,1.5,105,-125,67,84,N/A
2008,2007-12-30,TennesseeChat,H,WrightState,V,3.5,136,4,132.5,-175,155,82,87,0
2008,2007-12-30,MississippiSt,H,Missouri,V,3,147.5,2.5,150.5,-140,120,87,75,1
2008,2007-12-31,Kentucky,H,FloridaIntl,V,18,139,18.5,137,-3000,1500,92,49,1
2008,2007-12-31,TexasA&M,H,Rice,V,29.5,130,30,130,-12000,6000,68,41,1
2008,2007-12-31,Georgetown,H,Fordham,V,20,129,20,129,-4000,2000,82,55,1
2008,2007-12-31,Marshall,H,SanDiego,V,3,135.5,4,136.5,-175,155,76,60,1
2008,2007-12-31,Drexel,H,St.Josephs,V,127,9.5,127,9,370,-450,51,69,0
2008,2007-12-31,Xavier,H,KansasState,V,7,144,9.5,143.5,-475,395,103,77,1
2008,2007-12-31,Gonzaga,H,UtahU,V,10,136.5,10,134.5,-600,475,61,59,1
2008,2007-12-31,Vanderbilt,H,Iona,V,19,156.5,18,152.5,-2500,1450,97,73,1
2008,2007-12-31,Providence,H,St.Peter's,V,20,149,20,147,-4000,2000,83,78,1
2008,2007-12-31,Siena,H,Dartmouth,V,13,150,14.5,147.5,-1300,850,89,54,1
2008,2007-12-31,William&Mary,H,Fairfield,V,4.5,129.5,4,128,-190,160,71,50,1
2008,2007-12-31,WashingtonU,H,IdahoState,V,22.5,141,22,139,-4000,2000,82,50,1
2008,2008-01-01,Louisville,H,Cincinnati,V,13.5,130,13.5,132,-1100,750,57,58,0
2008,2008-01-01,Alabama,H,Clemson,V,153,2,152,1,100,-120,61,87,0
2008,2008-01-01,WichitaState,H,IllinoisState,V,1.5,118,119,2,120,-140,46,49,0
2008,2008-01-02,GeorgiaState,H,GeorgeMason,V,137.5,12,132.5,11,600,-800,66,64,1
2008,2008-01-02,Texas,H,TCU,V,20,154,20,151,-3000,1500,67,59,1
2008,2008-01-02,Massachusetts,H,HoustonU,V,4,156.5,6.5,161,-275,235,95,89,1
2008,2008-01-02,JamesMadison,H,VaCommonwealth,V,150,3,146,3.5,150,-170,62,61,1
2008,2008-01-02,William&Mary,H,Delaware,V,6,125.5,6,128.5,-275,235,51,58,0
2008,2008-01-02,OldDominion,H,Hofstra,V,14,133,13,132.5,-1000,700,75,54,1
2008,2008-01-02,Syracuse,H,St.Johns,V,12,148,12,146,-825,625,76,70,1
2008,2008-01-02,SouthFlorida,H,Rutgers,V,11,137,11.5,135.5,-825,625,68,45,1
2008,2008-01-02,Michigan,H,Wisconsin,V,132,8,127,8.5,330,-400,54,70,0
2008,2008-01-02,Dayton,H,Akron,V,6.5,134,7,133.5,-325,275,83,81,1
2008,2008-01-02,IndianaState,H,Creighton,V,134,2,134.5,3,135,-155,62,54,1
2008,2008-01-02,TowsonState,H,Northeastern,V,pk,133,128.5,3,140,-160,77,71,1
2008,2008-01-02,BowlingGreen,H,Duquesne,V,152.5,5,149.5,6.5,235,-275,78,96,0
2008,2008-01-02,Yale,H,PortlandU,V,5.5,137,6.5,136.5,-300,250,88,70,1
2008,2008-01-02,FlaAtlantic,H,SouthAlabama,V,140.5,9.5,140.5,9.5,425,-525,55,66,0
2008,2008-01-02,WesternKentucky,H,MiddleTennSt,V,15.5,152,15.5,147,-1600,1000,62,51,1
2008,2008-01-02,Drexel,H,NCWilmington,V,4,133,3.5,132.5,-175,155,70,60,1
2008,2008-01-02,MiamiFlorida,H,Pennsylvania,V,20.5,141,21,141,-4000,2000,88,62,1
2008,2008-01-02,Tulane,H,LSU,V,136,1,134,2,110,-130,68,63,1
2008,2008-01-02,NorthCarolina,H,KentState,V,21,153,18.5,157.5,-3500,1750,90,61,1
2008,2008-01-02,MissouriSt,H,Bradley,V,8.5,136,8.5,137,-400,330,91,80,1
2008,2008-01-02,NorthernIowa,H,Evansville,V,12,119,13,116.5,-1100,750,64,51,1
2008,2008-01-02,Drake,H,SoIllinois,V,3.5,127,4.5,125,-205,175,61,51,1
2008,2008-01-02,NewOrleansU,H,ArkansasLR,V,5,135,5,134.5,-215,185,75,84,0
2008,2008-01-02,BoiseState,H,SanJoseState,V,12,146,13,146,-1100,750,78,63,1
2008,2008-01-02,UTEP,H,NewMexico,V,1.5,147,1.5,145.5,-125,105,85,86,0
2008,2008-01-02,Iowa,H,IndianaU,V,127,11,123,11,475,-600,76,79,0
2008,2008-01-02,Northwestern,H,PennState,V,1.5,132,130,1,-105,-115,68,79,0
2008,2008-01-02,DenverU,H,ULMonroe,V,2.5,124.5,2,124.5,-130,110,66,50,1
2008,2008-01-02,IdahoU,H,NewMexicoState,V,136,9,137,8.5,330,-400,68,78,0
2008,2008-01-02,Pacific,H,CalRiverside,V,15,129,15,129,-1600,1000,82,54,1
2008,2008-01-02,SEMissouriSt,H,EasternKentucky,V,3.5,144,3,141,-160,140,66,55,1
2008,2008-01-03,Richmond,H,VirginiaTech,V,118,6,117,6.5,235,-275,52,49,1
2008,2008-01-03,SetonHall,H,Connecticut,V,161,1.5,159,4.5,170,-200,86,98,0
2008,2008-01-03,NotreDame,H,WestVirginia,V,2.5,151,pk,144.5,-110,-110,69,56,1
2008,2008-01-03,ClevelandState,H,LoyolaChicago,V,8,133,9,131,-450,370,63,55,1
2008,2008-01-03,YoungstownState,H,IllinoisChicago,V,139,4,139.5,4.5,170,-200,80,68,1
2008,2008-01-03,WiscGreenBay,H,DetroitU,V,8,139,8,135.5,-375,315,78,52,1
2008,2008-01-03,WiscMilwaukee,H,WrightState,V,141,2.5,132.5,2.5,120,-140,75,64,1
2008,2008-01-03,Illinois,H,OhioState,V,4.5,123,4,119,-190,160,58,74,0
2008,2008-01-03,Vanderbilt,H,Rice,V,25,145,24,145.5,-6000,3000,76,58,1
2008,2008-01-03,ULLafayette,H,ArkansasState,V,5.5,140,6,138.5,-265,225,73,63,1
2008,2008-01-03,LouisianaTech,H,FresnoState,V,126,7,127.5,8,290,-350,44,61,0
2008,2008-01-03,Arizona,H,OregonState,V,18.5,128,16.5,126.5,-1700,1050,76,63,1
2008,2008-01-03,Troy,H,NorthTexas,V,165,1.5,166.5,2,110,-130,91,88,1
2008,2008-01-03,Depaul,H,Villanova,V,156.5,3,152,3,140,-160,84,76,1
2008,2008-01-03,Marquette,H,Providence,V,11.5,153,11,150,-700,550,96,67,1
2008,2008-01-03,Xavier,H,Virginia,V,8,149,9.5,149,-475,395,108,70,1
2008,2008-01-03,ArizonaState,H,Oregon,V,pk,150,3,143,-155,135,62,54,1
2008,2008-01-03,UtahState,H,Hawaii,V,10,139,11.5,139,-900,650,86,80,1
2008,2008-01-03,BYU,H,LoyolaMarymount,V,26.5,146,28.5,143,-10000,5000,91,62,1
2008,2008-01-03,CalSantaBarb,H,LongBeachState,V,14.5,131,15.5,130,-1600,1000,79,64,1
2008,2008-01-03,CalPolySLO,H,CSNorthridge,V,2.5,145,1,145.5,-120,100,59,80,0
2008,2008-01-03,Stanford,H,UCLA,V,126,2.5,1,125.5,-115,-105,67,76,0
2008,2008-01-03,California,H,USC,V,1,136,3,138.5,-160,140,92,82,1
2008,2008-01-03,Davidson,H,GeorgiaSouthern,V,13,146,12.5,144,-900,650,92,67,1
2008,2008-01-03,Furman,H,WesternCarolina,V,138,1,135,1.5,105,-125,64,60,1
2008,2008-01-03,Wofford,H,TennesseeChat,V,2,138,2,142.5,-130,110,78,85,0
2008,2008-01-03,CollCharleston,H,AppalachianSt,V,4,147,4,146,-195,165,66,70,0
2008,2008-01-03,TheCitadel,H,Elon,V,136,5.5,129.5,5.5,200,-240,63,72,0
2008,2008-01-03,Iona,H,Niagara,V,147,1,146,3,135,-155,67,74,0
2008,2008-01-03,EasternIllinois,H,MurrayState,V,127,4,126,4,160,-190,83,80,1
2008,2008-01-03,TennesseeTech,H,Samford,V,7,126,6.5,127,-270,230,59,62,0
2008,2008-01-03,TennesseeState,H,MoreheadState,V,12,142,10,141,-500,400,59,53,1
2008,2008-01-03,TennMartin,H,AustinPeay,V,147,4,149.5,5,185,-215,85,90,0
2008,2008-01-03,NorthernColorado,H,IdahoState,V,8,124,8.5,127,-400,330,65,76,0
2008,2008-01-03,MemphisU,H,Siena,V,23,154,20.5,158,-3000,1500,102,58,1
2008,2008-01-03,PortlandState,H,SacramentoState,V,15,142,14.5,141,-1500,950,83,58,1
2008,2008-01-03,E.Washington,H,NorthernArizona,V,134,1,134,3,130,-150,75,79,0
2008,2008-01-04,Colorado,H,SMU,V,12,122.5,14.5,125,-1300,850,63,52,1
2008,2008-01-04,CSFullerton,H,CalIrvine,V,7,155,6,151,-265,225,93,83,1
2008,2008-01-04,UCDavis,H,CalRiverside,V,5,124,5,126,-230,190,58,54,1
2008,2008-01-04,LoyolaMaryland,H,Fairfield,V,3.5,138,5,136,-230,190,67,69,0
2008,2008-01-04,St.Peter's,H,Canisius,V,8.5,139,10,136.5,-525,425,65,54,1
2008,2008-01-04,Rider,H,Marist,V,3.5,141,4,140,-190,160,80,81,0
2008,2008-01-05,NCCharlotte,H,Maryland,V,1,136,138,1,NL,NL,72,76,0
2008,2008-01-05,BostonCollege,H,Kansas,V,142,10.5,139.5,10.5,475,-650,60,85,0
2008,2008-01-05,Syracuse,H,SouthFlorida,V,8.5,154.5,9,154.5,-450,350,89,77,1
2008,2008-01-05,Wisconsin,H,Iowa,V,17,115,18,116,NL,NL,64,51,1
2008,2008-01-05,YoungstownState,H,LoyolaChicago,V,3.5,127,3.5,129,NL,NL,71,61,1
2008,2008-01-05,Northeastern,H,GeorgiaState,V,9.5,135,11,133.5,-650,475,64,62,1
2008,2008-01-05,MemphisU,H,Pepperdine,V,28.5,162,29,162,NL,NL,90,53,1
2008,2008-01-05,TexasTech,H,UTEP,V,7,146,6,146.5,-260,220,75,68,1
2008,2008-01-05,Harvard,H,Dartmouth,V,8.5,139,8,140.5,-420,330,82,56,1
2008,2008-01-05,Purdue,H,Michigan,V,12.5,131.5,11,131,-700,500,65,58,1
2008,2008-01-05,Rutgers,H,Georgetown,V,126,17,126.5,15.5,NL,NL,46,58,0
2008,2008-01-05,Butler,H,Valparaiso,V,10.5,130,10,130.5,-600,450,73,65,1
2008,2008-01-05,WesternMichigan,H,NoIllinois,V,15.5,142,14,142,-1600,900,86,69,1
2008,2008-01-05,UtahU,H,AirForce,V,13.5,120,12,119.5,-800,600,58,36,1
2008,2008-01-05,Arizona,H,Oregon,V,6.5,149.5,7,146.5,-300,250,74,84,0
2008,2008-01-05,Oklahoma,H,Rice,V,26,129.5,26,127.5,NL,NL,61,49,1
2008,2008-01-05,ArizonaState,H,OregonState,V,13,121,12,122.5,-800,600,72,53,1
2008,2008-01-05,BowlingGreen,H,Ohio,V,137,5.5,137,5,180,-220,52,49,1
2008,2008-01-05,Kentucky,H,Louisville,V,130,2.5,130,1,115,-135,75,89,0
